X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-50695,-173915,139.28174248,34.43101456,6627.4,6631.1,8356.9,8359.0
-50705,-173925,139.28163428,34.43092392,8355.6,8359.7,-9999.0,8363.7
-50735,-173935,139.28130846,34.43083230,6652.6,8865.7,-9999.0,8868.0
-50685,-173935,139.28185247,34.43083475,1264.9,1423.0,8346.4,8359.1
-50735,-173945,139.28130906,34.43074215,6651.0,8866.3,-9999.0,8867.3
-50795,-173965,139.28065744,34.43055889,8866.7,-9999.0,-9999.0,8872.1
-50775,-173965,139.28087504,34.43055988,1225.0,1256.7,6634.6,8869.9
-50765,-173965,139.28098384,34.43056037,1393.2,6638.0,8088.6,8877.2
-50755,-173965,139.28109264,34.43056086,6643.5,8373.2,-9999.0,8875.5
-50775,-173975,139.28087563,34.43046973,6635.8,6644.5,8866.0,8868.7
-50765,-173975,139.28098443,34.43047022,8866.4,8870.9,-9999.0,8873.8
-50605,-173975,139.28272524,34.43047807,8345.3,8357.2,-9999.0,8361.5
-50565,-174015,139.28316281,34.43011942,8333.0,-9999.0,-9999.0,8337.8
-50555,-174045,139.28327338,34.42984945,6654.8,6668.0,-9999.0,8858.2
-50535,-174085,139.28349334,34.42948983,1467.7,3961.2,6663.0,8347.2
-50535,-174095,139.28349393,34.42939967,6663.1,8348.0,-9999.0,8350.7
-50515,-174115,139.28371271,34.42922035,6665.4,-9999.0,-9999.0,8354.8
-50515,-174125,139.28371330,34.42913020,1468.2,1480.0,6660.8,6664.4
-50515,-174135,139.28371389,34.42904005,6649.2,6654.3,-9999.0,6689.8
-50515,-174145,139.28371448,34.42894989,1465.1,1475.8,6657.1,6689.2
-50515,-174155,139.28371507,34.42885974,1472.0,6649.5,6665.0,6688.3
-50515,-174165,139.28371566,34.42876959,6653.6,6660.5,-9999.0,6689.7
-50505,-174165,139.28382446,34.42877008,1468.5,6647.9,6662.5,6685.6
-50495,-174175,139.28393385,34.42868042,1284.4,1451.2,6646.9,6683.3
-50795,-174195,139.28067109,34.42848541,1227.8,1263.6,1417.7,10055.0
-50485,-174195,139.28404383,34.42850060,6653.1,6657.6,-9999.0,6675.5
-50795,-174205,139.28067168,34.42839526,1421.4,9027.3,-9999.0,10053.0
-50815,-174265,139.28045765,34.42785336,1444.2,8149.0,-9999.0,8153.4
-50805,-174315,139.28056941,34.42740310,1427.5,8139.9,-9999.0,8149.9
-50805,-174325,139.28057000,34.42731294,1398.5,1424.8,8145.3,8148.6
-50805,-174355,139.28057178,34.42704249,1438.0,8135.4,-9999.0,8143.5
-50795,-174365,139.28068117,34.42695283,1251.5,1286.4,8130.9,8142.8
