区名,配当割交付金額
区市町村計,25815462 
区計,19147659 
市町村計,6667803 
市計,6569224 
町村計,98579 
千代田区,255038 
中央区,418121 
港区,1227808 
新宿区,785821 
文京区,614895 
台東区,341251 
墨田区,415212 
江東区,897660 
品川区,855119 
目黒区,820157 
大田区,1399306 
世田谷区,2329776 
渋谷区,851190 
中野区,629363 
杉並区,1283310 
豊島区,560557 
北区,528563 
荒川区,306496 
板橋区,862683 
練馬区,1291521 
足立区,857284 
葛飾区,621501 
江戸川区,995027 
