区市町村コード,区市町村,冬夕、風速8m/s、死者（計）,冬夕、風速8m/s、死者（揺れ）,冬夕、風速8m/s、死者（屋内収容物）,冬夕、風速8m/s、死者（急傾斜地崩壊）,冬夕、風速8m/s、死者（火災）,冬夕、風速8m/s、死者（ブロック塀等）,冬夕、風速8m/s、死者（屋外落下物）,冬昼、風速8m/s、死者（計）,冬昼、風速8m/s、死者（揺れ）,冬昼、風速8m/s、死者（屋内収容物）,冬昼、風速8m/s、死者（急傾斜地崩壊）,冬昼、風速8m/s、死者（火災）,冬昼、風速8m/s、死者（ブロック塀等）,冬昼、風速8m/s、死者（屋外落下物）,冬早朝、風速8m/s、死者（計）,冬早朝、風速8m/s、死者（揺れ）,冬早朝、風速8m/s、死者（屋内収容物）,冬早朝、風速8m/s、死者（急傾斜地崩壊）,冬早朝、風速8m/s、死者（火災）,冬早朝、風速8m/s、死者（ブロック塀等）,冬早朝、風速8m/s、死者（屋外落下物）,冬夕、風速4m/s、死者（計）,冬夕、風速4m/s、死者（揺れ）,冬夕、風速4m/s、死者（屋内収容物）,冬夕、風速4m/s、死者（急傾斜地崩壊）,冬夕、風速4m/s、死者（火災）,冬夕、風速4m/s、死者（ブロック塀等）,冬夕、風速4m/s、死者（屋外落下物）,冬昼、風速4m/s、死者（計）,冬昼、風速4m/s、死者（揺れ）,冬昼、風速4m/s、死者（屋内収容物）,冬昼、風速4m/s、死者（急傾斜地崩壊）,冬昼、風速4m/s、死者（火災）,冬昼、風速4m/s、死者（ブロック塀等）,冬昼、風速4m/s、死者（屋外落下物）,冬早朝、風速4m/s、死者（計）,冬早朝、風速4m/s、死者（揺れ）,冬早朝、風速4m/s、死者（屋内収容物）,冬早朝、風速4m/s、死者（急傾斜地崩壊）,冬早朝、風速4m/s、死者（火災）,冬早朝、風速4m/s、死者（ブロック塀等）,冬早朝、風速4m/s、死者（屋外落下物）
13101,千代田区,62,55,4,0,0,1,2,77,71,5,0,1,0,0,9,8,0,0,0,0,0,62,55,4,0,0,1,2,77,71,5,0,1,0,0,9,8,0,0,0,0,0
13102,中央区,84,77,5,0,1,1,1,93,85,6,0,1,0,0,56,54,2,0,0,0,0,84,77,5,0,1,1,1,93,85,6,0,1,0,0,56,54,2,0,0,0,0
13103,港区,127,106,13,1,1,5,1,140,121,16,1,2,1,0,60,55,4,0,0,0,0,127,106,13,1,1,5,1,140,121,16,1,1,1,0,60,55,4,0,0,0,0
13104,新宿区,33,19,6,0,3,4,0,28,17,8,0,2,1,0,32,27,4,0,1,0,0,33,19,6,0,3,4,0,28,17,8,0,2,1,0,32,27,4,0,1,0,0
13105,文京区,29,15,3,0,3,7,0,21,12,4,0,2,2,0,29,25,3,0,1,0,0,29,15,3,0,3,7,0,20,12,4,0,2,2,0,29,25,3,0,1,0,0
13106,台東区,106,94,2,0,5,4,0,83,77,2,0,3,1,0,146,143,2,0,1,0,0,105,94,2,0,5,4,0,83,77,2,0,3,1,0,146,143,2,0,1,0,0
13107,墨田区,321,214,6,0,94,7,0,178,155,6,0,14,2,0,362,345,7,0,9,0,0,320,214,6,0,93,7,0,177,155,6,0,14,2,0,362,345,7,0,9,0,0
13108,江東区,401,298,17,0,77,8,0,283,233,19,0,28,2,0,461,438,17,0,6,0,0,399,298,17,0,75,8,0,282,233,19,0,28,2,0,460,438,17,0,6,0,0
13109,品川区,288,101,12,0,160,14,0,136,78,13,0,42,2,0,208,176,11,0,21,0,0,263,101,12,0,135,14,0,129,78,13,0,36,2,0,205,176,11,0,18,0,0
13110,目黒区,161,53,6,0,94,7,0,70,39,6,0,23,2,0,130,104,8,0,18,0,0,154,53,6,0,87,7,0,69,39,6,0,21,2,0,129,104,8,0,17,0,0
