X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-6995,-315065,139.75834030,33.15955524,286.5,1723.2,-9999.0,3204.8
-6985,-315065,139.75844751,33.15955530,1740.1,1962.2,-9999.0,3206.9
-6975,-315065,139.75855472,33.15955536,1954.1,3205.4,-9999.0,3208.6
-6965,-315065,139.75866192,33.15955543,1700.7,1748.5,-9999.0,3211.7
-6915,-315065,139.75919797,33.15955575,3209.3,-9999.0,-9999.0,3217.7
-7015,-315075,139.75812595,33.15946493,287.0,1722.8,-9999.0,3201.4
-7005,-315075,139.75823316,33.15946500,1653.4,1733.0,-9999.0,3206.3
-6995,-315075,139.75834037,33.15946506,3198.9,-9999.0,-9999.0,3208.8
-6885,-315075,139.75951968,33.15946577,3225.1,-9999.0,-9999.0,6060.2
-7045,-315085,139.75780440,33.15937456,279.2,1722.0,-9999.0,3200.6
-7035,-315085,139.75791161,33.15937463,283.3,1723.2,-9999.0,3201.4
-7025,-315085,139.75801882,33.15937469,3197.6,-9999.0,-9999.0,3204.9
-6885,-315085,139.75951975,33.15937559,2189.4,3227.3,-9999.0,6060.8
-7065,-315095,139.75759006,33.15928426,1675.3,1738.2,-9999.0,3216.8
-7055,-315095,139.75769727,33.15928432,1969.9,-9999.0,-9999.0,3201.4
-6875,-315095,139.75962704,33.15928548,-9999.0,-9999.0,-9999.0,3481.9
-6865,-315095,139.75973424,33.15928554,1754.5,1968.9,3480.2,3480.7
-6855,-315095,139.75984145,33.15928561,1744.3,1958.8,-9999.0,3479.4
-6725,-315095,139.76123517,33.15928642,1723.4,1766.4,-9999.0,3232.4
-6845,-315105,139.75994874,33.15919550,297.3,1732.6,3220.6,3483.9
-6785,-315105,139.76059199,33.15919587,1766.3,2179.5,-9999.0,3230.9
-6755,-315105,139.76091362,33.15919606,2194.6,3222.9,-9999.0,3232.5
-6695,-315105,139.76155687,33.15919643,1964.2,3211.7,-9999.0,3231.6
-6685,-315105,139.76166408,33.15919649,1758.0,1973.1,-9999.0,3232.9
-6665,-315105,139.76187850,33.15919662,288.6,1733.2,3218.4,3234.2
-6645,-315105,139.76209292,33.15919674,290.4,1734.1,3219.4,3234.7
-7085,-315115,139.75737580,33.15910378,1768.2,2177.1,-9999.0,3461.9
-6845,-315115,139.75994881,33.15910532,3224.9,3333.6,-9999.0,3482.0
-6625,-315115,139.76230741,33.15910669,1744.7,1958.5,-9999.0,3230.7
-6615,-315115,139.76241462,33.15910675,260.0,1734.3,3219.4,3228.9
-6595,-315115,139.76262903,33.15910687,1742.8,1958.8,-9999.0,3230.5
-7095,-315125,139.75726867,33.15901354,1714.8,1757.2,-9999.0,3463.9
-6835,-315125,139.76005610,33.15901521,1966.5,2198.9,3477.6,6941.6
-6815,-315125,139.76027051,33.15901534,1696.6,1747.2,3222.1,6945.1
-6805,-315125,139.76037772,33.15901540,259.9,1733.2,2980.9,6946.9
-6835,-315135,139.76005617,33.15892504,-9999.0,-9999.0,-9999.0,6948.1
-6825,-315135,139.76016338,33.15892510,3232.4,3481.8,-9999.0,6947.6
-6815,-315135,139.76027059,33.15892516,2209.7,3226.7,6945.1,6945.8
-6805,-315135,139.76037780,33.15892522,1752.6,1965.8,3233.0,6942.9
-5755,-315135,139.77163471,33.15893131,279.9,1755.2,3244.4,3408.1
-5745,-315135,139.77174192,33.15893136,279.0,1756.1,3252.1,3409.4
-7095,-315145,139.75726883,33.15883319,1741.3,1952.9,-9999.0,3594.9
-6575,-315145,139.76284367,33.15883647,3224.7,-9999.0,-9999.0,3238.2
-6535,-315145,139.76327250,33.15883671,1968.2,3212.1,-9999.0,3225.9
-6525,-315145,139.76337971,33.15883677,1794.3,2179.4,-9999.0,3387.3
-6515,-315145,139.76348692,33.15883683,1984.4,3216.5,-9999.0,3223.1
-6505,-315145,139.76359413,33.15883689,297.9,1736.6,3215.4,3389.1
-6495,-315145,139.76370134,33.15883695,280.9,1737.3,3215.2,3387.7
-5775,-315145,139.77142035,33.15884103,273.6,1754.3,3239.4,3405.8
-5765,-315145,139.77152756,33.15884108,277.8,1755.2,3241.0,3407.1
-5755,-315145,139.77163477,33.15884114,275.5,1755.7,3242.2,3408.8
-5745,-315145,139.77174198,33.15884119,274.4,1756.3,3243.8,3410.4
-5715,-315145,139.77206361,33.15884135,279.0,1757.5,3249.7,3413.1
-5705,-315145,139.77217081,33.15884140,277.6,1758.3,3250.4,3414.2
-7095,-315155,139.75726890,33.15874302,1657.2,1734.2,3446.9,3596.4
-7085,-315155,139.75737611,33.15874308,1773.7,1968.2,-9999.0,3597.2
-6495,-315155,139.76370141,33.15874678,1772.6,1984.8,-9999.0,3387.8
-6485,-315155,139.76380862,33.15874684,1757.2,1965.0,-9999.0,3387.5
-5775,-315155,139.77142042,33.15875086,276.3,1754.2,3238.8,3406.2
-5765,-315155,139.77152763,33.15875091,269.9,1755.1,3239.8,3407.3
-5755,-315155,139.77163483,33.15875096,274.0,1755.5,3240.9,3409.4
-5745,-315155,139.77174204,33.15875101,276.1,1756.5,3242.4,3411.4
-5715,-315155,139.77206367,33.15875117,274.6,1758.0,3247.2,3413.9
-5705,-315155,139.77217088,33.15875123,275.4,1758.6,3247.9,3414.8
-5695,-315155,139.77227808,33.15875128,294.4,1759.3,3248.8,3415.6
