X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-43235,-133115,139.36082932,34.79916576,3.7607
-43225,-133115,139.36093860,34.79916618,3.3974
-43265,-133125,139.36050198,34.79907434,3.8494
-43255,-133125,139.36061127,34.79907476,4.2650
-43245,-133125,139.36072055,34.79907519,4.2943
-43235,-133125,139.36082983,34.79907561,3.3260
-43225,-133125,139.36093912,34.79907604,3.1250
-43215,-133125,139.36104840,34.79907646,3.1408
-43205,-133125,139.36115769,34.79907689,3.1383
-43195,-133125,139.36126697,34.79907731,3.4900
-43185,-133125,139.36137625,34.79907773,3.6613
-43175,-133125,139.36148554,34.79907816,3.7484
-43265,-133135,139.36050250,34.79898419,4.3494
-43255,-133135,139.36061178,34.79898462,4.0026
-43245,-133135,139.36072106,34.79898504,3.1751
-43235,-133135,139.36083035,34.79898547,1.0480
-43225,-133135,139.36093963,34.79898589,0.1597
-43195,-133135,139.36126748,34.79898716,1.8317
-43185,-133135,139.36137677,34.79898759,2.6454
-43175,-133135,139.36148605,34.79898801,3.2230
-43165,-133135,139.36159533,34.79898843,3.3286
-43265,-133145,139.36050301,34.79889404,3.5464
-43255,-133145,139.36061229,34.79889447,1.8225
-43155,-133145,139.36170513,34.79889871,1.8610
-43145,-133145,139.36181442,34.79889913,3.1296
-43135,-133145,139.36192370,34.79889956,3.3810
-43125,-133145,139.36203298,34.79889998,3.4755
-43275,-133155,139.36039424,34.79880347,4.8837
-43265,-133155,139.36050353,34.79880390,2.7277
-43135,-133155,139.36192421,34.79880941,1.9451
-43125,-133155,139.36203350,34.79880983,2.7772
-43115,-133155,139.36214278,34.79881026,3.5803
-43285,-133165,139.36028547,34.79871290,4.7257
-43275,-133165,139.36039476,34.79871333,4.5302
-43265,-133165,139.36050404,34.79871375,2.0821
-43115,-133165,139.36214329,34.79872011,1.9306
-43105,-133165,139.36225258,34.79872053,2.7779
-43095,-133165,139.36236186,34.79872095,3.6299
