市町村名,ゴルフ場利用税交付金額（円）
区市町村計,418783247
特別区計,36954499
市町計,381828748
市計,380910068
町計,918680
八王子市,83908178
青梅市,50523515
昭島市,26004160
調布市,8293040
町田市,39976457
小平市,17424960
多摩市,26557439
稲城市,75251604
あきる野市,52970715
大島町,918680
