区名,株式等譲渡所得割交付金額
区市町村計,21723495 
区計,16117566 
市町村計,5605929 
市計,5523146 
町村計,82783 
千代田区,214879 
中央区,353567 
港区,1032677 
新宿区,661400 
文京区,517662 
台東区,287805 
墨田区,349574 
江東区,758089 
品川区,720349 
目黒区,690842 
大田区,1175623 
世田谷区,1959544 
渋谷区,719131 
中野区,529258 
杉並区,1078500 
豊島区,473125 
北区,444730 
荒川区,258322 
板橋区,725204 
練馬区,1085957 
足立区,721306 
葛飾区,522768 
江戸川区,837254 
