X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-43235,-131685,139.36075574,34.81205681,73.3,258.6,284.2,370.6
-43225,-131685,139.36086504,34.81205723,84.8,269.0,283.8,373.0
-43265,-131675,139.36042733,34.81214568,259.5,277.9,312.6,369.6
-43255,-131675,139.36053663,34.81214610,77.5,257.2,286.0,369.1
-43245,-131675,139.36064593,34.81214653,76.3,254.2,285.3,371.6
-43235,-131675,139.36075523,34.81214695,260.8,277.1,311.8,373.4
-43225,-131675,139.36086453,34.81214738,270.1,277.1,285.1,372.5
-43215,-131675,139.36097383,34.81214780,249.7,274.1,283.9,372.1
-43205,-131675,139.36108313,34.81214823,262.2,274.6,283.0,371.3
-43195,-131675,139.36119243,34.81214865,81.5,258.9,281.1,370.6
-43185,-131675,139.36130174,34.81214907,64.5,255.0,281.4,371.1
-43175,-131675,139.36141104,34.81214950,63.2,254.7,282.3,372.3
-43265,-131665,139.36042681,34.81223583,79.1,260.6,284.8,369.5
-43255,-131665,139.36053611,34.81223625,79.6,257.0,283.3,371.0
-43245,-131665,139.36064541,34.81223668,276.9,283.0,315.5,370.9
-43235,-131665,139.36075471,34.81223710,363.4,366.2,-9999.0,372.8
-43225,-131665,139.36086402,34.81223752,372.2,-9999.0,-9999.0,374.8
-43195,-131665,139.36119192,34.81223880,315.3,317.8,320.4,369.1
-43185,-131665,139.36130122,34.81223922,281.3,286.4,315.2,370.3
-43175,-131665,139.36141052,34.81223965,273.8,280.1,285.1,372.1
-43165,-131665,139.36151982,34.81224007,259.1,277.6,284.6,372.8
-43265,-131655,139.36042630,34.81232597,283.9,314.1,320.0,369.3
-43255,-131655,139.36053560,34.81232640,361.0,363.4,367.0,369.3
-43155,-131655,139.36162861,34.81233064,316.9,320.1,366.0,376.4
-43145,-131655,139.36173791,34.81233106,279.6,283.9,288.6,376.5
-43135,-131655,139.36184721,34.81233149,271.0,279.1,285.7,376.5
-43125,-131655,139.36195652,34.81233191,96.1,274.4,283.7,373.9
-43275,-131645,139.36031648,34.81241570,80.0,254.1,312.5,369.4
-43265,-131645,139.36042578,34.81241612,359.9,362.2,365.1,367.6
-43145,-131645,139.36173740,34.81242121,369.1,370.9,373.0,374.6
-43135,-131645,139.36184670,34.81242163,318.6,322.2,326.0,376.0
-43125,-131645,139.36195600,34.81242206,282.9,286.9,319.4,376.4
-43115,-131645,139.36206530,34.81242248,101.3,277.0,283.1,373.9
-43285,-131635,139.36020666,34.81250542,273.5,280.4,316.4,370.8
-43275,-131635,139.36031596,34.81250584,278.1,285.1,316.7,371.5
-43265,-131635,139.36042527,34.81250627,365.0,368.1,-9999.0,371.9
-43115,-131635,139.36206479,34.81251263,320.6,323.2,326.3,372.6
-43105,-131635,139.36217409,34.81251305,284.0,287.9,319.6,374.2
-43095,-131635,139.36228339,34.81251347,102.3,278.6,283.9,374.9
-43085,-131635,139.36239270,34.81251390,68.2,228.7,284.7,376.1
-43075,-131635,139.36250200,34.81251432,66.6,226.2,285.1,377.0
-43065,-131635,139.36261130,34.81251474,65.6,274.7,285.2,377.8
-43285,-131625,139.36020615,34.81259556,279.6,290.2,319.4,370.8
-43275,-131625,139.36031545,34.81259599,316.5,320.2,360.6,370.6
-43095,-131625,139.36228288,34.81260362,325.6,331.4,369.7,373.6
-43085,-131625,139.36239218,34.81260404,280.6,285.2,289.8,376.4
-43075,-131625,139.36250148,34.81260447,228.6,281.9,286.6,376.8
-43065,-131625,139.36261079,34.81260489,71.1,230.9,284.5,377.2
-43275,-131615,139.36031493,34.81268614,321.1,359.7,363.2,370.5
-43065,-131615,139.36261027,34.81269504,293.4,322.8,326.0,374.2
-43055,-131615,139.36271958,34.81269546,230.8,281.8,285.5,380.9
-43045,-131615,139.36282888,34.81269588,69.8,278.7,283.6,381.2
-43035,-131615,139.36293818,34.81269631,68.6,277.3,283.1,377.6
-43285,-131605,139.36020512,34.81277586,34.2,281.6,315.9,371.9
-43275,-131605,139.36031442,34.81277628,317.8,323.2,361.6,370.9
-43055,-131605,139.36271906,34.81278561,-9999.0,-9999.0,-9999.0,381.9
-43045,-131605,139.36282837,34.81278603,374.1,376.9,-9999.0,380.9
-43025,-131605,139.36304697,34.81278688,324.8,327.8,372.3,380.7
-43005,-131605,139.36326557,34.81278772,288.1,292.1,320.6,378.6
-42995,-131605,139.36337488,34.81278814,315.7,319.9,326.5,380.8
-42985,-131605,139.36348418,34.81278856,281.8,287.9,309.0,382.1
-43285,-131595,139.36020460,34.81286601,80.3,283.5,317.0,372.6
-43275,-131595,139.36031390,34.81286643,317.8,323.5,360.4,371.9
-43015,-131595,139.36315576,34.81287744,286.1,290.2,321.6,378.1
-42225,-131595,139.37179064,34.81291050,50.7,242.4,274.6,374.2
-42215,-131595,139.37189995,34.81291092,95.1,249.8,274.3,374.4
-42195,-131595,139.37211855,34.81291175,313.5,316.0,319.1,374.1
-42185,-131595,139.37222785,34.81291216,281.8,315.9,318.3,374.0
-42175,-131595,139.37233716,34.81291257,268.3,273.7,278.6,376.8
-42165,-131595,139.37244646,34.81291299,267.1,271.9,278.6,377.5
-42155,-131595,139.37255576,34.81291340,240.8,265.1,273.9,376.2
-43285,-131585,139.36020409,34.81295615,75.2,284.1,318.6,372.7
-43275,-131585,139.36031339,34.81295658,288.6,317.2,325.4,372.0
-43265,-131585,139.36042269,34.81295700,-9999.0,-9999.0,-9999.0,403.0
-42985,-131585,139.36348315,34.81296886,322.9,326.8,376.0,382.5
-42975,-131585,139.36359246,34.81296928,279.4,283.3,287.3,382.9
-42235,-131585,139.37168084,34.81300024,55.3,246.4,275.5,373.5
-42225,-131585,139.37179014,34.81300065,268.2,273.1,278.0,374.1
-42215,-131585,139.37189944,34.81300106,275.4,280.1,317.0,374.9
-42205,-131585,139.37200875,34.81300148,286.5,316.2,319.2,374.9
-42195,-131585,139.37211805,34.81300189,371.9,374.7,-9999.0,377.2
-42155,-131585,139.37255526,34.81300355,326.9,369.0,371.8,375.6
-42145,-131585,139.37266456,34.81300396,272.5,276.4,280.7,384.2
-42135,-131585,139.37277386,34.81300438,72.1,232.2,272.0,383.8
-43285,-131575,139.36020357,34.81304630,85.2,284.8,319.7,373.4
-43275,-131575,139.36031287,34.81304673,217.8,291.2,321.9,402.8
-43265,-131575,139.36042217,34.81304715,362.1,365.4,370.0,402.6
-43255,-131575,139.36053148,34.81304757,375.7,379.1,-9999.0,406.1
-42985,-131575,139.36348264,34.81305901,322.1,326.7,330.8,381.1
-42975,-131575,139.36359195,34.81305943,289.0,294.6,321.1,382.2
-42965,-131575,139.36370125,34.81305985,283.1,286.9,293.0,384.6
-42255,-131575,139.37146173,34.81308955,276.9,280.6,317.4,374.4
-42245,-131575,139.37157103,34.81308997,271.4,276.5,283.1,372.6
-42235,-131575,139.37168034,34.81309038,372.7,-9999.0,-9999.0,375.6
-42135,-131575,139.37277336,34.81309452,283.2,316.9,319.1,384.2
-42125,-131575,139.37288266,34.81309494,253.7,269.9,275.6,382.6
-42115,-131575,139.37299197,34.81309535,72.5,231.8,274.0,381.5
-43255,-131565,139.36053096,34.81313772,324.6,328.9,366.8,375.3
-42975,-131565,139.36359143,34.81314957,377.0,379.6,-9999.0,384.0
-42965,-131565,139.36370074,34.81315000,285.9,289.7,293.9,384.5
-42955,-131565,139.36381004,34.81315042,31.5,257.4,287.1,385.5
-42275,-131565,139.37124262,34.81317887,62.0,242.9,278.6,378.6
-42125,-131565,139.37288216,34.81318509,317.3,319.8,372.6,382.2
-42115,-131565,139.37299147,34.81318550,269.8,274.1,278.2,380.8
-42105,-131565,139.37310077,34.81318591,73.7,233.4,274.0,379.8
-43255,-131555,139.36053045,34.81322787,326.9,331.1,369.0,377.5
-42965,-131555,139.36370023,34.81324014,330.1,334.8,-9999.0,384.2
-42955,-131555,139.36380953,34.81324057,287.1,291.2,295.7,385.1
-42945,-131555,139.36391883,34.81324099,33.2,258.5,288.9,390.5
-42285,-131555,139.37113282,34.81326860,109.0,249.6,279.5,374.4
-42275,-131555,139.37124212,34.81326902,318.2,320.6,322.9,378.8
-42115,-131555,139.37299096,34.81327565,319.5,326.0,375.1,379.9
-42105,-131555,139.37310027,34.81327606,120.6,258.1,275.1,379.1
-43255,-131545,139.36052993,34.81331802,371.1,373.6,377.8,378.4
-42955,-131545,139.36380902,34.81333071,321.4,324.5,327.6,395.4
-42945,-131545,139.36391832,34.81333113,258.9,287.3,290.9,393.9
-42315,-131545,139.37080440,34.81335750,69.7,248.1,283.0,377.2
-42305,-131545,139.37091371,34.81335792,275.8,280.6,286.6,376.4
-42295,-131545,139.37102301,34.81335833,278.1,282.7,290.1,375.4
-42285,-131545,139.37113231,34.81335875,320.9,323.7,326.9,373.7
-42105,-131545,139.37309977,34.81336621,286.2,319.4,321.1,378.2
-42095,-131545,139.37320907,34.81336662,79.7,237.0,274.1,377.6
-43255,-131535,139.36052942,34.81340816,293.1,300.2,328.8,379.0
-42955,-131535,139.36380851,34.81342086,381.0,-9999.0,-9999.0,398.5
-42945,-131535,139.36391781,34.81342128,291.5,294.5,321.7,393.8
-42935,-131535,139.36402711,34.81342170,256.9,287.0,290.9,392.0
-42315,-131535,139.37080390,34.81344765,248.1,254.9,284.6,379.1
-42305,-131535,139.37091320,34.81344807,322.0,324.5,327.4,379.1
-42095,-131535,139.37320857,34.81345677,281.9,286.8,321.4,376.9
-42085,-131535,139.37331787,34.81345718,78.1,236.3,274.7,377.1
-43245,-131525,139.36063821,34.81349873,324.0,330.6,336.6,392.1
-42925,-131525,139.36413590,34.81351227,287.3,291.0,294.9,392.8
-42325,-131525,139.37069409,34.81353738,324.8,328.6,372.6,382.1
-42095,-131525,139.37320807,34.81354692,374.5,376.0,377.8,379.2
-42085,-131525,139.37331737,34.81354733,276.1,279.6,283.4,379.6
-42075,-131525,139.37342667,34.81354774,78.2,236.6,274.9,380.8
-43245,-131515,139.36063769,34.81358888,299.0,306.6,332.6,389.6
-43235,-131515,139.36074699,34.81358931,377.2,380.1,-9999.0,388.3
-42355,-131515,139.37036568,34.81362628,74.2,249.7,287.0,385.9
-42345,-131515,139.37047498,34.81362670,74.5,248.2,286.0,385.0
-42335,-131515,139.37058428,34.81362711,284.6,288.8,299.1,384.9
-42075,-131515,139.37342617,34.81363789,278.8,282.0,285.9,380.8
-42065,-131515,139.37353548,34.81363830,78.2,237.4,276.8,380.8
-43245,-131505,139.36063718,34.81367903,301.7,307.5,333.2,387.8
-43235,-131505,139.36074648,34.81367945,377.5,380.3,383.2,386.4
-42915,-131505,139.36424418,34.81369299,299.4,304.2,326.7,391.6
-42905,-131505,139.36435349,34.81369341,40.9,260.8,292.9,390.9
-42365,-131505,139.37025587,34.81371601,76.4,248.8,288.1,386.1
-42355,-131505,139.37036517,34.81371643,77.0,249.9,287.1,386.5
-42345,-131505,139.37047448,34.81371685,287.4,291.0,296.3,385.5
-42075,-131505,139.37342567,34.81372804,373.3,375.0,376.8,379.3
-42065,-131505,139.37353498,34.81372845,238.2,259.0,278.8,379.1
-43235,-131495,139.36074596,34.81376960,337.1,344.6,379.9,386.0
-42905,-131495,139.36435298,34.81378356,324.9,328.0,331.0,390.4
-42375,-131495,139.37014606,34.81380575,250.4,256.4,290.6,386.5
-42365,-131495,139.37025537,34.81380616,251.7,258.6,290.9,386.8
-42355,-131495,139.37036467,34.81380658,292.4,296.1,328.2,386.5
-42065,-131495,139.37353447,34.81381860,283.4,289.8,325.4,382.5
-42055,-131495,139.37364378,34.81381901,80.0,239.5,278.3,383.5
-43235,-131485,139.36074545,34.81385975,335.9,340.1,379.0,385.6
-42395,-131485,139.36992695,34.81389506,111.7,253.1,288.6,386.4
-42385,-131485,139.37003625,34.81389548,285.2,289.6,293.9,384.8
-42375,-131485,139.37014556,34.81389589,327.2,329.6,332.8,387.1
-42055,-131485,139.37364328,34.81390916,82.3,238.8,279.6,383.1
-43245,-131475,139.36063563,34.81394947,91.2,292.8,323.7,387.0
-43235,-131475,139.36074493,34.81394989,309.6,318.1,339.1,389.2
-43225,-131475,139.36085424,34.81395032,381.7,384.2,387.4,389.7
-42885,-131475,139.36457056,34.81396469,335.3,386.1,387.9,390.6
-42405,-131475,139.36981714,34.81398479,283.9,288.5,293.5,387.8
-42395,-131475,139.36992645,34.81398521,292.8,296.6,327.0,386.1
-42385,-131475,139.37003575,34.81398562,327.5,329.9,333.1,384.3
-42055,-131475,139.37364278,34.81399930,240.9,265.7,282.2,382.4
-42045,-131475,139.37375208,34.81399972,81.7,239.6,279.6,386.2
-43235,-131465,139.36074442,34.81404004,308.5,314.6,338.9,391.9
-43225,-131465,139.36085372,34.81404047,383.2,385.9,-9999.0,390.7
-42875,-131465,139.36467936,34.81405526,301.6,304.8,328.1,388.1
-42415,-131465,139.36970733,34.81407452,251.4,257.3,291.0,390.2
-42405,-131465,139.36981664,34.81407494,300.6,307.9,329.6,389.6
-42395,-131465,139.36992594,34.81407535,382.8,385.9,-9999.0,389.4
-42045,-131465,139.37375158,34.81408986,279.8,283.1,286.4,386.1
-42035,-131465,139.37386088,34.81409028,81.7,240.4,279.8,387.2
-43235,-131455,139.36074391,34.81413019,308.1,313.9,339.2,392.5
-43225,-131455,139.36085321,34.81413061,382.2,385.1,388.4,391.5
-42865,-131455,139.36478815,34.81414583,320.6,326.0,336.5,390.4
-42855,-131455,139.36489745,34.81414625,314.2,322.9,337.1,391.6
-42845,-131455,139.36500676,34.81414667,301.1,304.4,316.2,392.4
-42835,-131455,139.36511606,34.81414709,265.9,294.7,299.5,393.5
-42425,-131455,139.36959752,34.81416425,293.1,297.1,325.7,392.1
-42415,-131455,139.36970683,34.81416467,328.3,331.4,335.2,392.1
-42045,-131455,139.37375108,34.81418001,326.8,328.5,330.2,384.6
-42035,-131455,139.37386038,34.81418042,277.6,281.4,285.2,386.4
-42025,-131455,139.37396969,34.81418084,81.5,241.4,280.5,388.6
-43235,-131445,139.36074339,34.81422034,307.3,312.9,339.6,392.2
-43225,-131445,139.36085269,34.81422076,342.5,346.8,385.6,390.8
-43215,-131445,139.36096200,34.81422118,387.6,390.8,-9999.0,395.9
-42855,-131445,139.36489694,34.81423640,389.0,391.3,-9999.0,393.8
-42845,-131445,139.36500625,34.81423682,318.8,337.6,387.1,395.2
-42835,-131445,139.36511555,34.81423724,301.0,304.5,315.0,392.6
-42435,-131445,139.36948772,34.81425398,288.7,292.7,297.1,390.9
-42425,-131445,139.36959702,34.81425440,318.6,331.0,334.9,568.5
-42035,-131445,139.37385988,34.81427057,331.3,333.6,-9999.0,337.1
-42025,-131445,139.37396919,34.81427098,277.1,281.0,284.9,389.0
-42015,-131445,139.37407849,34.81427140,81.7,242.2,279.9,406.1
-43235,-131435,139.36074288,34.81431048,309.0,314.8,341.5,394.8
-43225,-131435,139.36085218,34.81431091,342.0,345.8,350.8,395.9
-43215,-131435,139.36096148,34.81431133,350.6,388.1,390.4,393.9
-43205,-131435,139.36107079,34.81431176,393.2,-9999.0,-9999.0,398.2
-42845,-131435,139.36500574,34.81432696,389.2,391.5,-9999.0,394.6
-42835,-131435,139.36511504,34.81432738,318.2,340.4,344.8,391.8
-42825,-131435,139.36522435,34.81432781,311.2,314.7,339.1,395.2
-42815,-131435,139.36533365,34.81432823,304.0,309.6,316.4,392.9
-42455,-131435,139.36926860,34.81434330,295.9,299.9,312.1,562.6
-42445,-131435,139.36937791,34.81434371,390.0,563.4,-9999.0,565.8
-42015,-131435,139.37407799,34.81436154,284.1,287.0,290.8,405.9
-42005,-131435,139.37418730,34.81436196,81.8,244.1,280.6,404.1
