X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-21445,-232785,139.60145132,33.90127018,2.5672
-21335,-232815,139.60264146,33.90100192,2.1538
-21325,-232815,139.60274958,33.90100213,1.7006
-21315,-232815,139.60285771,33.90100233,1.1673
-21305,-232815,139.60296584,33.90100253,1.3885
-21295,-232815,139.60307397,33.90100273,1.1845
-21285,-232815,139.60318209,33.90100293,1.2223
-21275,-232815,139.60329022,33.90100314,0.1830
-21255,-232815,139.60350648,33.90100354,0.4792
-21245,-232815,139.60361460,33.90100374,1.9078
-21235,-232815,139.60372273,33.90100394,1.2315
-21225,-232815,139.60383086,33.90100415,2.4502
-21215,-232815,139.60393899,33.90100435,2.6045
-21195,-232815,139.60415524,33.90100475,2.8151
-21185,-232815,139.60426337,33.90100495,2.5061
-21175,-232815,139.60437150,33.90100515,2.8597
-21385,-232825,139.60210106,33.90091075,2.9832
-21355,-232825,139.60242544,33.90091136,2.4967
-21345,-232825,139.60253357,33.90091156,1.9707
-21335,-232825,139.60264170,33.90091176,0.9902
-21325,-232825,139.60274983,33.90091196,0.3585
-21235,-232825,139.60372297,33.90091378,0.0074
-21225,-232825,139.60383110,33.90091398,0.7304
-21215,-232825,139.60393923,33.90091418,0.5405
-21205,-232825,139.60404736,33.90091439,1.9626
-21195,-232825,139.60415548,33.90091459,1.1511
-21185,-232825,139.60426361,33.90091479,0.7862
-21175,-232825,139.60437174,33.90091499,1.3724
-21165,-232825,139.60447987,33.90091519,2.0491
-21125,-232825,139.60491238,33.90091599,2.6898
-21115,-232825,139.60502050,33.90091619,2.6739
-21545,-232835,139.60037127,33.90081733,3.1574
-21475,-232835,139.60112816,33.90081875,2.6529
-21465,-232835,139.60123629,33.90081896,2.7930
-21455,-232835,139.60134441,33.90081916,1.8206
-21445,-232835,139.60145254,33.90081937,2.3644
-21435,-232835,139.60156067,33.90081957,2.2801
-21425,-232835,139.60166880,33.90081977,2.4040
-21415,-232835,139.60177692,33.90081998,2.5146
-21405,-232835,139.60188505,33.90082018,2.2379
-21395,-232835,139.60199318,33.90082038,1.9660
-21385,-232835,139.60210131,33.90082058,1.0187
-21375,-232835,139.60220943,33.90082079,1.2108
-21365,-232835,139.60231756,33.90082099,0.7577
-21165,-232835,139.60448011,33.90082503,0.3303
-21135,-232835,139.60480449,33.90082563,0.6355
-21125,-232835,139.60491262,33.90082583,1.0193
-21115,-232835,139.60502074,33.90082603,1.5891
-21105,-232835,139.60512887,33.90082623,1.7766
-21095,-232835,139.60523700,33.90082643,1.9685
-21065,-232835,139.60556138,33.90082703,2.4802
-21555,-232845,139.60026339,33.90072696,3.4960
-21545,-232845,139.60037151,33.90072716,2.2258
-21535,-232845,139.60047964,33.90072737,1.9923
-21525,-232845,139.60058777,33.90072757,2.4422
-21515,-232845,139.60069589,33.90072778,2.1554
-21505,-232845,139.60080402,33.90072798,1.9062
-21495,-232845,139.60091215,33.90072818,1.4784
-21485,-232845,139.60102028,33.90072839,0.0479
-21475,-232845,139.60112840,33.90072859,1.0314
-21465,-232845,139.60123653,33.90072879,1.0408
-21455,-232845,139.60134466,33.90072900,0.5329
-21085,-232845,139.60534537,33.90073647,0.6027
-21075,-232845,139.60545349,33.90073667,1.8093
