X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
15505,126255,142.15642302,27.13954517,0.2323
15515,126255,142.15652390,27.13954505,0.2881
15525,126255,142.15662479,27.13954494,0.9674
15835,126255,142.15975223,27.13954142,1.8702
15845,126255,142.15985312,27.13954130,1.8491
15905,126255,142.16045843,27.13954061,1.7613
15835,126245,142.15975210,27.13945116,1.0288
15845,126245,142.15985299,27.13945105,1.6896
15885,126245,142.16025653,27.13945059,1.8011
15895,126245,142.16035741,27.13945047,1.7975
15495,126235,142.15632188,27.13936477,0.1341
15525,126235,142.15662454,27.13936443,1.2804
15545,126235,142.15682631,27.13936420,2.0019
15885,126235,142.16025640,27.13936033,1.8379
15895,126235,142.16035729,27.13936021,1.8206
15905,126235,142.16045817,27.13936010,1.7919
15495,126225,142.15632176,27.13927451,0.7647
15505,126225,142.15642264,27.13927440,0.0190
15515,126225,142.15652353,27.13927428,0.3194
15525,126225,142.15662441,27.13927417,1.1865
15545,126225,142.15682618,27.13927395,1.9646
15885,126225,142.16025627,27.13927007,1.8428
15895,126225,142.16035716,27.13926996,1.8270
15495,126215,142.15632163,27.13918425,1.2063
15505,126215,142.15642252,27.13918414,1.2412
15885,126215,142.16025614,27.13917982,1.8452
15895,126215,142.16035703,27.13917970,1.8152
15875,126205,142.16015513,27.13908967,1.3251
15885,126205,142.16025601,27.13908956,1.8601
15725,126195,142.15864173,27.13900114,2.6743
15875,126195,142.16015500,27.13899942,1.1707
15885,126195,142.16025589,27.13899930,1.8476
15835,126185,142.15975133,27.13890962,2.6974
15865,126185,142.16005399,27.13890928,1.1961
15875,126185,142.16015487,27.13890916,1.8830
15825,126175,142.15965032,27.13881948,2.7076
15835,126175,142.15975121,27.13881936,2.6955
15865,126175,142.16005386,27.13881902,1.1399
15825,126165,142.15965019,27.13872922,2.6121
15835,126165,142.15975108,27.13872911,2.5960
15855,126165,142.15995285,27.13872888,0.7080
15825,126155,142.15965006,27.13863897,2.5926
15835,126155,142.15975095,27.13863885,2.3516
15845,126155,142.15985183,27.13863874,2.2395
15805,126145,142.15944817,27.13854894,2.0805
15825,126145,142.15964994,27.13854871,2.4621
15675,126135,142.15813654,27.13846016,2.1095
15795,126135,142.15934715,27.13845880,2.5471
15525,126125,142.15662315,27.13837160,1.6819
15525,126115,142.15662303,27.13828135,1.7555
15675,126115,142.15813629,27.13827965,0.1503
15765,126115,142.15904425,27.13827863,1.1415
15715,126095,142.15853957,27.13809868,2.6106
15635,126075,142.15773225,27.13791908,2.7411
15805,126065,142.15944714,27.13782688,1.7288
