X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-50695,-173915,139.28174248,34.43101456,0.2869
-50735,-173935,139.28130846,34.43083230,-0.0717
-50685,-173935,139.28185247,34.43083475,0.9563
-50965,-173945,139.27880664,34.43073083,0.0066
-50775,-173965,139.28087504,34.43055988,1.3885
-50765,-173965,139.28098384,34.43056037,0.8018
-50755,-173965,139.28109264,34.43056086,-0.0195
-50775,-173975,139.28087563,34.43046973,0.5431
-50555,-174045,139.28327338,34.42984945,0.4842
-50535,-174085,139.28349334,34.42948983,0.8688
-50515,-174125,139.28371330,34.42913020,0.5731
-50515,-174135,139.28371389,34.42904005,0.2152
-50515,-174145,139.28371448,34.42894989,0.5453
-50515,-174155,139.28371507,34.42885974,0.3747
-50505,-174165,139.28382446,34.42877008,0.4252
-50495,-174175,139.28393385,34.42868042,1.0643
-50795,-174195,139.28067109,34.42848541,1.5409
-50795,-174205,139.28067168,34.42839526,0.6438
-50815,-174265,139.28045765,34.42785336,0.4508
-50805,-174315,139.28056941,34.42740310,0.5507
-50805,-174325,139.28057000,34.42731294,0.8237
-50805,-174355,139.28057178,34.42704249,0.4854
-50795,-174365,139.28068117,34.42695283,1.3748
-50795,-174375,139.28068177,34.42686268,1.8835
-50785,-174385,139.28079116,34.42677302,0.6307
-50775,-174405,139.28090114,34.42659321,0.4153
-50775,-174415,139.28090173,34.42650305,1.4424
-50775,-174425,139.28090232,34.42641290,1.2397
-50765,-174425,139.28101112,34.42641339,0.0727
-50765,-174435,139.28101171,34.42632324,0.5052
-50765,-174445,139.28101230,34.42623309,0.9336
-50755,-174455,139.28112169,34.42614343,-0.0306
-50745,-174455,139.28123049,34.42614392,0.8190
-50755,-174465,139.28112229,34.42605328,0.2137
-50745,-174465,139.28123108,34.42605377,1.4031
-50085,-174465,139.28841155,34.42608597,0.9630
-50735,-174475,139.28134047,34.42596411,0.3845
-50735,-174485,139.28134106,34.42587396,0.7034
-50735,-174495,139.28134165,34.42578381,0.7162
-50725,-174505,139.28145104,34.42569415,0.5758
-50725,-174515,139.28145163,34.42560399,0.7013
-50725,-174525,139.28145222,34.42551384,0.7822
-50715,-174525,139.28156102,34.42551433,0.1976
-50725,-174535,139.28145282,34.42542369,1.4977
-50715,-174535,139.28156161,34.42542418,0.8017
-50725,-174545,139.28145341,34.42533354,1.7444
-50715,-174545,139.28156220,34.42533403,0.5898
-50715,-174555,139.28156280,34.42524388,0.9672
-50715,-174565,139.28156339,34.42515373,1.8143
-50705,-174565,139.28167218,34.42515422,0.6691
-50705,-174575,139.28167277,34.42506407,1.1415
-50705,-174585,139.28167337,34.42497391,0.8970
-50705,-174595,139.28167396,34.42488376,0.8956
-50705,-174605,139.28167455,34.42479361,1.3757
-50695,-174605,139.28178334,34.42479410,-0.0572
-50705,-174615,139.28167514,34.42470346,1.6754
-50695,-174615,139.28178394,34.42470395,0.3308
-50695,-174625,139.28178453,34.42461380,0.5614
-50695,-174635,139.28178512,34.42452365,0.5812
-50695,-174645,139.28178571,34.42443349,0.8571
-50695,-174655,139.28178630,34.42434334,0.7270
-50695,-174665,139.28178690,34.42425319,1.2541
-50695,-174675,139.28178749,34.42416304,1.5460
-50685,-174675,139.28189628,34.42416353,0.3814
-50695,-174685,139.28178808,34.42407289,1.7451
-50685,-174685,139.28189687,34.42407338,0.6722
-50695,-174695,139.28178867,34.42398274,1.7347
-50685,-174695,139.28189746,34.42398323,0.4863
-50695,-174705,139.28178926,34.42389258,1.4630
-50685,-174705,139.28189806,34.42389307,0.1876
-50695,-174715,139.28178986,34.42380243,1.6386
-50685,-174715,139.28189865,34.42380292,0.0155
-50695,-174725,139.28179045,34.42371228,1.3354
-50685,-174725,139.28189924,34.42371277,-0.0890
-50695,-174735,139.28179104,34.42362213,1.2218
-50685,-174735,139.28189983,34.42362262,0.0585
-50695,-174745,139.28179163,34.42353198,1.1555
-50695,-174755,139.28179222,34.42344183,1.0521
-50695,-174765,139.28179282,34.42335167,1.0525
-50695,-174775,139.28179341,34.42326152,1.0185
-50695,-174785,139.28179400,34.42317137,0.8692
-50705,-174795,139.28168580,34.42308073,2.0042
-50695,-174795,139.28179459,34.42308122,0.7348
-50705,-174805,139.28168639,34.42299058,1.8686
-50695,-174805,139.28179518,34.42299107,0.5179
-50715,-174815,139.28157820,34.42289993,2.2153
-50705,-174815,139.28168699,34.42290042,1.7488
-50695,-174815,139.28179578,34.42290091,0.2643
-50715,-174825,139.28157879,34.42280978,2.1868
-50705,-174825,139.28168758,34.42281027,1.5954
-50695,-174825,139.28179637,34.42281076,-0.0542
-50715,-174835,139.28157938,34.42271963,2.0404
-50705,-174835,139.28168817,34.42272012,1.3044
-50715,-174845,139.28157997,34.42262948,1.8334
-50705,-174845,139.28168876,34.42262997,1.1951
-50715,-174855,139.28158056,34.42253933,1.5372
-50705,-174855,139.28168935,34.42253982,0.5892
-50715,-174865,139.28158116,34.42244917,0.9810
-50715,-174875,139.28158175,34.42235902,1.1239
-50715,-174885,139.28158234,34.42226887,0.4574
-50725,-174905,139.28147474,34.42208808,1.8177
-50725,-174915,139.28147533,34.42199793,1.4162
-50725,-174925,139.28147592,34.42190777,0.2946
-50725,-174935,139.28147651,34.42181762,0.4117
