X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-28195,-207945,139.52766369,34.12507027,2.2111
-28005,-207945,139.52972351,34.12507538,2.3242
-28225,-207955,139.52733879,34.12497931,2.0173
-28215,-207955,139.52744720,34.12497958,1.9688
-28205,-207955,139.52755561,34.12497985,1.9617
-28195,-207955,139.52766402,34.12498012,1.8373
-28185,-207955,139.52777243,34.12498039,1.8673
-28065,-207955,139.52907337,34.12498362,0.4740
-28055,-207955,139.52918178,34.12498388,0.4946
-28035,-207955,139.52939860,34.12498442,1.7794
-28025,-207955,139.52950701,34.12498469,1.8897
-28015,-207955,139.52961542,34.12498496,1.0046
-28005,-207955,139.52972383,34.12498523,1.5220
-27995,-207955,139.52983224,34.12498549,1.8791
-27985,-207955,139.52994066,34.12498576,1.6574
-27975,-207955,139.53004907,34.12498603,1.8506
-27965,-207955,139.53015748,34.12498630,2.4281
-28675,-207965,139.52246061,34.12487689,2.0520
-28665,-207965,139.52256902,34.12487717,1.4131
-28655,-207965,139.52267743,34.12487744,2.0144
-28265,-207965,139.52690547,34.12488807,0.4318
-28255,-207965,139.52701388,34.12488834,1.7846
-28245,-207965,139.52712229,34.12488861,1.9539
-28235,-207965,139.52723070,34.12488888,1.5948
-28225,-207965,139.52733911,34.12488915,1.2188
-28215,-207965,139.52744752,34.12488942,0.8891
-28205,-207965,139.52755593,34.12488969,0.7569
-28195,-207965,139.52766434,34.12488996,0.5208
-28185,-207965,139.52777275,34.12489023,0.4941
-28175,-207965,139.52788117,34.12489050,0.7098
-28165,-207965,139.52798958,34.12489077,0.8696
-28155,-207965,139.52809799,34.12489104,0.9023
-28145,-207965,139.52820640,34.12489130,0.9117
-28135,-207965,139.52831481,34.12489157,1.2652
-28125,-207965,139.52842322,34.12489184,1.8357
-28115,-207965,139.52853163,34.12489211,2.1252
-28105,-207965,139.52864004,34.12489238,2.3373
-28095,-207965,139.52874845,34.12489265,2.3503
-28085,-207965,139.52885687,34.12489292,2.4974
-28075,-207965,139.52896528,34.12489319,1.4472
-28065,-207965,139.52907369,34.12489346,0.0015
-28055,-207965,139.52918210,34.12489373,0.1496
-28045,-207965,139.52929051,34.12489399,0.0087
-28035,-207965,139.52939892,34.12489426,0.0346
-28025,-207965,139.52950733,34.12489453,0.1318
-28005,-207965,139.52972415,34.12489507,0.0177
-27995,-207965,139.52983257,34.12489533,0.0000
-27965,-207965,139.53015780,34.12489614,0.6271
-27955,-207965,139.53026621,34.12489641,1.5212
-27945,-207965,139.53037462,34.12489667,2.0975
-27935,-207965,139.53048303,34.12489694,2.5041
-27925,-207965,139.53059144,34.12489721,2.6521
-27915,-207965,139.53069986,34.12489747,3.0829
-28785,-207975,139.52126842,34.12478371,1.6766
-28775,-207975,139.52137683,34.12478399,1.8396
-28765,-207975,139.52148524,34.12478426,1.8119
-28755,-207975,139.52159365,34.12478454,2.0017
-28745,-207975,139.52170206,34.12478481,1.6480
-28735,-207975,139.52181048,34.12478509,0.8469
-28725,-207975,139.52191889,34.12478536,0.5080
-28715,-207975,139.52202730,34.12478564,0.5274
-28705,-207975,139.52213571,34.12478591,0.1185
-28635,-207975,139.52289458,34.12478783,1.3324
-28625,-207975,139.52300300,34.12478811,1.9924
-28265,-207975,139.52690579,34.12479791,0.3815
-28255,-207975,139.52701420,34.12479818,1.7133
-28245,-207975,139.52712261,34.12479845,1.5092
-28235,-207975,139.52723102,34.12479872,0.8356
-28225,-207975,139.52733943,34.12479899,0.3493
-28215,-207975,139.52744785,34.12479926,0.0043
-28125,-207975,139.52842354,34.12480168,0.3108
-28115,-207975,139.52853196,34.12480195,1.0826
-28105,-207975,139.52864037,34.12480222,1.2026
-28095,-207975,139.52874878,34.12480249,1.3570
-28085,-207975,139.52885719,34.12480276,1.4205
-28075,-207975,139.52896560,34.12480303,0.2806
-28065,-207975,139.52907401,34.12480330,0.1398
-28055,-207975,139.52918242,34.12480357,0.4829
-28045,-207975,139.52929083,34.12480383,0.6158
-28035,-207975,139.52939924,34.12480410,0.7740
-28025,-207975,139.52950766,34.12480437,0.6551
-28005,-207975,139.52972448,34.12480491,1.1479
-27965,-207975,139.53015812,34.12480598,0.0055
-27955,-207975,139.53026653,34.12480625,0.1125
-27945,-207975,139.53037494,34.12480651,0.1230
-27935,-207975,139.53048335,34.12480678,0.7505
-27925,-207975,139.53059177,34.12480705,1.8064
-27915,-207975,139.53070018,34.12480732,2.6955
-27905,-207975,139.53080859,34.12480758,2.9217
-28805,-207985,139.52105193,34.12469300,1.2200
-28795,-207985,139.52116034,34.12469328,1.5426
-28785,-207985,139.52126875,34.12469355,0.4883
-28615,-207985,139.52311174,34.12469822,0.9226
-28275,-207985,139.52679771,34.12470748,1.0118
-28265,-207985,139.52690612,34.12470775,0.6858
-28255,-207985,139.52701453,34.12470802,0.6612
-28245,-207985,139.52712294,34.12470829,0.2165
-28085,-207985,139.52885751,34.12471260,0.0013
-28075,-207985,139.52896592,34.12471287,0.1976
-28065,-207985,139.52907433,34.12471314,0.3619
-28055,-207985,139.52918274,34.12471341,0.6403
-28045,-207985,139.52929116,34.12471368,0.7197
-28035,-207985,139.52939957,34.12471394,0.9056
-28025,-207985,139.52950798,34.12471421,1.1237
-28015,-207985,139.52961639,34.12471448,1.7646
-28005,-207985,139.52972480,34.12471475,2.6295
-27995,-207985,139.52983321,34.12471502,2.4948
-27985,-207985,139.52994162,34.12471528,2.2948
-27975,-207985,139.53005003,34.12471555,1.9623
-27965,-207985,139.53015844,34.12471582,1.1241
-27955,-207985,139.53026685,34.12471609,1.1813
-27945,-207985,139.53037527,34.12471635,0.8778
-27925,-207985,139.53059209,34.12471689,0.4421
-27915,-207985,139.53070050,34.12471716,1.0410
-27905,-207985,139.53080891,34.12471742,1.5138
-27895,-207985,139.53091732,34.12471769,1.9736
-27885,-207985,139.53102573,34.12471796,2.3723
-27875,-207985,139.53113414,34.12471822,2.3813
-27865,-207985,139.53124255,34.12471849,2.8169
-27855,-207985,139.53135096,34.12471876,2.5006
-28835,-207995,139.52072703,34.12460201,1.0155
-28605,-207995,139.52322048,34.12460834,1.0892
-28595,-207995,139.52332889,34.12460861,2.3382
-28585,-207995,139.52343730,34.12460888,3.0005
-28305,-207995,139.52647280,34.12461651,1.9213
-28295,-207995,139.52658121,34.12461678,1.7704
-28285,-207995,139.52668962,34.12461705,1.5486
-28275,-207995,139.52679803,34.12461732,1.0228
-28265,-207995,139.52690644,34.12461759,0.4434
-28055,-207995,139.52918307,34.12462325,0.7033
-28045,-207995,139.52929148,34.12462352,0.7802
-28035,-207995,139.52939989,34.12462378,0.9733
-28025,-207995,139.52950830,34.12462405,1.1770
-28015,-207995,139.52961671,34.12462432,1.9211
-28005,-207995,139.52972512,34.12462459,2.9955
-27995,-207995,139.52983353,34.12462486,3.8311
-27965,-207995,139.53015876,34.12462566,3.1121
-27955,-207995,139.53026718,34.12462593,3.1018
-27945,-207995,139.53037559,34.12462620,3.0599
-27935,-207995,139.53048400,34.12462646,3.0318
-27925,-207995,139.53059241,34.12462673,2.6076
-27915,-207995,139.53070082,34.12462700,1.5856
-27905,-207995,139.53080923,34.12462726,0.9029
-27895,-207995,139.53091764,34.12462753,1.5449
-27885,-207995,139.53102605,34.12462780,0.8615
-27875,-207995,139.53113446,34.12462807,0.3317
-27865,-207995,139.53124287,34.12462833,1.5049
-27855,-207995,139.53135128,34.12462860,0.9656
-28855,-208005,139.52051054,34.12451130,1.6156
-28585,-208005,139.52343763,34.12451872,0.9621
-28305,-208005,139.52647312,34.12452635,2.3123
-28295,-208005,139.52658153,34.12452662,1.7376
-28285,-208005,139.52668995,34.12452689,1.1164
-28275,-208005,139.52679836,34.12452716,0.3719
-28065,-208005,139.52907498,34.12453282,0.3454
-28055,-208005,139.52918339,34.12453309,0.4881
-28045,-208005,139.52929180,34.12453336,0.7775
-28035,-208005,139.52940021,34.12453363,1.1321
-28025,-208005,139.52950862,34.12453389,1.3290
-28015,-208005,139.52961703,34.12453416,2.1008
-28005,-208005,139.52972544,34.12453443,3.1761
-27905,-208005,139.53080955,34.12453711,3.1861
-27895,-208005,139.53091796,34.12453737,2.8817
-27885,-208005,139.53102637,34.12453764,2.5023
-27875,-208005,139.53113478,34.12453791,2.4116
-27865,-208005,139.53124319,34.12453817,1.9614
-27765,-208005,139.53232730,34.12454084,1.2294
-27755,-208005,139.53243571,34.12454110,2.6064
-28855,-208015,139.52051087,34.12442114,0.9269
-28575,-208015,139.52354637,34.12442884,1.0543
-28565,-208015,139.52365478,34.12442911,2.2102
-28305,-208015,139.52647345,34.12443619,1.5089
-28295,-208015,139.52658186,34.12443646,1.1307
-28285,-208015,139.52669027,34.12443673,0.5484
-28065,-208015,139.52907530,34.12444266,0.3786
-28055,-208015,139.52918371,34.12444293,0.4758
-28045,-208015,139.52929212,34.12444320,0.3205
-28035,-208015,139.52940053,34.12444347,0.2501
-28025,-208015,139.52950895,34.12444374,0.0195
