X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-21445,-232785,139.60145132,33.90127018,1.3995
-21335,-232815,139.60264146,33.90100192,1.5877
-21325,-232815,139.60274958,33.90100213,1.5731
-21245,-232815,139.60361460,33.90100374,1.4839
-21225,-232815,139.60383086,33.90100415,1.4252
-21215,-232815,139.60393899,33.90100435,1.4411
-21195,-232815,139.60415524,33.90100475,1.4229
-21185,-232815,139.60426337,33.90100495,1.4205
-21175,-232815,139.60437150,33.90100515,1.4391
-21385,-232825,139.60210106,33.90091075,1.5237
-21355,-232825,139.60242544,33.90091136,1.6839
-21345,-232825,139.60253357,33.90091156,1.7358
-21205,-232825,139.60404736,33.90091439,1.5663
-21165,-232825,139.60447987,33.90091519,1.5970
-21125,-232825,139.60491238,33.90091599,1.4508
-21115,-232825,139.60502050,33.90091619,1.4196
-21545,-232835,139.60037127,33.90081733,1.3545
-21475,-232835,139.60112816,33.90081875,1.5074
-21465,-232835,139.60123629,33.90081896,1.4805
-21425,-232835,139.60166880,33.90081977,1.5683
-21415,-232835,139.60177692,33.90081998,1.6410
-21405,-232835,139.60188505,33.90082018,1.5884
-21115,-232835,139.60502074,33.90082603,1.4716
-21105,-232835,139.60512887,33.90082623,1.5466
-21095,-232835,139.60523700,33.90082643,1.4972
-21065,-232835,139.60556138,33.90082703,1.4470
-21555,-232845,139.60026339,33.90072696,1.3375
-21525,-232845,139.60058777,33.90072757,1.4849
-21075,-232845,139.60545349,33.90073667,1.4855
-21065,-232845,139.60556162,33.90073687,1.4765
-21055,-232845,139.60566975,33.90073707,1.4721
-21555,-232855,139.60026363,33.90063679,1.3889
-21065,-232855,139.60556186,33.90064670,1.5702
-21055,-232855,139.60566999,33.90064690,1.5373
-21575,-232865,139.60004762,33.90054622,1.3479
-21565,-232865,139.60015575,33.90054643,1.3945
-21045,-232865,139.60577835,33.90055694,1.5517
-21035,-232865,139.60588648,33.90055714,1.5525
-21025,-232865,139.60599461,33.90055734,1.4919
-21585,-232875,139.59993974,33.90045585,1.3629
-21025,-232875,139.60599485,33.90046718,1.5128
-21595,-232885,139.59983186,33.90036549,1.3710
-21015,-232885,139.60610321,33.90037721,1.6370
-21005,-232885,139.60621134,33.90037741,1.5899
-21615,-232895,139.59961585,33.90027491,1.4667
-20995,-232895,139.60631971,33.90028745,1.5479
-20985,-232895,139.60642783,33.90028765,1.5178
-21625,-232905,139.59950797,33.90018455,1.4596
-20985,-232905,139.60642807,33.90019749,1.5651
-20975,-232905,139.60653620,33.90019769,1.5349
-21645,-232915,139.59929196,33.90009397,1.3919
-20975,-232915,139.60653644,33.90010752,1.6059
-20965,-232915,139.60664456,33.90010772,1.5924
-21985,-232925,139.59561592,33.89999677,1.1159
-21675,-232925,139.59896783,33.90000319,1.4185
-20965,-232925,139.60664480,33.90001756,1.6509
-20955,-232925,139.60675293,33.90001776,1.5888
-21705,-232935,139.59864370,33.89991241,1.5152
-21695,-232935,139.59875183,33.89991262,1.5629
-21685,-232935,139.59885995,33.89991282,1.4523
-20945,-232935,139.60686129,33.89992779,1.6429
-21755,-232945,139.59810332,33.89982122,1.4985
-20925,-232945,139.60707778,33.89983803,1.6997
-20925,-232955,139.60707802,33.89974787,1.7184
-20905,-232965,139.60729451,33.89965810,1.6583
-20895,-232975,139.60740288,33.89956813,1.7870
-20885,-232975,139.60751100,33.89956833,1.7591
-21895,-232985,139.59659055,33.89945767,1.2820
-21885,-232985,139.59669867,33.89945788,1.3563
-21875,-232985,139.59680680,33.89945808,1.3548
-21865,-232985,139.59691493,33.89945829,1.3109
-20875,-232985,139.60761937,33.89947837,1.8674
-20855,-232995,139.60783585,33.89938860,1.8529
-21995,-233005,139.59550979,33.89927526,1.4083
-21985,-233005,139.59561792,33.89927547,1.4319
-20845,-233005,139.60794422,33.89929864,1.8930
