X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-50775,-162645,139.28020187,34.53261063,0.1853
-50765,-162645,139.28031081,34.53261112,0.5490
-50755,-162645,139.28041974,34.53261162,0.6775
-50745,-162645,139.28052867,34.53261211,0.6993
-50735,-162645,139.28063761,34.53261260,0.7416
-50535,-162645,139.28281627,34.53262244,1.7044
-50525,-162645,139.28292521,34.53262293,6.9946
-50775,-162655,139.28020247,34.53252048,0.5667
-50765,-162655,139.28031140,34.53252097,0.8379
-50755,-162655,139.28042034,34.53252147,1.1604
-50745,-162655,139.28052927,34.53252196,1.9513
-50735,-162655,139.28063820,34.53252245,7.7364
-50535,-162655,139.28281687,34.53253229,2.1649
-50525,-162655,139.28292580,34.53253278,7.7866
-50775,-162665,139.28020307,34.53243033,0.5898
-50765,-162665,139.28031200,34.53243082,0.8510
-50755,-162665,139.28042093,34.53243132,1.0789
-50745,-162665,139.28052987,34.53243181,1.9593
-50735,-162665,139.28063880,34.53243230,7.1361
-50535,-162665,139.28281746,34.53244214,1.5172
-50525,-162665,139.28292639,34.53244263,1.4370
-50775,-162675,139.28020366,34.53234018,0.4414
-50765,-162675,139.28031260,34.53234067,1.0955
-50755,-162675,139.28042153,34.53234117,1.2799
-50745,-162675,139.28053046,34.53234166,1.8378
-50735,-162675,139.28063939,34.53234215,7.1680
-50535,-162675,139.28281805,34.53235199,1.2424
-50515,-162675,139.28303592,34.53235297,2.2862
-51225,-162685,139.27530229,34.53222773,2.1011
-51215,-162685,139.27541122,34.53222823,1.8581
-50775,-162685,139.28020426,34.53225003,0.6246
-50765,-162685,139.28031319,34.53225052,1.3400
-50755,-162685,139.28042212,34.53225102,1.4590
-50745,-162685,139.28053106,34.53225151,1.2765
-50735,-162685,139.28063999,34.53225200,6.3300
-50535,-162685,139.28281865,34.53226184,1.3766
-50515,-162685,139.28303651,34.53226282,0.2246
-50505,-162685,139.28314545,34.53226331,1.1757
-50495,-162685,139.28325438,34.53226381,2.3585
-51275,-162695,139.27475822,34.53213509,2.7698
-51265,-162695,139.27486716,34.53213559,2.6367
-51255,-162695,139.27497609,34.53213609,2.7962
-51235,-162695,139.27519395,34.53213708,2.4179
-51225,-162695,139.27530289,34.53213758,1.2852
-51215,-162695,139.27541182,34.53213808,1.0906
-51205,-162695,139.27552075,34.53213857,0.7880
-50785,-162695,139.28009592,34.53215939,0.0009
