X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
18795,126595,142.18961940,27.14257299,5067.8,5070.3,5074.3,7787.5
18805,126595,142.18972029,27.14257285,5078.0,5099.6,5103.6,7785.8
18815,126595,142.18982118,27.14257271,5100.6,5103.0,5105.9,7783.0
18825,126595,142.18992207,27.14257258,5045.1,5055.0,5074.2,7780.6
18925,126595,142.19093095,27.14257121,309.7,5029.1,5059.5,7769.5
18935,126595,142.19103183,27.14257107,5081.4,5085.8,5097.5,7771.7
18945,126595,142.19113272,27.14257093,5107.0,5112.6,5614.2,7770.6
18955,126595,142.19123361,27.14257080,7770.0,7771.7,-9999.0,7773.6
19205,126595,142.19375580,27.14256734,7018.2,7021.9,7026.1,7046.0
19215,126595,142.19385669,27.14256720,5765.3,5769.4,6999.9,7047.0
18795,126585,142.18961925,27.14248273,5054.3,5060.9,5077.4,8897.7
18805,126585,142.18972014,27.14248259,5082.0,5089.5,5104.7,7784.1
18815,126585,142.18982103,27.14248246,5107.8,5118.9,5627.4,7782.3
18825,126585,142.18992191,27.14248232,5071.1,5076.5,5090.5,7780.3
18935,126585,142.19103168,27.14248081,310.4,5029.1,5059.3,7772.3
18945,126585,142.19113257,27.14248068,5088.1,5092.1,5103.7,7772.4
18955,126585,142.19123345,27.14248054,6966.5,6968.0,6969.8,7775.9
19205,126585,142.19375565,27.14247708,7018.3,7021.2,7026.5,7044.5
19215,126585,142.19385653,27.14247694,5772.8,5778.0,7003.7,7045.1
18795,126575,142.18961910,27.14239247,5027.1,5041.3,5064.6,8897.6
18805,126575,142.18971999,27.14239234,305.5,5021.1,5054.2,8897.2
18945,126575,142.19113241,27.14239042,5039.8,5049.5,5069.3,6975.6
18955,126575,142.19123330,27.14239028,5094.3,5098.5,5114.1,6974.7
18965,126575,142.19133419,27.14239015,-9999.0,-9999.0,-9999.0,6972.0
19205,126575,142.19375549,27.14238682,5770.3,5776.5,7001.5,7045.5
19215,126575,142.19385638,27.14238669,5295.9,5315.2,5732.5,7045.4
18955,126565,142.19123315,27.14230003,5076.9,5082.0,5094.3,7776.5
18965,126565,142.19133404,27.14229989,5118.6,5126.4,5625.9,6971.2
19195,126565,142.19365445,27.14229671,7033.8,7036.5,-9999.0,7040.9
19205,126565,142.19375534,27.14229657,7001.7,7004.0,7007.1,7044.1
18955,126555,142.19123299,27.14220977,5062.2,5068.1,5081.6,6973.5
18965,126555,142.19133388,27.14220963,5090.0,5095.2,5105.6,7779.1
19195,126555,142.19365429,27.14220645,7017.1,7022.0,7026.0,7042.5
19205,126555,142.19375518,27.14220631,5754.5,5761.0,5783.6,7046.1
18965,126545,142.19133373,27.14211938,5065.3,5070.9,5082.8,6975.7
18975,126545,142.19143462,27.14211924,6969.1,6970.9,6973.4,6974.6
19195,126545,142.19365414,27.14211619,7004.2,7007.3,7010.5,7045.2
18975,126535,142.19143446,27.14202898,6968.7,6970.6,6972.5,6974.3
19195,126535,142.19365398,27.14202594,7006.6,7009.1,7012.9,7038.8
18965,126525,142.19133342,27.14193886,5044.1,5052.7,5072.1,6976.8
18975,126525,142.19143431,27.14193873,5626.0,5630.4,6971.8,6974.5
19185,126525,142.19355294,27.14193582,7016.9,7021.7,7028.4,7039.2
18965,126515,142.19133327,27.14184861,5088.7,5093.0,5105.1,6977.8
18975,126515,142.19143415,27.14184847,6972.8,6975.8,-9999.0,6979.5
19185,126515,142.19355278,27.14184556,7029.7,7032.2,7035.1,7050.8
18965,126505,142.19133311,27.14175835,5097.4,5101.0,5115.5,6974.6
18975,126505,142.19143400,27.14175821,-9999.0,-9999.0,-9999.0,6980.6
19195,126505,142.19365351,27.14175517,7037.8,7040.3,-9999.0,7041.4
18965,126495,142.19133296,27.14166809,5096.3,5101.0,5114.9,6975.2
18975,126495,142.19143385,27.14166796,-9999.0,-9999.0,-9999.0,6976.2
19195,126495,142.19365336,27.14166491,7042.3,-9999.0,-9999.0,7056.4
19205,126495,142.19375425,27.14166477,7022.4,7025.8,7029.8,7052.9
19215,126495,142.19385513,27.14166463,7023.4,7027.0,7032.0,7052.0
18965,126485,142.19133281,27.14157784,5095.8,5100.8,5115.3,6976.0
18965,126475,142.19133265,27.14148758,5615.5,5618.8,6971.3,6977.4
18965,126465,142.19133250,27.14139732,5084.9,5089.7,5104.1,6986.5
18975,126465,142.19143338,27.14139719,6986.2,-9999.0,-9999.0,6988.8
18965,126455,142.19133234,27.14130707,5615.1,5618.4,6971.7,6979.2
19205,126455,142.19375362,27.14130375,7034.9,7040.9,-9999.0,7046.8
18965,126445,142.19133219,27.14121681,6973.9,6976.1,6978.6,6981.1
19205,126445,142.19375347,27.14121349,7035.4,7041.2,-9999.0,7045.7
19205,126435,142.19375331,27.14112323,7029.3,7039.0,-9999.0,7051.0
18925,126415,142.19092818,27.14094659,5062.4,5069.5,5082.9,6984.3
18935,126415,142.19102907,27.14094645,5059.8,5066.6,5079.0,6985.1
18945,126415,142.19112996,27.14094632,5023.6,5040.2,5066.0,6983.0
18955,126415,142.19123084,27.14094618,5055.7,5062.9,5075.6,6982.3
18925,126405,142.19092803,27.14085633,5095.8,5100.3,5117.1,6984.9
18935,126405,142.19102892,27.14085620,5612.8,5617.5,6972.6,6984.6
18945,126405,142.19112980,27.14085606,6980.8,6983.3,-9999.0,6985.4
18925,126395,142.19092788,27.14076608,5077.2,5081.9,5094.8,6975.5
18935,126395,142.19102876,27.14076594,5111.6,5116.7,5622.4,6974.3
18925,126385,142.19092772,27.14067582,5032.0,5045.5,5065.1,6975.4
18935,126385,142.19102861,27.14067568,5087.0,5092.5,5101.8,6974.7
19225,126385,142.19395431,27.14067167,5738.8,5744.7,5762.6,7049.9
18935,126375,142.19102846,27.14058543,5105.7,5110.3,5617.3,6974.8
19225,126375,142.19395415,27.14058142,5739.4,5745.8,5762.2,7049.1
18935,126365,142.19102830,27.14049517,5084.7,5089.8,5102.5,6976.9
18945,126365,142.19112919,27.14049503,6972.5,6975.8,-9999.0,6979.4
18935,126355,142.19102815,27.14040491,5095.2,5099.7,5115.8,6991.3
18945,126355,142.19112904,27.14040478,6979.4,-9999.0,-9999.0,6994.0
18935,126345,142.19102800,27.14031466,5623.7,6967.1,6970.5,6992.8
19395,126345,142.19566874,27.14030827,5255.9,5278.0,5706.4,7052.7
19405,126345,142.19576963,27.14030813,5255.8,5277.8,5707.0,7052.5
19415,126345,142.19587051,27.14030798,5255.4,5278.6,5707.5,7051.4
19425,126345,142.19597140,27.14030784,5295.0,5319.3,5729.3,7051.2
19435,126345,142.19607228,27.14030770,5205.8,5250.1,5309.3,7051.6
18935,126335,142.19102784,27.14022440,-9999.0,-9999.0,-9999.0,6993.2
19265,126335,142.19435707,27.14021983,5717.5,5731.6,5753.7,7056.9
19295,126335,142.19465973,27.14021941,5707.6,5718.6,5747.6,7056.7
19305,126335,142.19476061,27.14021927,5332.8,5713.7,5745.0,7056.5
19315,126335,142.19486150,27.14021913,5312.8,5708.2,5738.6,7056.2
19325,126335,142.19496238,27.14021899,5713.4,5726.4,5751.2,7056.8
19335,126335,142.19506327,27.14021885,5206.1,5252.5,5308.4,7057.4
19345,126335,142.19516415,27.14021871,5322.5,5711.8,5741.4,7049.9
19355,126335,142.19526504,27.14021857,5735.0,5745.6,5765.6,7049.5
19375,126335,142.19546681,27.14021829,5323.8,5710.4,5741.9,7049.4
19385,126335,142.19556770,27.14021815,5733.7,5741.7,5763.6,7052.2
19395,126335,142.19566858,27.14021801,5715.2,5725.0,5750.2,7052.7
19405,126335,142.19576947,27.14021787,5710.8,5720.0,5745.7,7052.5
19415,126335,142.19587035,27.14021773,5711.5,5719.2,5745.7,7051.6
19425,126335,142.19597124,27.14021759,5289.1,5312.2,5724.1,7051.4
19435,126335,142.19607213,27.14021745,285.3,5238.3,5299.4,7051.7
19265,126325,142.19435691,27.14012957,5718.9,5728.8,5753.3,7057.6
19275,126325,142.19445780,27.14012944,289.1,5239.0,5299.5,7057.9
19285,126325,142.19455868,27.14012930,5337.8,5716.5,5746.3,7058.5
19295,126325,142.19465957,27.14012916,5712.1,5723.1,5747.4,7057.3
19305,126325,142.19476046,27.14012902,5344.7,5720.6,5745.4,7055.7
19315,126325,142.19486134,27.14012888,5319.7,5714.6,5740.1,7055.8
19325,126325,142.19496223,27.14012874,5715.1,5726.5,5751.9,7055.8
19335,126325,142.19506311,27.14012860,5217.3,5254.7,5309.4,7052.1
19345,126325,142.19516400,27.14012846,5761.0,5766.7,7002.0,7050.7
19355,126325,142.19526488,27.14012832,7005.2,7008.1,7010.6,7050.0
19365,126325,142.19536577,27.14012817,5762.6,5769.4,7000.7,7049.5
19375,126325,142.19546665,27.14012803,5776.2,5791.7,7004.5,7049.1
19385,126325,142.19556754,27.14012789,6999.9,7003.5,7006.9,7050.9
19395,126325,142.19566843,27.14012775,5765.4,5773.2,7001.4,7052.3
19405,126325,142.19576931,27.14012761,5737.8,5743.6,5767.8,7052.4
19415,126325,142.19587020,27.14012747,5722.4,5733.7,5758.8,7051.8
19425,126325,142.19597108,27.14012733,5280.9,5300.1,5720.6,7051.3
19435,126325,142.19607197,27.14012719,273.2,5238.6,5299.5,7053.5
18925,126315,142.19092665,27.14004403,316.0,5029.1,5055.8,6964.3
18935,126315,142.19102754,27.14004389,6963.4,6966.1,-9999.0,6968.8
19285,126315,142.19455853,27.14003904,7025.4,7030.3,7039.4,7059.6
19295,126315,142.19465941,27.14003890,7015.8,7018.5,7021.8,7057.5
19305,126315,142.19476030,27.14003876,7017.0,7019.9,7023.3,7055.1
19315,126315,142.19486118,27.14003862,7016.9,7019.7,7023.2,7056.3
19325,126315,142.19496207,27.14003848,7017.1,7019.7,7023.5,7055.1
19335,126315,142.19506296,27.14003834,7011.0,7014.1,7017.4,7052.2
19345,126315,142.19516384,27.14003820,7018.9,7021.4,7026.0,7052.8
19355,126315,142.19526473,27.14003806,7021.1,7024.0,7027.2,7051.3
19365,126315,142.19536561,27.14003792,7013.5,7016.7,7021.7,7048.0
19375,126315,142.19546650,27.14003778,7013.5,7017.3,7021.1,7048.5
19385,126315,142.19556738,27.14003764,7013.1,7016.4,7019.7,7049.2
19395,126315,142.19566827,27.14003750,7000.9,7003.7,7007.5,7051.3
19405,126315,142.19576915,27.14003736,5724.5,5733.3,5758.7,7052.3
19415,126315,142.19587004,27.14003722,5303.8,5327.5,5733.8,7051.9
18755,126305,142.18921145,27.13995609,5046.7,5049.2,5070.0,7779.6
18765,126305,142.18931233,27.13995595,5041.3,5051.5,5074.6,7777.8
18925,126305,142.19092650,27.13995377,5105.4,5110.4,5619.4,7755.8
19385,126305,142.19556723,27.13994738,7010.7,7013.6,7016.3,7051.4
19395,126305,142.19566811,27.13994724,5721.9,5730.5,5753.8,7051.5
19405,126305,142.19576900,27.13994710,5285.6,5305.8,5726.5,7053.8
18765,126295,142.18931218,27.13986570,302.6,5020.8,5055.4,7777.1
18915,126295,142.19082546,27.13986365,5064.4,5069.9,5083.9,6966.7
19385,126295,142.19556707,27.13985712,7004.2,7008.6,7012.0,7052.0
