X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-6995,-315065,139.75834030,33.15955524,694.6,2248.6,-9999.0,2311.2
-6985,-315065,139.75844751,33.15955530,2298.6,-9999.0,-9999.0,2311.9
-6965,-315065,139.75866192,33.15955543,1877.2,2299.2,-9999.0,6863.0
-7015,-315075,139.75812595,33.15946493,697.6,2245.2,-9999.0,2314.5
-7005,-315075,139.75823316,33.15946500,1835.5,2249.4,-9999.0,2315.4
-7045,-315085,139.75780440,33.15937456,700.4,2239.7,-9999.0,2311.1
-7035,-315085,139.75791161,33.15937463,698.5,2222.2,-9999.0,2309.1
-7065,-315095,139.75759006,33.15928426,1863.1,2304.2,-9999.0,2317.2
-6865,-315095,139.75973424,33.15928554,2227.1,2320.7,-9999.0,2976.2
-6855,-315095,139.75984145,33.15928561,2224.3,2315.2,-9999.0,2319.9
-6725,-315095,139.76123517,33.15928642,2130.9,2310.4,-9999.0,2317.2
-6845,-315105,139.75994874,33.15919550,115.7,2049.8,-9999.0,3129.8
-6785,-315105,139.76059199,33.15919587,2311.4,-9999.0,-9999.0,2318.6
-6685,-315105,139.76166408,33.15919649,2296.9,-9999.0,-9999.0,2320.6
-6665,-315105,139.76187850,33.15919662,117.5,2223.6,-9999.0,2321.3
-6645,-315105,139.76209292,33.15919674,119.9,2225.7,-9999.0,2318.1
-6625,-315115,139.76230741,33.15910669,2235.5,-9999.0,-9999.0,5165.0
-6615,-315115,139.76241462,33.15910675,366.5,2226.2,-9999.0,5170.0
-6595,-315115,139.76262903,33.15910687,2231.8,-9999.0,-9999.0,5163.9
-7095,-315125,139.75726867,33.15901354,2236.2,2976.4,-9999.0,2978.6
-6835,-315125,139.76005610,33.15901521,2315.9,2788.7,-9999.0,3129.4
-6815,-315125,139.76027051,33.15901534,790.8,2052.3,3122.7,3123.4
-6805,-315125,139.76037772,33.15901540,108.5,2049.5,3125.9,3127.9
-6815,-315135,139.76027059,33.15892516,2794.4,-9999.0,-9999.0,3135.4
-6805,-315135,139.76037780,33.15892522,2058.2,2318.1,-9999.0,3130.8
-5755,-315135,139.77163471,33.15893131,192.9,2229.2,-9999.0,2304.8
-5745,-315135,139.77174192,33.15893136,186.4,2229.4,-9999.0,2302.9
-7095,-315145,139.75726883,33.15883319,2255.7,2983.1,-9999.0,2986.1
-6505,-315145,139.76359413,33.15883689,796.2,2230.9,-9999.0,2273.0
-6495,-315145,139.76370134,33.15883695,783.7,2233.3,-9999.0,2275.1
-5775,-315145,139.77142035,33.15884103,183.0,2228.3,-9999.0,2805.6
-5765,-315145,139.77152756,33.15884108,187.7,2228.3,-9999.0,2807.8
-5755,-315145,139.77163477,33.15884114,77.0,2228.6,-9999.0,2302.8
-5745,-315145,139.77174198,33.15884119,77.2,2229.4,-9999.0,2301.8
-5715,-315145,139.77206361,33.15884135,182.9,2231.7,-9999.0,2299.0
-5705,-315145,139.77217081,33.15884140,565.7,2232.1,-9999.0,2291.6
-7095,-315155,139.75726890,33.15874302,1813.8,2249.6,-9999.0,2991.2
-7085,-315155,139.75737611,33.15874308,2320.9,-9999.0,-9999.0,2994.7
-6495,-315155,139.76370141,33.15874678,2261.3,-9999.0,-9999.0,2277.9
-6485,-315155,139.76380862,33.15874684,2249.4,-9999.0,-9999.0,2986.2
-5775,-315155,139.77142042,33.15875086,77.6,2142.8,-9999.0,2804.1
-5765,-315155,139.77152763,33.15875091,77.1,1967.3,-9999.0,2806.4
-5755,-315155,139.77163483,33.15875096,76.7,2227.3,-9999.0,2300.7
-5745,-315155,139.77174204,33.15875101,77.8,2228.9,-9999.0,2298.7
-5715,-315155,139.77206367,33.15875117,178.2,2233.4,-9999.0,2296.4
-5705,-315155,139.77217088,33.15875123,185.6,2233.1,-9999.0,2293.6
-5695,-315155,139.77227808,33.15875128,214.0,2233.5,-9999.0,2293.2
-7115,-315165,139.75705456,33.15865271,415.6,2241.4,-9999.0,2985.9
-7105,-315165,139.75716177,33.15865278,1850.6,2249.8,-9999.0,2981.4
-7095,-315165,139.75726898,33.15865284,2322.4,-9999.0,-9999.0,2989.5
-6455,-315165,139.76413031,33.15865684,2267.8,-9999.0,-9999.0,2272.9
-5775,-315165,139.77142048,33.15866068,79.3,2136.0,-9999.0,2801.7
-5765,-315165,139.77152769,33.15866073,78.7,1935.3,-9999.0,2804.7
-5755,-315165,139.77163490,33.15866079,74.3,1937.0,-9999.0,2300.1
-5745,-315165,139.77174211,33.15866084,83.1,2133.1,-9999.0,2296.6
-5735,-315165,139.77184931,33.15866089,83.3,2137.7,-9999.0,2296.9
-5725,-315165,139.77195652,33.15866095,83.2,2232.9,-9999.0,2296.4
-5715,-315165,139.77206373,33.15866100,80.8,2234.3,-9999.0,2294.6
-5705,-315165,139.77217094,33.15866105,136.2,2233.3,-9999.0,2292.8
-7125,-315175,139.75694743,33.15856247,175.7,2062.8,-9999.0,2989.8
-7115,-315175,139.75705464,33.15856254,2066.2,2257.2,-9999.0,2984.4
-5775,-315175,139.77142054,33.15857051,149.6,2134.2,-9999.0,2801.2
-5745,-315175,139.77174217,33.15857067,2134.5,2242.2,-9999.0,2293.4
-5735,-315175,139.77184938,33.15857072,89.8,2136.5,-9999.0,2297.4
-5725,-315175,139.77195658,33.15857077,2234.9,2245.2,-9999.0,2294.3
-5715,-315175,139.77206379,33.15857082,77.8,2237.5,-9999.0,2293.9
-5705,-315175,139.77217100,33.15857088,2285.7,-9999.0,-9999.0,2293.1
-7195,-315185,139.75619706,33.15847183,2255.5,-9999.0,-9999.0,2988.6
-7125,-315185,139.75694751,33.15847230,2057.8,2255.4,-9999.0,2993.1
-6155,-315185,139.76734670,33.15847824,722.9,2240.6,-9999.0,2268.7
-5715,-315185,139.77206386,33.15848065,741.7,2124.4,-9999.0,2291.3
-6405,-315195,139.76466657,33.15838662,2067.2,2248.4,-9999.0,2267.0
-6215,-315195,139.76670352,33.15838772,2257.9,-9999.0,-9999.0,2266.7
-5715,-315195,139.77206392,33.15839048,230.4,2239.7,-9999.0,2288.9
-6405,-315205,139.76466664,33.15829644,2259.2,-9999.0,-9999.0,2269.4
-5785,-315205,139.77131353,33.15829993,91.2,2131.0,2798.6,2800.9
-5895,-315215,139.77013430,33.15820916,2250.8,2793.1,-9999.0,2795.4
-5885,-315215,139.77024151,33.15820922,2245.7,2789.7,-9999.0,2793.2
-5825,-315215,139.77088476,33.15820954,2233.4,2308.2,-9999.0,2796.6
-5815,-315215,139.77099197,33.15820959,93.9,1879.8,2790.7,2793.6
-5695,-315215,139.77227846,33.15821023,210.8,2241.7,-9999.0,2286.7
-7265,-315225,139.75544692,33.15811067,2984.0,-9999.0,-9999.0,2991.8
-7225,-315225,139.75587575,33.15811094,421.2,2047.6,-9999.0,2994.1
-7215,-315225,139.75598296,33.15811100,131.4,2046.3,-9999.0,2992.6
-6395,-315225,139.76477398,33.15811615,148.9,2069.9,-9999.0,2278.4
-6385,-315225,139.76488119,33.15811621,2270.4,-9999.0,-9999.0,2278.2
-6325,-315225,139.76552444,33.15811656,149.4,2068.5,-9999.0,2269.2
-6315,-315225,139.76563165,33.15811662,2245.9,2254.6,-9999.0,2269.3
-6305,-315225,139.76573885,33.15811668,2247.4,2256.1,-9999.0,2271.5
-6295,-315225,139.76584606,33.15811674,2260.7,-9999.0,-9999.0,2268.9
-6255,-315225,139.76627489,33.15811697,1883.8,2247.4,-9999.0,2550.2
