区市町村コード,区市町村,冬夕、風速8m/s、死者（計）,冬夕、風速8m/s、死者（揺れ）,冬夕、風速8m/s、死者（屋内収容物）,冬夕、風速8m/s、死者（急傾斜地崩壊）,冬夕、風速8m/s、死者（火災）,冬夕、風速8m/s、死者（ブロック塀等）,冬夕、風速8m/s、死者（屋外落下物）,冬昼、風速8m/s、死者（計）,冬昼、風速8m/s、死者（揺れ）,冬昼、風速8m/s、死者（屋内収容物）,冬昼、風速8m/s、死者（急傾斜地崩壊）,冬昼、風速8m/s、死者（火災）,冬昼、風速8m/s、死者（ブロック塀等）,冬昼、風速8m/s、死者（屋外落下物）,冬早朝、風速8m/s、死者（計）,冬早朝、風速8m/s、死者（揺れ）,冬早朝、風速8m/s、死者（屋内収容物）,冬早朝、風速8m/s、死者（急傾斜地崩壊）,冬早朝、風速8m/s、死者（火災）,冬早朝、風速8m/s、死者（ブロック塀等）,冬早朝、風速8m/s、死者（屋外落下物）,冬夕、風速4m/s、死者（計）,冬夕、風速4m/s、死者（揺れ）,冬夕、風速4m/s、死者（屋内収容物）,冬夕、風速4m/s、死者（急傾斜地崩壊）,冬夕、風速4m/s、死者（火災）,冬夕、風速4m/s、死者（ブロック塀等）,冬夕、風速4m/s、死者（屋外落下物）,冬昼、風速4m/s、死者（計）,冬昼、風速4m/s、死者（揺れ）,冬昼、風速4m/s、死者（屋内収容物）,冬昼、風速4m/s、死者（急傾斜地崩壊）,冬昼、風速4m/s、死者（火災）,冬昼、風速4m/s、死者（ブロック塀等）,冬昼、風速4m/s、死者（屋外落下物）,冬早朝、風速4m/s、死者（計）,冬早朝、風速4m/s、死者（揺れ）,冬早朝、風速4m/s、死者（屋内収容物）,冬早朝、風速4m/s、死者（急傾斜地崩壊）,冬早朝、風速4m/s、死者（火災）,冬早朝、風速4m/s、死者（ブロック塀等）,冬早朝、風速4m/s、死者（屋外落下物）
13111,大田区,7815,5259,390,0,1695,467,4,5905,5123,406,0,270,105,1,7512,6764,498,0,227,23,0,7597,5259,390,0,1477,467,4,5863,5123,406,0,229,105,1,7474,6764,498,0,189,23,0
13112,世田谷区,7132,4427,427,1,1738,537,2,5155,4138,449,1,358,208,1,7297,6352,580,1,350,13,0,7007,4427,427,1,1613,537,2,5125,4138,449,1,328,208,1,7267,6352,580,1,321,13,0
13113,渋谷区,2954,2390,308,0,25,219,11,3010,2586,342,0,17,61,3,1492,1334,149,0,3,6,0,2953,2390,308,0,24,219,11,3009,2586,342,0,16,61,3,1492,1334,149,0,3,6,0
13114,中野区,1677,650,87,0,50,889,1,883,584,90,0,16,192,0,1115,968,114,0,13,21,0,1670,650,87,0,43,889,1,882,584,90,0,15,192,0,1115,968,114,0,12,21,0
13115,杉並区,2775,1786,129,0,631,229,0,2060,1521,130,0,333,76,0,3478,2932,193,0,344,9,0,2766,1786,129,0,621,229,0,2055,1521,130,0,327,76,0,3473,2932,193,0,338,9,0
13116,豊島区,1362,898,102,0,33,327,4,1171,927,118,0,18,108,1,1210,1100,99,0,9,1,0,1353,898,102,0,23,327,4,1170,927,118,0,16,108,1,1209,1100,99,0,8,1,0
13117,北区,2437,1818,181,0,24,411,3,2002,1681,191,0,14,114,1,2761,2506,230,0,12,12,0,2437,1818,181,0,24,411,3,2002,1681,191,0,14,114,1,2761,2506,230,0,12,12,0
13118,荒川区,2300,1902,136,0,147,114,1,1910,1729,138,0,16,26,0,2807,2612,180,0,13,2,0,2292,1902,136,0,139,114,1,1909,1729,138,0,15,26,0,2806,2612,180,0,13,2,0
13119,板橋区,2171,1818,146,0,54,152,1,1912,1688,149,0,20,55,0,2629,2411,191,0,18,8,0,2164,1818,146,0,47,152,1,1911,1688,149,0,19,55,0,2629,2411,191,0,18,8,0
13120,練馬区,2182,1510,169,0,312,191,0,1578,1199,163,0,157,59,0,2709,2307,248,0,147,7,0,2173,1510,169,0,303,191,0,1573,1199,163,0,152,59,0,2703,2307,248,0,142,7,0
13121,足立区,8507,6684,380,0,1225,218,1,6641,5817,373,0,372,79,0,9684,8953,499,0,222,10,0,8450,6684,380,0,1168,218,1,6625,5817,373,0,355,79,0,9674,8953,499,0,212,10,0
13122,葛飾区,3439,2624,211,0,459,145,0,2712,2347,207,0,110,47,0,3844,3466,283,0,89,6,0,3378,2624,211,0,398,145,0,2692,2347,207,0,90,47,0,3825,3466,283,0,70,6,0
13123,江戸川区,6713,4810,335,0,1358,209,1,5516,4477,329,0,659,50,0,7213,6236,450,0,513,15,0,6475,4810,335,0,1120,209,1,5389,4477,329,0,533,50,0,7111,6236,450,0,410,15,0
13201,八王子市,744,559,126,3,30,25,0,624,461,136,2,17,8,0,915,707,191,4,12,1,0,739,559,126,3,25,25,0,623,461,136,2,16,8,0,915,707,191,4,11,1,0
13202,立川市,149,83,46,0,6,13,0,145,84,51,0,5,6,0,139,89,47,0,3,0,0,149,83,46,0,6,13,0,145,84,51,0,5,6,0,139,89,47,0,3,0,0
13203,武蔵野市,529,384,47,0,26,72,0,472,380,51,0,13,28,0,486,427,49,0,8,2,0,528,384,47,0,25,72,0,472,380,51,0,13,28,0,486,427,49,0,8,2,0
13204,三鷹市,717,538,46,0,47,85,0,589,504,49,0,15,21,0,846,763,64,1,15,3,0,714,538,46,0,44,85,0,589,504,49,0,15,21,0,845,763,64,1,15,3,0
13205,青梅市,28,16,10,1,2,0,0,27,15,10,0,2,0,0,30,17,11,1,1,0,0,28,16,10,1,2,0,0,27,15,10,0,2,0,0,30,17,11,1,1,0,0
13206,府中市,808,667,72,0,19,49,0,748,648,77,0,12,11,0,924,825,86,0,10,2,0,806,667,72,0,18,49,0,747,648,77,0,11,11,0,923,825,86,0,10,2,0
13207,昭島市,52,40,9,0,3,1,0,50,39,9,0,2,0,0,57,45,10,0,2,0,0,52,40,9,0,3,1,0,50,39,9,0,2,0,0,57,45,10,0,2,0,0
13208,調布市,888,652,60,0,57,120,0,741,624,61,0,15,41,0,952,853,80,0,14,5,0,865,652,60,0,33,120,0,739,624,61,0,13,41,0,951,853,80,0,13,5,0
13209,町田市,1199,992,107,1,40,60,0,1007,854,108,1,17,27,0,1540,1377,142,1,17,2,0,1194,992,107,1,35,60,0,1007,854,108,1,16,27,0,1539,1377,142,1,16,2,0
13210,小金井市,339,260,31,0,14,33,0,299,250,34,0,9,7,0,407,358,42,0,7,0,0,339,260,31,0,14,33,0,299,250,34,0,9,7,0,407,358,42,0,7,0,0
13211,小平市,446,325,52,0,11,57,0,348,274,54,0,8,13,0,512,437,66,0,7,3,0,445,325,52,0,11,57,0,347,274,54,0,7,13,0,511,437,66,0,6,3,0
13212,日野市,385,280,49,0,7,49,0,321,254,49,0,4,13,0,429,360,63,0,4,2,0,385,280,49,0,6,49,0,321,254,49,0,3,13,0,429,360,63,0,4,2,0
13213,東村山市,161,90,28,0,5,37,0,127,77,28,0,3,19,0,164,120,39,0,3,3,0,161,90,28,0,5,37,0,126,77,28,0,3,19,0,164,120,39,0,3,3,0
13214,国分寺市,464,213,32,0,11,207,0,265,175,31,0,6,53,0,362,304,43,0,6,9,0,463,213,32,0,10,207,0,264,175,31,0,5,53,0,362,304,43,0,5,9,0
13215,国立市,122,85,19,0,6,12,0,110,79,21,0,4,5,0,150,121,25,0,3,0,0,121,85,19,0,4,12,0,109,79,21,0,3,5,0,149,121,25,0,3,0,0
13218,福生市,5,4,0,0,1,0,0,5,0,4,0,0,0,0,4,4,0,0,0,0,0,5,4,0,0,1,0,0,5,0,4,0,0,0,0,4,4,0,0,0,0,0
13219,狛江市,247,133,17,0,68,29,0,145,109,17,0,8,11,0,252,214,28,0,10,0,0,245,133,17,0,65,29,0,144,109,17,0,8,11,0,252,214,28,0,9,0,0
13220,東大和市,57,31,16,0,2,8,0,44,26,15,0,2,2,0,65,41,22,0,2,0,0,57,31,16,0,2,8,0,44,26,15,0,1,2,0,65,41,22,0,2,0,0
13221,清瀬市,112,86,19,0,2,5,0,99,75,20,0,1,3,0,141,114,25,0,2,0,0,112,86,19,0,2,5,0,99,75,20,0,1,3,0,141,114,25,0,1,0,0
13222,東久留米市,163,108,28,0,6,21,0,131,91,26,0,3,10,0,186,144,38,0,3,1,0,163,108,28,0,6,21,0,131,91,26,0,3,10,0,186,144,38,0,3,1,0
13223,武蔵村山市,21,14,5,0,3,0,0,19,12,5,0,2,0,0,23,16,6,0,1,0,0,21,14,5,0,2,0,0,19,12,5,0,2,0,0,23,16,6,0,1,0,0
13224,多摩市,248,197,44,0,3,4,0,226,176,47,0,2,2,0,296,246,48,1,1,0,0,248,197,44,0,3,4,0,226,176,47,0,1,2,0,296,246,48,1,1,0,0
13225,稲城市,210,181,23,0,3,2,0,177,152,23,0,2,1,0,280,246,31,1,2,0,0,210,181,23,0,3,2,0,177,152,23,0,2,1,0,280,246,31,1,2,0,0
13227,羽村市,5,3,0,0,2,0,0,4,3,0,0,1,0,0,3,2,0,0,1,0,0,4,3,0,0,2,0,0,4,3,0,0,1,0,0,3,2,0,0,1,0,0
13228,あきる野市,7,1,0,0,6,0,0,5,2,0,0,3,0,0,3,1,0,0,2,0,0,7,1,0,0,5,0,0,5,2,0,0,3,0,0,3,1,0,0,2,0,0
13229,西東京市,359,245,47,0,16,51,0,272,199,45,0,8,20,0,440,361,69,0,8,2,0,359,245,47,0,15,51,0,272,199,45,0,8,20,0,439,361,69,0,8,2,0
13303,瑞穂町,2,2,0,0,0,0,0,3,0,3,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,3,0,3,0,0,0,0,1,1,0,0,0,0,0
13305,日の出町,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13307,檜原村,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
13308,奥多摩町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,区部合計,84965,63357,5562,3,9552,6114,376,74746,64118,6112,3,2752,1681,79,75057,67418,5354,3,2105,172,4,84064,63357,5562,3,8651,6114,376,74459,64118,6112,3,2465,1681,79,74824,67418,5354,3,1871,172,4
,多摩合計,8470,6189,934,8,395,942,2,7006,5568,970,6,162,300,1,9609,8194,1225,10,143,37,0,8423,6189,934,8,348,942,2,6997,5568,970,6,154,300,1,9602,8194,1225,10,136,37,0
,都合計,93435,69547,6496,11,9947,7057,378,81751,69685,7082,9,2914,1982,80,84667,75612,6579,14,2248,209,4,92487,69547,6496,11,8999,7057,378,81456,69685,7082,9,2619,1982,80,84426,75612,6579,14,2007,209,4
