X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-50695,-173915,139.28174248,34.43101456,1378.8,1416.3,6269.1,6277.4
-50715,-173925,139.28152547,34.43092343,6287.8,-9999.0,-9999.0,6293.5
-50705,-173925,139.28163428,34.43092392,2176.6,6269.9,-9999.0,6278.0
-50735,-173935,139.28130846,34.43083230,2052.4,2168.1,6281.7,6289.2
-50725,-173935,139.28141727,34.43083279,6285.1,6289.1,-9999.0,6291.1
-50685,-173935,139.28185247,34.43083475,1149.8,1260.8,2138.9,6277.0
-50965,-173945,139.27880664,34.43073083,1277.2,1305.0,-9999.0,1449.2
-50735,-173945,139.28130906,34.43074215,2161.4,3056.0,6282.0,6285.5
-50665,-173945,139.28207066,34.43074558,6271.1,-9999.0,-9999.0,6271.2
-50965,-173955,139.27880723,34.43064067,1415.6,-9999.0,-9999.0,1427.8
-50755,-173955,139.28109205,34.43065101,5919.7,6278.2,-9999.0,6283.1
-50745,-173955,139.28120085,34.43065150,6279.1,6282.1,-9999.0,6288.6
-50735,-173955,139.28130965,34.43065199,6284.8,6289.6,-9999.0,6290.6
-50665,-173955,139.28207126,34.43065543,6267.5,-9999.0,-9999.0,6271.2
-50965,-173965,139.27880783,34.43055052,1429.0,-9999.0,-9999.0,1455.2
-50795,-173965,139.28065744,34.43055889,5905.6,5908.6,6273.1,6274.9
-50775,-173965,139.28087504,34.43055988,1095.5,1114.8,1299.1,6284.3
-50765,-173965,139.28098384,34.43056037,1257.0,1267.5,2156.9,6282.6
-50755,-173965,139.28109264,34.43056086,2054.1,2163.7,5916.5,6281.9
-50635,-173965,139.28239825,34.43056675,6265.3,6268.1,-9999.0,6272.6
-50615,-173965,139.28261585,34.43056773,6267.1,6269.8,-9999.0,6273.3
-50785,-173975,139.28076683,34.43046923,6275.2,6278.1,-9999.0,6282.4
-50775,-173975,139.28087563,34.43046973,1289.3,1445.2,3056.0,6281.6
-50765,-173975,139.28098443,34.43047022,3057.2,5913.7,6276.9,6280.0
-50755,-173975,139.28109323,34.43047071,6278.8,6282.5,-9999.0,6285.0
-50615,-173975,139.28261644,34.43047758,6271.6,6276.9,-9999.0,6280.6
-50605,-173975,139.28272524,34.43047807,2139.7,2160.6,6268.6,6277.4
-50945,-173985,139.27902662,34.43037121,1427.9,-9999.0,-9999.0,1453.2
-50565,-174015,139.28316281,34.43011942,2145.1,3115.4,6536.1,6541.5
-50565,-174025,139.28316340,34.43002927,6532.3,6535.5,6538.8,6542.0
-50925,-174035,139.27924719,34.42992143,1411.8,1441.2,-9999.0,1451.2
-50565,-174035,139.28316399,34.42993912,6542.4,-9999.0,-9999.0,6547.4
-50555,-174035,139.28327279,34.42993961,6530.6,6533.3,6543.3,6544.7
-50555,-174045,139.28327338,34.42984945,1358.0,1366.3,2141.8,6546.4
-50555,-174055,139.28327397,34.42975930,6532.0,-9999.0,-9999.0,6549.4
-50545,-174065,139.28338336,34.42966964,6525.9,6529.5,-9999.0,6533.3
-50545,-174075,139.28338395,34.42957949,2135.2,6344.2,6528.6,6531.2
-50535,-174085,139.28349334,34.42948983,1319.2,1339.1,2108.9,6527.4
-50535,-174095,139.28349393,34.42939967,2111.9,2118.2,6516.1,6528.0
-50535,-174105,139.28349452,34.42930952,6520.8,6523.9,-9999.0,6529.4
-50515,-174115,139.28371271,34.42922035,2115.4,2118.0,6332.8,6525.4
-50515,-174125,139.28371330,34.42913020,1328.9,1335.8,2112.4,6523.3
-50525,-174135,139.28360509,34.42903956,6524.0,-9999.0,-9999.0,6524.6
-50515,-174135,139.28371389,34.42904005,1335.9,1342.0,2112.1,6522.1
-50525,-174145,139.28360568,34.42894941,6514.5,6518.1,-9999.0,6523.0
