X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-50695,-173915,139.28174248,34.43101456,2.9739
-50705,-173925,139.28163428,34.43092392,3.2573
-50735,-173935,139.28130846,34.43083230,2.8487
-50685,-173935,139.28185247,34.43083475,3.0410
-50735,-173945,139.28130906,34.43074215,2.9371
-50795,-173965,139.28065744,34.43055889,3.0948
-50775,-173965,139.28087504,34.43055988,3.0750
-50765,-173965,139.28098384,34.43056037,3.0878
-50755,-173965,139.28109264,34.43056086,3.2358
-50775,-173975,139.28087563,34.43046973,3.1839
-50765,-173975,139.28098443,34.43047022,3.2672
-50605,-173975,139.28272524,34.43047807,2.7601
-50565,-174015,139.28316281,34.43011942,3.0837
-50555,-174045,139.28327338,34.42984945,3.0501
-50535,-174085,139.28349334,34.42948983,2.9956
-50535,-174095,139.28349393,34.42939967,3.0895
-50515,-174115,139.28371271,34.42922035,2.9939
-50515,-174125,139.28371330,34.42913020,2.9899
-50515,-174135,139.28371389,34.42904005,3.0038
-50515,-174145,139.28371448,34.42894989,3.0984
-50515,-174155,139.28371507,34.42885974,3.1565
-50515,-174165,139.28371566,34.42876959,3.2149
-50505,-174165,139.28382446,34.42877008,3.1557
-50495,-174175,139.28393385,34.42868042,3.2464
-50795,-174195,139.28067109,34.42848541,2.4906
-50485,-174195,139.28404383,34.42850060,3.2451
-50795,-174205,139.28067168,34.42839526,2.5320
-50815,-174265,139.28045765,34.42785336,2.7036
-50805,-174315,139.28056941,34.42740310,2.8978
-50805,-174325,139.28057000,34.42731294,2.9527
-50805,-174355,139.28057178,34.42704249,3.0814
-50795,-174365,139.28068117,34.42695283,3.1886
-50795,-174375,139.28068177,34.42686268,3.0280
-50785,-174385,139.28079116,34.42677302,3.1091
-50775,-174405,139.28090114,34.42659321,3.2746
-50775,-174415,139.28090173,34.42650305,3.0437
-50775,-174425,139.28090232,34.42641290,2.9535
-50765,-174425,139.28101112,34.42641339,3.1009
-50765,-174435,139.28101171,34.42632324,2.9972
-50765,-174445,139.28101230,34.42623309,2.8957
-50755,-174455,139.28112169,34.42614343,3.0773
-50745,-174455,139.28123049,34.42614392,3.2254
-50755,-174465,139.28112229,34.42605328,3.0099
-50745,-174465,139.28123108,34.42605377,3.0707
-50085,-174465,139.28841155,34.42608597,4.3767
-50735,-174475,139.28134047,34.42596411,3.0786
-50735,-174485,139.28134106,34.42587396,2.9628
-50735,-174495,139.28134165,34.42578381,2.8142
-50725,-174505,139.28145104,34.42569415,2.9149
-50725,-174515,139.28145163,34.42560399,2.9310
-50725,-174525,139.28145222,34.42551384,2.9357
-50715,-174525,139.28156102,34.42551433,2.9633
-50725,-174535,139.28145282,34.42542369,2.8962
-50715,-174535,139.28156161,34.42542418,2.9684
-50725,-174545,139.28145341,34.42533354,2.9067
-50715,-174545,139.28156220,34.42533403,2.9802
-50715,-174555,139.28156280,34.42524388,2.9448
-50705,-174555,139.28167159,34.42524437,2.9923
-50715,-174565,139.28156339,34.42515373,2.9444
-50705,-174565,139.28167218,34.42515422,2.9994
-50705,-174575,139.28167277,34.42506407,2.9887
-50705,-174585,139.28167337,34.42497391,2.9979
-50705,-174595,139.28167396,34.42488376,2.9790
-50705,-174605,139.28167455,34.42479361,2.9586
-50695,-174605,139.28178334,34.42479410,3.0303
-50705,-174615,139.28167514,34.42470346,2.9485
-50695,-174615,139.28178394,34.42470395,2.9641
-50695,-174625,139.28178453,34.42461380,2.9501
-50695,-174635,139.28178512,34.42452365,2.9306
-50695,-174645,139.28178571,34.42443349,2.9465
-50695,-174655,139.28178630,34.42434334,2.9618
-50695,-174665,139.28178690,34.42425319,2.9815
-50685,-174665,139.28189569,34.42425368,3.0281
-50695,-174675,139.28178749,34.42416304,3.0006
-50685,-174675,139.28189628,34.42416353,3.0256
-50695,-174685,139.28178808,34.42407289,3.0173
-50685,-174685,139.28189687,34.42407338,3.0331
-50695,-174695,139.28178867,34.42398274,3.0356
-50685,-174695,139.28189746,34.42398323,3.0557
-50695,-174705,139.28178926,34.42389258,3.0512
-50685,-174705,139.28189806,34.42389307,3.0770
-50695,-174715,139.28178986,34.42380243,3.0651
-50685,-174715,139.28189865,34.42380292,3.0990
-50695,-174725,139.28179045,34.42371228,3.0764
-50685,-174725,139.28189924,34.42371277,3.1249
-50695,-174735,139.28179104,34.42362213,3.0669
-50685,-174735,139.28189983,34.42362262,3.1119
-50695,-174745,139.28179163,34.42353198,3.0555
-50685,-174745,139.28190042,34.42353247,3.0604
-50695,-174755,139.28179222,34.42344183,3.0909
-50695,-174765,139.28179282,34.42335167,3.1209
-50695,-174775,139.28179341,34.42326152,3.1146
-50695,-174785,139.28179400,34.42317137,3.1291
