X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-63535,-194475,139.14356300,34.24495503,1.8149
-63545,-194485,139.14345518,34.24486427,1.5833
-63575,-194545,139.14313392,34.24432152,0.6869
-63565,-194545,139.14324248,34.24432213,0.4958
-63555,-194545,139.14335104,34.24432274,0.3765
-63565,-194555,139.14324322,34.24423198,-0.0786
-63555,-194555,139.14335177,34.24423259,0.3044
-63545,-194555,139.14346033,34.24423320,1.4944
-63975,-194565,139.13879310,34.24411670,0.8172
-63965,-194565,139.13890166,34.24411731,1.3477
-63955,-194585,139.13901169,34.24393762,1.3509
-63965,-194595,139.13890388,34.24384686,0.9425
-63665,-194595,139.14216059,34.24386526,1.9239
-63655,-194595,139.14226915,34.24386587,1.5056
-63975,-194605,139.13879606,34.24375609,0.2978
-63965,-194605,139.13890462,34.24375670,1.2685
-63655,-194605,139.14226988,34.24377572,1.8515
-63975,-194615,139.13879680,34.24366594,0.1185
-63965,-194615,139.13890536,34.24366655,0.5156
-63925,-194615,139.13933959,34.24366901,2.0910
-63675,-194615,139.14205351,34.24368434,1.9862
-63935,-194625,139.13923177,34.24357824,1.7854
-63925,-194625,139.13934033,34.24357886,0.4735
-63705,-194625,139.14172857,34.24359235,1.9682
-63675,-194625,139.14205424,34.24359419,1.7605
-63615,-194625,139.14270558,34.24359786,1.5089
-63935,-194635,139.13923251,34.24348809,0.8225
-63925,-194635,139.13934107,34.24348871,0.6575
-63895,-194635,139.13966674,34.24349055,1.6577
-63735,-194635,139.14140364,34.24350036,2.3253
-63725,-194635,139.14151220,34.24350098,1.5775
-63715,-194635,139.14162075,34.24350159,0.3537
-63705,-194635,139.14172931,34.24350220,1.2075
-63695,-194635,139.14183787,34.24350281,1.2643
-63685,-194635,139.14194642,34.24350343,1.1986
-63675,-194635,139.14205498,34.24350404,0.4110
-63665,-194635,139.14216354,34.24350465,1.3416
-63655,-194635,139.14227209,34.24350526,1.6762
-63645,-194635,139.14238065,34.24350587,2.1968
-63635,-194635,139.14248921,34.24350649,2.1382
-63625,-194635,139.14259776,34.24350710,2.1409
-63615,-194635,139.14270632,34.24350771,1.8107
-63605,-194635,139.14281488,34.24350832,1.6996
-63595,-194635,139.14292343,34.24350893,1.9659
-63585,-194635,139.14303199,34.24350954,1.8254
-63575,-194635,139.14314055,34.24351015,1.5157
-63565,-194635,139.14324910,34.24351077,1.3849
-63555,-194635,139.14335766,34.24351138,1.5152
-63545,-194635,139.14346622,34.24351199,2.1369
-63945,-194645,139.13912469,34.24339733,1.2265
-63935,-194645,139.13923325,34.24339794,1.6345
-63915,-194645,139.13945036,34.24339917,0.0743
-63895,-194645,139.13966747,34.24340040,0.4465
-63805,-194645,139.14064448,34.24340592,1.5162
-63795,-194645,139.14075304,34.24340653,0.7333
-63785,-194645,139.14086160,34.24340715,2.1658
-63775,-194645,139.14097015,34.24340776,2.0583
-63765,-194645,139.14107871,34.24340837,2.1284
-63755,-194645,139.14118726,34.24340899,1.9767
-63745,-194645,139.14129582,34.24340960,1.0421
-63655,-194645,139.14227283,34.24341511,0.0315
-63645,-194645,139.14238139,34.24341572,1.0061
-63635,-194645,139.14248994,34.24341633,1.4652
-63625,-194645,139.14259850,34.24341695,1.2249
-63615,-194645,139.14270706,34.24341756,0.7619
-63605,-194645,139.14281561,34.24341817,0.5835
-63595,-194645,139.14292417,34.24341878,0.6826
-63585,-194645,139.14303273,34.24341939,0.7133
-63575,-194645,139.14314128,34.24342000,0.8418
-63565,-194645,139.14324984,34.24342061,0.9436
-63555,-194645,139.14335839,34.24342122,0.9879
-63545,-194645,139.14346695,34.24342184,1.2636
-63535,-194645,139.14357551,34.24342245,1.9281
-63895,-194655,139.13966821,34.24331025,2.2437
-63865,-194655,139.13999388,34.24331209,2.0480
-63855,-194655,139.14010244,34.24331270,1.8164
-63845,-194655,139.14021100,34.24331332,1.6588
-63835,-194655,139.14031955,34.24331393,1.7805
-63825,-194655,139.14042811,34.24331454,1.7722
-63815,-194655,139.14053666,34.24331516,1.4402
-63805,-194655,139.14064522,34.24331577,0.5380
-63785,-194655,139.14086233,34.24331700,0.4671
-63775,-194655,139.14097089,34.24331761,0.6473
-63565,-194655,139.14325057,34.24333046,0.0494
-63555,-194655,139.14335913,34.24333107,0.3233
-63545,-194655,139.14346769,34.24333168,0.7290
-63535,-194655,139.14357624,34.24333229,1.0928
-63525,-194655,139.14368480,34.24333291,1.6067
-63915,-194665,139.13945184,34.24321887,2.3396
-63885,-194665,139.13977751,34.24322071,2.0030
-63875,-194665,139.13988607,34.24322132,1.9519
-63865,-194665,139.13999462,34.24322194,1.3539
-63855,-194665,139.14010318,34.24322255,0.7004
-63845,-194665,139.14021174,34.24322316,0.4220
-63835,-194665,139.14032029,34.24322378,0.3046
-63825,-194665,139.14042885,34.24322439,-0.0689
-63545,-194665,139.14346842,34.24324153,0.2191
-63535,-194665,139.14357698,34.24324214,0.6839
-63525,-194665,139.14368553,34.24324275,1.2638
-63515,-194665,139.14379409,34.24324336,1.9651
-63895,-194675,139.13966969,34.24312994,1.9503
-63885,-194675,139.13977825,34.24313056,1.9992
-63875,-194675,139.13988681,34.24313117,1.2709
-63865,-194675,139.13999536,34.24313178,0.5422
-63535,-194675,139.14357771,34.24315199,0.4683
-63525,-194675,139.14368627,34.24315260,0.8932
-63515,-194675,139.14379483,34.24315321,1.7873
-63215,-194675,139.14705151,34.24317148,1.4995
-63905,-194685,139.13956188,34.24303918,2.3352
-63895,-194685,139.13967043,34.24303979,1.6260
-63885,-194685,139.13977899,34.24304040,1.4371
-63515,-194685,139.14379556,34.24306306,0.3913
-63505,-194685,139.14390412,34.24306367,1.1395
-63465,-194685,139.14433834,34.24306611,1.6501
-63285,-194685,139.14629235,34.24307708,1.8029
-63215,-194685,139.14705224,34.24308133,1.8404
-63915,-194695,139.13945406,34.24294841,1.2814
-63905,-194695,139.13956262,34.24294902,0.8833
-63285,-194695,139.14629308,34.24298692,2.0991
-63925,-194705,139.13934625,34.24285764,1.4388
-63915,-194705,139.13945480,34.24285826,0.5064
-63905,-194705,139.13956336,34.24285887,0.0913
-63465,-194705,139.14433981,34.24288581,1.1180
-63245,-194705,139.14672804,34.24289921,1.9049
-63235,-194705,139.14683660,34.24289981,0.8230
-63945,-194715,139.13912987,34.24276626,1.9142
-63935,-194715,139.13923843,34.24276688,1.6244
-63925,-194715,139.13934699,34.24276749,0.6734
-63465,-194715,139.14434055,34.24279566,2.3165
-63245,-194715,139.14672877,34.24280905,1.9701
-63235,-194715,139.14683733,34.24280966,1.2131
-63965,-194725,139.13891350,34.24267488,0.6139
-63465,-194725,139.14434128,34.24270550,2.3781
-63295,-194725,139.14618673,34.24271586,0.9198
-63245,-194725,139.14672950,34.24271890,0.2649
-63235,-194725,139.14683806,34.24271951,1.5128
-63965,-194735,139.13891424,34.24258473,0.0742
-63465,-194735,139.14434201,34.24261535,0.6561
-63455,-194735,139.14445057,34.24261596,1.4565
-63315,-194735,139.14597035,34.24262449,1.1527
-63445,-194745,139.14455986,34.24252642,0.9820
-63435,-194745,139.14466842,34.24252703,2.0748
-63325,-194745,139.14586252,34.24253373,1.4585
-63305,-194745,139.14607964,34.24253495,1.0688
-64075,-194755,139.13772162,34.24239766,0.3214
-64065,-194755,139.13783017,34.24239827,0.6537
-63425,-194755,139.14477770,34.24243749,0.7138
-63415,-194755,139.14488626,34.24243810,1.2655
-63405,-194755,139.14499482,34.24243871,1.1400
-63395,-194755,139.14510337,34.24243931,1.6493
-63385,-194755,139.14521193,34.24243992,1.7999
-63375,-194755,139.14532048,34.24244053,1.8290
-63365,-194755,139.14542904,34.24244114,1.8423
-63355,-194755,139.14553759,34.24244175,1.7715
-63345,-194755,139.14564615,34.24244236,1.6606
-63335,-194755,139.14575470,34.24244297,1.4858
-63325,-194755,139.14586326,34.24244358,0.5918
-63295,-194755,139.14618892,34.24244540,2.0066
-63975,-194765,139.13880791,34.24231366,2.0208
-63965,-194765,139.13891646,34.24231427,1.7326
-63955,-194765,139.13902502,34.24231489,1.1926
-63355,-194765,139.14553833,34.24235160,0.1606
-63345,-194765,139.14564688,34.24235221,0.0617
-63335,-194765,139.14575544,34.24235282,0.0420
-63295,-194765,139.14618966,34.24235525,1.4208
-63975,-194775,139.13880865,34.24222351,1.1852
-63965,-194775,139.13891721,34.24222412,0.0142
-63955,-194775,139.13902576,34.24222474,0.9558
-63295,-194775,139.14619039,34.24226510,1.2164
-63975,-194785,139.13880939,34.24213335,0.7781
-63955,-194785,139.13902650,34.24213458,0.0044
-63295,-194785,139.14619112,34.24217495,0.5844
-63285,-194785,139.14629968,34.24217556,1.4742
-63275,-194785,139.14640823,34.24217616,1.5578
-63255,-194785,139.14662534,34.24217738,2.0617
-63235,-194785,139.14684245,34.24217860,2.1039
-63975,-194795,139.13881013,34.24204320,1.1093
-63965,-194795,139.13891869,34.24204382,0.2548
-63285,-194795,139.14630041,34.24208540,1.0068
-63255,-194795,139.14662607,34.24208723,1.6078
-64025,-194805,139.13826810,34.24194997,1.0519
-63985,-194805,139.13870232,34.24195244,1.1770
-63285,-194805,139.14630114,34.24199525,0.5389
-64065,-194815,139.13783462,34.24185736,0.3587
-64015,-194815,139.13837739,34.24186044,2.0224
-64005,-194815,139.13848595,34.24186105,1.8601
-63995,-194815,139.13859450,34.24186167,1.1465
-63285,-194815,139.14630187,34.24190510,0.2612
-63275,-194815,139.14641043,34.24190571,1.9931
-64175,-194825,139.13664127,34.24176043,1.6198
-64165,-194825,139.13674982,34.24176105,1.6083
-64015,-194825,139.13837814,34.24177029,0.9383
-64005,-194825,139.13848669,34.24177090,0.5543
-63275,-194825,139.14641116,34.24181556,1.8777
-64185,-194835,139.13653346,34.24166966,0.1844
-64175,-194835,139.13664201,34.24167028,0.8953
-64165,-194835,139.13675056,34.24167089,0.4932
-64075,-194835,139.13772755,34.24167644,1.2429
-63275,-194835,139.14641189,34.24172540,1.7706
-64175,-194845,139.13664275,34.24158012,0.9923
-64165,-194845,139.13675131,34.24158074,1.0302
-64095,-194845,139.13751118,34.24158506,1.4994
-64085,-194845,139.13761974,34.24158567,0.6870
-64075,-194845,139.13772829,34.24158629,1.0284
-64065,-194845,139.13783685,34.24158690,0.3747
-63275,-194845,139.14641263,34.24163525,2.1168
-64175,-194855,139.13664350,34.24148997,0.0385
-64105,-194855,139.13740337,34.24149429,0.9899
-64095,-194855,139.13751193,34.24149490,0.8728
-64075,-194855,139.13772903,34.24149614,0.3291
-63275,-194855,139.14641336,34.24154510,1.8721
-63105,-194855,139.14825878,34.24155543,0.2275
-64185,-194865,139.13653568,34.24139920,1.6255
-64135,-194865,139.13707845,34.24140229,1.2147
-64105,-194865,139.13740411,34.24140414,1.4784
-64095,-194865,139.13751267,34.24140475,0.3584
-63275,-194865,139.14641409,34.24145495,1.0096
-63195,-194865,139.14728252,34.24145981,1.9800
-64185,-194875,139.13653643,34.24130905,0.8222
-64115,-194875,139.13729630,34.24131337,1.8431
-64105,-194875,139.13740486,34.24131398,1.5634
-63275,-194875,139.14641482,34.24136480,0.1378
-63265,-194875,139.14652338,34.24136540,2.2086
-63105,-194875,139.14826024,34.24137512,1.8632
-64185,-194885,139.13653717,34.24121890,0.4463
-64125,-194885,139.13718849,34.24122260,2.0827
-64115,-194885,139.13729705,34.24122322,1.7429
-64105,-194885,139.13740560,34.24122383,0.6710
-63265,-194885,139.14652411,34.24127525,0.7429
-63255,-194885,139.14663266,34.24127586,0.7901
-64185,-194895,139.13653791,34.24112875,1.5181
-64125,-194895,139.13718923,34.24113245,1.9434
-64115,-194895,139.13729779,34.24113306,1.6327
-63255,-194895,139.14663339,34.24118571,0.8001
-63245,-194895,139.14674195,34.24118632,1.4111
-63235,-194895,139.14685050,34.24118692,1.0564
-63125,-194895,139.14804459,34.24119360,1.7163
-64195,-194905,139.13643010,34.24103798,0.3894
-64115,-194905,139.13729853,34.24104291,1.0208
-63235,-194905,139.14685123,34.24109677,0.3235
-63225,-194905,139.14695979,34.24109738,2.2213
-64215,-194915,139.13621374,34.24094659,0.6548
