X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-28195,-207945,139.52766369,34.12507027,89.2,886.5,915.2,924.1
-28005,-207945,139.52972351,34.12507538,61.0,888.9,907.3,1963.0
-28225,-207955,139.52733879,34.12497931,97.6,886.7,915.7,927.4
-28215,-207955,139.52744720,34.12497958,124.5,887.9,915.8,925.0
-28205,-207955,139.52755561,34.12497985,96.0,887.4,915.2,923.0
-28195,-207955,139.52766402,34.12498012,821.8,893.4,917.0,924.0
-28185,-207955,139.52777243,34.12498039,878.5,895.5,917.0,923.6
-28035,-207955,139.52939860,34.12498442,899.6,904.2,-9999.0,917.9
-28025,-207955,139.52950701,34.12498469,897.7,903.7,-9999.0,1957.5
-28015,-207955,139.52961542,34.12498496,1959.6,-9999.0,-9999.0,1964.8
-28005,-207955,139.52972383,34.12498523,902.7,908.9,-9999.0,1962.2
-27995,-207955,139.52983224,34.12498549,894.5,901.1,1958.4,1961.3
-27985,-207955,139.52994066,34.12498576,897.0,904.7,-9999.0,1958.4
-27975,-207955,139.53004907,34.12498603,892.8,898.9,-9999.0,1960.2
-27965,-207955,139.53015748,34.12498630,51.0,875.6,906.8,1963.3
-28675,-207965,139.52246061,34.12487689,126.6,896.4,920.6,1988.2
-28665,-207965,139.52256902,34.12487717,912.4,918.7,-9999.0,1986.8
-28655,-207965,139.52267743,34.12487744,817.5,896.2,922.9,1986.2
-28255,-207965,139.52701388,34.12488834,885.0,904.8,921.5,928.5
-28245,-207965,139.52712229,34.12488861,807.2,900.7,918.5,928.8
-28235,-207965,139.52723070,34.12488888,903.9,913.4,-9999.0,930.2
-28225,-207965,139.52733911,34.12488915,915.4,921.2,-9999.0,926.8
-28215,-207965,139.52744752,34.12488942,921.2,-9999.0,-9999.0,931.2
-28205,-207965,139.52755593,34.12488969,922.5,-9999.0,-9999.0,928.4
-28165,-207965,139.52798958,34.12489077,926.2,-9999.0,-9999.0,928.2
