250mメッシュコード,Lon（250mメッシュ中心経度）,Lat（250mメッシュ中心緯度）,Plcorrecte（液状化危険度（PL値））,Scorrected（沈下量（m））
5139414913,139.239063,34.369792,0.01,0.01
5139414914,139.242188,34.369792,0.008125,0.008125
5139414923,139.245313,34.369792,0.007142857,0.007142857
5139414924,139.248438,34.369792,0,0
5139414941,139.245313,34.371875,0.01,0.01
5139414942,139.248438,34.371875,0.007142857,0.007142857
5139414944,139.248438,34.373958,0.01,0.01
5139422211,139.276563,34.351042,0,0
5139422213,139.276563,34.353125,0,0
5139422231,139.276563,34.355208,0,0
5139422233,139.276563,34.357292,0,0
5139423211,139.276563,34.359375,0,0
5139423213,139.276563,34.361458,0,0
5139423231,139.276563,34.363542,0,0
5139423233,139.276563,34.365625,0,0
5139424033,139.251563,34.373958,0.01,0.01
5139424211,139.276563,34.367708,0,0
5139424213,139.276563,34.369792,0,0
5139424231,139.276563,34.371875,0,0
5139424233,139.276563,34.373958,0,0
5139425011,139.251563,34.376042,0.01,0.01
5139425013,139.251563,34.378125,0.01,0.01
5139425014,139.254688,34.378125,0.01,0.01
5139425032,139.254688,34.380208,0.01,0.01
5139425034,139.254688,34.382292,0.01,0.01
5139425211,139.276563,34.376042,0,0
5139425213,139.276563,34.378125,0,0
5139425231,139.276563,34.380208,0,0
5139425233,139.276563,34.382292,0.00125,0.00125
5139426012,139.254688,34.384375,0.01,0.01
5139426014,139.254688,34.386458,0.01,0.01
5139426211,139.276563,34.384375,0,0
5139426213,139.276563,34.386458,0,0
5139426231,139.276563,34.388542,0,0
5139426233,139.276563,34.390625,0,0
5139426234,139.279688,34.390625,0,0
5139427223,139.282813,34.394792,0,0
5139427224,139.285938,34.394792,0,0
5139427242,139.285938,34.396875,0,0
5139429233,139.276563,34.415625,0,0
5139520211,139.276563,34.417708,0,0
5139520213,139.276563,34.419792,0,0
5139520214,139.279688,34.419792,0,0
5139520232,139.279688,34.421875,0,0
5139520241,139.282813,34.421875,0,0
5139520243,139.282813,34.423958,0,0
5139526323,139.295313,34.469792,0,0
5139526342,139.298438,34.471875,0,0
5139526343,139.295313,34.473958,0,0
5139526344,139.298438,34.473958,0,0
5139624212,139.279688,34.534375,0,0
5239023942,139.373438,34.696875,0,0
5239023944,139.373438,34.698958,0,0
5239027833,139.351563,34.732292,0,0
5239027834,139.354688,34.732292,0,0
5239028812,139.354688,34.734375,0,0
5239029812,139.354688,34.742708,0.05,0.05
5239029814,139.354688,34.744792,0.05,0.05
5239029821,139.357813,34.742708,0.05,0.05
5239029831,139.351563,34.746875,0.004545455,0.004545455
5239029832,139.354688,34.746875,0.05,0.05
5239029833,139.351563,34.748958,0,0
5239031532,139.442188,34.680208,0,0
5239031533,139.439063,34.682292,0,0
5239031534,139.442188,34.682292,0,0
5239032511,139.439063,34.684375,0,0
5239033014,139.379688,34.694792,0,0
5239033023,139.382813,34.694792,0,0
5239033032,139.379688,34.696875,0,0
5239034514,139.442188,34.703125,0,0
5239034523,139.445313,34.703125,0,0
5239034532,139.442188,34.705208,0,0
5239034534,139.442188,34.707292,0,0
5239034541,139.445313,34.705208,0,0
5239034543,139.445313,34.707292,0,0
5239035521,139.445313,34.709375,0,0
5239036543,139.445313,34.723958,0,0
5239037521,139.445313,34.726042,0,0
5239037523,139.445313,34.728125,0,0
5239120722,139.348438,34.751042,0,0
5239120724,139.348438,34.753125,0,0
5239120811,139.351563,34.751042,0,0
5239120813,139.351563,34.753125,0,0
5239120831,139.351563,34.755208,0,0
5239130513,139.439063,34.753125,0.05,0.05
5239130514,139.442188,34.753125,0.05,0.05
5239130531,139.439063,34.755208,0.05,0.05
5239130532,139.442188,34.755208,0.05,0.05
5239134131,139.389063,34.788542,0,0
5239134132,139.392188,34.788542,0,0
5239134133,139.389063,34.790625,0,0
5239134134,139.392188,34.790625,0,0
5239135111,139.389063,34.792708,0,0
5338572822,138.985938,35.767708,0,0
5338572823,138.982813,35.769792,0,0
5338572921,138.995313,35.767708,0,0
5338572922,138.998438,35.767708,0,0
5338572924,138.998438,35.769792,0,0
5338572933,138.989063,35.773958,0,0
5338572934,138.992188,35.773958,0,0
5338572942,138.998438,35.771875,0,0
5338572943,138.995313,35.773958,0,0
5338573911,138.989063,35.776042,0,0
5338573912,138.992188,35.776042,0,0
5338573921,138.995313,35.776042,0,0
5338573922,138.998438,35.776042,0,0
5338573931,138.989063,35.780208,0,0
5339232744,139.473438,35.523958,0,0
5339232833,139.476563,35.523958,0,0
5339233614,139.454688,35.528125,7.46,0.01
5339233623,139.457813,35.528125,7.54,0.01
5339233632,139.454688,35.530208,7.234285714,0.01
5339233633,139.451563,35.532292,4.973333333,0.01
5339233634,139.454688,35.532292,6.922,0.01
5339233641,139.457813,35.530208,7.46,0.01
5339233722,139.473438,35.526042,0,0
5339233723,139.470313,35.528125,0,0
5339233724,139.473438,35.528125,0,0
5339233741,139.470313,35.530208,0,0
5339233742,139.473438,35.530208,0,0
5339233811,139.476563,35.526042,0,0
5339233813,139.476563,35.528125,0,0
5339233814,139.479688,35.528125,0,0
5339233831,139.476563,35.530208,0,0
5339233832,139.479688,35.530208,0,0
5339233834,139.479688,35.532292,0,0
5339234522,139.448438,35.534375,3.478333333,0.01
5339234524,139.448438,35.536458,3.47,0.01
5339234541,139.445313,35.538542,3.455,0.01
5339234542,139.448438,35.538542,3.466666667,0.01
5339234543,139.445313,35.540625,8.787142857,0.038571429
5339234611,139.451563,35.534375,3.475,0.01
5339234643,139.457813,35.540625,0,0
5339234644,139.460938,35.540625,0,0
5339234733,139.464063,35.540625,0,0
5339234734,139.467188,35.540625,0,0
5339234742,139.473438,35.538542,1.243333333,0
5339234743,139.470313,35.540625,0,0
5339234744,139.473438,35.540625,0.542727273,0
5339234812,139.479688,35.534375,0,0
5339234813,139.476563,35.536458,0,0
5339234814,139.479688,35.536458,0,0
5339234821,139.482813,35.534375,0,0
