X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-43235,-133115,139.36082932,34.79916576,4.2307
-43225,-133115,139.36093860,34.79916618,4.0174
-43265,-133125,139.36050198,34.79907434,4.6594
-43255,-133125,139.36061127,34.79907476,4.4850
-43245,-133125,139.36072055,34.79907519,4.4143
-43235,-133125,139.36082983,34.79907561,4.2160
-43225,-133125,139.36093912,34.79907604,3.9750
-43215,-133125,139.36104840,34.79907646,3.9108
-43205,-133125,139.36115769,34.79907689,3.9383
-43195,-133125,139.36126697,34.79907731,4.0900
-43185,-133125,139.36137625,34.79907773,4.0413
-43175,-133125,139.36148554,34.79907816,4.0684
-43265,-133135,139.36050250,34.79898419,4.7294
-43255,-133135,139.36061178,34.79898462,4.5526
-43245,-133135,139.36072106,34.79898504,4.3151
-43235,-133135,139.36083035,34.79898547,4.5079
-43225,-133135,139.36093963,34.79898589,4.4896
-43195,-133135,139.36126748,34.79898716,4.3017
-43185,-133135,139.36137677,34.79898759,4.0954
-43175,-133135,139.36148605,34.79898801,4.1430
-43165,-133135,139.36159533,34.79898843,4.1686
-43265,-133145,139.36050301,34.79889404,4.9264
-43255,-133145,139.36061229,34.79889447,4.8324
-43155,-133145,139.36170513,34.79889871,4.4810
-43145,-133145,139.36181442,34.79889913,4.3396
-43135,-133145,139.36192370,34.79889956,4.2710
-43125,-133145,139.36203298,34.79889998,4.1455
-43275,-133155,139.36039424,34.79880347,5.3637
-43265,-133155,139.36050353,34.79880390,5.3776
-43135,-133155,139.36192421,34.79880941,4.4951
-43125,-133155,139.36203350,34.79880983,4.2672
-43115,-133155,139.36214278,34.79881026,4.2803
-43285,-133165,139.36028547,34.79871290,5.5357
-43275,-133165,139.36039476,34.79871333,5.5102
-43265,-133165,139.36050404,34.79871375,5.5620
-43115,-133165,139.36214329,34.79872011,4.5706
-43105,-133165,139.36225258,34.79872053,4.3679
-43095,-133165,139.36236186,34.79872095,4.3199
-43085,-133165,139.36247114,34.79872138,4.3618
-43075,-133165,139.36258043,34.79872180,4.3617
-43065,-133165,139.36268971,34.79872222,4.3154
-43285,-133175,139.36028599,34.79862275,5.7495
-43275,-133175,139.36039527,34.79862318,5.6677
-43265,-133175,139.36050455,34.79862360,5.6358
-43095,-133175,139.36236237,34.79863081,4.3861
-43085,-133175,139.36247166,34.79863123,4.3656
-43075,-133175,139.36258094,34.79863165,4.3867
-43065,-133175,139.36269022,34.79863207,4.3125
-43275,-133185,139.36039579,34.79853303,5.9499
-43065,-133185,139.36269074,34.79854193,4.2591
-43055,-133185,139.36280002,34.79854235,4.3427
-43045,-133185,139.36290930,34.79854277,4.3992
-43035,-133185,139.36301859,34.79854319,4.3976
-43285,-133195,139.36028702,34.79844246,6.0735
-43275,-133195,139.36039630,34.79844288,6.1512
-43265,-133195,139.36050558,34.79844331,6.3224
-43025,-133195,139.36312838,34.79845347,4.2374
-43005,-133195,139.36334695,34.79845431,4.3377
