区市町村コード,区市町村,冬夕、風速8m/s、死者（計）,冬夕、風速8m/s、死者（揺れ）,冬夕、風速8m/s、死者（屋内収容物）,冬夕、風速8m/s、死者（急傾斜地崩壊）,冬夕、風速8m/s、死者（火災）,冬夕、風速8m/s、死者（ブロック塀等）,冬夕、風速8m/s、死者（屋外落下物）,冬昼、風速8m/s、死者（計）,冬昼、風速8m/s、死者（揺れ）,冬昼、風速8m/s、死者（屋内収容物）,冬昼、風速8m/s、死者（急傾斜地崩壊）,冬昼、風速8m/s、死者（火災）,冬昼、風速8m/s、死者（ブロック塀等）,冬昼、風速8m/s、死者（屋外落下物）,冬早朝、風速8m/s、死者（計）,冬早朝、風速8m/s、死者（揺れ）,冬早朝、風速8m/s、死者（屋内収容物）,冬早朝、風速8m/s、死者（急傾斜地崩壊）,冬早朝、風速8m/s、死者（火災）,冬早朝、風速8m/s、死者（ブロック塀等）,冬早朝、風速8m/s、死者（屋外落下物）,冬夕、風速4m/s、死者（計）,冬夕、風速4m/s、死者（揺れ）,冬夕、風速4m/s、死者（屋内収容物）,冬夕、風速4m/s、死者（急傾斜地崩壊）,冬夕、風速4m/s、死者（火災）,冬夕、風速4m/s、死者（ブロック塀等）,冬夕、風速4m/s、死者（屋外落下物）,冬昼、風速4m/s、死者（計）,冬昼、風速4m/s、死者（揺れ）,冬昼、風速4m/s、死者（屋内収容物）,冬昼、風速4m/s、死者（急傾斜地崩壊）,冬昼、風速4m/s、死者（火災）,冬昼、風速4m/s、死者（ブロック塀等）,冬昼、風速4m/s、死者（屋外落下物）,冬早朝、風速4m/s、死者（計）,冬早朝、風速4m/s、死者（揺れ）,冬早朝、風速4m/s、死者（屋内収容物）,冬早朝、風速4m/s、死者（急傾斜地崩壊）,冬早朝、風速4m/s、死者（火災）,冬早朝、風速4m/s、死者（ブロック塀等）,冬早朝、風速4m/s、死者（屋外落下物）
13101,千代田区,1090,750,255,0,4,18,62,1342,984,337,0,5,4,13,89,67,22,0,0,0,0,1090,750,255,0,4,18,62,1342,984,337,0,5,4,13,89,67,22,0,0,0,0
13102,中央区,928,722,159,0,5,15,28,1101,889,199,0,6,3,5,323,266,56,0,0,0,0,928,722,159,0,5,15,28,1101,889,199,0,6,3,5,323,266,56,0,0,0,0
13103,港区,1583,1216,264,1,6,71,26,1811,1465,321,1,7,13,5,496,409,86,0,0,0,0,1583,1216,264,1,6,71,26,1811,1465,321,1,7,13,5,496,409,86,0,0,0,0
13104,新宿区,672,443,167,0,7,51,4,736,516,202,0,6,11,1,371,280,90,0,1,0,0,672,443,167,0,6,51,4,736,516,202,0,6,11,1,371,280,90,0,1,0,0
13105,文京区,379,203,78,0,4,92,3,362,233,97,0,3,28,1,255,192,62,0,1,1,0,379,203,78,0,4,92,3,362,233,97,0,3,28,1,255,192,62,0,1,1,0
13106,台東区,900,732,83,0,6,74,5,896,773,98,0,6,19,1,832,761,69,0,1,1,0,900,732,83,0,6,74,5,896,773,98,0,6,19,1,832,761,69,0,1,1,0
13107,墨田区,1591,1341,79,0,16,152,3,1397,1255,85,0,10,46,1,1771,1671,88,0,5,8,0,1590,1341,79,0,16,152,3,1397,1255,85,0,10,46,1,1771,1671,88,0,5,8,0
13108,江東区,3118,2765,181,0,16,150,7,3110,2855,202,0,9,42,2,2979,2801,169,0,4,4,0,3118,2765,181,0,15,150,7,3110,2855,202,0,9,42,2,2979,2801,169,0,4,4,0
13109,品川区,2135,1586,163,0,83,299,4,1890,1629,186,0,26,49,1,1847,1695,138,0,10,4,0,2116,1586,163,0,64,299,4,1888,1629,186,0,23,49,1,1846,1695,138,0,9,4,0
13110,目黒区,944,683,80,0,36,144,0,776,631,84,0,13,49,0,1093,986,95,0,8,4,0,939,683,80,0,32,144,0,776,631,84,0,12,49,0,1093,986,95,0,8,4,0
