区市町村コード,区市町村,冬夕、風速8m/s、死者（計）,冬夕、風速8m/s、死者（揺れ）,冬夕、風速8m/s、死者（屋内収容物）,冬夕、風速8m/s、死者（急傾斜地崩壊）,冬夕、風速8m/s、死者（火災）,冬夕、風速8m/s、死者（ブロック塀等）,冬夕、風速8m/s、死者（屋外落下物）,冬昼、風速8m/s、死者（計）,冬昼、風速8m/s、死者（揺れ）,冬昼、風速8m/s、死者（屋内収容物）,冬昼、風速8m/s、死者（急傾斜地崩壊）,冬昼、風速8m/s、死者（火災）,冬昼、風速8m/s、死者（ブロック塀等）,冬昼、風速8m/s、死者（屋外落下物）,冬早朝、風速8m/s、死者（計）,冬早朝、風速8m/s、死者（揺れ）,冬早朝、風速8m/s、死者（屋内収容物）,冬早朝、風速8m/s、死者（急傾斜地崩壊）,冬早朝、風速8m/s、死者（火災）,冬早朝、風速8m/s、死者（ブロック塀等）,冬早朝、風速8m/s、死者（屋外落下物）,冬夕、風速4m/s、死者（計）,冬夕、風速4m/s、死者（揺れ）,冬夕、風速4m/s、死者（屋内収容物）,冬夕、風速4m/s、死者（急傾斜地崩壊）,冬夕、風速4m/s、死者（火災）,冬夕、風速4m/s、死者（ブロック塀等）,冬夕、風速4m/s、死者（屋外落下物）,冬昼、風速4m/s、死者（計）,冬昼、風速4m/s、死者（揺れ）,冬昼、風速4m/s、死者（屋内収容物）,冬昼、風速4m/s、死者（急傾斜地崩壊）,冬昼、風速4m/s、死者（火災）,冬昼、風速4m/s、死者（ブロック塀等）,冬昼、風速4m/s、死者（屋外落下物）,冬早朝、風速4m/s、死者（計）,冬早朝、風速4m/s、死者（揺れ）,冬早朝、風速4m/s、死者（屋内収容物）,冬早朝、風速4m/s、死者（急傾斜地崩壊）,冬早朝、風速4m/s、死者（火災）,冬早朝、風速4m/s、死者（ブロック塀等）,冬早朝、風速4m/s、死者（屋外落下物）
13111,大田区,4919,3922,368,0,253,374,3,4356,3770,383,0,118,84,1,5674,5116,470,0,70,18,0,4879,3922,368,0,213,374,3,4335,3770,383,0,97,84,1,5658,5116,470,0,53,18,0
13112,世田谷区,2951,2204,228,1,224,293,1,2415,1963,240,1,97,114,0,3683,3306,310,1,59,7,0,2930,2204,228,1,203,293,1,2403,1963,240,1,85,114,0,3674,3306,310,1,49,7,0
13113,渋谷区,834,575,166,0,6,84,3,824,609,184,0,6,23,1,453,370,80,0,1,2,0,834,575,166,0,6,84,3,823,609,184,0,6,23,1,453,370,80,0,1,2,0
13114,中野区,684,229,68,0,14,372,1,363,204,71,0,7,81,0,445,342,89,0,5,9,0,684,229,68,0,14,372,1,363,204,71,0,7,81,0,444,342,89,0,5,9,0
13115,杉並区,1177,655,130,0,283,108,0,832,538,132,0,127,36,0,1385,1099,195,0,87,4,0,1173,655,130,0,279,108,0,830,538,132,0,125,36,0,1383,1099,195,0,85,4,0
13116,豊島区,338,161,80,0,11,84,2,293,165,93,0,7,28,1,275,195,78,0,3,0,0,337,161,80,0,10,84,2,293,165,93,0,6,28,1,275,195,78,0,2,0,0
13117,北区,559,359,92,0,8,99,1,447,318,97,0,4,27,0,634,512,117,0,2,3,0,559,359,92,0,7,99,1,447,318,97,0,4,27,0,634,512,117,0,2,3,0
13118,荒川区,939,826,54,0,9,50,0,759,688,54,0,5,12,0,1300,1225,71,0,3,1,0,938,826,54,0,8,50,0,759,688,54,0,5,12,0,1300,1225,71,0,3,1,0
13119,板橋区,437,281,115,0,12,28,0,397,262,118,0,7,10,0,521,365,150,0,5,1,0,437,281,115,0,12,28,0,397,262,118,0,7,10,0,521,365,150,0,4,1,0
13120,練馬区,617,277,133,0,153,54,0,433,224,128,0,65,17,0,642,410,194,0,36,2,0,612,277,133,0,148,54,0,430,224,128,0,62,17,0,639,410,194,0,34,2,0
13121,足立区,2235,1894,174,0,82,85,0,1802,1573,170,0,28,31,0,2864,2613,228,0,19,4,0,2231,1894,174,0,78,85,0,1800,1573,170,0,25,31,0,2863,2613,228,0,18,4,0
13122,葛飾区,1194,986,111,0,33,64,0,985,840,109,0,15,21,0,1501,1337,149,0,12,3,0,1185,986,111,0,24,64,0,984,840,109,0,14,21,0,1500,1337,149,0,11,3,0
13123,江戸川区,2515,2132,170,0,99,113,0,2136,1907,167,0,35,27,0,3099,2838,228,0,25,8,0,2491,2132,170,0,76,113,0,2125,1907,167,0,23,27,0,3096,2838,228,0,22,8,0
13201,八王子市,1109,829,161,4,66,48,0,928,706,173,3,30,16,0,1309,1091,191,5,20,2,0,1101,829,161,4,59,48,0,923,706,173,3,25,16,0,1308,1091,191,5,19,2,0
13202,立川市,105,71,19,0,9,6,0,108,76,21,0,8,3,0,98,76,16,0,6,0,0,105,71,19,0,9,6,0,107,76,21,0,8,3,0,97,76,16,0,6,0,0
13203,武蔵野市,227,142,37,0,12,35,0,203,142,40,0,7,14,0,200,157,39,0,4,1,0,226,142,37,0,12,35,0,202,142,40,0,7,14,0,200,157,39,0,4,1,0
13204,三鷹市,262,168,47,0,12,36,0,211,146,49,0,7,9,0,319,247,65,0,6,1,0,262,168,47,0,11,36,0,211,146,49,0,6,9,0,319,247,65,0,5,1,0
13205,青梅市,31,16,10,0,5,0,0,29,15,10,0,4,0,0,33,18,11,0,3,0,0,30,16,10,0,4,0,0,29,15,10,0,4,0,0,33,18,11,0,3,0,0
13206,府中市,319,213,72,0,12,22,0,289,215,60,0,10,5,0,366,289,68,0,8,1,0,319,213,72,0,12,22,0,289,215,60,0,9,5,0,365,289,68,0,8,1,0
13207,昭島市,59,40,10,0,6,2,0,57,40,11,0,6,1,0,62,47,10,0,5,0,0,59,40,10,0,6,2,0,57,40,11,0,6,1,0,62,47,10,0,5,0,0
13208,調布市,295,181,60,0,10,44,0,241,172,48,0,6,15,0,338,252,80,0,4,2,0,294,181,60,0,9,44,0,240,172,48,0,5,15,0,338,252,80,0,4,2,0
13209,町田市,1729,1453,106,1,72,97,0,1482,1308,107,1,21,44,0,2131,1962,142,2,21,4,0,1721,1453,106,1,64,97,0,1481,1308,107,1,20,44,0,2129,1962,142,2,20,4,0
13210,小金井市,155,104,24,0,10,16,0,139,95,34,0,6,3,0,176,138,33,0,6,0,0,155,104,24,0,10,16,0,139,95,34,0,6,3,0,176,138,33,0,6,0,0
13211,小平市,216,134,41,0,11,29,0,173,116,42,0,8,6,0,236,176,51,0,7,2,0,215,134,41,0,10,29,0,173,116,42,0,7,6,0,235,176,51,0,7,2,0
13212,日野市,306,211,49,0,8,37,0,257,191,49,0,6,10,0,340,270,63,0,6,1,0,305,211,49,0,8,37,0,257,191,49,0,6,10,0,340,270,63,0,6,1,0
13213,東村山市,50,32,10,0,3,5,0,46,31,9,0,2,3,0,55,40,13,0,2,0,0,49,32,10,0,3,5,0,45,31,9,0,2,3,0,55,40,13,0,2,0,0
13214,国分寺市,281,106,32,0,10,132,0,158,93,24,0,7,34,0,207,151,43,0,8,6,0,280,106,32,0,9,132,0,158,93,24,0,6,34,0,206,151,43,0,7,6,0
13215,国立市,56,30,15,0,5,5,0,51,29,17,0,3,2,0,65,42,20,0,3,0,0,55,30,15,0,4,5,0,51,29,17,0,3,2,0,64,42,20,0,3,0,0
13218,福生市,12,6,4,0,2,0,0,12,7,4,0,2,0,0,13,7,5,0,2,0,0,12,6,4,0,2,0,0,12,7,4,0,2,0,0,13,7,5,0,2,0,0
13219,狛江市,129,83,17,0,9,19,0,95,66,17,0,5,7,0,165,134,28,0,4,0,0,128,83,17,0,9,19,0,95,66,17,0,4,7,0,165,134,28,0,4,0,0
13220,東大和市,37,25,5,0,3,3,0,30,21,6,0,2,1,0,42,32,7,0,2,0,0,37,25,5,0,3,3,0,29,21,6,0,2,1,0,42,32,7,0,2,0,0
13221,清瀬市,20,13,5,0,1,0,0,20,14,5,0,0,0,0,22,16,6,0,0,0,0,20,13,5,0,1,0,0,20,14,5,0,0,0,0,22,16,6,0,0,0,0
13222,東久留米市,45,31,7,0,3,4,0,40,30,7,0,2,2,0,50,38,10,0,2,0,0,45,31,7,0,3,4,0,40,30,7,0,2,2,0,50,38,10,0,2,0,0
13223,武蔵村山市,22,12,5,0,5,0,0,20,11,5,0,4,0,0,24,14,6,0,4,0,0,22,12,5,0,4,0,0,20,11,5,0,4,0,0,24,14,6,0,3,0,0
13224,多摩市,219,169,44,0,3,4,0,203,152,47,0,2,1,0,259,208,48,1,1,0,0,219,169,44,0,3,4,0,203,152,47,0,2,1,0,259,208,48,1,1,0,0
13225,稲城市,139,112,23,0,2,2,0,110,85,23,0,1,0,0,193,160,31,1,1,0,0,139,112,23,0,2,2,0,110,85,23,0,1,0,0,193,160,31,1,1,0,0
13227,羽村市,8,1,4,0,4,0,0,10,2,4,0,3,0,0,7,4,0,0,3,0,0,8,1,4,0,3,0,0,9,2,4,0,3,0,0,7,4,0,0,3,0,0
13228,あきる野市,17,4,0,3,10,0,0,16,1,6,2,8,0,0,14,3,0,4,8,0,0,16,4,0,3,10,0,0,15,1,6,2,7,0,0,14,3,0,4,7,0,0
13229,西東京市,157,86,37,0,11,23,0,122,72,35,0,6,9,0,182,122,54,0,6,1,0,157,86,37,0,11,23,0,121,72,35,0,5,9,0,182,122,54,0,6,1,0
13303,瑞穂町,4,0,3,0,1,0,0,5,1,3,0,1,0,0,3,2,0,0,1,0,0,4,0,3,0,1,0,0,5,1,3,0,1,0,0,3,2,0,0,1,0,0
13305,日の出町,1,0,0,0,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
13307,檜原村,2,0,0,2,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0
13308,奥多摩町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,区部合計,32737,24942,3398,2,1371,2871,153,29465,24290,3757,2,612,772,32,32532,28854,3234,2,356,84,2,32603,24942,3398,2,1236,2871,153,29406,24290,3757,2,553,772,32,32495,28854,3234,2,319,84,2
,多摩合計,6009,4272,849,11,305,571,1,5056,3839,856,8,167,185,0,6913,5694,1038,15,145,22,0,5986,4272,849,11,282,571,1,5044,3839,856,8,155,185,0,6905,5694,1038,15,137,22,0
,都合計,38746,29214,4247,13,1676,3442,154,34521,28130,4613,10,779,957,32,39445,34548,4272,17,501,105,2,38588,29214,4247,13,1518,3442,154,34450,28130,4613,10,708,957,32,39400,34548,4272,17,456,105,2
