行ラベル,町村名,揺れによる木造全壊棟数,揺れによる非木造全壊棟数,揺れによる木造大規模半壊棟数,揺れによる非木造大規模半壊棟数,揺れによる木造半壊棟数,揺れによる非木造半壊棟数,急傾斜地崩壊による木造全壊棟数,急傾斜地崩壊による非木造全壊棟数,急傾斜地崩壊による木造大規模半壊棟数,急傾斜地崩壊による非木造大規模半壊棟数,急傾斜地崩壊による木造半壊棟数,急傾斜地崩壊による非木造半壊棟数,津波による木造全壊棟数,津波による非木造全壊棟数,津波による木造大規模半壊棟数,津波による非木造大規模半壊棟数,津波による木造半壊棟数,津波による非木造半壊棟数
3942715333,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942715342,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942715414,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942715433,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942716214,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.000242526,0,0,0,0.058588884,0
3942716222,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942716223,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.57150437,0,0.085815677,0,0.086953898,0
3942716224,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942716234,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942716241,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.420831806,3.157429738,0.779530574,0.366004724,2.940322674,0.792882405
3942716242,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0.134631472,0,0.046516689,0,0.133385924
3942716243,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942716244,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,19.70076868,7.07162678,2.060746191,0.750766637,3.651781638,1.243012873
3942716311,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942716312,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942716313,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942716314,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942716332,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942716333,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942716334,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942716343,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942716411,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942717212,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942717214,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942717221,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942717222,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,9.873498809,2.419035185,1.855963177,0.922793561,2.617612204,1.50629818
3942717224,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942717232,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942717341,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942718211,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942718213,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
3942718214,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042011141,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042013124,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0.06470641,0,0.068007632,0,0.093210107
4042013132,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.21962388,0.251827865,0.000254839,0.0681501,0.000254839,0.072219058
4042013134,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042417521,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.25868121,0,0.149863633,0,0.151354161,0
4042417523,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0.000280944,0,0.025601718,0,0.148683543
4042417534,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.411830126,0.425672404,0,8.51345E-09,0,8.51345E-09
4042417611,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.407932154,0.03590036,0.055057071,0.10369718,0.274414768,0.325552558
4042417612,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042417613,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.004210963,0.004262671,0.022709138,0.103034179,0.216640767,0.598377298
4042417614,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042417621,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042417624,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042417631,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042417633,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042417634,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042417643,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042417644,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042417712,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042417733,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042417741,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042418514,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0.017822053,0,0.071563364,0,0.312658515
4042418521,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042418524,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042418531,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042418532,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042418534,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0.054119565,0,0.208773531,0,0.843201286
4042418541,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042418611,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042418612,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042418613,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042418614,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042418621,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042418631,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,1.390704976,0,0.698588319,0,2.004751728
4042418632,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0.012255534,0,0.127178667,0,0.712719921
4042418633,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042418634,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0.393490727,0,0.031478542,0,0.031894357
4042418643,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042418711,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042418734,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042419621,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042419622,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042419623,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042419644,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042419713,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042419714,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042419731,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042419732,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042510531,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0,0,0,0,0
4042510532,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0.855941781,0,0.046459091,0,0.266627803
4042510533,小笠原村,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0,0.903747653,0,1.021560907,0,2.166427818
