X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
11905,79455,142.11965775,26.71716609,2.8660
11915,79455,142.11975826,26.71716600,3.0590
11925,79455,142.11985877,26.71716592,3.2417
12235,79455,142.12297459,26.71716325,2.8330
12245,79455,142.12307510,26.71716317,2.8041
12305,79455,142.12367816,26.71716264,2.5538
11895,79445,142.11955715,26.71707591,2.9267
11905,79445,142.11965766,26.71707583,2.9941
11915,79445,142.11975817,26.71707574,3.1786
12235,79445,142.12297449,26.71707299,2.8892
12245,79445,142.12307500,26.71707290,2.8499
12285,79445,142.12347704,26.71707255,2.6171
12295,79445,142.12357755,26.71707247,2.5522
11895,79435,142.11955705,26.71698565,2.9571
11905,79435,142.11965756,26.71698556,2.9386
11925,79435,142.11985858,26.71698539,3.3001
11945,79435,142.12005960,26.71698522,3.3417
12265,79435,142.12327593,26.71698247,2.8500
12275,79435,142.12337644,26.71698238,2.7166
12285,79435,142.12347695,26.71698229,2.5682
12295,79435,142.12357746,26.71698220,2.5950
12305,79435,142.12367797,26.71698212,2.6040
11895,79425,142.11955696,26.71689539,2.9540
11905,79425,142.11965747,26.71689530,3.1289
11915,79425,142.11975798,26.71689522,3.2533
11925,79425,142.11985849,26.71689513,3.2721
11945,79425,142.12005951,26.71689496,3.3457
12275,79425,142.12337634,26.71689212,2.6630
12285,79425,142.12347685,26.71689203,2.6511
12295,79425,142.12357736,26.71689194,2.6484
11895,79415,142.11955686,26.71680512,2.9626
11905,79415,142.11965737,26.71680504,3.0461
12285,79415,142.12347675,26.71680177,2.7000
12295,79415,142.12357726,26.71680168,2.6874
12275,79405,142.12337615,26.71671159,2.7672
12285,79405,142.12347665,26.71671151,2.7433
12125,79395,142.12186840,26.71662263,3.8977
12275,79395,142.12337605,26.71662133,2.7748
12285,79395,142.12347656,26.71662124,2.7548
12105,79385,142.12166728,26.71653254,4.2564
12115,79385,142.12176779,26.71653246,4.0128
12125,79385,142.12186830,26.71653237,4.0129
12235,79385,142.12297391,26.71653142,3.1857
12265,79385,142.12327544,26.71653116,2.8130
12275,79385,142.12337595,26.71653107,2.7808
12225,79375,142.12287330,26.71644124,2.9698
12235,79375,142.12297381,26.71644116,3.0087
12265,79375,142.12327534,26.71644089,2.8142
12225,79365,142.12287321,26.71635098,2.9409
12235,79365,142.12297372,26.71635089,2.9450
12255,79365,142.12317474,26.71635072,2.7534
12225,79355,142.12287311,26.71626072,2.9026
12235,79355,142.12297362,26.71626063,2.8882
12245,79355,142.12307413,26.71626054,2.7821
12205,79345,142.12267200,26.71617063,2.9486
12225,79345,142.12287301,26.71617046,2.8636
12075,79335,142.12136528,26.71608149,4.4716
12195,79335,142.12257139,26.71608045,2.9300
11925,79325,142.11985754,26.71599251,3.2464
11925,79315,142.11985745,26.71590225,3.2301
12075,79315,142.12136509,26.71590097,3.7164
12165,79315,142.12226967,26.71590019,2.9439
12125,79305,142.12186754,26.71581027,3.2000
12115,79295,142.12176693,26.71572010,2.8984
12035,79275,142.12096267,26.71554026,3.3100
12205,79265,142.12267122,26.71544853,2.8679
12215,79265,142.12277173,26.71544844,2.7506
12225,79265,142.12287224,26.71544836,2.7265
12205,79255,142.12267112,26.71535827,2.9739
12215,79255,142.12277163,26.71535818,2.7818
12225,79255,142.12287214,26.71535809,2.7167
12205,79245,142.12267103,26.71526801,2.9617
12215,79245,142.12277154,26.71526792,3.0362
12225,79245,142.12287205,26.71526783,2.7530
12235,79245,142.12297255,26.71526775,2.7363
12215,79235,142.12277144,26.71517766,3.2534
12225,79235,142.12287195,26.71517757,3.1585
12055,79215,142.12116311,26.71499851,3.2469
12065,79215,142.12126362,26.71499843,3.3003
12075,79215,142.12136413,26.71499834,2.8162
11945,79205,142.12005742,26.71490919,2.8035
12055,79205,142.12116302,26.71490825,3.0934
12075,79205,142.12136403,26.71490808,3.0022
12085,79205,142.12146454,26.71490799,2.8765
12065,79195,142.12126343,26.71481790,2.9122
12075,79195,142.12136394,26.71481782,2.8306
12165,79185,142.12226841,26.71472678,3.0817
12175,79175,142.12236883,26.71463643,3.1665
