区名,利子割交付金額
区市町村計,20443957 
区計,15156785 
市町村計,5287172 
市計,5208864 
町村計,78308 
千代田区,201610 
中央区,328786 
港区,973029 
新宿区,622124 
文京区,486635 
台東区,269372 
墨田区,328579 
江東区,707199 
品川区,676142 
目黒区,648573 
大田区,1110696 
世田谷区,1846287 
渋谷区,670202 
中野区,498877 
杉並区,1018176 
豊島区,441994 
北区,418651 
荒川区,242169 
板橋区,684178 
練馬区,1023936 
足立区,679029 
葛飾区,492481 
江戸川区,788060 
