X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-21445,-232785,139.60145132,33.90127018,4.5258
-21145,-232805,139.60469564,33.90109592,4.1309
-21335,-232815,139.60264146,33.90100192,4.5870
-21325,-232815,139.60274958,33.90100213,4.5718
-21315,-232815,139.60285771,33.90100233,4.5484
-21305,-232815,139.60296584,33.90100253,4.5128
-21295,-232815,139.60307397,33.90100273,4.4675
-21285,-232815,139.60318209,33.90100293,4.4458
-21275,-232815,139.60329022,33.90100314,4.4362
-21265,-232815,139.60339835,33.90100334,4.3831
-21255,-232815,139.60350648,33.90100354,4.3814
-21245,-232815,139.60361460,33.90100374,4.4181
-21235,-232815,139.60372273,33.90100394,4.3869
-21225,-232815,139.60383086,33.90100415,4.3159
-21215,-232815,139.60393899,33.90100435,4.3356
-21195,-232815,139.60415524,33.90100475,4.3716
-21185,-232815,139.60426337,33.90100495,4.3208
-21175,-232815,139.60437150,33.90100515,4.2729
-21385,-232825,139.60210106,33.90091075,4.6553
-21355,-232825,139.60242544,33.90091136,4.6641
-21345,-232825,139.60253357,33.90091156,4.6264
-21335,-232825,139.60264170,33.90091176,4.6354
-21325,-232825,139.60274983,33.90091196,4.6034
-21315,-232825,139.60285795,33.90091217,4.5948
-21305,-232825,139.60296608,33.90091237,4.7092
-21295,-232825,139.60307421,33.90091257,4.6233
-21245,-232825,139.60361485,33.90091358,4.4661
-21235,-232825,139.60372297,33.90091378,4.3579
-21225,-232825,139.60383110,33.90091398,4.3598
-21215,-232825,139.60393923,33.90091418,4.3745
-21205,-232825,139.60404736,33.90091439,4.4005
-21195,-232825,139.60415548,33.90091459,4.4259
-21185,-232825,139.60426361,33.90091479,4.3270
-21175,-232825,139.60437174,33.90091499,4.3066
-21165,-232825,139.60447987,33.90091519,4.3190
-21125,-232825,139.60491238,33.90091599,4.1291
-21115,-232825,139.60502050,33.90091619,4.0725
-21545,-232835,139.60037127,33.90081733,4.5249
-21475,-232835,139.60112816,33.90081875,4.6596
-21465,-232835,139.60123629,33.90081896,4.6751
-21455,-232835,139.60134441,33.90081916,4.6798
-21445,-232835,139.60145254,33.90081937,4.6667
-21435,-232835,139.60156067,33.90081957,4.6791
-21425,-232835,139.60166880,33.90081977,4.7085
-21415,-232835,139.60177692,33.90081998,4.7039
-21405,-232835,139.60188505,33.90082018,4.6702
-21395,-232835,139.60199318,33.90082038,4.6845
-21385,-232835,139.60210131,33.90082058,4.6790
-21375,-232835,139.60220943,33.90082079,4.6676
-21365,-232835,139.60231756,33.90082099,4.6831
-21355,-232835,139.60242569,33.90082119,4.7777
-21345,-232835,139.60253381,33.90082140,4.7407
-21335,-232835,139.60264194,33.90082160,4.7959
-21205,-232835,139.60404760,33.90082422,4.4713
-21195,-232835,139.60415573,33.90082442,4.5563
-21175,-232835,139.60437198,33.90082483,4.4627
-21165,-232835,139.60448011,33.90082503,4.4316
-21135,-232835,139.60480449,33.90082563,4.1715
-21125,-232835,139.60491262,33.90082583,4.1229
-21115,-232835,139.60502074,33.90082603,4.1823
-21105,-232835,139.60512887,33.90082623,4.1196
-21095,-232835,139.60523700,33.90082643,4.0188
-21065,-232835,139.60556138,33.90082703,3.9960
-21555,-232845,139.60026339,33.90072696,4.5764
-21545,-232845,139.60037151,33.90072716,4.5514
-21535,-232845,139.60047964,33.90072737,4.5480
-21525,-232845,139.60058777,33.90072757,4.5806
-21515,-232845,139.60069589,33.90072778,4.6634
-21505,-232845,139.60080402,33.90072798,4.6996
-21495,-232845,139.60091215,33.90072818,4.6928
-21485,-232845,139.60102028,33.90072839,4.6685
-21475,-232845,139.60112840,33.90072859,4.6968
-21465,-232845,139.60123653,33.90072879,4.7346
-21455,-232845,139.60134466,33.90072900,4.7367
-21445,-232845,139.60145279,33.90072920,4.7271
-21425,-232845,139.60166904,33.90072961,4.7103
-21415,-232845,139.60177717,33.90072981,4.7214
-21405,-232845,139.60188529,33.90073002,4.6386
-21095,-232845,139.60523724,33.90073627,4.0736
-21085,-232845,139.60534537,33.90073647,4.0334
-21075,-232845,139.60545349,33.90073667,4.0789
-21065,-232845,139.60556162,33.90073687,4.0347
-21055,-232845,139.60566975,33.90073707,4.0751
-21555,-232855,139.60026363,33.90063679,4.6450
-21545,-232855,139.60037176,33.90063700,4.5508
-21535,-232855,139.60047988,33.90063720,4.6007
-21465,-232855,139.60123677,33.90063863,4.7805
-21085,-232855,139.60534561,33.90064630,4.0940
-21075,-232855,139.60545373,33.90064650,4.1899
-21065,-232855,139.60556186,33.90064670,4.1007
-21055,-232855,139.60566999,33.90064690,4.1450
-21575,-232865,139.60004762,33.90054622,4.7616
-21565,-232865,139.60015575,33.90054643,4.7276
-21555,-232865,139.60026388,33.90054663,4.7203
-21075,-232865,139.60545397,33.90055634,4.1806
-21065,-232865,139.60556210,33.90055654,4.2107
-21055,-232865,139.60567023,33.90055674,4.2228
-21045,-232865,139.60577835,33.90055694,4.2769
-21035,-232865,139.60588648,33.90055714,4.2794
-21025,-232865,139.60599461,33.90055734,4.3157
-21585,-232875,139.59993974,33.90045585,4.8317
-21575,-232875,139.60004787,33.90045606,4.8839
-21565,-232875,139.60015599,33.90045626,5.0269
-21055,-232875,139.60567047,33.90046658,4.4289
-21045,-232875,139.60577859,33.90046678,4.3985
-21035,-232875,139.60588672,33.90046698,4.3385
-21025,-232875,139.60599485,33.90046718,4.3959
-21595,-232885,139.59983186,33.90036549,4.8369
-21585,-232885,139.59993999,33.90036569,4.8949
-21575,-232885,139.60004811,33.90036590,4.9373
-21035,-232885,139.60588696,33.90037682,4.5259
-21025,-232885,139.60599509,33.90037701,4.4693
-21015,-232885,139.60610321,33.90037721,4.5126
-21005,-232885,139.60621134,33.90037741,4.5500
-21615,-232895,139.59961585,33.90027491,4.7915
-21605,-232895,139.59972398,33.90027512,4.8593
-21595,-232895,139.59983211,33.90027532,4.9031
-21585,-232895,139.59994023,33.90027553,4.9074
-21015,-232895,139.60610345,33.90028705,4.4202
-21005,-232895,139.60621158,33.90028725,4.6045
-20995,-232895,139.60631971,33.90028745,4.6358
-20985,-232895,139.60642783,33.90028765,4.6824
-21625,-232905,139.59950797,33.90018455,4.8478
-21615,-232905,139.59961610,33.90018475,4.8151
-21605,-232905,139.59972422,33.90018496,4.8466
-21595,-232905,139.59983235,33.90018516,4.9018
-20995,-232905,139.60631995,33.90019729,4.7474
-20985,-232905,139.60642807,33.90019749,4.7909
-20975,-232905,139.60653620,33.90019769,4.7847
-21645,-232915,139.59929196,33.90009397,4.8930
-21635,-232915,139.59940009,33.90009418,4.8496
-21625,-232915,139.59950822,33.90009438,4.8744
-21615,-232915,139.59961634,33.90009459,4.8751
-20995,-232915,139.60632018,33.90010712,4.9442
-20985,-232915,139.60642831,33.90010732,4.9199
-20975,-232915,139.60653644,33.90010752,4.8573
-20965,-232915,139.60664456,33.90010772,4.8310
-21985,-232925,139.59561592,33.89999677,4.4357
-21675,-232925,139.59896783,33.90000319,4.9056
-21665,-232925,139.59907596,33.90000340,4.8918
-21655,-232925,139.59918408,33.90000360,4.9404
-21645,-232925,139.59929221,33.90000381,5.0008
-20975,-232925,139.60653668,33.90001736,5.0044
-20965,-232925,139.60664480,33.90001756,4.9158
-20955,-232925,139.60675293,33.90001776,4.9829
-21705,-232935,139.59864370,33.89991241,4.9472
-21695,-232935,139.59875183,33.89991262,4.9175
-21685,-232935,139.59885995,33.89991282,4.9484
-21675,-232935,139.59896808,33.89991303,4.9687
-20965,-232935,139.60664504,33.89992740,5.0320
-20955,-232935,139.60675317,33.89992759,5.0456
-20945,-232935,139.60686129,33.89992779,5.0736
-21755,-232945,139.59810332,33.89982122,5.0159
-21745,-232945,139.59821144,33.89982143,5.0526
-21735,-232945,139.59831957,33.89982163,5.0625
-21725,-232945,139.59842770,33.89982184,5.0570
-21715,-232945,139.59853582,33.89982204,5.0296
-21705,-232945,139.59864395,33.89982225,5.0039
-21695,-232945,139.59875207,33.89982246,4.9557
-20945,-232945,139.60686153,33.89983763,5.1540
-20935,-232945,139.60696966,33.89983783,5.1956
-20925,-232945,139.60707778,33.89983803,5.3221
-21785,-232955,139.59777919,33.89973044,4.9595
-21775,-232955,139.59788731,33.89973064,5.0006
-21765,-232955,139.59799544,33.89973085,5.0166
-21755,-232955,139.59810356,33.89973106,5.0491
-21745,-232955,139.59821169,33.89973126,5.0664
-21735,-232955,139.59831982,33.89973147,5.0540
-20925,-232955,139.60707802,33.89974787,5.4986
-21795,-232965,139.59767131,33.89964007,4.9621
-21785,-232965,139.59777943,33.89964027,5.0388
-21775,-232965,139.59788756,33.89964048,5.0534
-21765,-232965,139.59799569,33.89964069,5.0436
-20925,-232965,139.60707826,33.89965770,5.6135
-20915,-232965,139.60718639,33.89965790,5.5982
-20905,-232965,139.60729451,33.89965810,5.6014
-21825,-232975,139.59734718,33.89954928,4.8422
-21815,-232975,139.59745531,33.89954949,4.8577
-21805,-232975,139.59756343,33.89954970,4.9138
-21795,-232975,139.59767156,33.89954990,5.0325
-21785,-232975,139.59777968,33.89955011,5.0912
-20905,-232975,139.60729475,33.89956794,5.7721
-20895,-232975,139.60740288,33.89956813,5.7063
-20885,-232975,139.60751100,33.89956833,5.6949
-21895,-232985,139.59659055,33.89945767,5.1449
-21885,-232985,139.59669867,33.89945788,5.0360
-21875,-232985,139.59680680,33.89945808,4.9866
-21865,-232985,139.59691493,33.89945829,5.0330
-21855,-232985,139.59702305,33.89945850,4.9664
-21845,-232985,139.59713118,33.89945871,4.9480
-21835,-232985,139.59723930,33.89945891,5.0260
-21825,-232985,139.59734743,33.89945912,4.9691
-21815,-232985,139.59745555,33.89945933,5.0553
-21805,-232985,139.59756368,33.89945953,4.9262
-20895,-232985,139.60740311,33.89947797,5.8352
-20885,-232985,139.60751124,33.89947817,5.7118
-20875,-232985,139.60761937,33.89947837,5.6440
-21905,-232995,139.59648267,33.89936730,5.3063
-21895,-232995,139.59659080,33.89936750,5.1425
-21885,-232995,139.59669892,33.89936771,5.1660
-21875,-232995,139.59680705,33.89936792,5.1744
-21865,-232995,139.59691517,33.89936813,5.2422
-21855,-232995,139.59702330,33.89936834,5.2058
-21845,-232995,139.59713143,33.89936854,5.0475
-21835,-232995,139.59723955,33.89936875,5.0257
-21825,-232995,139.59734768,33.89936896,5.1448
-20895,-232995,139.60740335,33.89938781,5.7657
-20885,-232995,139.60751148,33.89938801,5.8918
-20875,-232995,139.60761960,33.89938821,5.8584
