X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-6995,-315065,139.75834030,33.15955524,4.1325
-6985,-315065,139.75844751,33.15955530,4.0875
-6975,-315065,139.75855472,33.15955536,4.0908
-6965,-315065,139.75866192,33.15955543,4.1099
-6955,-315065,139.75876913,33.15955549,4.1294
-6945,-315065,139.75887634,33.15955556,4.1718
-6925,-315065,139.75909076,33.15955568,4.0628
-6915,-315065,139.75919797,33.15955575,4.0787
-6905,-315065,139.75930518,33.15955581,4.1198
-6895,-315065,139.75941239,33.15955588,4.0858
-7015,-315075,139.75812595,33.15946493,4.1629
-7005,-315075,139.75823316,33.15946500,4.1557
-6995,-315075,139.75834037,33.15946506,4.1889
-6975,-315075,139.75855479,33.15946519,4.1766
-6895,-315075,139.75941247,33.15946570,4.2208
-6885,-315075,139.75951968,33.15946577,4.1498
-7045,-315085,139.75780440,33.15937456,4.2106
-7035,-315085,139.75791161,33.15937463,4.2039
-7025,-315085,139.75801882,33.15937469,4.2196
-7015,-315085,139.75812603,33.15937476,4.2482
-6885,-315085,139.75951975,33.15937559,4.2090
-7065,-315095,139.75759006,33.15928426,4.3436
-7055,-315095,139.75769727,33.15928432,4.2690
-7045,-315095,139.75780448,33.15928439,4.2819
-6885,-315095,139.75951983,33.15928542,4.2689
-6875,-315095,139.75962704,33.15928548,4.2337
-6865,-315095,139.75973424,33.15928554,4.2391
-6855,-315095,139.75984145,33.15928561,4.2585
-6725,-315095,139.76123517,33.15928642,4.1958
-7065,-315105,139.75759014,33.15919408,4.4307
-6865,-315105,139.75973432,33.15919537,4.2590
-6855,-315105,139.75984153,33.15919543,4.2813
-6845,-315105,139.75994874,33.15919550,4.3124
-6785,-315105,139.76059199,33.15919587,4.2868
-6755,-315105,139.76091362,33.15919606,4.2512
-6745,-315105,139.76102083,33.15919612,4.2515
-6735,-315105,139.76112804,33.15919619,4.2610
-6725,-315105,139.76123525,33.15919625,4.2422
-6715,-315105,139.76134245,33.15919631,4.1892
-6705,-315105,139.76144966,33.15919637,4.1688
-6695,-315105,139.76155687,33.15919643,4.1729
-6685,-315105,139.76166408,33.15919649,4.1887
-6665,-315105,139.76187850,33.15919662,4.1947
-6645,-315105,139.76209292,33.15919674,4.1876
-7085,-315115,139.75737580,33.15910378,4.4384
