X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
18825,126595,142.18992207,27.14257258,-9999.0,-9999.0,-9999.0,15709.7
18925,126595,142.19093095,27.14257121,2649.5,9099.8,-9999.0,27626.0
19215,126595,142.19385669,27.14256720,-9999.0,-9999.0,-9999.0,30508.6
18935,126585,142.19103168,27.14248081,2647.3,9100.5,-9999.0,27623.3
18805,126575,142.18971999,27.14239234,4168.3,9106.9,-9999.0,27616.9
18945,126575,142.19113241,27.14239042,27606.5,-9999.0,-9999.0,27617.6
18945,126415,142.19112996,27.14094632,9046.1,-9999.0,-9999.0,27609.8
18925,126385,142.19092772,27.14067582,27111.3,-9999.0,-9999.0,27632.1
19435,126345,142.19607228,27.14030770,8931.9,-9999.0,-9999.0,19613.4
19335,126335,142.19506327,27.14021885,8935.5,-9999.0,-9999.0,19614.9
19435,126335,142.19607213,27.14021745,4417.4,-9999.0,-9999.0,19613.0
19275,126325,142.19445780,27.14012944,3745.4,-9999.0,-9999.0,19620.8
19335,126325,142.19506311,27.14012860,8960.2,-9999.0,-9999.0,19633.0
19435,126325,142.19607197,27.14012719,4286.4,-9999.0,-9999.0,19631.4
18925,126315,142.19092665,27.14004403,2791.1,9095.2,-9999.0,27638.7
18765,126295,142.18931218,27.13986570,4593.0,15747.2,-9999.0,27624.7
19415,126285,142.19586957,27.13976645,19629.8,-9999.0,-9999.0,19639.1
18885,126275,142.19052250,27.13968355,4199.9,9099.8,-9999.0,27624.2
18625,126265,142.18789933,27.13959683,4632.8,-9999.0,-9999.0,9122.8
18885,126265,142.19052234,27.13959329,2938.9,9106.2,-9999.0,27649.5
18855,126255,142.19021954,27.13950344,4205.1,9102.7,-9999.0,27634.8
18865,126255,142.19032042,27.13950331,9044.6,-9999.0,-9999.0,27633.0
18875,126255,142.19042131,27.13950317,9048.8,-9999.0,-9999.0,27637.2
19425,126255,142.19596998,27.13949554,4306.9,-9999.0,-9999.0,19628.0
19405,126245,142.19576805,27.13940556,19634.2,-9999.0,-9999.0,19643.7
18685,126205,142.18850373,27.13905447,2367.6,27609.1,-9999.0,27616.6
18815,126205,142.18981523,27.13905271,27615.3,-9999.0,-9999.0,27626.2
18675,126155,142.18840209,27.13860333,8893.9,-9999.0,-9999.0,9154.4
18785,126145,142.18951167,27.13851158,2749.9,9091.7,-9999.0,27624.3
18695,126135,142.18860356,27.13842254,2370.8,-9999.0,-9999.0,9163.5
18765,126065,142.18930868,27.13778980,4649.3,-9999.0,-9999.0,9170.8
18765,126055,142.18930853,27.13769954,2250.9,-9999.0,-9999.0,15795.4
18525,126045,142.18688718,27.13761253,2300.4,-9999.0,-9999.0,9164.6
19365,126025,142.19536106,27.13742048,8924.7,-9999.0,-9999.0,19648.0
18735,125995,142.18900497,27.13715841,4724.2,-9999.0,-9999.0,9170.2
19455,125945,142.19626775,27.13669716,4319.1,-9999.0,-9999.0,19630.6
19465,125935,142.19636847,27.13660676,4318.4,-9999.0,-9999.0,19639.0
19775,125895,142.19949519,27.13624133,4327.7,-9999.0,-9999.0,19634.8
19815,125895,142.19989871,27.13624075,4275.1,-9999.0,-9999.0,14596.1
19515,125885,142.19687209,27.13615477,8992.5,-9999.0,-9999.0,19627.1
18915,125875,142.19081902,27.13607287,9011.3,-9999.0,-9999.0,18467.8
18925,125875,142.19091990,27.13607274,4701.4,-9999.0,-9999.0,18476.2
18875,125865,142.19041534,27.13598316,4679.8,-9999.0,-9999.0,9166.0
18895,125865,142.19061711,27.13598289,4615.3,-9999.0,-9999.0,9166.9
18935,125865,142.19102063,27.13598234,2316.6,-9999.0,-9999.0,18469.8
18945,125865,142.19112151,27.13598220,9011.7,-9999.0,-9999.0,18466.1
19765,125855,142.19939366,27.13588044,7677.6,-9999.0,-9999.0,19642.5
20365,125825,142.20544607,27.13560095,4335.0,-9999.0,-9999.0,14588.2
20375,125825,142.20554695,27.13560080,4525.0,-9999.0,-9999.0,14593.5
19775,125795,142.19949358,27.13533876,14564.8,-9999.0,-9999.0,19632.0
19585,125785,142.19757668,27.13525121,4308.5,-9999.0,-9999.0,19646.3
19815,125775,142.19989679,27.13515767,4332.4,-9999.0,-9999.0,14583.0
19825,125775,142.19999767,27.13515753,4327.1,-9999.0,-9999.0,14598.1
19835,125775,142.20009855,27.13515739,4427.5,-9999.0,-9999.0,14589.3
19675,125745,142.19848397,27.13488891,4316.8,-9999.0,-9999.0,19643.3
19675,125735,142.19848382,27.13479865,4275.7,-9999.0,-9999.0,19638.5
19715,125735,142.19888734,27.13479808,4272.1,-9999.0,-9999.0,19642.0
19775,125735,142.19949262,27.13479722,4323.8,-9999.0,-9999.0,19637.1
20305,125735,142.20483930,27.13478952,4323.9,-9999.0,-9999.0,14592.4
18985,125725,142.19152289,27.13471806,2262.6,-9999.0,-9999.0,15788.9
19785,125725,142.19959334,27.13470682,4289.7,-9999.0,-9999.0,19632.0
18995,125715,142.19162362,27.13462767,2262.2,-9999.0,-9999.0,9187.8
19005,125685,142.19172403,27.13435676,4724.6,-9999.0,-9999.0,9211.5
19825,125675,142.19999606,27.13425496,8928.3,-9999.0,-9999.0,14603.7
20425,125675,142.20604888,27.13424621,4168.8,-9999.0,-9999.0,14597.2
20475,125675,142.20655328,27.13424547,4318.2,-9999.0,-9999.0,14587.5
19025,125665,142.19192549,27.13417597,2284.9,-9999.0,-9999.0,27057.1
20455,125665,142.20635135,27.13415551,4320.8,-9999.0,-9999.0,14588.6
19095,125655,142.19263149,27.13408475,2406.7,15777.8,-9999.0,27054.8
19115,125655,142.19283325,27.13408447,2403.2,15781.0,-9999.0,27057.2
21485,125605,142.21674095,27.13359832,4341.7,-9999.0,-9999.0,9163.5
19125,125575,142.19293289,27.13336228,15790.4,-9999.0,-9999.0,27053.0
20505,125565,142.20685409,27.13325220,4331.5,-9999.0,-9999.0,14604.6
20095,125555,142.20271788,27.13316798,4457.0,-9999.0,-9999.0,14601.1
21665,125555,142.21855591,27.13314422,4347.3,-9999.0,-9999.0,9123.0
19045,125525,142.19212509,27.13291210,4059.5,27052.5,-9999.0,27054.4
19975,125525,142.20150684,27.13289895,4451.6,-9999.0,-9999.0,14601.6
19025,125515,142.19192317,27.13282212,4664.5,-9999.0,-9999.0,27057.2
19975,125515,142.20150668,27.13280870,4462.6,-9999.0,-9999.0,14596.5
20415,125515,142.20594535,27.13280226,3697.9,-9999.0,-9999.0,18384.5
20425,125505,142.20604606,27.13271185,4290.4,-9999.0,-9999.0,27775.2
21745,125505,142.21936206,27.13269168,4212.2,-9999.0,-9999.0,9105.2
21755,125505,142.21946294,27.13269152,4231.4,-9999.0,-9999.0,9132.1
20445,125485,142.20624749,27.13253104,4313.2,-9999.0,-9999.0,18359.0
20445,125475,142.20624732,27.13244078,4313.5,-9999.0,-9999.0,18357.3
18855,125435,142.19020701,27.13210240,8858.9,-9999.0,-9999.0,9202.7
