X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-21445,-232785,139.60145132,33.90127018,0.3495
-21335,-232815,139.60264146,33.90100192,0.7277
-21325,-232815,139.60274958,33.90100213,0.3231
-21245,-232815,139.60361460,33.90100374,0.6539
-21225,-232815,139.60383086,33.90100415,1.1452
-21215,-232815,139.60393899,33.90100435,1.2711
-21195,-232815,139.60415524,33.90100475,1.4029
-21185,-232815,139.60426337,33.90100495,1.0405
-21175,-232815,139.60437150,33.90100515,1.2791
-21385,-232825,139.60210106,33.90091075,1.1337
-21355,-232825,139.60242544,33.90091136,0.8839
-21345,-232825,139.60253357,33.90091156,0.5558
-21205,-232825,139.60404736,33.90091439,0.6363
-21165,-232825,139.60447987,33.90091519,0.5970
-21125,-232825,139.60491238,33.90091599,1.1608
-21115,-232825,139.60502050,33.90091619,1.0996
-21545,-232835,139.60037127,33.90081733,0.8945
-21475,-232835,139.60112816,33.90081875,0.4874
-21465,-232835,139.60123629,33.90081896,0.6205
-21425,-232835,139.60166880,33.90081977,0.0583
-21415,-232835,139.60177692,33.90081998,0.3810
-21405,-232835,139.60188505,33.90082018,0.1784
-21115,-232835,139.60502074,33.90082603,0.0016
-21105,-232835,139.60512887,33.90082623,0.2766
-21095,-232835,139.60523700,33.90082643,0.4872
-21065,-232835,139.60556138,33.90082703,1.1370
-21555,-232845,139.60026339,33.90072696,1.3075
-21525,-232845,139.60058777,33.90072757,0.1349
-21075,-232845,139.60545349,33.90073667,0.5055
-21065,-232845,139.60556162,33.90073687,1.1065
-21055,-232845,139.60566975,33.90073707,1.2521
-21555,-232855,139.60026363,33.90063679,0.7989
-21065,-232855,139.60556186,33.90064670,0.4202
-21055,-232855,139.60566999,33.90064690,1.3773
-21575,-232865,139.60004762,33.90054622,1.1079
-21565,-232865,139.60015575,33.90054643,0.6145
-21045,-232865,139.60577835,33.90055694,0.7217
-21035,-232865,139.60588648,33.90055714,0.8725
-21025,-232865,139.60599461,33.90055734,1.1819
-21585,-232875,139.59993974,33.90045585,0.4929
-21025,-232875,139.60599485,33.90046718,1.0228
-21595,-232885,139.59983186,33.90036549,0.7310
-21015,-232885,139.60610321,33.90037721,0.5670
-21005,-232885,139.60621134,33.90037741,0.9199
-21615,-232895,139.59961585,33.90027491,0.2667
-20995,-232895,139.60631971,33.90028745,0.6779
-20985,-232895,139.60642783,33.90028765,1.4178
-21625,-232905,139.59950797,33.90018455,0.9596
-20985,-232905,139.60642807,33.90019749,0.6551
-20975,-232905,139.60653620,33.90019769,0.8249
-21645,-232915,139.59929196,33.90009397,0.0919
-20975,-232915,139.60653644,33.90010752,0.3759
