X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
18795,126595,142.18961940,27.14257299,9.4932
18805,126595,142.18972029,27.14257285,9.6203
18815,126595,142.18982118,27.14257271,9.6831
18825,126595,142.18992207,27.14257258,9.7403
18925,126595,142.19093095,27.14257121,10.6604
18935,126595,142.19103183,27.14257107,10.7184
18945,126595,142.19113272,27.14257093,10.6455
18955,126595,142.19123361,27.14257080,10.7212
19205,126595,142.19375580,27.14256734,7.9096
19215,126595,142.19385669,27.14256720,7.8281
18795,126585,142.18961925,27.14248273,9.4690
18805,126585,142.18972014,27.14248259,9.5588
18815,126585,142.18982103,27.14248246,9.6991
18825,126585,142.18992191,27.14248232,9.8234
18935,126585,142.19103168,27.14248081,10.6518
18945,126585,142.19113257,27.14248068,10.5837
18955,126585,142.19123345,27.14248054,10.7956
18965,126585,142.19133434,27.14248040,11.0069
19205,126585,142.19375565,27.14247708,7.8641
19215,126585,142.19385653,27.14247694,7.7866
18795,126575,142.18961910,27.14239247,9.4672
18805,126575,142.18971999,27.14239234,9.5447
18945,126575,142.19113241,27.14239042,10.6227
18955,126575,142.19123330,27.14239028,10.8242
18965,126575,142.19133419,27.14239015,10.7794
19205,126575,142.19375549,27.14238682,7.8616
19215,126575,142.19385638,27.14238669,7.8062
18955,126565,142.19123315,27.14230003,10.7252
18965,126565,142.19133404,27.14229989,10.8004
18975,126565,142.19143492,27.14229975,11.0002
19195,126565,142.19365445,27.14229671,7.9362
19205,126565,142.19375534,27.14229657,7.8893
18955,126555,142.19123299,27.14220977,10.6882
18965,126555,142.19133388,27.14220963,10.7529
18975,126555,142.19143477,27.14220950,10.8952
18985,126555,142.19153566,27.14220936,11.0683
19195,126555,142.19365429,27.14220645,7.8941
19205,126555,142.19375518,27.14220631,7.8898
18965,126545,142.19133373,27.14211938,10.7528
18975,126545,142.19143462,27.14211924,10.9124
18985,126545,142.19153550,27.14211910,11.1792
19195,126545,142.19365414,27.14211619,7.9000
18975,126535,142.19143446,27.14202898,10.8556
18985,126535,142.19153535,27.14202884,11.0017
19195,126535,142.19365398,27.14202594,7.9405
18965,126525,142.19133342,27.14193886,10.6192
18975,126525,142.19143431,27.14193873,10.7686
18985,126525,142.19153519,27.14193859,10.8473
19185,126525,142.19355294,27.14193582,8.0521
18965,126515,142.19133327,27.14184861,10.4970
18975,126515,142.19143415,27.14184847,10.6339
18985,126515,142.19153504,27.14184833,10.8038
19185,126515,142.19355278,27.14184556,8.0189
18965,126505,142.19133311,27.14175835,10.3939
18975,126505,142.19143400,27.14175821,10.4638
18965,126495,142.19133296,27.14166809,10.4432
18975,126495,142.19143385,27.14166796,10.3948
19205,126495,142.19375425,27.14166477,8.0955
19215,126495,142.19385513,27.14166463,7.9422
18965,126485,142.19133281,27.14157784,10.4130
18975,126485,142.19143369,27.14157770,10.3907
18965,126475,142.19133265,27.14148758,10.4676
18975,126475,142.19143354,27.14148744,10.5616
18965,126465,142.19133250,27.14139732,10.4730
18975,126465,142.19143338,27.14139719,10.6302
18965,126455,142.19133234,27.14130707,10.3799
18975,126455,142.19143323,27.14130693,10.6366
18965,126445,142.19133219,27.14121681,10.4902
19205,126445,142.19375347,27.14121349,7.8000
18965,126435,142.19133204,27.14112655,10.5358
19205,126435,142.19375331,27.14112323,7.8327
18965,126425,142.19133188,27.14103630,10.6370
18925,126415,142.19092818,27.14094659,10.1525
18935,126415,142.19102907,27.14094645,10.2708
18945,126415,142.19112996,27.14094632,10.4143
18955,126415,142.19123084,27.14094618,10.5513
18965,126415,142.19133173,27.14094604,10.8282
18925,126405,142.19092803,27.14085633,10.0844
18935,126405,142.19102892,27.14085620,10.1455
18945,126405,142.19112980,27.14085606,10.2406
18955,126405,142.19123069,27.14085592,10.5696
18925,126395,142.19092788,27.14076608,10.1527
18935,126395,142.19102876,27.14076594,10.1331
18945,126395,142.19112965,27.14076580,10.1669
18925,126385,142.19092772,27.14067582,10.1860
18935,126385,142.19102861,27.14067568,10.2402
18945,126385,142.19112950,27.14067555,10.2375
19225,126385,142.19395431,27.14067167,7.8926
18935,126375,142.19102846,27.14058543,10.3041
18945,126375,142.19112934,27.14058529,10.4407
19225,126375,142.19395415,27.14058142,7.9502
18935,126365,142.19102830,27.14049517,10.2545
18945,126365,142.19112919,27.14049503,10.4274
18935,126355,142.19102815,27.14040491,10.1624
18945,126355,142.19112904,27.14040478,10.3301
18935,126345,142.19102800,27.14031466,10.0120
18945,126345,142.19112888,27.14031452,10.2517
19395,126345,142.19566874,27.14030827,7.5206
19405,126345,142.19576963,27.14030813,7.5384
19415,126345,142.19587051,27.14030798,7.5473
19425,126345,142.19597140,27.14030784,7.5291
19435,126345,142.19607228,27.14030770,7.4987
18935,126335,142.19102784,27.14022440,9.8437
18945,126335,142.19112873,27.14022426,10.4419
19265,126335,142.19435707,27.14021983,7.9807
19295,126335,142.19465973,27.14021941,7.9064
19305,126335,142.19476061,27.14021927,7.8675
19315,126335,142.19486150,27.14021913,7.8041
19325,126335,142.19496238,27.14021899,7.7661
19335,126335,142.19506327,27.14021885,7.7278
19345,126335,142.19516415,27.14021871,7.7182
19355,126335,142.19526504,27.14021857,7.6721
19375,126335,142.19546681,27.14021829,7.6405
19385,126335,142.19556770,27.14021815,7.5710
19395,126335,142.19566858,27.14021801,7.5609
19405,126335,142.19576947,27.14021787,7.6127
19415,126335,142.19587035,27.14021773,7.6180
19425,126335,142.19597124,27.14021759,7.5859
19435,126335,142.19607213,27.14021745,7.5404
18935,126325,142.19102769,27.14013414,9.7487
18945,126325,142.19112858,27.14013401,10.0211
19265,126325,142.19435691,27.14012957,8.0142
19275,126325,142.19445780,27.14012944,7.9898
19285,126325,142.19455868,27.14012930,7.9787
19295,126325,142.19465957,27.14012916,7.9380
19305,126325,142.19476046,27.14012902,7.8769
19315,126325,142.19486134,27.14012888,7.8215
19325,126325,142.19496223,27.14012874,7.7706
19335,126325,142.19506311,27.14012860,7.7451
19345,126325,142.19516400,27.14012846,7.7410
19355,126325,142.19526488,27.14012832,7.7061
19365,126325,142.19536577,27.14012817,7.6959
19375,126325,142.19546665,27.14012803,7.6991
19385,126325,142.19556754,27.14012789,7.5833
19395,126325,142.19566843,27.14012775,7.6687
