X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-6995,-391135,139.75891437,32.47356139,5.0617
-6985,-391135,139.75902076,32.47356146,4.4905
-6975,-391135,139.75912714,32.47356152,3.8577
-7015,-391145,139.75870166,32.47347108,5.3306
-7005,-391145,139.75880805,32.47347115,5.2609
-6995,-391145,139.75891444,32.47347121,5.7500
-6985,-391145,139.75902083,32.47347127,5.1443
-6975,-391145,139.75912722,32.47347133,3.8636
-7035,-391155,139.75848896,32.47338077,5.0022
-7025,-391155,139.75859535,32.47338083,5.2757
-7015,-391155,139.75870174,32.47338090,5.8100
-6965,-391155,139.75923368,32.47338121,3.9105
-6955,-391165,139.75934014,32.47329109,4.2660
-6945,-391165,139.75944653,32.47329115,3.9348
-6935,-391175,139.75955299,32.47320103,3.6604
-7095,-391185,139.75785086,32.47310984,4.9582
-6935,-391185,139.75955307,32.47311085,3.8557
-6925,-391185,139.75965946,32.47311091,3.7029
-7125,-391195,139.75753177,32.47301946,4.5170
-7115,-391195,139.75763816,32.47301953,4.7011
-7105,-391195,139.75774454,32.47301959,4.7305
-6925,-391195,139.75965953,32.47302072,3.7955
-6915,-391195,139.75976592,32.47302079,3.7862
-7175,-391205,139.75699990,32.47292896,3.8208
-7165,-391205,139.75710629,32.47292902,4.0765
-7155,-391205,139.75721268,32.47292908,4.3168
-7145,-391205,139.75731907,32.47292915,4.3359
-7135,-391205,139.75742545,32.47292921,4.2783
-6925,-391205,139.75965960,32.47293054,3.9956
-6915,-391205,139.75976599,32.47293060,4.0255
-6905,-391205,139.75987238,32.47293067,3.8896
-7205,-391215,139.75668082,32.47283858,3.5971
-7195,-391215,139.75678720,32.47283864,3.8032
-7185,-391215,139.75689359,32.47283871,3.7248
-6895,-391215,139.75997884,32.47284054,4.0491
-6885,-391215,139.76008523,32.47284060,3.9353
-7205,-391225,139.75668089,32.47274839,3.6013
-6885,-391225,139.76008530,32.47275042,4.0629
-7215,-391235,139.75657458,32.47265814,3.7051
-6885,-391235,139.76008537,32.47266024,4.2285
-6875,-391235,139.76019176,32.47266030,4.3101
-6865,-391235,139.76029815,32.47266036,4.2809
-6875,-391245,139.76019183,32.47257011,4.7717
-6865,-391245,139.76029822,32.47257018,4.7902
-6855,-391245,139.76040461,32.47257024,4.8215
-6855,-391255,139.76040468,32.47248005,5.3345
-6835,-391265,139.76061753,32.47238999,4.5441
-7285,-391285,139.75583025,32.47220677,3.7555
-7295,-391295,139.75572394,32.47211652,4.2911
-6795,-391295,139.76104329,32.47211968,4.7426
-6785,-391295,139.76114968,32.47211975,4.7870
-6785,-391305,139.76114975,32.47202956,4.8053
-6775,-391305,139.76125614,32.47202962,4.8923
-6785,-391315,139.76114983,32.47193938,4.9233
-6775,-391315,139.76125621,32.47193944,4.9618
-6765,-391315,139.76136260,32.47193950,4.8825
-6755,-391315,139.76146899,32.47193956,4.8193
-7315,-391325,139.75551140,32.47184583,4.2752
-6775,-391325,139.76125628,32.47184925,5.2197
-6765,-391325,139.76136267,32.47184931,4.9068
-6755,-391325,139.76146906,32.47184938,4.9941
-6745,-391325,139.76157544,32.47184944,5.1344
-6735,-391325,139.76168183,32.47184950,5.0647
-6725,-391325,139.76178822,32.47184956,5.0392
-7325,-391335,139.75540509,32.47175558,4.0628
-7315,-391335,139.75551148,32.47175565,4.2873
-6765,-391335,139.76136274,32.47175913,5.0313
-6755,-391335,139.76146913,32.47175919,5.2716
-6745,-391335,139.76157552,32.47175925,5.4362
-6735,-391335,139.76168190,32.47175931,5.1797
-6725,-391335,139.76178829,32.47175937,5.0711
-7325,-391345,139.75540517,32.47166540,4.1018
-7315,-391345,139.75551156,32.47166546,4.3802
-6735,-391345,139.76168197,32.47166913,5.1999
-6725,-391345,139.76178836,32.47166919,5.1737
-6715,-391345,139.76189475,32.47166925,5.2186
-7335,-391355,139.75529886,32.47157515,4.0258
-7325,-391355,139.75540525,32.47157521,4.1446
-6725,-391355,139.76178843,32.47157900,5.4328
-6715,-391355,139.76189482,32.47157906,5.3768
-6705,-391355,139.76200120,32.47157912,5.4115
-7335,-391365,139.75529894,32.47148496,3.9905
-7325,-391365,139.75540533,32.47148503,4.1794
-6715,-391365,139.76189489,32.47148888,5.6161
-6705,-391365,139.76200128,32.47148894,5.5592
-6695,-391365,139.76210766,32.47148900,5.5054
-6685,-391365,139.76221405,32.47148906,5.4027
-7335,-391375,139.75529902,32.47139478,3.9691
-6705,-391375,139.76200135,32.47139876,6.0337
-6695,-391375,139.76210773,32.47139882,5.7587
-6685,-391375,139.76221412,32.47139888,5.4863
-6675,-391375,139.76232051,32.47139894,5.1989
-6665,-391375,139.76242689,32.47139900,5.1260
-6655,-391375,139.76253328,32.47139906,5.0112
-6645,-391375,139.76263966,32.47139912,5.0087
-7335,-391385,139.75529910,32.47130460,3.8850
-6685,-391385,139.76221419,32.47130869,5.3834
-6675,-391385,139.76232058,32.47130875,5.2904
-6665,-391385,139.76242696,32.47130881,5.2150
-6655,-391385,139.76253335,32.47130887,5.0775
-6645,-391385,139.76263973,32.47130893,5.0383
-6635,-391385,139.76274612,32.47130899,4.9625
-6625,-391385,139.76285251,32.47130905,4.8360
-7335,-391395,139.75529917,32.47121441,3.9314
-6665,-391395,139.76242703,32.47121863,5.3937
-6655,-391395,139.76253342,32.47121869,5.1995
-6645,-391395,139.76263980,32.47121875,5.1536
-6635,-391395,139.76274619,32.47121881,5.0097
-6625,-391395,139.76285258,32.47121887,4.9249
-6615,-391395,139.76295896,32.47121893,4.6595
-6605,-391395,139.76306535,32.47121899,4.5230
-6635,-391405,139.76274626,32.47112862,4.9715
-6625,-391405,139.76285265,32.47112868,4.9372
-6615,-391405,139.76295903,32.47112874,4.8521
-6605,-391405,139.76306542,32.47112880,4.7139
-6595,-391405,139.76317180,32.47112886,4.5578
-6585,-391405,139.76327819,32.47112892,4.4682
-6575,-391405,139.76338458,32.47112898,4.5067
-7345,-391415,139.75519294,32.47103398,4.0173
-6605,-391415,139.76306549,32.47103862,4.5759
-6595,-391415,139.76317187,32.47103868,4.5893
-6585,-391415,139.76327826,32.47103874,4.6585
-6575,-391415,139.76338465,32.47103880,4.6277
-6565,-391415,139.76349103,32.47103885,4.5229
-6555,-391415,139.76359742,32.47103891,4.6445
-6545,-391415,139.76370380,32.47103897,4.6464
-7345,-391425,139.75519302,32.47094379,4.0953
-6595,-391425,139.76317194,32.47094849,4.5430
-6585,-391425,139.76327833,32.47094855,4.6665
-6575,-391425,139.76338472,32.47094861,4.6849
-6565,-391425,139.76349110,32.47094867,4.8199
-6555,-391425,139.76359749,32.47094873,4.9397
-6545,-391425,139.76370387,32.47094879,4.8792
-6535,-391425,139.76381026,32.47094885,4.7615
-6525,-391425,139.76391664,32.47094891,4.7069
-6515,-391425,139.76402303,32.47094896,4.7070
-6505,-391425,139.76412942,32.47094902,4.7804
-6495,-391425,139.76423580,32.47094908,4.7346
-6485,-391425,139.76434219,32.47094914,4.6745
-6475,-391425,139.76444857,32.47094920,4.5838
-7345,-391435,139.75519310,32.47085361,4.1653
-6575,-391435,139.76338479,32.47085843,4.6622
-6565,-391435,139.76349117,32.47085849,4.8150
-6555,-391435,139.76359756,32.47085854,5.0125
-6545,-391435,139.76370394,32.47085860,4.9336
-6535,-391435,139.76381033,32.47085866,5.0001
-6525,-391435,139.76391671,32.47085872,5.2520
-6515,-391435,139.76402310,32.47085878,5.1424
-6505,-391435,139.76412948,32.47085884,5.1851
-6495,-391435,139.76423587,32.47085890,5.0035
-6485,-391435,139.76434226,32.47085896,4.9470
-6475,-391435,139.76444864,32.47085901,4.7242
-6465,-391435,139.76455503,32.47085907,4.6338
-7345,-391445,139.75519318,32.47076342,4.2024
-6545,-391445,139.76370401,32.47076842,5.0197
-6535,-391445,139.76381040,32.47076848,5.1678
-6495,-391445,139.76423594,32.47076871,4.9948
-6485,-391445,139.76434232,32.47076877,4.8949
-6475,-391445,139.76444871,32.47076883,4.7981
-6465,-391445,139.76455510,32.47076889,4.9449
-6455,-391445,139.76466148,32.47076895,5.0142
-6445,-391445,139.76476787,32.47076900,5.0383
-6435,-391445,139.76487425,32.47076906,4.9948
-6425,-391445,139.76498064,32.47076912,4.8695
-6415,-391445,139.76508702,32.47076918,4.5449
-7345,-391455,139.75519325,32.47067324,4.2358
-6435,-391455,139.76487432,32.47067888,4.8942
-6425,-391455,139.76498071,32.47067893,4.6971
-6415,-391455,139.76508709,32.47067899,4.5976
-6405,-391455,139.76519348,32.47067905,4.4992
-6395,-391455,139.76529986,32.47067911,4.4333
-6385,-391455,139.76540625,32.47067917,4.5303
-6375,-391455,139.76551263,32.47067922,4.6015
-6365,-391455,139.76561902,32.47067928,4.5930
-7345,-391465,139.75519333,32.47058306,4.4189
-6405,-391465,139.76519354,32.47058887,4.5933
-6395,-391465,139.76529993,32.47058892,4.8081
-6385,-391465,139.76540631,32.47058898,4.8881
-6375,-391465,139.76551270,32.47058904,4.8924
-6365,-391465,139.76561908,32.47058910,4.8416
-6355,-391465,139.76572547,32.47058915,4.7514
-6345,-391465,139.76583186,32.47058921,4.5213
-7355,-391475,139.75508703,32.47049281,4.4071
-7345,-391475,139.75519341,32.47049287,4.4939
-6345,-391475,139.76583192,32.47049903,4.3527
-6335,-391475,139.76593831,32.47049908,4.3628
-6325,-391475,139.76604469,32.47049914,4.4134
-6315,-391475,139.76615108,32.47049920,4.0655
-6305,-391475,139.76625746,32.47049925,4.1972
-6295,-391475,139.76636385,32.47049931,4.3232
-6285,-391475,139.76647023,32.47049937,4.3084
-7355,-391485,139.75508710,32.47040262,4.4270
-7345,-391485,139.75519349,32.47040269,4.4566
-6325,-391485,139.76604476,32.47040896,4.2314
-6315,-391485,139.76615115,32.47040901,4.3123
-6305,-391485,139.76625753,32.47040907,4.5283
-6295,-391485,139.76636392,32.47040913,4.6313
-6285,-391485,139.76647030,32.47040918,4.5736
-6275,-391485,139.76657669,32.47040924,4.2065
-6265,-391485,139.76668307,32.47040929,4.0063
-7355,-391495,139.75508718,32.47031244,4.4234
-7345,-391495,139.75519357,32.47031250,4.4670
-6305,-391495,139.76625760,32.47031888,4.5062
-6295,-391495,139.76636398,32.47031894,4.5731
-6275,-391495,139.76657675,32.47031905,4.2035
-6265,-391495,139.76668314,32.47031911,4.3270
-6255,-391495,139.76678952,32.47031917,4.2076
-6245,-391495,139.76689591,32.47031922,4.0943
-6235,-391495,139.76700229,32.47031928,3.7139
-7365,-391505,139.75498087,32.47022219,4.4246
-7355,-391505,139.75508726,32.47022225,4.4471
-7345,-391505,139.75519364,32.47022232,4.4738
-6235,-391505,139.76700236,32.47022909,3.5528
-6225,-391505,139.76710874,32.47022915,3.7671
-6215,-391505,139.76721513,32.47022921,3.8356
-6205,-391505,139.76732151,32.47022926,3.5465
-7365,-391515,139.75498095,32.47013200,4.4764
-7355,-391515,139.75508734,32.47013207,4.5155
-7345,-391515,139.75519372,32.47013213,4.5738
-6225,-391515,139.76710881,32.47013897,3.9152
-6215,-391515,139.76721519,32.47013902,3.8303
-6205,-391515,139.76732158,32.47013908,3.7766
-7365,-391525,139.75498103,32.47004182,4.5077
-7355,-391525,139.75508742,32.47004188,4.5259
-7345,-391525,139.75519380,32.47004195,4.5467
-6195,-391525,139.76742803,32.47004895,3.9956
-6185,-391525,139.76753441,32.47004901,4.1265
-6175,-391525,139.76764080,32.47004906,3.9260
-7365,-391535,139.75498111,32.46995163,4.5343
-7355,-391535,139.75508749,32.46995170,4.5713
-7345,-391535,139.75519388,32.46995177,4.6328
-6175,-391535,139.76764086,32.46995888,4.1266
-6165,-391535,139.76774725,32.46995893,4.0333
-6155,-391535,139.76785363,32.46995899,4.1815
-7365,-391545,139.75498119,32.46986145,4.5320
-7355,-391545,139.75508757,32.46986152,4.5598
-7345,-391545,139.75519396,32.46986158,4.6037
-6155,-391545,139.76785370,32.46986880,4.5202
-6145,-391545,139.76796008,32.46986886,4.3236
-6135,-391545,139.76806647,32.46986891,4.1378
-6125,-391545,139.76817285,32.46986897,4.2278
-6115,-391545,139.76827923,32.46986902,4.1621
-7365,-391555,139.75498127,32.46977127,4.5240
-7355,-391555,139.75508765,32.46977133,4.5406
-7345,-391555,139.75519403,32.46977140,4.5560
-6135,-391555,139.76806653,32.46977873,4.2346
-6125,-391555,139.76817292,32.46977878,4.4013
-6115,-391555,139.76827930,32.46977884,4.2430
-6105,-391555,139.76838568,32.46977889,4.1706
-6095,-391555,139.76849207,32.46977895,3.9552
-7365,-391565,139.75498134,32.46968108,4.5389
-7355,-391565,139.75508773,32.46968115,4.5811
-7345,-391565,139.75519411,32.46968121,4.6168
-6095,-391565,139.76849213,32.46968876,3.9956
-6085,-391565,139.76859852,32.46968882,3.9236
-7365,-391575,139.75498142,32.46959090,4.5684
-7355,-391575,139.75508781,32.46959096,4.6118
-7345,-391575,139.75519419,32.46959103,4.6579
-6095,-391575,139.76849220,32.46959858,4.0029
-6085,-391575,139.76859858,32.46959864,3.9889
-6075,-391575,139.76870497,32.46959869,3.9134
-7365,-391585,139.75498150,32.46950071,4.5920
-7355,-391585,139.75508788,32.46950078,4.6557
-7345,-391585,139.75519427,32.46950084,4.6952
-6085,-391585,139.76859865,32.46950845,4.1934
-6075,-391585,139.76870503,32.46950851,3.9506
-6065,-391585,139.76881141,32.46950856,3.9092
-7365,-391595,139.75498158,32.46941053,4.6004
-7355,-391595,139.75508796,32.46941059,4.6763
-7345,-391595,139.75519435,32.46941066,4.7295
-6075,-391595,139.76870509,32.46941832,4.2339
-6065,-391595,139.76881148,32.46941838,4.0192
-6055,-391595,139.76891786,32.46941843,3.9538
-7375,-391605,139.75487527,32.46932028,4.5482
-7365,-391605,139.75498166,32.46932034,4.6096
-7355,-391605,139.75508804,32.46932041,4.6965
-7345,-391605,139.75519442,32.46932048,4.8689
-6055,-391605,139.76891793,32.46932825,4.1683
-6045,-391605,139.76902431,32.46932830,3.9434
-6035,-391605,139.76913069,32.46932835,3.9015
-7375,-391615,139.75487535,32.46923009,4.5352
-7365,-391615,139.75498173,32.46923016,4.5846
-7355,-391615,139.75508812,32.46923023,4.6236
-6045,-391615,139.76902437,32.46923812,4.1540
-6035,-391615,139.76913076,32.46923817,3.9560
-6025,-391615,139.76923714,32.46923822,3.9013
-7365,-391625,139.75498181,32.46913998,4.5775
-7355,-391625,139.75508820,32.46914004,4.6156
-6035,-391625,139.76913082,32.46914799,4.0171
-6025,-391625,139.76923721,32.46914804,4.0109
-6015,-391625,139.76934359,32.46914809,3.9270
-7375,-391635,139.75487551,32.46904972,4.5461
-7365,-391635,139.75498189,32.46904979,4.6038
-7355,-391635,139.75508827,32.46904986,4.6588
-6015,-391635,139.76934365,32.46905791,4.0328
-6005,-391635,139.76945004,32.46905796,3.9062
-5995,-391635,139.76955642,32.46905802,3.8758
-5965,-391635,139.76987557,32.46905818,3.7873
-5955,-391635,139.76998195,32.46905823,3.4922
-7375,-391645,139.75487558,32.46895954,4.5808
-7365,-391645,139.75498197,32.46895961,4.6353
-7355,-391645,139.75508835,32.46895967,4.7018
-6005,-391645,139.76945010,32.46896778,4.0735
-5995,-391645,139.76955648,32.46896783,3.9804
