X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-28195,-207945,139.52766369,34.12507027,89.1,1458.3,1476.0,1598.4
-28005,-207945,139.52972351,34.12507538,61.0,1200.8,1490.5,1616.3
-28225,-207955,139.52733879,34.12497931,97.6,1188.2,1474.9,1598.3
-28215,-207955,139.52744720,34.12497958,123.6,1457.8,1475.1,1598.0
-28205,-207955,139.52755561,34.12497985,95.7,1181.3,1475.0,1597.8
-28195,-207955,139.52766402,34.12498012,306.6,1463.6,1478.7,1597.6
-28185,-207955,139.52777243,34.12498039,329.4,1463.1,1480.3,1597.7
-28065,-207955,139.52907337,34.12498362,1500.8,1507.6,1527.6,1627.1
-28055,-207955,139.52918178,34.12498388,1508.7,1520.7,1536.2,1628.3
-28035,-207955,139.52939860,34.12498442,1475.8,1484.3,1500.5,1617.5
-28025,-207955,139.52950701,34.12498469,1473.9,1481.9,1498.0,1616.8
-28015,-207955,139.52961542,34.12498496,1495.6,1502.7,1525.0,1616.1
-28005,-207955,139.52972383,34.12498523,1488.2,1496.2,1511.3,1615.2
-27995,-207955,139.52983224,34.12498549,1474.8,1484.2,1499.5,1610.1
-27985,-207955,139.52994066,34.12498576,1482.8,1490.2,1505.1,1609.9
-27975,-207955,139.53004907,34.12498603,1478.8,1486.8,1503.5,1610.0
-27965,-207955,139.53015748,34.12498630,51.0,1246.3,1492.7,1610.3
-28675,-207965,139.52246061,34.12487689,111.0,1208.5,1460.0,1613.5
-28665,-207965,139.52256902,34.12487717,1451.5,1458.4,1480.2,1613.2
-28655,-207965,139.52267743,34.12487744,242.7,1438.2,1462.8,1612.4
-28265,-207965,139.52690547,34.12488807,1488.4,1494.9,1510.6,1600.8
-28255,-207965,139.52701388,34.12488834,1172.1,1462.7,1481.1,1600.1
-28245,-207965,139.52712229,34.12488861,250.8,1458.1,1477.1,1598.5
-28235,-207965,139.52723070,34.12488888,1462.8,1469.4,1484.6,1598.2
-28225,-207965,139.52733911,34.12488915,1472.2,1478.4,1494.6,1598.0
-28215,-207965,139.52744752,34.12488942,1480.3,1486.9,1505.1,1597.3
-28205,-207965,139.52755593,34.12488969,1484.9,1491.3,1509.4,1597.1
-28195,-207965,139.52766434,34.12488996,1491.3,1497.2,1514.1,1597.0
-28185,-207965,139.52777275,34.12489023,1495.5,1502.5,1517.5,1597.2
-28175,-207965,139.52788117,34.12489050,1494.3,1500.7,1515.8,1597.4
-28165,-207965,139.52798958,34.12489077,1488.6,1497.0,1512.1,1598.0
-28155,-207965,139.52809799,34.12489104,1487.5,1495.1,1510.3,1598.8
-28145,-207965,139.52820640,34.12489130,1487.5,1493.5,1509.2,1599.6
-28135,-207965,139.52831481,34.12489157,1480.2,1486.6,1503.5,1600.3
-28125,-207965,139.52842322,34.12489184,1466.8,1474.9,1489.2,1601.2
