X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-63555,-194475,139.14334589,34.24495381,2444.7,8952.2,-9999.0,8959.8
-63545,-194475,139.14345445,34.24495442,8948.6,8955.5,-9999.0,8965.6
-63535,-194475,139.14356300,34.24495503,369.7,990.3,1162.9,8965.0
-63545,-194485,139.14345518,34.24486427,379.0,983.8,1159.1,8963.4
-63575,-194545,139.14313392,34.24432152,1027.9,1111.7,7251.1,8995.2
-63565,-194545,139.14324248,34.24432213,1095.5,1126.6,8958.9,8968.4
-63555,-194545,139.14335104,34.24432274,1112.5,1159.6,8969.4,8977.6
-63565,-194555,139.14324322,34.24423198,2433.8,7237.8,-9999.0,8996.6
-63555,-194555,139.14335177,34.24423259,1148.7,2433.7,-9999.0,9005.9
-63545,-194555,139.14346033,34.24423320,385.0,990.1,1144.4,8977.8
-63975,-194565,139.13879310,34.24411670,926.9,994.3,2470.4,8949.5
-63965,-194565,139.13890166,34.24411731,369.0,949.3,1104.5,8951.3
-63965,-194575,139.13890240,34.24402716,8353.5,-9999.0,-9999.0,8362.0
-63955,-194585,139.13901169,34.24393762,358.2,958.8,1104.9,8353.2
-63965,-194595,139.13890388,34.24384686,975.9,1059.4,3582.2,8354.0
-63665,-194595,139.14216059,34.24386526,376.8,981.1,1126.8,7243.3
-63655,-194595,139.14226915,34.24386587,378.1,983.3,1128.8,7243.6
-63975,-194605,139.13879606,34.24375609,1070.3,1102.3,-9999.0,10468.9
-63965,-194605,139.13890462,34.24375670,388.9,959.0,1109.5,8356.9
-63655,-194605,139.14226988,34.24377572,380.6,983.9,1128.4,7241.3
-63975,-194615,139.13879680,34.24366594,1090.6,2476.0,-9999.0,10476.2
-63965,-194615,139.13890536,34.24366655,1081.4,1113.7,8357.3,8358.3
-63925,-194615,139.13933959,34.24366901,361.5,960.5,1106.2,8987.2
-63675,-194615,139.14205351,34.24368434,377.0,982.2,1125.3,7241.3
-63935,-194625,139.13923177,34.24357824,358.4,954.7,1103.3,8985.2
-63925,-194625,139.13934033,34.24357886,1089.9,1124.0,-9999.0,8986.1
-63705,-194625,139.14172857,34.24359235,376.1,980.5,1123.1,7243.0
-63675,-194625,139.14205424,34.24359419,379.7,982.9,1125.0,7240.3
-63615,-194625,139.14270558,34.24359786,386.1,988.7,1131.1,7240.2
-63935,-194635,139.13923251,34.24348809,980.8,1072.7,3590.4,8984.9
-63925,-194635,139.13934107,34.24348871,1016.1,1098.3,8981.1,8984.8
-63895,-194635,139.13966674,34.24349055,366.2,960.0,1111.0,8981.9
-63735,-194635,139.14140364,34.24350036,373.9,969.0,1118.5,7244.0
-63725,-194635,139.14151220,34.24350098,373.4,973.2,1118.6,7247.3
-63715,-194635,139.14162075,34.24350159,1126.6,2412.2,7237.0,7247.4
-63705,-194635,139.14172931,34.24350220,984.6,1009.0,1142.1,7242.4
-63695,-194635,139.14183787,34.24350281,973.0,1003.1,1137.8,7243.5
-63685,-194635,139.14194642,34.24350343,986.8,1011.0,1146.5,7238.9
-63675,-194635,139.14205498,34.24350404,1130.6,2406.8,7233.9,7240.8
