X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-50925,-173875,139.27923768,34.43136386,10.7824
-50915,-173875,139.27934648,34.43136435,9.6128
-50885,-173895,139.27967407,34.43118553,10.4264
-50985,-173905,139.27858665,34.43109044,11.5150
-50885,-173905,139.27967467,34.43109538,10.7501
-50715,-173905,139.28152429,34.43110373,11.8339
-50705,-173905,139.28163309,34.43110423,10.2093
-50865,-173915,139.27989286,34.43100621,10.6919
-50715,-173915,139.28152488,34.43101358,12.0338
-50705,-173915,139.28163368,34.43101407,10.3998
-50695,-173915,139.28174248,34.43101456,10.3336
-50855,-173925,139.28000226,34.43091655,11.1341
-50715,-173925,139.28152547,34.43092343,12.2300
-50705,-173925,139.28163428,34.43092392,10.4345
-50965,-173935,139.27880604,34.43082098,11.5813
-50845,-173935,139.28011165,34.43082689,11.6244
-50735,-173935,139.28130846,34.43083230,13.1346
-50725,-173935,139.28141727,34.43083279,13.0441
-50715,-173935,139.28152607,34.43083328,12.5006
-50705,-173935,139.28163487,34.43083377,10.4009
-50695,-173935,139.28174367,34.43083426,9.3847
-50685,-173935,139.28185247,34.43083475,9.9705
-50965,-173945,139.27880664,34.43073083,11.5323
-50955,-173945,139.27891544,34.43073132,12.6484
-50835,-173945,139.28022105,34.43073723,11.4412
-50825,-173945,139.28032985,34.43073772,11.8290
-50735,-173945,139.28130906,34.43074215,13.3128
-50725,-173945,139.28141786,34.43074264,13.3728
-50715,-173945,139.28152666,34.43074313,13.5782
-50705,-173945,139.28163546,34.43074362,13.2948
-50695,-173945,139.28174426,34.43074411,10.9410
-50685,-173945,139.28185306,34.43074460,10.2417
-50665,-173945,139.28207066,34.43074558,10.7729
-50965,-173955,139.27880723,34.43064067,11.5856
-50955,-173955,139.27891603,34.43064117,11.8364
-50825,-173955,139.28033044,34.43064757,12.2518
-50755,-173955,139.28109205,34.43065101,13.2232
-50745,-173955,139.28120085,34.43065150,13.3684
-50735,-173955,139.28130965,34.43065199,13.5035
-50725,-173955,139.28141845,34.43065249,13.5021
-50715,-173955,139.28152725,34.43065298,13.9081
-50685,-173955,139.28185365,34.43065445,10.5570
-50675,-173955,139.28196246,34.43065494,10.6326
-50665,-173955,139.28207126,34.43065543,10.9551
-50965,-173965,139.27880783,34.43055052,11.5009
-50955,-173965,139.27891663,34.43055102,11.5889
-50805,-173965,139.28054864,34.43055840,12.5975
-50795,-173965,139.28065744,34.43055889,12.6830
-50775,-173965,139.28087504,34.43055988,12.9959
-50765,-173965,139.28098384,34.43056037,13.1639
-50755,-173965,139.28109264,34.43056086,13.3287
