X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-50765,-162645,139.28031081,34.53261112,2.7277
-50755,-162645,139.28041974,34.53261162,2.6961
-50745,-162645,139.28052867,34.53261211,2.7716
-50735,-162645,139.28063761,34.53261260,3.0331
-50535,-162645,139.28281627,34.53262244,2.8030
-50525,-162645,139.28292521,34.53262293,2.8241
-50775,-162655,139.28020247,34.53252048,2.7077
-50765,-162655,139.28031140,34.53252097,3.0166
-50755,-162655,139.28042034,34.53252147,2.9687
-50745,-162655,139.28052927,34.53252196,2.9986
-50735,-162655,139.28063820,34.53252245,3.0163
-50535,-162655,139.28281687,34.53253229,2.8224
-50525,-162655,139.28292580,34.53253278,2.8279
-50775,-162665,139.28020307,34.53243033,2.6940
-50765,-162665,139.28031200,34.53243082,3.0891
-50755,-162665,139.28042093,34.53243132,3.0349
-50745,-162665,139.28052987,34.53243181,3.0121
-50735,-162665,139.28063880,34.53243230,3.0083
-50535,-162665,139.28281746,34.53244214,2.8339
-50525,-162665,139.28292639,34.53244263,2.8274
-50775,-162675,139.28020366,34.53234018,2.8774
-50765,-162675,139.28031260,34.53234067,3.2150
-50755,-162675,139.28042153,34.53234117,3.1908
-50745,-162675,139.28053046,34.53234166,3.0186
-50735,-162675,139.28063939,34.53234215,3.0090
-50535,-162675,139.28281805,34.53235199,2.8758
-50515,-162675,139.28303592,34.53235297,2.8538
-51225,-162685,139.27530229,34.53222773,2.5960
-51215,-162685,139.27541122,34.53222823,2.5776
-50775,-162685,139.28020426,34.53225003,3.3251
-50765,-162685,139.28031319,34.53225052,3.3524
-50755,-162685,139.28042212,34.53225102,3.3331
-50745,-162685,139.28053106,34.53225151,3.0682
-50735,-162685,139.28063999,34.53225200,3.0271
-50535,-162685,139.28281865,34.53226184,2.9125
-50515,-162685,139.28303651,34.53226282,2.8998
-50505,-162685,139.28314545,34.53226331,2.8489
-50495,-162685,139.28325438,34.53226381,2.8427
-51275,-162695,139.27475822,34.53213509,2.5661
-51265,-162695,139.27486716,34.53213559,2.5946
-51255,-162695,139.27497609,34.53213609,2.6146
-51235,-162695,139.27519395,34.53213708,2.6135
-51225,-162695,139.27530289,34.53213758,2.6260
-51215,-162695,139.27541182,34.53213808,2.6129
-51205,-162695,139.27552075,34.53213857,2.6495
-50775,-162695,139.28020485,34.53215988,3.4800
-50765,-162695,139.28031379,34.53216037,3.5404
-50755,-162695,139.28042272,34.53216087,3.4234
-50745,-162695,139.28053165,34.53216136,3.1408
-50735,-162695,139.28064059,34.53216185,3.0835
-50535,-162695,139.28281924,34.53217169,2.9801
-50485,-162695,139.28336390,34.53217415,2.8832
-50475,-162695,139.28347284,34.53217464,2.8892
-51315,-162705,139.27432310,34.53204295,2.5132
-51305,-162705,139.27443203,34.53204344,2.5730
-51295,-162705,139.27454096,34.53204394,2.5695
-51285,-162705,139.27464989,34.53204444,2.5850
-51275,-162705,139.27475883,34.53204494,2.6143
-51265,-162705,139.27486776,34.53204544,2.6171
-51255,-162705,139.27497669,34.53204594,2.6186
-51245,-162705,139.27508562,34.53204643,2.6332
-51235,-162705,139.27519456,34.53204693,2.6366
-51225,-162705,139.27530349,34.53204743,2.7126
-51155,-162705,139.27606602,34.53205091,2.7690
-51145,-162705,139.27617495,34.53205141,2.7795
-51135,-162705,139.27628388,34.53205190,2.7892
-51125,-162705,139.27639281,34.53205240,2.7817
-50845,-162705,139.27944292,34.53206627,2.6818
-50835,-162705,139.27955186,34.53206677,2.6789
-50825,-162705,139.27966079,34.53206726,2.6751
-50765,-162705,139.28031438,34.53207022,3.5796
-50755,-162705,139.28042332,34.53207072,3.4060
-50745,-162705,139.28053225,34.53207121,3.1727
-50615,-162705,139.28194837,34.53207761,2.9831
-50605,-162705,139.28205730,34.53207810,2.9175
-50535,-162705,139.28281983,34.53208154,3.0178
-50475,-162705,139.28347343,34.53208449,2.9220
-50465,-162705,139.28358236,34.53208498,2.9072
-50455,-162705,139.28369129,34.53208547,2.9034
-51355,-162715,139.27388797,34.53195080,2.5184
-51345,-162715,139.27399690,34.53195130,2.5631
-51335,-162715,139.27410583,34.53195180,2.5241
-51275,-162715,139.27475943,34.53195479,2.7321
-51265,-162715,139.27486836,34.53195529,2.6420
-51255,-162715,139.27497729,34.53195579,2.6562
-51245,-162715,139.27508622,34.53195628,2.6657
-51235,-162715,139.27519516,34.53195678,2.7048
-51225,-162715,139.27530409,34.53195728,2.7602
-51195,-162715,139.27563089,34.53195877,2.8058
-51185,-162715,139.27573982,34.53195927,2.7689
-51175,-162715,139.27584875,34.53195977,2.7625
-51165,-162715,139.27595768,34.53196026,2.7774
-51155,-162715,139.27606662,34.53196076,2.7931
-51145,-162715,139.27617555,34.53196126,2.8140
-51135,-162715,139.27628448,34.53196175,2.8400
-51125,-162715,139.27639341,34.53196225,2.8317
-51115,-162715,139.27650235,34.53196275,2.8031
-51105,-162715,139.27661128,34.53196324,2.7710
-51085,-162715,139.27682914,34.53196424,2.7418
-51075,-162715,139.27693807,34.53196473,2.7128
-50965,-162715,139.27813633,34.53197019,2.6150
-50955,-162715,139.27824526,34.53197068,2.6132
-50945,-162715,139.27835420,34.53197118,2.6132
-50935,-162715,139.27846313,34.53197167,2.6232
-50925,-162715,139.27857206,34.53197217,2.6375
-50915,-162715,139.27868099,34.53197266,2.6541
-50905,-162715,139.27878993,34.53197316,2.6748
-50895,-162715,139.27889886,34.53197365,2.6844
-50885,-162715,139.27900779,34.53197415,2.6844
-50875,-162715,139.27911672,34.53197464,2.6970
-50865,-162715,139.27922566,34.53197513,2.7029
-50855,-162715,139.27933459,34.53197563,2.7157
-50765,-162715,139.28031498,34.53198007,3.5440
-50755,-162715,139.28042391,34.53198057,3.4121
-50745,-162715,139.28053284,34.53198106,3.2458
-50615,-162715,139.28194897,34.53198746,3.0448
-50605,-162715,139.28205790,34.53198795,2.9389
-50585,-162715,139.28227576,34.53198893,2.9363
-50575,-162715,139.28238470,34.53198943,2.9534
-50565,-162715,139.28249363,34.53198992,2.9998
-50555,-162715,139.28260256,34.53199041,3.0216
-50545,-162715,139.28271149,34.53199090,3.0552
-50535,-162715,139.28282043,34.53199139,3.1615
-50455,-162715,139.28369189,34.53199532,2.9146
-50445,-162715,139.28380082,34.53199581,2.8976
-50435,-162715,139.28390975,34.53199630,2.9011
-51365,-162725,139.27377964,34.53186015,2.5146
-51115,-162725,139.27650295,34.53187260,2.8826
-51105,-162725,139.27661188,34.53187309,2.8156
-51095,-162725,139.27672081,34.53187359,2.8032
-51085,-162725,139.27682974,34.53187409,2.7531
-51035,-162725,139.27737440,34.53187657,2.6704
-51025,-162725,139.27748334,34.53187706,2.6963
-51015,-162725,139.27759227,34.53187756,2.6615
-50995,-162725,139.27781013,34.53187855,2.6964
-50765,-162725,139.28031558,34.53188992,3.4712
-50755,-162725,139.28042451,34.53189042,3.6644
-50745,-162725,139.28053344,34.53189091,3.3897
-50735,-162725,139.28064237,34.53189140,3.2764
-50725,-162725,139.28075130,34.53189189,3.2410
-50715,-162725,139.28086024,34.53189239,3.1873
-50705,-162725,139.28096917,34.53189288,3.1928
-50695,-162725,139.28107810,34.53189337,3.1610
-50685,-162725,139.28118703,34.53189386,3.1047
-50675,-162725,139.28129597,34.53189436,3.0578
-50655,-162725,139.28151383,34.53189534,3.0307
-50595,-162725,139.28216743,34.53189829,2.9817
-50585,-162725,139.28227636,34.53189878,2.9721
-50575,-162725,139.28238529,34.53189928,2.9624
-50565,-162725,139.28249422,34.53189977,3.0632
-50555,-162725,139.28260316,34.53190026,3.1257
-50545,-162725,139.28271209,34.53190075,3.1500
-50535,-162725,139.28282102,34.53190124,3.2390
-50435,-162725,139.28391034,34.53190615,2.9727
-50425,-162725,139.28401928,34.53190664,2.9065
-50415,-162725,139.28412821,34.53190713,2.9182
-50755,-162735,139.28042510,34.53180026,3.7967
-50745,-162735,139.28053404,34.53180076,3.4685
-50735,-162735,139.28064297,34.53180125,3.4090
-50725,-162735,139.28075190,34.53180174,3.3073
-50715,-162735,139.28086083,34.53180224,3.2500
-50705,-162735,139.28096976,34.53180273,3.2605
-50695,-162735,139.28107870,34.53180322,3.2433
-50685,-162735,139.28118763,34.53180371,3.1700
-50675,-162735,139.28129656,34.53180421,3.1268
-50665,-162735,139.28140549,34.53180470,3.0542
-50655,-162735,139.28151443,34.53180519,3.0752
-50565,-162735,139.28249482,34.53180962,3.2892
-50555,-162735,139.28260375,34.53181011,3.4596
-50545,-162735,139.28271268,34.53181060,3.2816
-50535,-162735,139.28282161,34.53181109,3.3561
-50425,-162735,139.28401987,34.53181649,2.9730
-50415,-162735,139.28412880,34.53181698,2.9493
-50405,-162735,139.28423773,34.53181747,2.9057
-50395,-162735,139.28434667,34.53181796,2.8954
-50385,-162735,139.28445560,34.53181845,2.8814
-50375,-162735,139.28456453,34.53181893,2.9373
-51395,-162745,139.27345405,34.53167835,2.4429
-50705,-162745,139.28097036,34.53171258,3.2351
-50375,-162745,139.28456512,34.53172878,3.0582
-50365,-162745,139.28467405,34.53172927,2.9883
-50355,-162745,139.28478299,34.53172976,2.9862
-50345,-162745,139.28489192,34.53173025,3.0014
-51405,-162755,139.27334572,34.53158770,2.4953
-51395,-162755,139.27345465,34.53158820,2.5657
-50345,-162755,139.28489251,34.53164010,3.0212
-50335,-162755,139.28500144,34.53164059,3.0548
-50325,-162755,139.28511037,34.53164108,3.0683
-51405,-162765,139.27334633,34.53149755,2.5118
-50315,-162765,139.28521990,34.53155142,3.1181
-50305,-162765,139.28532883,34.53155191,3.1165
-51415,-162775,139.27323800,34.53140690,2.5482
-51405,-162775,139.27334693,34.53140740,2.6245
-50305,-162775,139.28532942,34.53146176,3.1982
-50295,-162775,139.28543835,34.53146225,3.1656
-51445,-162785,139.27291181,34.53131526,2.4928
-51435,-162785,139.27302074,34.53131576,2.5121
