市町村名,利子割交付金額（千円）
区市町村計,20443957
区計,15156785
市町村計,5287172
市計,5208864
町村計,78308
八王子市,633561
立川市,216471
武蔵野市,278849
三鷹市,291002
青梅市,140168
府中市,336654
昭島市,122254
調布市,330050
町田市,534220
小金井市,180984
小平市,230453
日野市,219858
東村山市,167008
国分寺市,186296
国立市,119642
福生市,60645
狛江市,106943
東大和市,90120
清瀬市,76607
東久留米市,130866
武蔵村山市,61635
多摩市,187411
稲城市,112519
羽村市,61763
あきる野市,78571
西東京市,254314
瑞穂町,31617
日の出町,15245
檜原村,1514
奥多摩町,4478
大島町,6783
利島村,380
新島村,2355
神津島村,1531
三宅村,2709
御蔵島村,356
八丈町,6490
青ヶ島村,286
小笠原村,4564
