X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
18795,126595,142.18961940,27.14257299,9.3128
18805,126595,142.18972029,27.14257285,8.4333
18815,126595,142.18982118,27.14257271,8.4626
18825,126595,142.18992207,27.14257258,10.1557
18925,126595,142.19093095,27.14257121,11.7317
18935,126595,142.19103183,27.14257107,9.5750
18945,126595,142.19113272,27.14257093,8.1328
18955,126595,142.19123361,27.14257080,5.4650
19205,126595,142.19375580,27.14256734,3.3725
19215,126595,142.19385669,27.14256720,6.0800
18795,126585,142.18961925,27.14248273,9.3038
18805,126585,142.18972014,27.14248259,8.4116
18815,126585,142.18982103,27.14248246,7.4490
18825,126585,142.18992191,27.14248232,9.2637
18935,126585,142.19103168,27.14248081,11.6279
18945,126585,142.19113257,27.14248068,9.1074
18955,126585,142.19123345,27.14248054,6.3304
18965,126585,142.19133434,27.14248040,2.5260
19205,126585,142.19375565,27.14247708,3.3644
19215,126585,142.19385653,27.14247694,5.7206
18795,126575,142.18961910,27.14239247,9.9017
18805,126575,142.18971999,27.14239234,10.6986
18945,126575,142.19113241,27.14239042,10.8852
18955,126575,142.19123330,27.14239028,8.7281
18965,126575,142.19133419,27.14239015,4.7170
19205,126575,142.19375549,27.14238682,5.9488
19215,126575,142.19385638,27.14238669,8.0273
18955,126565,142.19123315,27.14230003,9.5387
18965,126565,142.19133404,27.14229989,7.4748
18975,126565,142.19143492,27.14229975,2.8899
18985,126565,142.19153581,27.14229961,0.3784
19195,126565,142.19365445,27.14229671,1.6616
19205,126565,142.19375534,27.14229657,5.0964
18955,126555,142.19123299,27.14220977,10.1999
18965,126555,142.19133388,27.14220963,8.8057
18975,126555,142.19143477,27.14220950,4.1760
18985,126555,142.19153566,27.14220936,1.2376
19195,126555,142.19365429,27.14220645,3.4041
19205,126555,142.19375518,27.14220631,6.4358
18965,126545,142.19133373,27.14211938,10.1087
18975,126545,142.19143462,27.14211924,5.7749
18985,126545,142.19153550,27.14211910,1.9088
19195,126545,142.19365414,27.14211619,4.7445
18975,126535,142.19143446,27.14202898,6.0193
18985,126535,142.19153535,27.14202884,2.0700
19185,126535,142.19355309,27.14202608,0.6210
19195,126535,142.19365398,27.14202594,4.4222
18965,126525,142.19133342,27.14193886,10.6541
18975,126525,142.19143431,27.14193873,6.4483
18985,126525,142.19153519,27.14193859,2.2756
19185,126525,142.19355294,27.14193582,3.2716
18965,126515,142.19133327,27.14184861,8.7717
18975,126515,142.19143415,27.14184847,5.3214
18985,126515,142.19153504,27.14184833,1.9956
19185,126515,142.19355278,27.14184556,2.2537
18965,126505,142.19133311,27.14175835,8.3712
18975,126505,142.19143400,27.14175821,4.8127
18985,126505,142.19153489,27.14175807,1.4031
19195,126505,142.19365351,27.14175517,1.2255
18965,126495,142.19133296,27.14166809,8.2834
18975,126495,142.19143385,27.14166796,4.5675
18985,126495,142.19153473,27.14166782,1.0790
19195,126495,142.19365336,27.14166491,0.8945
19205,126495,142.19375425,27.14166477,2.9314
19215,126495,142.19385513,27.14166463,2.6392
18965,126485,142.19133281,27.14157784,8.1492
18975,126485,142.19143369,27.14157770,4.2289
18985,126485,142.19153458,27.14157756,0.4833
18965,126475,142.19133265,27.14148758,6.6161
18975,126475,142.19143354,27.14148744,2.9658
18965,126465,142.19133250,27.14139732,8.6591
18975,126465,142.19143338,27.14139719,4.6887
18985,126465,142.19153427,27.14139705,0.7097
18965,126455,142.19133234,27.14130707,6.4959
18975,126455,142.19143323,27.14130693,1.7072
19205,126455,142.19375362,27.14130375,1.8566
18965,126445,142.19133219,27.14121681,5.7277
19205,126445,142.19375347,27.14121349,1.7272
18965,126435,142.19133204,27.14112655,3.6396
19205,126435,142.19375331,27.14112323,1.9542
18965,126425,142.19133188,27.14103630,2.2922
18925,126415,142.19092818,27.14094659,9.3569
