X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-63555,-194475,139.14334589,34.24495381,8.2644
-63545,-194475,139.14345445,34.24495442,8.2704
-63535,-194475,139.14356300,34.24495503,10.3360
-63545,-194485,139.14345518,34.24486427,10.0031
-63575,-194545,139.14313392,34.24432152,9.1486
-63565,-194545,139.14324248,34.24432213,8.6586
-63555,-194545,139.14335104,34.24432274,8.3268
-63565,-194555,139.14324322,34.24423198,8.2384
-63555,-194555,139.14335177,34.24423259,8.7422
-63545,-194555,139.14346033,34.24423320,9.9621
-63975,-194565,139.13879310,34.24411670,11.2011
-63965,-194565,139.13890166,34.24411731,11.8013
-63985,-194575,139.13868528,34.24402593,9.2257
-63975,-194575,139.13879384,34.24402654,9.2646
-63965,-194575,139.13890240,34.24402716,9.9675
-63985,-194585,139.13868602,34.24393578,8.9485
-63975,-194585,139.13879458,34.24393639,8.5365
-63965,-194585,139.13890314,34.24393701,7.9073
-63955,-194585,139.13901169,34.24393762,11.8164
-63975,-194595,139.13879532,34.24384624,9.1739
-63965,-194595,139.13890388,34.24384686,11.1457
-63665,-194595,139.14216059,34.24386526,11.7079
-63655,-194595,139.14226915,34.24386587,11.0815
-63975,-194605,139.13879606,34.24375609,10.9515
-63965,-194605,139.13890462,34.24375670,11.6313
-63655,-194605,139.14226988,34.24377572,11.4432
-63975,-194615,139.13879680,34.24366594,10.8523
-63965,-194615,139.13890536,34.24366655,10.9676
-63925,-194615,139.13933959,34.24366901,12.6553
-63675,-194615,139.14205351,34.24368434,11.9634
-63935,-194625,139.13923177,34.24357824,12.4460
-63925,-194625,139.13934033,34.24357886,11.0320
-63705,-194625,139.14172857,34.24359235,12.3741
-63675,-194625,139.14205424,34.24359419,10.8897
-63615,-194625,139.14270558,34.24359786,10.1943
-63935,-194635,139.13923251,34.24348809,11.5733
-63925,-194635,139.13934107,34.24348871,11.3364
-63915,-194635,139.13944962,34.24348932,8.5172
-63895,-194635,139.13966674,34.24349055,12.3581
-63735,-194635,139.14140364,34.24350036,13.4688
-63725,-194635,139.14151220,34.24350098,12.7121
-63715,-194635,139.14162075,34.24350159,10.4840
-63705,-194635,139.14172931,34.24350220,10.8889
-63695,-194635,139.14183787,34.24350281,10.0366
-63685,-194635,139.14194642,34.24350343,10.0343
-63675,-194635,139.14205498,34.24350404,9.1331
-63665,-194635,139.14216354,34.24350465,9.6967
-63655,-194635,139.14227209,34.24350526,9.9668
-63645,-194635,139.14238065,34.24350587,10.6019
-63635,-194635,139.14248921,34.24350649,10.6689
-63625,-194635,139.14259776,34.24350710,10.7020
-63615,-194635,139.14270632,34.24350771,10.0545
-63605,-194635,139.14281488,34.24350832,9.8748
-63595,-194635,139.14292343,34.24350893,10.3878
-63585,-194635,139.14303199,34.24350954,10.4956
-63575,-194635,139.14314055,34.24351015,10.4091
-63565,-194635,139.14324910,34.24351077,10.4508
-63555,-194635,139.14335766,34.24351138,10.6684
-63545,-194635,139.14346622,34.24351199,11.3118
-63945,-194645,139.13912469,34.24339733,12.0074
-63935,-194645,139.13923325,34.24339794,12.3613
-63915,-194645,139.13945036,34.24339917,10.6934
-63895,-194645,139.13966747,34.24340040,11.0990
-63805,-194645,139.14064448,34.24340592,11.9974
-63795,-194645,139.14075304,34.24340653,11.1455
-63785,-194645,139.14086160,34.24340715,12.8326
-63775,-194645,139.14097015,34.24340776,12.9735
