X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
12235,79455,142.12297459,26.71716325,0.6356
12245,79455,142.12307510,26.71716317,0.5924
12305,79455,142.12367816,26.71716264,0.8944
12245,79445,142.12307500,26.71707290,0.6431
12285,79445,142.12347704,26.71707255,0.6110
12295,79445,142.12357755,26.71707247,0.6001
11945,79435,142.12005960,26.71698522,0.5848
12285,79435,142.12347695,26.71698229,0.5777
12295,79435,142.12357746,26.71698220,0.5782
12305,79435,142.12367797,26.71698212,0.5805
11945,79425,142.12005951,26.71689496,0.5678
12285,79425,142.12347685,26.71689203,0.5820
12295,79425,142.12357736,26.71689194,0.5879
11895,79415,142.11955686,26.71680512,0.8044
12285,79415,142.12347675,26.71680177,0.5828
12295,79415,142.12357726,26.71680168,0.5836
12285,79405,142.12347665,26.71671151,0.5874
12125,79395,142.12186840,26.71662263,0.6293
12285,79395,142.12347656,26.71662124,0.5883
12235,79385,142.12297391,26.71653142,0.7245
12275,79385,142.12337595,26.71653107,0.5941
12225,79375,142.12287330,26.71644124,0.6710
12235,79375,142.12297381,26.71644116,0.6912
12225,79365,142.12287321,26.71635098,0.6491
12235,79365,142.12297372,26.71635089,0.6583
12225,79355,142.12287311,26.71626072,0.6184
12235,79355,142.12297362,26.71626063,0.6185
12245,79355,142.12307413,26.71626054,0.6039
12205,79345,142.12267200,26.71617063,0.6785
12225,79345,142.12287301,26.71617046,0.6291
12195,79335,142.12257139,26.71608045,0.6376
12115,79295,142.12176693,26.71572010,0.6395
12035,79275,142.12096267,26.71554026,0.6104
12215,79235,142.12277144,26.71517766,0.6606
12225,79235,142.12287195,26.71517757,0.6708
12055,79215,142.12116311,26.71499851,0.6170
12055,79205,142.12116302,26.71490825,0.6135
12085,79205,142.12146454,26.71490799,0.6365
12165,79185,142.12226841,26.71472678,0.6312
12425,79155,142.12488133,26.71445372,0.5985
12435,79155,142.12498184,26.71445363,0.5997
12375,79145,142.12437869,26.71436390,0.6017
12435,79145,142.12498174,26.71436337,0.6294
12525,79145,142.12588631,26.71436257,0.7826
12535,79145,142.12598682,26.71436248,0.9629
12215,79115,142.12277028,26.71409451,0.6607
12255,79115,142.12317231,26.71409416,0.6769
12265,79115,142.12327282,26.71409407,0.6696
12555,79115,142.12618754,26.71409151,0.6423
12465,79065,142.12528247,26.71364100,0.6466
12485,79035,142.12548319,26.71337004,0.6262
12495,79035,142.12558370,26.71336995,0.6011
12515,79025,142.12578461,26.71327951,0.6003
12195,79015,142.12256830,26.71319206,0.6316
12255,79005,142.12317124,26.71310128,0.6915
12545,79005,142.12608594,26.71309872,0.5910
12235,78985,142.12297003,26.71292093,0.6477
12245,78985,142.12307054,26.71292084,0.6567
12565,78985,142.12628675,26.71291801,0.6206
12245,78975,142.12307044,26.71283058,0.6476
12575,78975,142.12638716,26.71282766,0.6199
12585,78965,142.12648756,26.71273731,0.6179
12595,78955,142.12658797,26.71264696,0.6023
12605,78945,142.12668838,26.71255661,0.5897
12605,78935,142.12668828,26.71246634,0.5919
12605,78925,142.12668818,26.71237608,0.5960
12605,78915,142.12668808,26.71228582,0.6043
12595,78905,142.12658747,26.71219565,0.6211
12595,78895,142.12658737,26.71210538,0.6239
12595,78885,142.12658727,26.71201512,0.6300
12605,78885,142.12668778,26.71201503,0.6257
12195,78875,142.12256694,26.71192839,0.6084
12595,78875,142.12658717,26.71192486,0.6488
12605,78875,142.12668768,26.71192477,0.6330
12615,78875,142.12678818,26.71192468,0.6234
12625,78875,142.12688869,26.71192459,0.6099
