X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-43235,-131685,139.36075574,34.81205681,4.2445
-43225,-131685,139.36086504,34.81205723,4.4512
-43265,-131675,139.36042733,34.81214568,4.0213
-43255,-131675,139.36053663,34.81214610,4.1701
-43245,-131675,139.36064593,34.81214653,4.2353
-43235,-131675,139.36075523,34.81214695,4.2984
-43225,-131675,139.36086453,34.81214738,4.5001
-43215,-131675,139.36097383,34.81214780,4.7199
-43205,-131675,139.36108313,34.81214823,4.8745
-43195,-131675,139.36119243,34.81214865,5.0812
-43185,-131675,139.36130174,34.81214907,5.1706
-43175,-131675,139.36141104,34.81214950,5.2126
-43265,-131665,139.36042681,34.81223583,3.9581
-43255,-131665,139.36053611,34.81223625,4.1609
-43245,-131665,139.36064541,34.81223668,4.3368
-43235,-131665,139.36075471,34.81223710,4.3857
-43225,-131665,139.36086402,34.81223752,4.3588
-43195,-131665,139.36119192,34.81223880,5.3091
-43185,-131665,139.36130122,34.81223922,5.2745
-43175,-131665,139.36141052,34.81223965,5.3119
-43165,-131665,139.36151982,34.81224007,5.3424
-43265,-131655,139.36042630,34.81232597,4.0143
-43255,-131655,139.36053560,34.81232640,4.1538
-43155,-131655,139.36162861,34.81233064,5.4494
-43145,-131655,139.36173791,34.81233106,5.5012
-43135,-131655,139.36184721,34.81233149,5.5371
-43125,-131655,139.36195652,34.81233191,5.5807
-43275,-131645,139.36031648,34.81241570,3.8543
-43265,-131645,139.36042578,34.81241612,3.8406
-43145,-131645,139.36173740,34.81242121,5.9185
-43135,-131645,139.36184670,34.81242163,5.8221
-43125,-131645,139.36195600,34.81242206,5.6292
-43115,-131645,139.36206530,34.81242248,5.6479
-43285,-131635,139.36020666,34.81250542,3.8004
-43275,-131635,139.36031596,34.81250584,3.9024
-43265,-131635,139.36042527,34.81250627,4.0415
-43115,-131635,139.36206479,34.81251263,5.7322
-43105,-131635,139.36217409,34.81251305,5.7442
-43095,-131635,139.36228339,34.81251347,5.6695
-43085,-131635,139.36239270,34.81251390,5.5778
-43075,-131635,139.36250200,34.81251432,5.4705
-43065,-131635,139.36261130,34.81251474,5.2456
-43285,-131625,139.36020615,34.81259556,3.7366
-43275,-131625,139.36031545,34.81259599,3.7614
-43095,-131625,139.36228288,34.81260362,5.6118
-43085,-131625,139.36239218,34.81260404,5.5950
-43075,-131625,139.36250148,34.81260447,5.5107
-43065,-131625,139.36261079,34.81260489,5.2432
-43275,-131615,139.36031493,34.81268614,3.7837
-43065,-131615,139.36261027,34.81269504,5.1763
-43055,-131615,139.36271958,34.81269546,5.0877
-43045,-131615,139.36282888,34.81269588,4.9980
-43035,-131615,139.36293818,34.81269631,4.9732
-43285,-131605,139.36020512,34.81277586,3.7969
-43275,-131605,139.36031442,34.81277628,3.7945
-43055,-131605,139.36271906,34.81278561,5.2501
-43045,-131605,139.36282837,34.81278603,5.3300
-43025,-131605,139.36304697,34.81278688,4.8221
-43005,-131605,139.36326557,34.81278772,4.6563
-42995,-131605,139.36337488,34.81278814,4.5351
-42985,-131605,139.36348418,34.81278856,4.4739
-43285,-131595,139.36020460,34.81286601,3.7193
-43275,-131595,139.36031390,34.81286643,3.7415
-43015,-131595,139.36315576,34.81287744,4.9499
-42225,-131595,139.37179064,34.81291050,5.2270
-42215,-131595,139.37189995,34.81291092,5.2870
-42195,-131595,139.37211855,34.81291175,5.1645
-42185,-131595,139.37222785,34.81291216,5.0523
-42175,-131595,139.37233716,34.81291257,4.9543
-42165,-131595,139.37244646,34.81291299,4.9383
-42155,-131595,139.37255576,34.81291340,4.9558
-43285,-131585,139.36020409,34.81295615,3.6492
-43275,-131585,139.36031339,34.81295658,3.6515
-43265,-131585,139.36042269,34.81295700,3.6044
-42985,-131585,139.36348315,34.81296886,4.7448
-42975,-131585,139.36359246,34.81296928,4.5550
-42235,-131585,139.37168084,34.81300024,5.2368
-42225,-131585,139.37179014,34.81300065,5.3585
-42215,-131585,139.37189944,34.81300106,5.4315
-42205,-131585,139.37200875,34.81300148,5.4187
-42195,-131585,139.37211805,34.81300189,5.5231
-42155,-131585,139.37255526,34.81300355,5.0580
-42145,-131585,139.37266456,34.81300396,5.0805
-42135,-131585,139.37277386,34.81300438,5.2797
-43285,-131575,139.36020357,34.81304630,3.5229
-43275,-131575,139.36031287,34.81304673,3.4388
-43265,-131575,139.36042217,34.81304715,3.6532
-43255,-131575,139.36053148,34.81304757,3.8422
-42985,-131575,139.36348264,34.81305901,4.9334
-42975,-131575,139.36359195,34.81305943,4.6928
-42965,-131575,139.36370125,34.81305985,4.5117
-42255,-131575,139.37146173,34.81308955,4.9726
-42245,-131575,139.37157103,34.81308997,5.1100
-42235,-131575,139.37168034,34.81309038,5.2108
-42135,-131575,139.37277336,34.81309452,5.5860
-42125,-131575,139.37288266,34.81309494,5.6729
-42115,-131575,139.37299197,34.81309535,5.6788
-43255,-131565,139.36053096,34.81313772,3.8667
-42975,-131565,139.36359143,34.81314957,4.7928
-42965,-131565,139.36370074,34.81315000,4.6399
-42955,-131565,139.36381004,34.81315042,4.5287
