X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-28195,-207945,139.52766369,34.12507027,1.5850
-28005,-207945,139.52972351,34.12507538,1.3865
-28225,-207955,139.52733879,34.12497931,1.3233
-28215,-207955,139.52744720,34.12497958,1.2511
-28205,-207955,139.52755561,34.12497985,1.3525
-28195,-207955,139.52766402,34.12498012,1.2643
-28185,-207955,139.52777243,34.12498039,1.2103
-28035,-207955,139.52939860,34.12498442,0.7020
-28025,-207955,139.52950701,34.12498469,0.8187
-28015,-207955,139.52961542,34.12498496,0.0431
-28005,-207955,139.52972383,34.12498523,0.7032
-27995,-207955,139.52983224,34.12498549,1.0326
-27985,-207955,139.52994066,34.12498576,0.8362
-27975,-207955,139.53004907,34.12498603,0.9151
-27965,-207955,139.53015748,34.12498630,1.4181
-28675,-207965,139.52246061,34.12487689,1.2566
-28665,-207965,139.52256902,34.12487717,0.5350
-28655,-207965,139.52267743,34.12487744,1.0764
-28255,-207965,139.52701388,34.12488834,1.2050
-28245,-207965,139.52712229,34.12488861,1.3481
-28235,-207965,139.52723070,34.12488888,0.9437
-28225,-207965,139.52733911,34.12488915,0.6196
-28215,-207965,139.52744752,34.12488942,0.2345
-28205,-207965,139.52755593,34.12488969,0.0349
-28165,-207965,139.52798958,34.12489077,-0.0319
-28155,-207965,139.52809799,34.12489104,0.0847
-28145,-207965,139.52820640,34.12489130,0.1608
-28135,-207965,139.52831481,34.12489157,0.5034
-28125,-207965,139.52842322,34.12489184,0.9629
-28115,-207965,139.52853163,34.12489211,1.2260
-28105,-207965,139.52864004,34.12489238,1.4549
-28095,-207965,139.52874845,34.12489265,1.4992
-28085,-207965,139.52885687,34.12489292,1.6657
-28075,-207965,139.52896528,34.12489319,0.5856
-27955,-207965,139.53026621,34.12489641,0.4806
-27945,-207965,139.53037462,34.12489667,1.0357
-27935,-207965,139.53048303,34.12489694,1.3740
-27925,-207965,139.53059144,34.12489721,1.4960
-27915,-207965,139.53069986,34.12489747,1.8980
-28785,-207975,139.52126842,34.12478371,1.1437
-28775,-207975,139.52137683,34.12478399,1.2607
-28765,-207975,139.52148524,34.12478426,1.2356
-28755,-207975,139.52159365,34.12478454,1.4359
-28745,-207975,139.52170206,34.12478481,1.0601
-28735,-207975,139.52181048,34.12478509,0.3382
-28725,-207975,139.52191889,34.12478536,-0.0489
-28635,-207975,139.52289458,34.12478783,0.2230
-28625,-207975,139.52300300,34.12478811,0.8588
-28255,-207975,139.52701420,34.12479818,1.2324
-28245,-207975,139.52712261,34.12479845,1.0138
-28235,-207975,139.52723102,34.12479872,0.2525
-28115,-207975,139.52853196,34.12480195,0.0455
-28105,-207975,139.52864037,34.12480222,0.3591
-28095,-207975,139.52874878,34.12480249,0.5964
-28085,-207975,139.52885719,34.12480276,0.6710
-27925,-207975,139.53059177,34.12480705,0.6304
-27915,-207975,139.53070018,34.12480732,1.5517
-27905,-207975,139.53080859,34.12480758,1.7522
-28805,-207985,139.52105193,34.12469300,0.8699
-28795,-207985,139.52116034,34.12469328,1.0947
-28275,-207985,139.52679771,34.12470748,-0.0499
-28265,-207985,139.52690612,34.12470775,-0.0465
-28255,-207985,139.52701453,34.12470802,0.1918
-28015,-207985,139.52961639,34.12471448,0.2203
-28005,-207985,139.52972480,34.12471475,1.1442
-27995,-207985,139.52983321,34.12471502,0.8410
-27985,-207985,139.52994162,34.12471528,0.6240
-27975,-207985,139.53005003,34.12471555,0.2828
-27915,-207985,139.53070050,34.12471716,-0.0500
-27905,-207985,139.53080891,34.12471742,0.4333
-27895,-207985,139.53091732,34.12471769,0.7239
-27885,-207985,139.53102573,34.12471796,1.1683
-27875,-207985,139.53113414,34.12471822,1.0785
-27865,-207985,139.53124255,34.12471849,1.2690
-27855,-207985,139.53135096,34.12471876,0.9112
