X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-21445,-232785,139.60145132,33.90127018,1127.6,1136.8,1151.0,1313.5
-21145,-232805,139.60469564,33.90109592,1301.7,1305.4,1316.2,1320.8
-21335,-232815,139.60264146,33.90100192,1124.7,1135.5,1149.9,1309.8
-21325,-232815,139.60274958,33.90100213,1140.1,1146.1,1155.8,1312.6
-21315,-232815,139.60285771,33.90100233,1150.6,1155.1,1165.0,1312.3
-21305,-232815,139.60296584,33.90100253,1145.0,1150.8,1159.5,1310.2
-21295,-232815,139.60307397,33.90100273,1148.5,1154.1,1161.8,1309.8
-21285,-232815,139.60318209,33.90100293,1147.8,1153.3,1161.1,1310.6
-21275,-232815,139.60329022,33.90100314,1163.8,1171.7,1297.3,1312.0
-21265,-232815,139.60339835,33.90100334,1295.7,1298.8,1307.3,1312.9
-21255,-232815,139.60350648,33.90100354,1164.2,1167.8,1296.8,1314.8
-21245,-232815,139.60361460,33.90100374,1125.8,1137.1,1153.3,1315.2
-21235,-232815,139.60372273,33.90100394,1147.7,1152.8,1167.2,1314.3
-21225,-232815,139.60383086,33.90100415,116.7,1128.6,1148.3,1315.0
-21215,-232815,139.60393899,33.90100435,116.6,1128.8,1148.2,1320.3
-21195,-232815,139.60415524,33.90100475,116.4,1129.6,1148.6,1320.0
-21185,-232815,139.60426337,33.90100495,116.8,1130.2,1149.2,1318.8
-21175,-232815,139.60437150,33.90100515,117.0,1130.5,1150.0,1322.3
-21385,-232825,139.60210106,33.90091075,119.3,1126.0,1143.8,1313.5
-21355,-232825,139.60242544,33.90091136,184.8,1135.1,1148.1,1311.2
-21345,-232825,139.60253357,33.90091156,1138.7,1145.0,1152.3,1308.6
-21335,-232825,139.60264170,33.90091176,1153.6,1158.5,1291.1,1309.8
-21325,-232825,139.60274983,33.90091196,1163.8,1171.2,1296.0,1312.1
-21315,-232825,139.60285795,33.90091217,1293.7,1296.8,1300.4,1311.8
-21305,-232825,139.60296608,33.90091237,1300.3,1304.1,-9999.0,1308.3
-21295,-232825,139.60307421,33.90091257,-9999.0,-9999.0,-9999.0,1309.1
-21245,-232825,139.60361485,33.90091358,1308.2,1313.2,-9999.0,1316.5
-21235,-232825,139.60372297,33.90091378,1295.1,1299.8,1305.0,1312.5
-21225,-232825,139.60383110,33.90091398,1159.0,1165.8,1297.8,1310.8
-21215,-232825,139.60393923,33.90091418,1168.5,1174.0,1301.5,1320.2
-21205,-232825,139.60404736,33.90091439,1134.8,1143.2,1154.1,1320.7
-21195,-232825,139.60415548,33.90091459,1153.4,1158.5,1178.3,1319.6
-21185,-232825,139.60426361,33.90091479,1161.7,1167.9,1298.1,1317.5
-21175,-232825,139.60437174,33.90091499,1156.8,1162.1,1295.1,1323.2
-21165,-232825,139.60447987,33.90091519,1139.5,1146.6,1158.3,1323.2
-21125,-232825,139.60491238,33.90091599,120.8,1133.8,1152.6,1322.0
-21115,-232825,139.60502050,33.90091619,119.5,1133.5,1153.7,1322.7
-21545,-232835,139.60037127,33.90081733,106.8,1115.6,1136.7,1315.6
-21475,-232835,139.60112816,33.90081875,1127.2,1134.9,1146.0,1315.8
-21465,-232835,139.60123629,33.90081896,1123.8,1133.2,1143.2,1314.6
-21455,-232835,139.60134441,33.90081916,1147.0,1152.4,1165.2,1314.1
-21445,-232835,139.60145254,33.90081937,1146.2,1151.6,1161.2,1308.6
-21435,-232835,139.60156067,33.90081957,1146.8,1152.3,1159.5,1311.9
-21425,-232835,139.60166880,33.90081977,1143.6,1149.4,1155.7,1310.3
-21415,-232835,139.60177692,33.90081998,1139.9,1145.7,1152.8,1309.2
-21405,-232835,139.60188505,33.90082018,1142.6,1147.8,1154.2,1308.0
-21395,-232835,139.60199318,33.90082038,1145.8,1150.8,1155.8,1313.3
-21385,-232835,139.60210131,33.90082058,1157.7,1163.3,1292.1,1312.1
-21375,-232835,139.60220943,33.90082079,1155.2,1159.7,1290.7,1310.1
-21365,-232835,139.60231756,33.90082099,1162.8,1167.8,1294.2,1310.3
-21355,-232835,139.60242569,33.90082119,1306.3,1310.8,-9999.0,1311.5
-21345,-232835,139.60253381,33.90082140,1296.2,1299.7,1303.9,1305.9
-21335,-232835,139.60264194,33.90082160,1301.7,1306.3,-9999.0,1309.8
-21205,-232835,139.60404760,33.90082422,1303.8,1308.3,-9999.0,1323.0
-21195,-232835,139.60415573,33.90082442,1308.5,1312.9,-9999.0,1318.2
-21175,-232835,139.60437198,33.90082483,1315.3,1318.2,-9999.0,1322.2
-21165,-232835,139.60448011,33.90082503,1297.0,1301.2,1309.2,1324.3
-21135,-232835,139.60480449,33.90082563,1173.2,1300.2,1305.6,1322.8
-21125,-232835,139.60491262,33.90082583,1165.2,1171.4,1301.9,1323.2
-21115,-232835,139.60502074,33.90082603,1153.3,1160.6,1175.0,1323.8
-21105,-232835,139.60512887,33.90082623,1149.9,1156.2,1167.4,1324.7
-21095,-232835,139.60523700,33.90082643,1143.1,1150.2,1163.0,2023.9
-21065,-232835,139.60556138,33.90082703,119.7,1137.6,1158.3,2022.8
-21555,-232845,139.60026339,33.90072696,107.5,1116.8,1136.4,1307.7
-21545,-232845,139.60037151,33.90072716,1133.0,1138.2,1149.6,1315.0
-21535,-232845,139.60047964,33.90072737,1141.1,1146.2,1158.2,1315.8
-21525,-232845,139.60058777,33.90072757,1134.4,1140.8,1150.2,1989.2
-21515,-232845,139.60069589,33.90072778,1140.7,1145.6,1154.8,1313.4
-21505,-232845,139.60080402,33.90072798,1145.1,1149.7,1161.8,1312.5
-21495,-232845,139.60091215,33.90072818,1152.1,1156.2,1287.7,1311.2
-21485,-232845,139.60102028,33.90072839,1291.2,1299.1,1306.8,1309.2
