X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-6985,-391135,139.75902076,32.47356146,2573.1,3742.6,-9999.0,10729.5
-6975,-391135,139.75912714,32.47356152,1300.3,2572.2,-9999.0,10730.0
-7015,-391145,139.75870166,32.47347108,5622.5,5935.6,-9999.0,5938.4
-6965,-391155,139.75923368,32.47338121,5929.8,-9999.0,-9999.0,6668.5
-6945,-391165,139.75944653,32.47329115,5788.1,-9999.0,-9999.0,5795.2
-7095,-391185,139.75785086,32.47310984,1158.6,1600.8,5752.0,5759.5
-6925,-391185,139.75965946,32.47311091,2579.4,5792.4,-9999.0,5797.1
-7125,-391195,139.75753177,32.47301946,5763.7,-9999.0,-9999.0,5767.1
-7115,-391195,139.75763816,32.47301953,1158.6,1845.2,5754.1,5763.6
-7105,-391195,139.75774454,32.47301959,5753.6,5758.4,-9999.0,5762.2
-6915,-391195,139.75976592,32.47302079,1296.2,2568.4,5797.6,5799.0
-7175,-391205,139.75699990,32.47292896,5749.4,-9999.0,-9999.0,5760.9
-7155,-391205,139.75721268,32.47292908,12299.2,-9999.0,-9999.0,12300.0
-7145,-391205,139.75731907,32.47292915,1842.2,2825.8,12296.0,12297.3
-7135,-391205,139.75742545,32.47292921,-9999.0,-9999.0,-9999.0,12298.7
-6905,-391205,139.75987238,32.47293067,5797.8,-9999.0,-9999.0,5804.2
-7205,-391215,139.75668082,32.47283858,1152.7,2559.2,5753.4,5754.4
-7195,-391215,139.75678720,32.47283864,1360.6,2563.5,-9999.0,13471.7
-7185,-391215,139.75689359,32.47283871,5751.8,-9999.0,-9999.0,8359.9
-6885,-391215,139.76008523,32.47284060,5610.7,5802.1,-9999.0,10999.1
-7205,-391225,139.75668089,32.47274839,-9999.0,-9999.0,-9999.0,5758.8
-6875,-391235,139.76019176,32.47266030,5806.2,11002.2,-9999.0,11003.5
-6865,-391235,139.76029815,32.47266036,1859.0,2577.4,-9999.0,10998.4
-6855,-391245,139.76040461,32.47257024,5674.0,7283.5,-9999.0,7285.5
-7295,-391295,139.75572394,32.47211652,3749.9,5758.2,-9999.0,5759.0
-6785,-391295,139.76114968,32.47211975,1321.4,2558.9,-9999.0,7683.9
-6775,-391305,139.76125614,32.47202962,1323.3,2550.5,-9999.0,7686.6
-6765,-391315,139.76136260,32.47193950,2583.6,3278.9,-9999.0,7690.6
-6755,-391315,139.76146899,32.47193956,1323.4,2556.4,-9999.0,6335.9
-6735,-391325,139.76168183,32.47184950,2574.7,3124.7,-9999.0,6337.4
-6725,-391325,139.76178822,32.47184956,1324.1,2559.0,-9999.0,6339.8
-7325,-391335,139.75540509,32.47175558,1271.4,2827.0,-9999.0,5762.2
-6725,-391335,139.76178829,32.47175937,1345.8,2566.2,-9999.0,6341.6
-7325,-391345,139.75540517,32.47166540,2837.9,5755.8,-9999.0,5761.6
-6715,-391345,139.76189475,32.47166925,1328.3,2564.1,-9999.0,6344.0
-7335,-391355,139.75529886,32.47157515,1281.8,2830.1,-9999.0,5760.7
-6705,-391355,139.76200120,32.47157912,1329.3,2529.1,-9999.0,6341.6
-7335,-391365,139.75529894,32.47148496,2838.9,5757.6,-9999.0,5761.4
-6685,-391365,139.76221405,32.47148906,1343.3,2528.3,-9999.0,6347.0
-7335,-391375,139.75529902,32.47139478,5610.9,-9999.0,-9999.0,5767.5
-6665,-391375,139.76242689,32.47139900,1796.2,2536.0,-9999.0,15684.2
-6655,-391375,139.76253328,32.47139906,1319.8,2528.4,-9999.0,6356.0
-6645,-391375,139.76263966,32.47139912,1314.1,2529.9,-9999.0,6355.6
-6635,-391385,139.76274612,32.47130899,2534.3,2765.4,-9999.0,15687.3
-6625,-391385,139.76285251,32.47130905,1315.9,2534.5,-9999.0,15688.3
-6615,-391395,139.76295896,32.47121893,2545.8,2772.6,-9999.0,5469.5
-6605,-391395,139.76306535,32.47121899,1304.1,2537.2,-9999.0,5466.2
-6595,-391405,139.76317180,32.47112886,5462.6,-9999.0,-9999.0,5470.4
-6585,-391405,139.76327819,32.47112892,1301.1,2069.9,-9999.0,5473.6
-6575,-391405,139.76338458,32.47112898,1299.2,2070.6,-9999.0,5475.0
-7345,-391415,139.75519294,32.47103398,1269.3,2836.1,-9999.0,18283.2
-6565,-391415,139.76349103,32.47103885,1343.2,2072.4,-9999.0,9148.6
-6555,-391415,139.76359742,32.47103891,1306.6,2533.1,-9999.0,9150.2
-6545,-391415,139.76370380,32.47103897,1306.0,2527.1,-9999.0,6887.1
-7345,-391425,139.75519302,32.47094379,5559.7,-9999.0,-9999.0,18288.0
-6495,-391425,139.76423580,32.47094908,2581.1,6018.2,-9999.0,6021.9
-6485,-391425,139.76434219,32.47094914,1587.2,2555.5,-9999.0,6021.3
-6475,-391425,139.76444857,32.47094920,1310.5,2518.4,-9999.0,6020.4
-7345,-391435,139.75519310,32.47085361,5133.2,5562.5,-9999.0,18293.0
-6465,-391435,139.76455503,32.47085907,5868.6,-9999.0,-9999.0,5872.2
-6435,-391445,139.76487425,32.47076906,3490.6,-9999.0,-9999.0,5868.8
-6425,-391445,139.76498064,32.47076912,1608.5,2565.7,-9999.0,15677.4
-6415,-391445,139.76508702,32.47076918,2770.9,-9999.0,-9999.0,5857.4
-6395,-391455,139.76529986,32.47067911,1860.5,2768.4,-9999.0,5851.1
-6385,-391455,139.76540625,32.47067917,1310.1,2522.9,-9999.0,7652.5
-6375,-391455,139.76551263,32.47067922,1308.1,2523.4,-9999.0,7651.6
-6365,-391455,139.76561902,32.47067928,1304.0,2520.5,-9999.0,5848.4
-6355,-391465,139.76572547,32.47058915,-9999.0,-9999.0,-9999.0,5852.8
-6345,-391465,139.76583186,32.47058921,2546.1,3474.9,-9999.0,5850.8
-7355,-391475,139.75508703,32.47049281,1274.2,2804.4,-9999.0,18289.8
-6315,-391475,139.76615108,32.47049920,5845.1,-9999.0,-9999.0,6308.0
-6305,-391475,139.76625746,32.47049925,1312.5,2531.7,-9999.0,5853.0
