区市町村コード,区市町村,冬夕、風速8m/s、死者（計）,冬夕、風速8m/s、死者（揺れ）,冬夕、風速8m/s、死者（屋内収容物）,冬夕、風速8m/s、死者（急傾斜地崩壊）,冬夕、風速8m/s、死者（火災）,冬夕、風速8m/s、死者（ブロック塀等）,冬夕、風速8m/s、死者（屋外落下物）,冬昼、風速8m/s、死者（計）,冬昼、風速8m/s、死者（揺れ）,冬昼、風速8m/s、死者（屋内収容物）,冬昼、風速8m/s、死者（急傾斜地崩壊）,冬昼、風速8m/s、死者（火災）,冬昼、風速8m/s、死者（ブロック塀等）,冬昼、風速8m/s、死者（屋外落下物）,冬早朝、風速8m/s、死者（計）,冬早朝、風速8m/s、死者（揺れ）,冬早朝、風速8m/s、死者（屋内収容物）,冬早朝、風速8m/s、死者（急傾斜地崩壊）,冬早朝、風速8m/s、死者（火災）,冬早朝、風速8m/s、死者（ブロック塀等）,冬早朝、風速8m/s、死者（屋外落下物）,冬夕、風速4m/s、死者（計）,冬夕、風速4m/s、死者（揺れ）,冬夕、風速4m/s、死者（屋内収容物）,冬夕、風速4m/s、死者（急傾斜地崩壊）,冬夕、風速4m/s、死者（火災）,冬夕、風速4m/s、死者（ブロック塀等）,冬夕、風速4m/s、死者（屋外落下物）,冬昼、風速4m/s、死者（計）,冬昼、風速4m/s、死者（揺れ）,冬昼、風速4m/s、死者（屋内収容物）,冬昼、風速4m/s、死者（急傾斜地崩壊）,冬昼、風速4m/s、死者（火災）,冬昼、風速4m/s、死者（ブロック塀等）,冬昼、風速4m/s、死者（屋外落下物）,冬早朝、風速4m/s、死者（計）,冬早朝、風速4m/s、死者（揺れ）,冬早朝、風速4m/s、死者（屋内収容物）,冬早朝、風速4m/s、死者（急傾斜地崩壊）,冬早朝、風速4m/s、死者（火災）,冬早朝、風速4m/s、死者（ブロック塀等）,冬早朝、風速4m/s、死者（屋外落下物）
13101,千代田区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13102,中央区,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13103,港区,8,7,0,0,1,0,0,9,8,0,0,1,0,0,2,2,0,0,0,0,0,8,7,0,0,1,0,0,9,8,0,0,1,0,0,2,2,0,0,0,0,0
13104,新宿区,2,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
13105,文京区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13106,台東区,9,8,0,0,1,0,0,10,9,0,0,1,0,0,8,1,7,0,0,0,0,9,8,0,0,1,0,0,10,9,0,0,1,0,0,8,1,7,0,0,0,0
13107,墨田区,9,8,0,0,1,0,0,9,8,0,0,1,0,0,9,9,0,0,0,0,0,9,8,0,0,1,0,0,9,8,0,0,1,0,0,9,9,0,0,0,0,0
13108,江東区,10,9,0,0,1,0,0,11,10,0,0,1,0,0,8,8,0,0,0,0,0,10,9,0,0,1,0,0,11,10,0,0,1,0,0,8,8,0,0,0,0,0
13109,品川区,9,8,0,0,2,0,0,10,9,0,0,2,0,0,6,6,0,0,0,0,0,9,8,0,0,2,0,0,10,9,0,0,2,0,0,6,6,0,0,0,0,0
13110,目黒区,18,16,0,0,2,0,0,17,16,0,0,2,0,0,20,19,0,0,0,0,0,18,16,0,0,2,0,0,17,16,0,0,2,0,0,20,19,0,0,0,0,0
