X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-6985,-391135,139.75902076,32.47356146,0.6496
-6975,-391135,139.75912714,32.47356152,1.5220
-7015,-391145,139.75870166,32.47347108,0.4306
-6965,-391155,139.75923368,32.47338121,0.2065
-6945,-391165,139.75944653,32.47329115,0.2886
-7095,-391185,139.75785086,32.47310984,2.1235
-6925,-391185,139.75965946,32.47311091,0.6442
-7125,-391195,139.75753177,32.47301946,0.0492
-7115,-391195,139.75763816,32.47301953,1.5013
-7105,-391195,139.75774454,32.47301959,0.5174
-6915,-391195,139.75976592,32.47302079,1.5258
-7175,-391205,139.75699990,32.47292896,0.2862
-7155,-391205,139.75721268,32.47292908,0.0179
-7145,-391205,139.75731907,32.47292915,1.0471
-7135,-391205,139.75742545,32.47292921,0.0040
-6905,-391205,139.75987238,32.47293067,0.2631
-7205,-391215,139.75668082,32.47283858,1.3316
-7195,-391215,139.75678720,32.47283864,0.9448
-7185,-391215,139.75689359,32.47283871,0.2033
-6885,-391215,139.76008523,32.47284060,0.6146
-7205,-391225,139.75668089,32.47274839,0.0003
-6875,-391235,139.76019176,32.47266030,0.3267
-6865,-391235,139.76029815,32.47266036,0.9623
-6855,-391245,139.76040461,32.47257024,0.3654
-7295,-391295,139.75572394,32.47211652,0.3045
-6785,-391295,139.76114968,32.47211975,1.2104
-6775,-391305,139.76125614,32.47202962,1.0758
-6765,-391315,139.76136260,32.47193950,0.5875
-6755,-391315,139.76146899,32.47193956,1.1200
-6735,-391325,139.76168183,32.47184950,0.6295
-6725,-391325,139.76178822,32.47184956,1.6754
-7325,-391335,139.75540509,32.47175558,0.9557
-6725,-391335,139.76178829,32.47175937,0.9129
-7325,-391345,139.75540517,32.47166540,0.4218
-6715,-391345,139.76189475,32.47166925,1.4205
-7335,-391355,139.75529886,32.47157515,0.9035
-6705,-391355,139.76200120,32.47157912,1.2892
-7335,-391365,139.75529894,32.47148496,0.3672
-6685,-391365,139.76221405,32.47148906,0.8575
-7335,-391375,139.75529902,32.47139478,0.2009
-6665,-391375,139.76242689,32.47139900,0.7317
-6655,-391375,139.76253328,32.47139906,1.1657
-6645,-391375,139.76263966,32.47139912,1.0947
-6635,-391385,139.76274612,32.47130899,0.6168
-6625,-391385,139.76285251,32.47130905,1.3338
-6615,-391395,139.76295896,32.47121893,0.5236
-6605,-391395,139.76306535,32.47121899,1.1589
-6595,-391405,139.76317180,32.47112886,0.1700
-6585,-391405,139.76327819,32.47112892,0.9448
-6575,-391405,139.76338458,32.47112898,1.2706
-7345,-391415,139.75519294,32.47103398,1.2653
-6565,-391415,139.76349103,32.47103885,0.8582
-6555,-391415,139.76359742,32.47103891,1.1810
-6545,-391415,139.76370380,32.47103897,1.3439
-7345,-391425,139.75519302,32.47094379,0.1054
-6495,-391425,139.76423580,32.47094908,0.4045
-6485,-391425,139.76434219,32.47094914,0.6622
-6475,-391425,139.76444857,32.47094920,1.0647
-7345,-391435,139.75519310,32.47085361,0.3719
-6465,-391435,139.76455503,32.47085907,0.0342
-6435,-391445,139.76487425,32.47076906,0.1201
-6425,-391445,139.76498064,32.47076912,0.6221
-6415,-391445,139.76508702,32.47076918,0.2094
-6395,-391455,139.76529986,32.47067911,0.6014
-6385,-391455,139.76540625,32.47067917,0.9031
-6375,-391455,139.76551263,32.47067922,0.7971
-6365,-391455,139.76561902,32.47067928,1.2529
-6355,-391465,139.76572547,32.47058915,0.0002
-6345,-391465,139.76583186,32.47058921,0.5502
-7355,-391475,139.75508703,32.47049281,1.4131
-6315,-391475,139.76615108,32.47049920,0.2548
-6305,-391475,139.76625746,32.47049925,1.2512
-6295,-391475,139.76636385,32.47049931,1.4397
-6285,-391475,139.76647023,32.47049937,1.4942
-7355,-391485,139.75508710,32.47040262,1.2848
-6275,-391485,139.76657669,32.47040924,0.8944
-6265,-391485,139.76668307,32.47040929,1.2941
-7355,-391495,139.75508718,32.47031244,1.0379
-6235,-391495,139.76700229,32.47031928,0.7587
-7365,-391505,139.75498087,32.47022219,1.5880
-7355,-391505,139.75508726,32.47022225,0.6793
-6225,-391505,139.76710874,32.47022915,0.0535
-6215,-391505,139.76721513,32.47022921,0.1545
-6205,-391505,139.76732151,32.47022926,1.0336
-7365,-391515,139.75498095,32.47013200,1.4414
-7355,-391515,139.75508734,32.47013207,0.5137
-7365,-391525,139.75498103,32.47004182,1.3551
-7355,-391525,139.75508742,32.47004188,0.5148
-6175,-391525,139.76764080,32.47004906,0.1135
-7365,-391535,139.75498111,32.46995163,1.2957
-7355,-391535,139.75508749,32.46995170,0.5230
-6155,-391535,139.76785363,32.46995899,0.8712
-7365,-391545,139.75498119,32.46986145,1.3451
-7355,-391545,139.75508757,32.46986152,0.5184
-6145,-391545,139.76796008,32.46986886,0.2522
-6135,-391545,139.76806647,32.46986891,0.8253
-6125,-391545,139.76817285,32.46986897,1.2837
-6115,-391545,139.76827923,32.46986902,1.5761
-7365,-391555,139.75498127,32.46977127,1.2946
-7355,-391555,139.75508765,32.46977133,0.5277
-6095,-391555,139.76849207,32.46977895,0.4293
-7365,-391565,139.75498134,32.46968108,1.3404
-7355,-391565,139.75508773,32.46968115,0.4907
-6085,-391565,139.76859852,32.46968882,1.2661
-7365,-391575,139.75498142,32.46959090,0.9559
-7355,-391575,139.75508781,32.46959096,0.4088
-6085,-391575,139.76859858,32.46959864,0.5378
-6075,-391575,139.76870497,32.46959869,0.9516
-7365,-391585,139.75498150,32.46950071,0.4567
-7355,-391585,139.75508788,32.46950078,0.0228
-6065,-391585,139.76881141,32.46950856,1.1377
-7365,-391595,139.75498158,32.46941053,0.1569
-7355,-391595,139.75508796,32.46941059,0.0001
-6065,-391595,139.76881148,32.46941838,0.0760
-6055,-391595,139.76891786,32.46941843,1.0194
-7375,-391605,139.75487527,32.46932028,1.1025
-7365,-391605,139.75498166,32.46932034,0.4650
-6045,-391605,139.76902431,32.46932830,0.4226
-6035,-391605,139.76913069,32.46932835,1.5026
-7375,-391615,139.75487535,32.46923009,1.3371
-7365,-391615,139.75498173,32.46923016,0.7361
-6035,-391615,139.76913076,32.46923817,0.2578
-6025,-391615,139.76923714,32.46923822,1.4815
-7365,-391625,139.75498181,32.46913998,0.8450
-6025,-391625,139.76923721,32.46914804,0.2042
-6015,-391625,139.76934359,32.46914809,1.1991
-7375,-391635,139.75487551,32.46904972,1.2486
-7365,-391635,139.75498189,32.46904979,0.7866
-6005,-391635,139.76945004,32.46905796,0.0606
-5995,-391635,139.76955642,32.46905802,1.4013
-5965,-391635,139.76987557,32.46905818,0.4845
-7375,-391645,139.75487558,32.46895954,1.1499
-7365,-391645,139.75498197,32.46895961,0.6120
-5995,-391645,139.76955648,32.46896783,0.2936
-5985,-391645,139.76966287,32.46896789,0.7211
-7375,-391655,139.75487566,32.46886936,1.0623
-7365,-391655,139.75498205,32.46886942,0.4435
-7385,-391665,139.75476936,32.46877911,1.4209
-7375,-391665,139.75487574,32.46877917,0.2487
-7365,-391665,139.75498212,32.46877924,0.1442
-7385,-391675,139.75476944,32.46868892,1.2629
-7385,-391685,139.75476951,32.46859874,1.3782
-5955,-391685,139.76998227,32.46860731,1.4576
-7385,-391695,139.75476959,32.46850855,1.2068
-7385,-391705,139.75476967,32.46841837,1.1530
-7385,-391715,139.75476975,32.46832818,0.4872
-5955,-391715,139.76998246,32.46833676,0.7602
-5955,-391725,139.76998252,32.46824657,0.8283
-7395,-391735,139.75466352,32.46814775,1.2453
-5945,-391735,139.77008897,32.46815644,1.1085
-7395,-391745,139.75466360,32.46805756,1.4236
-5935,-391745,139.77019541,32.46806631,1.0999
-7395,-391755,139.75466368,32.46796738,1.1246
-5925,-391755,139.77030186,32.46797618,1.1632
-7395,-391765,139.75466376,32.46787720,0.9719
-5905,-391765,139.77051468,32.46788610,0.3879
-7395,-391775,139.75466384,32.46778701,0.3129
-5885,-391785,139.77072757,32.46770584,0.9515
-5875,-391795,139.77083402,32.46761571,1.1820
-5875,-391805,139.77083408,32.46752552,0.9233
-7415,-391875,139.75445186,32.46688504,0.7405
-7415,-391885,139.75445194,32.46679485,0.1321
-5835,-391895,139.77126016,32.46671408,0.4591
-5825,-391905,139.77136661,32.46662394,1.3217
-7415,-391915,139.75445217,32.46652430,0.0419
-5825,-391915,139.77136667,32.46653376,0.4592
-5815,-391925,139.77147311,32.46644363,1.0898
-5815,-391935,139.77147317,32.46635344,0.8366
-7425,-391945,139.75434603,32.46625368,1.2693
-5815,-391945,139.77147323,32.46626326,0.3215
-7425,-391955,139.75434611,32.46616349,0.8540
-5805,-391955,139.77157968,32.46617313,1.3124
-7425,-391965,139.75434619,32.46607331,0.1674
-5805,-391965,139.77157974,32.46608294,0.9900
-7425,-391975,139.75434627,32.46598313,0.9005
-5795,-391975,139.77168618,32.46599281,1.4535
-7425,-391985,139.75434634,32.46589294,0.5320
-5795,-391985,139.77168624,32.46590263,0.7576
-7425,-391995,139.75434642,32.46580276,0.9546
-7425,-392005,139.75434650,32.46571257,0.6914
-5785,-392005,139.77179274,32.46572231,0.9893
-5775,-392015,139.77189918,32.46563218,1.4685
-5765,-392025,139.77200562,32.46554204,1.3355
-7425,-392035,139.75434674,32.46544202,1.2917
-5765,-392035,139.77200568,32.46545186,0.2416
-5755,-392035,139.77211206,32.46545191,1.1877
-5745,-392035,139.77221844,32.46545196,0.7066
-5735,-392045,139.77232488,32.46536183,0.5174
-7415,-392055,139.75445327,32.46526172,0.2128
-7415,-392065,139.75445335,32.46517153,0.5410
-5705,-392065,139.77264414,32.46518162,0.0150
-7415,-392075,139.75445343,32.46508135,0.6544
-7415,-392085,139.75445351,32.46499117,0.6822
-7415,-392095,139.75445359,32.46490098,0.7172
-5695,-392105,139.77275076,32.46482093,0.4495
-5685,-392115,139.77285720,32.46473080,0.2954
-5675,-392125,139.77296364,32.46464066,1.0659
-5665,-392135,139.77307008,32.46455053,1.4933
-5665,-392145,139.77307014,32.46446035,0.3668
-5655,-392175,139.77317670,32.46418984,0.9745
-7405,-392185,139.75456067,32.46408939,0.6600
-5645,-392185,139.77328313,32.46409971,0.9594
-5635,-392195,139.77338957,32.46400958,0.3262
-5625,-392205,139.77349601,32.46391944,0.4447
-5615,-392215,139.77360244,32.46382931,0.4667
-5605,-392225,139.77370888,32.46373917,0.8936
-5595,-392225,139.77381526,32.46373922,1.4897
-7395,-392235,139.75466744,32.46363853,0.1620
-5595,-392235,139.77381532,32.46364904,0.9245
-5585,-392245,139.77392175,32.46355891,0.9492
-5575,-392255,139.77402819,32.46346877,1.0932
-7395,-392265,139.75466768,32.46336798,0.0851
-5565,-392265,139.77413463,32.46337864,0.7630
-5555,-392265,139.77424100,32.46337869,1.5858
-7395,-392275,139.75466776,32.46327780,0.5264
-5555,-392275,139.77424106,32.46328850,0.2245
-7395,-392285,139.75466784,32.46318761,0.0027
-5545,-392285,139.77434750,32.46319837,0.9833
-5525,-392285,139.77456025,32.46319847,0.8082
-5515,-392285,139.77466663,32.46319852,1.2249
-5505,-392285,139.77477300,32.46319857,0.7805
-7395,-392295,139.75466791,32.46309743,0.0001
-5535,-392295,139.77445393,32.46310823,0.5058
-5515,-392295,139.77466669,32.46310833,0.7036
-7395,-392305,139.75466799,32.46300724,0.5428
-5505,-392305,139.77477312,32.46301820,0.9602
-7395,-392315,139.75466807,32.46291706,0.3114
-5495,-392315,139.77487955,32.46292806,0.6300
-7395,-392325,139.75466815,32.46282687,0.5112
-5475,-392325,139.77509237,32.46283798,0.8283
-7395,-392335,139.75466823,32.46273669,0.4026
-5465,-392335,139.77519880,32.46274784,0.7317
-5445,-392345,139.77541161,32.46265776,0.6977
-5435,-392355,139.77551804,32.46256762,0.5778
-5425,-392355,139.77562442,32.46256767,1.5221
-5425,-392365,139.77562448,32.46247748,1.2824
-7385,-392375,139.75477492,32.46237602,0.0059
-7385,-392385,139.75477500,32.46228583,0.6364
-5415,-392385,139.77573097,32.46229716,1.6630
-7385,-392395,139.75477507,32.46219565,0.4746
-5415,-392395,139.77573102,32.46220698,0.5185
-5405,-392395,139.77583740,32.46220703,1.4254
-7385,-392405,139.75477515,32.46210546,1.0807
-5395,-392405,139.77594383,32.46211689,0.0167
-7385,-392415,139.75477523,32.46201528,0.8398
-5385,-392415,139.77605026,32.46202676,0.5131
-7385,-392425,139.75477531,32.46192510,1.3584
-5375,-392425,139.77615670,32.46193662,0.6596
-5365,-392425,139.77626307,32.46193667,0.8181
-5355,-392425,139.77636945,32.46193672,0.6797
-7385,-392435,139.75477539,32.46183491,0.9119
-5315,-392435,139.77679500,32.46184672,0.4916
-7385,-392445,139.75477547,32.46174473,1.0519
-5305,-392445,139.77690143,32.46175659,0.2434
-7385,-392455,139.75477554,32.46165454,1.5850
-5275,-392455,139.77722062,32.46166655,1.3296
-5265,-392455,139.77732699,32.46166659,0.8350
-5255,-392455,139.77743336,32.46166664,0.2870
-5255,-392465,139.77743342,32.46157646,0.3615
-7375,-392485,139.75488215,32.46138406,0.9007
-5235,-392485,139.77764628,32.46139618,1.1632
-7375,-392495,139.75488223,32.46129387,1.0329
-7375,-392505,139.75488231,32.46120369,0.9596
-5225,-392505,139.77775277,32.46121586,0.6539
-7375,-392515,139.75488239,32.46111350,1.0894
-5215,-392515,139.77785920,32.46112572,0.5588
-5205,-392515,139.77796557,32.46112577,1.5564
-7375,-392525,139.75488247,32.46102332,1.2893
-5205,-392525,139.77796562,32.46103558,0.8795
-7375,-392535,139.75488254,32.46093313,1.3192
-5205,-392535,139.77796568,32.46094540,0.3221
-7375,-392545,139.75488262,32.46084295,1.1357
-7375,-392555,139.75488270,32.46075277,1.1451
-7375,-392565,139.75488278,32.46066258,1.3659
-5195,-392565,139.77807222,32.46067489,1.4412
-7375,-392575,139.75488286,32.46057240,1.3263
-5195,-392575,139.77807227,32.46058471,0.1496
-7375,-392585,139.75488293,32.46048221,0.9029
-5185,-392585,139.77817870,32.46049457,0.5519
-7365,-392595,139.75498939,32.46039209,0.4654
-5175,-392595,139.77828513,32.46040443,1.1584
-7365,-392605,139.75498946,32.46030191,0.4379
-5175,-392605,139.77828519,32.46031425,0.2179
-7365,-392615,139.75498954,32.46021173,0.0159
-5155,-392615,139.77849799,32.46022416,1.0450
-7375,-392625,139.75488325,32.46012147,1.0316
-7365,-392625,139.75498962,32.46012154,0.5096
-5145,-392625,139.77860441,32.46013402,0.3219
-7365,-392635,139.75498970,32.46003136,0.7101
-5135,-392635,139.77871084,32.46004388,0.5339
-7365,-392645,139.75498978,32.45994117,0.8665
-5125,-392645,139.77881727,32.45995374,0.3447
-7365,-392655,139.75498985,32.45985099,1.0071
-7365,-392665,139.75498993,32.45976080,1.1100
-7365,-392675,139.75499001,32.45967062,0.9294
-5105,-392675,139.77903018,32.45968328,0.1440
-7365,-392685,139.75499009,32.45958043,0.6192
-5095,-392685,139.77913660,32.45959314,0.5740
-7365,-392695,139.75499017,32.45949025,0.5585
-7365,-392705,139.75499024,32.45940007,0.7823
-7365,-392715,139.75499032,32.45930988,0.5281
-7365,-392725,139.75499040,32.45921970,0.4246
-5065,-392725,139.77945594,32.45923254,1.4354
-7365,-392735,139.75499048,32.45912951,0.4047
-5065,-392735,139.77945599,32.45914236,1.0502
-7365,-392745,139.75499056,32.45903933,0.4987
-7365,-392755,139.75499063,32.45894914,0.5138
-5055,-392755,139.77956247,32.45896203,1.0170
-7365,-392765,139.75499071,32.45885896,0.2449
