X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
11905,79455,142.11965775,26.71716609,5364.8,5376.5,7831.8,7833.2
11915,79455,142.11975826,26.71716600,5370.8,5398.3,6852.1,7806.0
11925,79455,142.11985877,26.71716592,5349.1,5359.1,5385.7,7801.8
12225,79455,142.12287408,26.71716334,6371.8,6379.0,-9999.0,6382.4
12235,79455,142.12297459,26.71716325,245.4,5328.8,5380.1,6383.4
12245,79455,142.12307510,26.71716317,247.4,5330.5,5378.0,6387.3
12305,79455,142.12367816,26.71716264,240.4,5335.5,5385.9,6420.9
11895,79445,142.11955715,26.71707591,5364.9,5376.5,5399.2,5433.9
11905,79445,142.11965766,26.71707583,5382.1,5393.7,-9999.0,5438.5
11915,79445,142.11975817,26.71707574,5401.8,-9999.0,-9999.0,7803.0
12235,79445,142.12297449,26.71707299,5359.7,5372.9,5407.4,6384.8
12245,79445,142.12307500,26.71707290,181.6,5330.4,5377.2,6387.6
12285,79445,142.12347704,26.71707255,239.6,5335.5,5387.7,6383.2
12295,79445,142.12357755,26.71707247,241.1,5336.7,5387.7,6427.2
11895,79435,142.11955705,26.71698565,5346.8,5352.8,5373.2,5439.6
11905,79435,142.11965756,26.71698556,5379.1,5385.2,5416.2,5440.9
11915,79435,142.11975807,26.71698548,5390.9,5434.5,-9999.0,5464.7
11925,79435,142.11985858,26.71698539,5339.4,5351.1,5378.5,6849.3
11945,79435,142.12005960,26.71698522,198.2,5312.7,5353.4,7795.5
12265,79435,142.12327593,26.71698247,5446.7,6336.9,-9999.0,6386.7
12275,79435,142.12337644,26.71698238,5412.4,5423.0,6340.0,6386.1
12285,79435,142.12347695,26.71698229,244.4,5340.9,5404.6,6425.2
12295,79435,142.12357746,26.71698220,239.7,5339.3,5399.9,6427.4
12305,79435,142.12367797,26.71698212,240.5,5339.2,5394.8,6428.3
11895,79425,142.11955696,26.71689539,5323.8,5332.6,5357.2,5440.4
11905,79425,142.11965747,26.71689530,5357.3,5366.1,5388.6,5483.6
11915,79425,142.11975798,26.71689522,5365.4,5385.4,5399.5,5487.0
11925,79425,142.11985849,26.71689513,5337.6,5355.1,5377.8,5487.7
11945,79425,142.12005951,26.71689496,194.7,5312.0,5353.3,7794.3
12275,79425,142.12337634,26.71689212,5430.2,6340.8,6381.9,6425.4
12285,79425,142.12347685,26.71689203,182.6,5341.9,5398.3,6425.1
12295,79425,142.12357736,26.71689194,239.9,5340.3,5397.0,6427.5
11895,79415,142.11955686,26.71680512,5300.6,5317.9,5347.7,5442.1
11905,79415,142.11965737,26.71680504,5317.7,5341.0,5363.1,5486.0
12275,79415,142.12337624,26.71680186,6365.7,6373.4,-9999.0,6425.6
12285,79415,142.12347675,26.71680177,183.7,5343.8,5394.9,6425.1
12295,79415,142.12357726,26.71680168,241.1,5342.6,5394.2,6428.1
12275,79405,142.12337615,26.71671159,5352.0,5374.1,5398.9,6425.6
12285,79405,142.12347665,26.71671151,253.9,5344.9,5393.0,6427.4
12125,79395,142.12186840,26.71662263,204.3,5324.2,5360.1,6854.7
12265,79395,142.12327554,26.71662142,6347.8,6367.3,6422.7,6425.4
12275,79395,142.12337605,26.71662133,5363.6,5379.9,5399.2,6425.9
12285,79395,142.12347656,26.71662124,252.9,5345.6,5391.1,6428.1
12105,79385,142.12166728,26.71653254,6849.8,6852.1,6855.2,6855.6
12115,79385,142.12176779,26.71653246,6845.8,6848.0,6850.7,6857.4
12125,79385,142.12186830,26.71653237,6848.1,6852.1,-9999.0,6855.1
12235,79385,142.12297391,26.71653142,209.6,5360.8,5386.9,6207.7
12265,79385,142.12327544,26.71653116,5370.5,5383.5,5398.8,6425.8
12275,79385,142.12337595,26.71653107,228.4,5348.1,5389.8,6426.7
12125,79375,142.12186821,26.71644211,6860.3,-9999.0,-9999.0,6864.2
12225,79375,142.12287330,26.71644124,212.6,5360.8,5385.3,6437.0
12235,79375,142.12297381,26.71644116,211.7,5361.2,5386.2,6438.6
12255,79375,142.12317483,26.71644098,6373.8,6393.6,-9999.0,6427.4
12265,79375,142.12327534,26.71644089,5371.2,5382.6,5399.7,6426.7
12225,79365,142.12287321,26.71635098,214.0,5360.9,5386.2,6435.6
12235,79365,142.12297372,26.71635089,213.2,5362.1,5386.6,6436.1
12245,79365,142.12307423,26.71635081,5425.8,6375.1,-9999.0,6437.0
12255,79365,142.12317474,26.71635072,5389.3,5395.2,5413.5,6431.6
12215,79355,142.12277260,26.71626080,6395.3,6401.3,-9999.0,6434.0
12225,79355,142.12287311,26.71626072,216.1,5359.2,5385.9,6435.9
12235,79355,142.12297362,26.71626063,217.3,5361.2,5385.2,6434.7
12245,79355,142.12307413,26.71626054,223.8,5356.9,5383.9,6435.0
12195,79345,142.12257149,26.71617072,6431.8,-9999.0,-9999.0,6438.6
12205,79345,142.12267200,26.71617063,5341.1,5364.0,5382.6,6438.3
12225,79345,142.12287301,26.71617046,218.9,5359.9,5382.1,6433.8
12075,79335,142.12136528,26.71608149,5360.7,5367.1,5383.3,5453.1
12195,79335,142.12257139,26.71608045,211.6,5358.0,5378.3,6439.1
11925,79325,142.11985754,26.71599251,5299.4,5339.4,5368.3,5477.4
11925,79315,142.11985745,26.71590225,5296.9,5324.8,5359.7,5475.7
12075,79315,142.12136509,26.71590097,5403.6,5405.0,5413.2,5462.3
12085,79315,142.12146559,26.71590088,5444.7,5447.5,-9999.0,5473.1
12095,79315,142.12156610,26.71590079,5445.1,5454.6,-9999.0,5469.4
12115,79315,142.12176712,26.71590062,5459.2,5462.5,-9999.0,5473.0
12125,79315,142.12186763,26.71590054,5466.7,-9999.0,-9999.0,5475.4
12165,79315,142.12226967,26.71590019,5381.8,5390.5,5409.5,5475.8
12115,79305,142.12176703,26.71581036,5409.8,5415.5,5430.1,5472.3
12125,79305,142.12186754,26.71581027,5415.7,5440.4,5447.9,5477.8
12115,79295,142.12176693,26.71572010,238.2,5340.7,5372.9,5473.5
12035,79275,142.12096267,26.71554026,218.9,5317.2,5353.7,5466.5
12205,79265,142.12267122,26.71544853,5355.5,5363.8,5384.6,5473.0
12215,79265,142.12277173,26.71544844,5368.1,5381.4,5403.7,5473.3
12225,79265,142.12287224,26.71544836,5373.1,5380.0,5411.1,6435.3
12205,79255,142.12267112,26.71535827,5354.2,5363.1,5384.8,5471.7
12215,79255,142.12277163,26.71535818,5366.1,5376.6,5402.3,5471.3
12225,79255,142.12287214,26.71535809,5372.2,5382.5,5424.9,6434.8
12205,79245,142.12267103,26.71526801,5394.2,5397.9,5408.3,5468.9
12215,79245,142.12277154,26.71526792,5400.2,5408.8,5425.4,5469.5
12225,79245,142.12287205,26.71526783,5397.1,5414.0,5424.3,5469.9
12235,79245,142.12297255,26.71526775,5371.1,5381.5,5403.1,6433.7
12215,79235,142.12277144,26.71517766,245.8,5349.7,5372.5,5468.9
12225,79235,142.12287195,26.71517757,241.2,5352.5,5375.0,5469.0
12055,79215,142.12116311,26.71499851,5296.0,5318.4,5350.7,5460.8
12065,79215,142.12126362,26.71499843,5400.7,5413.2,5436.7,5460.4
12075,79215,142.12136413,26.71499834,5407.0,5415.5,5438.3,6859.5
11945,79205,142.12005742,26.71490919,5394.9,5400.8,5424.1,5469.6
12055,79205,142.12116302,26.71490825,5290.3,5316.3,5348.6,5460.7
12065,79205,142.12126352,26.71490817,5395.7,5400.3,5417.6,5461.0
12075,79205,142.12136403,26.71490808,5400.5,5426.4,5436.7,5471.7
12085,79205,142.12146454,26.71490799,244.9,5335.0,5371.6,5469.5
12065,79195,142.12126343,26.71481790,5361.3,5369.6,5389.2,5461.4
12075,79195,142.12136394,26.71481782,5340.8,5369.6,5385.8,5467.8
12165,79185,142.12226841,26.71472678,242.4,5342.4,5375.0,5465.1
12175,79175,142.12236883,26.71463643,5351.9,5369.7,5390.3,5463.7
12165,79165,142.12226822,26.71454625,5387.8,5395.9,5410.3,5463.0
12175,79165,142.12236873,26.71454617,5341.6,5353.9,5391.3,5463.9
12185,79165,142.12246924,26.71454608,5355.4,5376.0,5395.6,5463.5
12395,79155,142.12457981,26.71445398,6369.1,6401.1,-9999.0,6425.7
12405,79155,142.12468032,26.71445389,6363.5,6368.1,-9999.0,6418.2
12415,79155,142.12478082,26.71445381,6345.8,6363.8,6421.9,6423.2
12425,79155,142.12488133,26.71445372,5328.2,5358.7,5396.9,6421.3
12435,79155,142.12498184,26.71445363,5326.4,5358.1,5396.4,6420.3
12375,79145,142.12437869,26.71436390,260.5,5352.3,5386.1,6421.5
12385,79145,142.12447920,26.71436381,5388.7,5394.3,5409.7,7861.3
12395,79145,142.12457971,26.71436372,6370.9,6404.0,-9999.0,7864.8
12405,79145,142.12468022,26.71436363,6365.3,6369.9,-9999.0,6422.4
12415,79145,142.12478073,26.71436354,5434.5,5449.5,6367.0,6405.9
12425,79145,142.12488123,26.71436345,5389.7,5397.9,5417.1,6423.7
12435,79145,142.12498174,26.71436337,5330.9,5357.6,5396.5,6408.6
12525,79145,142.12588631,26.71436257,222.1,5350.4,5397.2,6407.5
12535,79145,142.12598682,26.71436248,244.6,5350.0,5397.0,6409.9
12305,79125,142.12367494,26.71418399,5374.4,5382.7,5406.0,6428.8
12315,79125,142.12377545,26.71418390,5378.8,5385.9,5404.5,6427.7
12545,79125,142.12608713,26.71418186,6349.3,6388.9,-9999.0,6413.2
12215,79115,142.12277028,26.71409451,242.0,5339.5,5370.6,5458.9
12255,79115,142.12317231,26.71409416,261.8,5346.9,5369.0,5454.2
12265,79115,142.12327282,26.71409407,264.1,5347.1,5367.5,5452.7
12555,79115,142.12618754,26.71409151,243.3,5355.1,5404.3,6420.6
12465,79075,142.12528257,26.71373126,6409.3,6411.5,6417.0,6420.7
12465,79065,142.12528247,26.71364100,222.2,5366.6,5408.4,6420.2
12465,79055,142.12528238,26.71355074,6329.9,6341.1,6358.5,6418.6
12475,79045,142.12538278,26.71346039,5426.4,5432.8,5454.2,6419.6
12475,79035,142.12538268,26.71337013,5427.0,5434.3,5454.2,6424.2
12485,79035,142.12548319,26.71337004,215.4,5366.9,5407.3,6424.1
12495,79035,142.12558370,26.71336995,221.1,5367.4,5407.7,6423.5
12505,79025,142.12568411,26.71327960,5442.6,5448.6,6339.5,6424.9
12515,79025,142.12578461,26.71327951,229.3,5363.0,5407.1,6422.4
12195,79015,142.12256830,26.71319206,238.9,5325.5,5355.7,5455.8
12225,79015,142.12286982,26.71319180,5390.9,5401.3,5410.8,5454.1
12235,79015,142.12297032,26.71319171,5389.9,5401.1,5410.2,5456.8
12525,79015,142.12588502,26.71318916,6408.3,6415.6,-9999.0,6421.8
12535,79015,142.12598553,26.71318907,5413.2,5420.7,5442.1,6421.9
12225,79005,142.12286972,26.71310154,5386.2,5390.7,5404.2,5453.1
12255,79005,142.12317124,26.71310128,249.8,5338.6,5362.3,5454.5
12545,79005,142.12608594,26.71309872,194.4,5358.1,5405.7,6420.5
12255,78995,142.12317114,26.71301101,5430.0,5436.1,-9999.0,5454.5
12235,78985,142.12297003,26.71292093,242.2,5327.6,5354.0,5454.3
12245,78985,142.12307054,26.71292084,245.5,5328.4,5353.7,5454.1
12255,78985,142.12317105,26.71292075,5426.8,5431.1,-9999.0,5454.2
12565,78985,142.12628675,26.71291801,194.4,5357.9,5405.7,6412.6
12245,78975,142.12307044,26.71283058,242.4,5327.4,5353.7,5454.9
12575,78975,142.12638716,26.71282766,195.2,5358.8,5406.0,6410.7
12575,78965,142.12638706,26.71273740,6396.5,6401.3,-9999.0,6408.1
12585,78965,142.12648756,26.71273731,195.5,5360.1,5406.5,6409.4
12595,78955,142.12658797,26.71264696,195.6,5361.4,5407.2,6410.9
12595,78945,142.12658787,26.71255669,5435.7,5444.8,6330.5,6412.3
12605,78945,142.12668838,26.71255661,239.4,5362.1,5409.4,6412.6
12595,78935,142.12658777,26.71246643,5438.5,5446.0,6328.6,6412.1
12605,78935,142.12668828,26.71246634,238.7,5362.5,5410.0,6411.0
12595,78925,142.12658767,26.71237617,5455.6,5472.7,6370.9,6411.4
12605,78925,142.12668818,26.71237608,198.2,5363.2,5410.5,6409.9
12595,78915,142.12658757,26.71228591,6322.4,6326.1,6384.4,6408.0
12605,78915,142.12668808,26.71228582,217.3,5364.3,5410.9,6409.4
12225,78905,142.12286875,26.71219891,5428.9,5433.3,-9999.0,5457.1
12595,78905,142.12658747,26.71219565,206.1,5366.6,5411.5,6406.9
12215,78895,142.12276815,26.71210874,5392.6,5396.7,5406.8,5459.3
12225,78895,142.12286865,26.71210865,5437.8,-9999.0,-9999.0,5455.5
12595,78895,142.12658737,26.71210538,207.7,5366.8,5411.0,6405.8
12215,78885,142.12276805,26.71201848,5390.3,5394.1,5404.9,5453.2
12595,78885,142.12658727,26.71201512,209.0,5367.4,5410.7,6404.9
12605,78885,142.12668778,26.71201503,209.0,5367.3,5410.6,6402.7
12195,78875,142.12256694,26.71192839,233.1,5315.5,5347.9,5453.2
12595,78875,142.12658717,26.71192486,208.8,5367.7,5410.6,6403.8
12605,78875,142.12668768,26.71192477,210.2,5367.5,5410.4,6402.3
12615,78875,142.12678818,26.71192468,209.7,5366.8,5410.4,6402.0
12625,78875,142.12688869,26.71192459,206.7,5366.0,5410.8,6401.6
12625,78865,142.12688859,26.71183433,202.6,5365.5,5410.6,6401.4
