X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-28195,-207945,139.52766369,34.12507027,9.9586
-28005,-207945,139.52972351,34.12507538,10.1247
-28225,-207955,139.52733879,34.12497931,10.3362
-28215,-207955,139.52744720,34.12497958,10.1977
-28205,-207955,139.52755561,34.12497985,10.0998
-28195,-207955,139.52766402,34.12498012,9.9632
-28185,-207955,139.52777243,34.12498039,9.8121
-28065,-207955,139.52907337,34.12498362,9.9867
-28055,-207955,139.52918178,34.12498388,9.8551
-28035,-207955,139.52939860,34.12498442,10.2805
-28025,-207955,139.52950701,34.12498469,10.2607
-28015,-207955,139.52961542,34.12498496,10.2252
-28005,-207955,139.52972383,34.12498523,10.1778
-27995,-207955,139.52983224,34.12498549,10.3033
-27985,-207955,139.52994066,34.12498576,10.3930
-27975,-207955,139.53004907,34.12498603,10.3992
-27965,-207955,139.53015748,34.12498630,10.4658
-28675,-207965,139.52246061,34.12487689,9.9517
-28665,-207965,139.52256902,34.12487717,10.0329
-28655,-207965,139.52267743,34.12487744,10.1445
-28265,-207965,139.52690547,34.12488807,10.6553
-28255,-207965,139.52701388,34.12488834,10.5869
-28245,-207965,139.52712229,34.12488861,10.6128
-28235,-207965,139.52723070,34.12488888,10.5029
-28225,-207965,139.52733911,34.12488915,10.3591
-28215,-207965,139.52744752,34.12488942,10.2165
-28205,-207965,139.52755593,34.12488969,10.0993
-28195,-207965,139.52766434,34.12488996,9.9540
-28185,-207965,139.52777275,34.12489023,9.7981
-28175,-207965,139.52788117,34.12489050,9.7563
-28165,-207965,139.52798958,34.12489077,9.7836
-28155,-207965,139.52809799,34.12489104,9.8093
-28145,-207965,139.52820640,34.12489130,9.8358
-28135,-207965,139.52831481,34.12489157,9.8505
-28125,-207965,139.52842322,34.12489184,9.8897
-28115,-207965,139.52853163,34.12489211,9.9585
-28105,-207965,139.52864004,34.12489238,10.0070
-28095,-207965,139.52874845,34.12489265,10.0320
-28085,-207965,139.52885687,34.12489292,10.0995
-28075,-207965,139.52896528,34.12489319,10.1696
-28065,-207965,139.52907369,34.12489346,10.1052
-28055,-207965,139.52918210,34.12489373,10.0015
-28045,-207965,139.52929051,34.12489399,10.1379
-28035,-207965,139.52939892,34.12489426,10.3219
-28025,-207965,139.52950733,34.12489453,10.3795
-28015,-207965,139.52961574,34.12489480,10.3244
-28005,-207965,139.52972415,34.12489507,10.2895
-27995,-207965,139.52983257,34.12489533,10.4262
-27985,-207965,139.52994098,34.12489560,10.4324
-27975,-207965,139.53004939,34.12489587,10.4279
-27965,-207965,139.53015780,34.12489614,10.5288
-27955,-207965,139.53026621,34.12489641,10.6183
-27945,-207965,139.53037462,34.12489667,10.6749
-27935,-207965,139.53048303,34.12489694,10.6890
-27925,-207965,139.53059144,34.12489721,10.6821
-27915,-207965,139.53069986,34.12489747,10.6950
-28785,-207975,139.52126842,34.12478371,9.5103
-28775,-207975,139.52137683,34.12478399,9.4292
-28765,-207975,139.52148524,34.12478426,9.3334
-28755,-207975,139.52159365,34.12478454,9.2617
-28745,-207975,139.52170206,34.12478481,9.2855
-28735,-207975,139.52181048,34.12478509,9.4011
-28725,-207975,139.52191889,34.12478536,9.5401
-28715,-207975,139.52202730,34.12478564,9.6779
-28705,-207975,139.52213571,34.12478591,9.7912
-28695,-207975,139.52224412,34.12478619,9.8777
-28685,-207975,139.52235253,34.12478646,9.9227
-28675,-207975,139.52246094,34.12478674,9.9233
-28665,-207975,139.52256935,34.12478701,10.0402
-28655,-207975,139.52267776,34.12478728,10.1727
-28645,-207975,139.52278617,34.12478756,10.3179
-28635,-207975,139.52289458,34.12478783,10.3959
-28625,-207975,139.52300300,34.12478811,10.4989
-28265,-207975,139.52690579,34.12479791,10.7743
-28255,-207975,139.52701420,34.12479818,10.6239
-28245,-207975,139.52712261,34.12479845,10.6496
-28235,-207975,139.52723102,34.12479872,10.5249
-28225,-207975,139.52733943,34.12479899,10.3581
-28215,-207975,139.52744785,34.12479926,10.2288
-28205,-207975,139.52755626,34.12479953,10.1274
-28195,-207975,139.52766467,34.12479980,9.9606
-28185,-207975,139.52777308,34.12480007,9.7748
-28175,-207975,139.52788149,34.12480034,9.6923
-28165,-207975,139.52798990,34.12480061,9.6524
-28155,-207975,139.52809831,34.12480088,9.6870
-28145,-207975,139.52820672,34.12480115,9.7917
-28135,-207975,139.52831513,34.12480142,9.8258
-28125,-207975,139.52842354,34.12480168,9.8651
-28115,-207975,139.52853196,34.12480195,9.9800
-28105,-207975,139.52864037,34.12480222,10.0403
-28095,-207975,139.52874878,34.12480249,10.0618
-28085,-207975,139.52885719,34.12480276,10.1200
-28075,-207975,139.52896560,34.12480303,10.2377
-28065,-207975,139.52907401,34.12480330,10.2259
-28055,-207975,139.52918242,34.12480357,10.1874
-28045,-207975,139.52929083,34.12480383,10.2729
-28035,-207975,139.52939924,34.12480410,10.3941
-28025,-207975,139.52950766,34.12480437,10.4570
-28015,-207975,139.52961607,34.12480464,10.3679
-28005,-207975,139.52972448,34.12480491,10.4594
-27995,-207975,139.52983289,34.12480518,10.6111
-27985,-207975,139.52994130,34.12480544,10.5136
-27975,-207975,139.53004971,34.12480571,10.5742
-27965,-207975,139.53015812,34.12480598,10.6619
-27955,-207975,139.53026653,34.12480625,10.6739
-27945,-207975,139.53037494,34.12480651,10.7005
-27935,-207975,139.53048335,34.12480678,10.6816
-27925,-207975,139.53059177,34.12480705,10.7092
-27915,-207975,139.53070018,34.12480732,10.8003
-27905,-207975,139.53080859,34.12480758,10.8580
-28805,-207985,139.52105193,34.12469300,9.5376
-28795,-207985,139.52116034,34.12469328,9.5746
-28785,-207985,139.52126875,34.12469355,9.6325
-28775,-207985,139.52137716,34.12469383,9.5489
-28765,-207985,139.52148557,34.12469410,9.2798
-28755,-207985,139.52159398,34.12469438,9.1637
-28745,-207985,139.52170240,34.12469465,9.2541
-28735,-207985,139.52181081,34.12469493,9.3852
-28725,-207985,139.52191922,34.12469520,9.5465
-28715,-207985,139.52202763,34.12469548,9.6942
-28705,-207985,139.52213604,34.12469575,9.8168
-28695,-207985,139.52224445,34.12469603,9.9212
-28685,-207985,139.52235286,34.12469630,10.0185
-28645,-207985,139.52278650,34.12469740,10.4332
-28635,-207985,139.52289491,34.12469767,10.4372
-28625,-207985,139.52300333,34.12469795,10.5492
-28615,-207985,139.52311174,34.12469822,10.6543
-28275,-207985,139.52679771,34.12470748,11.0071
-28265,-207985,139.52690612,34.12470775,10.8648
-28255,-207985,139.52701453,34.12470802,10.7192
-28245,-207985,139.52712294,34.12470829,10.6637
-28235,-207985,139.52723135,34.12470856,10.5526
-28225,-207985,139.52733976,34.12470883,10.3956
-28215,-207985,139.52744817,34.12470910,10.2485
-28205,-207985,139.52755658,34.12470937,10.1320
-28195,-207985,139.52766499,34.12470964,9.9303
-28185,-207985,139.52777340,34.12470991,9.7484
-28175,-207985,139.52788181,34.12471018,9.6683
-28165,-207985,139.52799022,34.12471045,9.5222
-28155,-207985,139.52809864,34.12471072,9.5619
-28145,-207985,139.52820705,34.12471099,9.7689
-28135,-207985,139.52831546,34.12471126,9.8432
-28125,-207985,139.52842387,34.12471153,9.8609
-28115,-207985,139.52853228,34.12471179,9.9721
-28105,-207985,139.52864069,34.12471206,10.0414
-28095,-207985,139.52874910,34.12471233,10.0483
-28085,-207985,139.52885751,34.12471260,10.1149
-28075,-207985,139.52896592,34.12471287,10.3047
-28065,-207985,139.52907433,34.12471314,10.3566
-28055,-207985,139.52918274,34.12471341,10.3589
-28045,-207985,139.52929116,34.12471368,10.3781
-28035,-207985,139.52939957,34.12471394,10.4072
-28025,-207985,139.52950798,34.12471421,10.4534
-28015,-207985,139.52961639,34.12471448,10.4369
-28005,-207985,139.52972480,34.12471475,10.5553
-27995,-207985,139.52983321,34.12471502,10.6476
-27985,-207985,139.52994162,34.12471528,10.6967
-27975,-207985,139.53005003,34.12471555,10.7968
-27965,-207985,139.53015844,34.12471582,10.7711
-27955,-207985,139.53026685,34.12471609,10.7243
-27945,-207985,139.53037527,34.12471635,10.7695
-27935,-207985,139.53048368,34.12471662,10.6910
-27925,-207985,139.53059209,34.12471689,10.7289
-27915,-207985,139.53070050,34.12471716,10.8583
-27905,-207985,139.53080891,34.12471742,10.8690
-27895,-207985,139.53091732,34.12471769,10.8698
-27885,-207985,139.53102573,34.12471796,10.9071
-27875,-207985,139.53113414,34.12471822,10.8807
-27865,-207985,139.53124255,34.12471849,10.8736
-27855,-207985,139.53135096,34.12471876,10.8716
-28835,-207995,139.52072703,34.12460201,9.6407
-28825,-207995,139.52083544,34.12460229,9.1271
-28815,-207995,139.52094385,34.12460257,9.4354
-28805,-207995,139.52105226,34.12460284,9.4759
-28795,-207995,139.52116067,34.12460312,9.5203
-28785,-207995,139.52126908,34.12460339,9.7577
-28775,-207995,139.52137749,34.12460367,9.9748
-28765,-207995,139.52148590,34.12460394,9.9486
-28755,-207995,139.52159432,34.12460422,9.4308
-28625,-207995,139.52300365,34.12460779,10.7537
-28615,-207995,139.52311207,34.12460806,10.7480
-28605,-207995,139.52322048,34.12460834,10.7713
-28595,-207995,139.52332889,34.12460861,10.7922
-28585,-207995,139.52343730,34.12460888,10.8147
-28305,-207995,139.52647280,34.12461651,11.1566
-28295,-207995,139.52658121,34.12461678,11.1259
-28285,-207995,139.52668962,34.12461705,11.1194
-28275,-207995,139.52679803,34.12461732,11.0886
-28265,-207995,139.52690644,34.12461759,10.9985
-28255,-207995,139.52701485,34.12461786,10.8896
-28245,-207995,139.52712326,34.12461813,10.7769
-28235,-207995,139.52723167,34.12461840,10.5871
-28225,-207995,139.52734008,34.12461867,10.3704
-28215,-207995,139.52744850,34.12461894,10.2358
-28205,-207995,139.52755691,34.12461921,10.0795
-28195,-207995,139.52766532,34.12461948,9.8854
-28185,-207995,139.52777373,34.12461975,9.7138
-28175,-207995,139.52788214,34.12462002,9.6117
-28165,-207995,139.52799055,34.12462029,9.5123
-28155,-207995,139.52809896,34.12462056,9.5331
-28145,-207995,139.52820737,34.12462083,9.6860
-28135,-207995,139.52831578,34.12462110,9.7897
-28125,-207995,139.52842419,34.12462137,9.9237
-28115,-207995,139.52853260,34.12462164,9.9818
-28105,-207995,139.52864101,34.12462190,10.0190
-28095,-207995,139.52874942,34.12462217,10.1599
-28085,-207995,139.52885784,34.12462244,10.0853
-28075,-207995,139.52896625,34.12462271,10.3673
-28065,-207995,139.52907466,34.12462298,10.4514
-28055,-207995,139.52918307,34.12462325,10.4511
-28045,-207995,139.52929148,34.12462352,10.4624
-28035,-207995,139.52939989,34.12462378,10.4462
-28025,-207995,139.52950830,34.12462405,10.4430
-28015,-207995,139.52961671,34.12462432,10.4742
-28005,-207995,139.52972512,34.12462459,10.5787
-27995,-207995,139.52983353,34.12462486,10.6694
-27965,-207995,139.53015876,34.12462566,10.8550
-27955,-207995,139.53026718,34.12462593,10.7688
-27945,-207995,139.53037559,34.12462620,10.8263
-27935,-207995,139.53048400,34.12462646,10.8311
-27925,-207995,139.53059241,34.12462673,10.8361
-27915,-207995,139.53070082,34.12462700,10.8562
-27905,-207995,139.53080923,34.12462726,10.8181
