X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-63535,-194475,139.14356300,34.24495503,1.8949
-63545,-194485,139.14345518,34.24486427,1.6633
-63575,-194545,139.14313392,34.24432152,0.7669
-63565,-194545,139.14324248,34.24432213,0.5758
-63555,-194545,139.14335104,34.24432274,0.4565
-63565,-194555,139.14324322,34.24423198,0.0014
-63555,-194555,139.14335177,34.24423259,0.3844
-63545,-194555,139.14346033,34.24423320,1.5744
-63975,-194565,139.13879310,34.24411670,0.8772
-63965,-194565,139.13890166,34.24411731,1.4077
-63955,-194585,139.13901169,34.24393762,1.4109
-63965,-194595,139.13890388,34.24384686,1.0025
-63665,-194595,139.14216059,34.24386526,2.0039
-63655,-194595,139.14226915,34.24386587,1.5856
-63975,-194605,139.13879606,34.24375609,0.3578
-63965,-194605,139.13890462,34.24375670,1.3285
-63655,-194605,139.14226988,34.24377572,1.9315
-63975,-194615,139.13879680,34.24366594,0.1785
-63965,-194615,139.13890536,34.24366655,0.5756
-63925,-194615,139.13933959,34.24366901,2.1510
-63675,-194615,139.14205351,34.24368434,2.0662
-63935,-194625,139.13923177,34.24357824,1.8454
-63925,-194625,139.13934033,34.24357886,0.5335
-63705,-194625,139.14172857,34.24359235,2.0482
-63675,-194625,139.14205424,34.24359419,1.8405
-63615,-194625,139.14270558,34.24359786,1.5889
-63935,-194635,139.13923251,34.24348809,0.8825
-63925,-194635,139.13934107,34.24348871,0.7175
-63895,-194635,139.13966674,34.24349055,1.7177
-63735,-194635,139.14140364,34.24350036,2.4053
-63725,-194635,139.14151220,34.24350098,1.6575
-63715,-194635,139.14162075,34.24350159,0.4337
-63705,-194635,139.14172931,34.24350220,1.2875
-63695,-194635,139.14183787,34.24350281,1.3443
-63685,-194635,139.14194642,34.24350343,1.2786
-63675,-194635,139.14205498,34.24350404,0.4910
-63665,-194635,139.14216354,34.24350465,1.4216
-63655,-194635,139.14227209,34.24350526,1.7562
-63645,-194635,139.14238065,34.24350587,2.2768
-63635,-194635,139.14248921,34.24350649,2.2182
-63625,-194635,139.14259776,34.24350710,2.2209
-63615,-194635,139.14270632,34.24350771,1.8907
-63605,-194635,139.14281488,34.24350832,1.7796
-63595,-194635,139.14292343,34.24350893,2.0459
-63585,-194635,139.14303199,34.24350954,1.9054
-63575,-194635,139.14314055,34.24351015,1.5957
-63565,-194635,139.14324910,34.24351077,1.4649
-63555,-194635,139.14335766,34.24351138,1.5952
-63545,-194635,139.14346622,34.24351199,2.2169
-63945,-194645,139.13912469,34.24339733,1.2865
-63935,-194645,139.13923325,34.24339794,1.6945
-63915,-194645,139.13945036,34.24339917,0.1343
-63895,-194645,139.13966747,34.24340040,0.5065
-63805,-194645,139.14064448,34.24340592,1.5862
-63795,-194645,139.14075304,34.24340653,0.8033
-63785,-194645,139.14086160,34.24340715,2.2358
-63775,-194645,139.14097015,34.24340776,2.1283
-63765,-194645,139.14107871,34.24340837,2.1984
-63755,-194645,139.14118726,34.24340899,2.0567
-63745,-194645,139.14129582,34.24340960,1.1221
-63655,-194645,139.14227283,34.24341511,0.1115
-63645,-194645,139.14238139,34.24341572,1.0861
-63635,-194645,139.14248994,34.24341633,1.5452
-63625,-194645,139.14259850,34.24341695,1.3049
-63615,-194645,139.14270706,34.24341756,0.8419
-63605,-194645,139.14281561,34.24341817,0.6635
-63595,-194645,139.14292417,34.24341878,0.7626
-63585,-194645,139.14303273,34.24341939,0.7933
-63575,-194645,139.14314128,34.24342000,0.9218
-63565,-194645,139.14324984,34.24342061,1.0236
-63555,-194645,139.14335839,34.24342122,1.0679
-63545,-194645,139.14346695,34.24342184,1.3436
-63535,-194645,139.14357551,34.24342245,2.0081
-63895,-194655,139.13966821,34.24331025,2.3037
-63865,-194655,139.13999388,34.24331209,2.1080
-63855,-194655,139.14010244,34.24331270,1.8764
-63845,-194655,139.14021100,34.24331332,1.7188
-63835,-194655,139.14031955,34.24331393,1.8505
-63825,-194655,139.14042811,34.24331454,1.8422
-63815,-194655,139.14053666,34.24331516,1.5102
-63805,-194655,139.14064522,34.24331577,0.6080
-63785,-194655,139.14086233,34.24331700,0.5371
-63775,-194655,139.14097089,34.24331761,0.7173
-63565,-194655,139.14325057,34.24333046,0.1294
-63555,-194655,139.14335913,34.24333107,0.4033
-63545,-194655,139.14346769,34.24333168,0.8090
-63535,-194655,139.14357624,34.24333229,1.1728
-63525,-194655,139.14368480,34.24333291,1.6867
-63915,-194665,139.13945184,34.24321887,2.3996
-63885,-194665,139.13977751,34.24322071,2.0630
-63875,-194665,139.13988607,34.24322132,2.0119
-63865,-194665,139.13999462,34.24322194,1.4139
-63855,-194665,139.14010318,34.24322255,0.7604
-63845,-194665,139.14021174,34.24322316,0.4820
-63835,-194665,139.14032029,34.24322378,0.3746
-63825,-194665,139.14042885,34.24322439,0.0011
