X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
12235,79455,142.12297459,26.71716325,0.5356
12245,79455,142.12307510,26.71716317,0.4924
12305,79455,142.12367816,26.71716264,0.7944
12245,79445,142.12307500,26.71707290,0.3431
12285,79445,142.12347704,26.71707255,0.5110
12295,79445,142.12357755,26.71707247,0.5001
11945,79435,142.12005960,26.71698522,0.3848
12285,79435,142.12347695,26.71698229,0.4777
12295,79435,142.12357746,26.71698220,0.4782
12305,79435,142.12367797,26.71698212,0.4805
11945,79425,142.12005951,26.71689496,0.3678
12285,79425,142.12347685,26.71689203,0.4820
12295,79425,142.12357736,26.71689194,0.4879
11895,79415,142.11955686,26.71680512,0.0044
12285,79415,142.12347675,26.71680177,0.4828
12295,79415,142.12357726,26.71680168,0.4836
12285,79405,142.12347665,26.71671151,0.4874
12125,79395,142.12186840,26.71662263,0.5293
12285,79395,142.12347656,26.71662124,0.4883
12235,79385,142.12297391,26.71653142,0.8245
12275,79385,142.12337595,26.71653107,0.4941
12225,79375,142.12287330,26.71644124,0.7710
12235,79375,142.12297381,26.71644116,0.7912
12225,79365,142.12287321,26.71635098,0.7491
12235,79365,142.12297372,26.71635089,0.7583
12225,79355,142.12287311,26.71626072,0.7184
12235,79355,142.12297362,26.71626063,0.5185
12245,79355,142.12307413,26.71626054,0.5039
12205,79345,142.12267200,26.71617063,0.1785
12225,79345,142.12287301,26.71617046,0.5291
12195,79335,142.12257139,26.71608045,0.5376
12115,79295,142.12176693,26.71572010,0.5395
12035,79275,142.12096267,26.71554026,0.5104
12215,79235,142.12277144,26.71517766,0.3606
12225,79235,142.12287195,26.71517757,0.3708
12055,79215,142.12116311,26.71499851,0.1170
12055,79205,142.12116302,26.71490825,0.1135
12085,79205,142.12146454,26.71490799,0.5365
12165,79185,142.12226841,26.71472678,0.5312
12425,79155,142.12488133,26.71445372,0.0985
12435,79155,142.12498184,26.71445363,0.0997
12375,79145,142.12437869,26.71436390,0.5017
