X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-28195,-207945,139.52766369,34.12507027,1.6350
-28005,-207945,139.52972351,34.12507538,1.4365
-28225,-207955,139.52733879,34.12497931,1.3733
-28215,-207955,139.52744720,34.12497958,1.3011
-28205,-207955,139.52755561,34.12497985,1.4025
-28195,-207955,139.52766402,34.12498012,1.3143
-28185,-207955,139.52777243,34.12498039,1.2603
-28035,-207955,139.52939860,34.12498442,0.7520
-28025,-207955,139.52950701,34.12498469,0.8687
-28015,-207955,139.52961542,34.12498496,0.0931
-28005,-207955,139.52972383,34.12498523,0.7532
-27995,-207955,139.52983224,34.12498549,1.0826
-27985,-207955,139.52994066,34.12498576,0.8862
-27975,-207955,139.53004907,34.12498603,0.9651
-27965,-207955,139.53015748,34.12498630,1.4681
-28675,-207965,139.52246061,34.12487689,1.3066
-28665,-207965,139.52256902,34.12487717,0.5850
-28655,-207965,139.52267743,34.12487744,1.1264
-28255,-207965,139.52701388,34.12488834,1.2550
-28245,-207965,139.52712229,34.12488861,1.3981
-28235,-207965,139.52723070,34.12488888,0.9937
-28225,-207965,139.52733911,34.12488915,0.6696
-28215,-207965,139.52744752,34.12488942,0.2845
-28205,-207965,139.52755593,34.12488969,0.0849
-28165,-207965,139.52798958,34.12489077,0.0181
-28155,-207965,139.52809799,34.12489104,0.1347
-28145,-207965,139.52820640,34.12489130,0.2108
-28135,-207965,139.52831481,34.12489157,0.5534
-28125,-207965,139.52842322,34.12489184,1.0129
-28115,-207965,139.52853163,34.12489211,1.2760
-28105,-207965,139.52864004,34.12489238,1.5049
-28095,-207965,139.52874845,34.12489265,1.5492
-28085,-207965,139.52885687,34.12489292,1.7157
-28075,-207965,139.52896528,34.12489319,0.6356
-27955,-207965,139.53026621,34.12489641,0.5306
-27945,-207965,139.53037462,34.12489667,1.0857
-27935,-207965,139.53048303,34.12489694,1.4240
-27925,-207965,139.53059144,34.12489721,1.5460
-27915,-207965,139.53069986,34.12489747,1.9480
-28785,-207975,139.52126842,34.12478371,1.1937
-28775,-207975,139.52137683,34.12478399,1.3107
-28765,-207975,139.52148524,34.12478426,1.2856
-28755,-207975,139.52159365,34.12478454,1.4859
-28745,-207975,139.52170206,34.12478481,1.1101
-28735,-207975,139.52181048,34.12478509,0.3882
-28725,-207975,139.52191889,34.12478536,0.0011
-28635,-207975,139.52289458,34.12478783,0.2730
-28625,-207975,139.52300300,34.12478811,0.9088
-28255,-207975,139.52701420,34.12479818,1.2824
-28245,-207975,139.52712261,34.12479845,1.0638
-28235,-207975,139.52723102,34.12479872,0.3025
-28115,-207975,139.52853196,34.12480195,0.0955
-28105,-207975,139.52864037,34.12480222,0.4091
-28095,-207975,139.52874878,34.12480249,0.6464
-28085,-207975,139.52885719,34.12480276,0.7210
-27925,-207975,139.53059177,34.12480705,0.6804
-27915,-207975,139.53070018,34.12480732,1.6017
-27905,-207975,139.53080859,34.12480758,1.8022
-28805,-207985,139.52105193,34.12469300,0.9199
-28795,-207985,139.52116034,34.12469328,1.1447
-28275,-207985,139.52679771,34.12470748,0.0001
-28265,-207985,139.52690612,34.12470775,0.0035
-28255,-207985,139.52701453,34.12470802,0.2418
-28015,-207985,139.52961639,34.12471448,0.2703
-28005,-207985,139.52972480,34.12471475,1.1942
-27995,-207985,139.52983321,34.12471502,0.8910
-27985,-207985,139.52994162,34.12471528,0.6740
-27975,-207985,139.53005003,34.12471555,0.3328
-27915,-207985,139.53070050,34.12471716,0.0000
-27905,-207985,139.53080891,34.12471742,0.4833
-27895,-207985,139.53091732,34.12471769,0.7739
-27885,-207985,139.53102573,34.12471796,1.2183
-27875,-207985,139.53113414,34.12471822,1.1285
-27865,-207985,139.53124255,34.12471849,1.3190
-27855,-207985,139.53135096,34.12471876,0.9612
-28835,-207995,139.52072703,34.12460201,0.0779
-28595,-207995,139.52332889,34.12460861,0.9655
-28585,-207995,139.52343730,34.12460888,1.6696
-28305,-207995,139.52647280,34.12461651,0.6881
-28295,-207995,139.52658121,34.12461678,0.6358
-28285,-207995,139.52668962,34.12461705,0.4928
-28015,-207995,139.52961671,34.12462432,0.4874
-28005,-207995,139.52972512,34.12462459,1.4657
-27995,-207995,139.52983353,34.12462486,2.2490
-27965,-207995,139.53015876,34.12462566,1.4562
-27955,-207995,139.53026718,34.12462593,1.4221
-27945,-207995,139.53037559,34.12462620,1.3370
-27935,-207995,139.53048400,34.12462646,1.3479
-27925,-207995,139.53059241,34.12462673,1.0010
-27915,-207995,139.53070082,34.12462700,0.0012
-27895,-207995,139.53091764,34.12462753,0.2792
-28855,-208005,139.52051054,34.12451130,0.3600
-28305,-208005,139.52647312,34.12452635,0.9831
-28295,-208005,139.52658153,34.12452662,0.5718
-28015,-208005,139.52961703,34.12453416,0.6953
-28005,-208005,139.52972544,34.12453443,1.6530
-27905,-208005,139.53080955,34.12453711,1.5897
-27895,-208005,139.53091796,34.12453737,1.3754
-27885,-208005,139.53102637,34.12453764,1.0025
-27875,-208005,139.53113478,34.12453791,0.9426
-27865,-208005,139.53124319,34.12453817,0.4226
-27755,-208005,139.53243571,34.12454110,1.2450
-28565,-208015,139.52365478,34.12442911,0.9868
-28005,-208015,139.52972577,34.12444427,0.6820
-27995,-208015,139.52983418,34.12444454,0.9184
-27875,-208015,139.53113510,34.12444775,0.8829
-27745,-208015,139.53254444,34.12445121,1.4712
-27725,-208015,139.53276126,34.12445174,1.2471
-27715,-208015,139.53286967,34.12445200,0.9658
-27705,-208015,139.53297808,34.12445227,0.7545
-27695,-208015,139.53308649,34.12445253,0.4670
-27685,-208015,139.53319491,34.12445280,0.3477
-27675,-208015,139.53330332,34.12445306,1.5600
-27665,-208015,139.53341173,34.12445333,1.5134
-28885,-208025,139.52018597,34.12433016,2.0015
-28875,-208025,139.52029438,34.12433043,0.8273
-28555,-208025,139.52376352,34.12433923,0.3395
-28545,-208025,139.52387193,34.12433950,1.5303
-28325,-208025,139.52625695,34.12434549,0.6680
-28315,-208025,139.52636536,34.12434576,0.0005
-27985,-208025,139.52994291,34.12435465,5.5734
-27765,-208025,139.53232794,34.12436052,0.3835
-27745,-208025,139.53254476,34.12436105,1.2358
-27735,-208025,139.53265317,34.12436131,0.8162
-27725,-208025,139.53276158,34.12436158,0.6291
-27715,-208025,139.53286999,34.12436184,0.6909
-27705,-208025,139.53297840,34.12436211,0.5602
-27675,-208025,139.53330363,34.12436290,0.4656
-27665,-208025,139.53341205,34.12436317,1.1478
-27655,-208025,139.53352046,34.12436343,1.3344
-28895,-208035,139.52007790,34.12423972,1.0656
-28885,-208035,139.52018631,34.12424000,0.4160
-28545,-208035,139.52387225,34.12424934,0.5205
-28535,-208035,139.52398066,34.12424961,1.4944
-28525,-208035,139.52408907,34.12424989,1.9251
-27985,-208035,139.52994323,34.12426449,5.5531
-27745,-208035,139.53254508,34.12427089,0.2811
-27735,-208035,139.53265349,34.12427115,0.4558
-27675,-208035,139.53330395,34.12427275,0.5948
-27665,-208035,139.53341236,34.12427301,0.6983
-27655,-208035,139.53352077,34.12427328,0.5581
-27645,-208035,139.53362918,34.12427354,1.4448
-27105,-208035,139.53948335,34.12428769,0.8329
-27095,-208035,139.53959176,34.12428795,0.6808
-27085,-208035,139.53970017,34.12428821,1.2566
-28915,-208045,139.51986141,34.12414901,1.3062
-28905,-208045,139.51996982,34.12414929,0.7764
-28525,-208045,139.52408940,34.12415973,0.8406
-28515,-208045,139.52419781,34.12416000,1.6970
-28495,-208045,139.52441463,34.12416055,2.0345
-28325,-208045,139.52625761,34.12416517,1.1638
-27645,-208045,139.53362950,34.12418338,0.5381
-27105,-208045,139.53948366,34.12419753,0.7432
-27095,-208045,139.53959207,34.12419779,0.7907
-27085,-208045,139.53970048,34.12419805,0.7510
-28935,-208055,139.51964492,34.12405830,1.3622
-28925,-208055,139.51975333,34.12405857,0.6802
-28485,-208055,139.52452337,34.12407066,0.6666
-28475,-208055,139.52463178,34.12407093,1.9735
-28325,-208055,139.52625793,34.12407501,1.6767
-28315,-208055,139.52636634,34.12407528,1.0911
-27985,-208055,139.52994388,34.12408417,5.5494
-27645,-208055,139.53362982,34.12409322,1.1752
-27115,-208055,139.53937556,34.12410711,0.2445
-27105,-208055,139.53948397,34.12410737,0.4184
-27095,-208055,139.53959238,34.12410763,0.1864
-27085,-208055,139.53970079,34.12410789,0.4736
-28945,-208065,139.51953684,34.12396786,1.1850
-28935,-208065,139.51964525,34.12396814,0.3689
-28475,-208065,139.52463211,34.12398077,0.6522
-28465,-208065,139.52474052,34.12398105,1.9889
-28455,-208065,139.52484893,34.12398132,2.0561
-28445,-208065,139.52495734,34.12398159,2.1939
-28435,-208065,139.52506575,34.12398186,2.1591
-28425,-208065,139.52517416,34.12398214,2.1566
-28415,-208065,139.52528257,34.12398241,1.9885
-28405,-208065,139.52539098,34.12398268,1.8069
-28395,-208065,139.52549939,34.12398295,1.8773
-28385,-208065,139.52560780,34.12398322,1.9947
-28375,-208065,139.52571621,34.12398349,2.0570
-28365,-208065,139.52582462,34.12398377,1.9470
-28355,-208065,139.52593303,34.12398404,1.8066
-28345,-208065,139.52604144,34.12398431,1.7747
-28335,-208065,139.52614985,34.12398458,0.9942
-28325,-208065,139.52625826,34.12398485,0.6628
-28315,-208065,139.52636667,34.12398512,0.3059
-27975,-208065,139.53005261,34.12399428,0.8209
-27965,-208065,139.53016102,34.12399455,1.1237
-27955,-208065,139.53026943,34.12399481,1.1475
-27945,-208065,139.53037784,34.12399508,1.0905
-27935,-208065,139.53048625,34.12399535,1.1098
-27925,-208065,139.53059466,34.12399562,1.1597
-27635,-208065,139.53373855,34.12400333,1.0483
-27625,-208065,139.53384696,34.12400359,1.3804
-27585,-208065,139.53428060,34.12400465,1.3412
-27575,-208065,139.53438901,34.12400491,1.3049
-27565,-208065,139.53449742,34.12400518,1.2715
-27555,-208065,139.53460583,34.12400544,0.4721
-27485,-208065,139.53536470,34.12400728,0.7434
-27475,-208065,139.53547311,34.12400755,0.2542
-27465,-208065,139.53558152,34.12400781,0.0001
-27455,-208065,139.53568993,34.12400807,0.1326
-27445,-208065,139.53579834,34.12400833,0.2748
-27435,-208065,139.53590675,34.12400860,0.7884
-27115,-208065,139.53937587,34.12401695,0.4486
-28955,-208075,139.51942877,34.12387742,0.7327
-28945,-208075,139.51953718,34.12387770,0.3978
-28455,-208075,139.52484926,34.12389116,0.8543
-28445,-208075,139.52495767,34.12389143,0.9370
-28435,-208075,139.52506608,34.12389170,1.0637
-28425,-208075,139.52517449,34.12389198,1.2469
-28415,-208075,139.52528290,34.12389225,1.0820
-28405,-208075,139.52539131,34.12389252,1.1855
-28395,-208075,139.52549972,34.12389279,1.3142
-28385,-208075,139.52560813,34.12389306,1.3108
-28375,-208075,139.52571654,34.12389334,1.2298
-28365,-208075,139.52582494,34.12389361,1.0991
-28355,-208075,139.52593335,34.12389388,0.8408
-28345,-208075,139.52604176,34.12389415,0.4938
-27945,-208075,139.53037816,34.12390492,0.1360
-27935,-208075,139.53048657,34.12390519,0.7166
-27925,-208075,139.53059498,34.12390546,1.1716
-27915,-208075,139.53070339,34.12390573,1.0935
-27905,-208075,139.53081180,34.12390599,1.0301
-27895,-208075,139.53092021,34.12390626,0.9506
-27885,-208075,139.53102862,34.12390653,5.1836
-27875,-208075,139.53113703,34.12390679,5.1387
-27625,-208075,139.53384728,34.12391343,0.6250
-27615,-208075,139.53395569,34.12391370,1.1750
-27575,-208075,139.53438933,34.12391475,0.0916
-27485,-208075,139.53536502,34.12391712,0.3262
-27435,-208075,139.53590707,34.12391844,0.0442
-27115,-208075,139.53937619,34.12392679,0.1402
-28965,-208085,139.51932069,34.12378699,0.7994
-28955,-208085,139.51942910,34.12378727,0.1715
-28445,-208085,139.52495799,34.12380127,0.4293
-28435,-208085,139.52506640,34.12380155,0.6877
-28425,-208085,139.52517481,34.12380182,0.7379
-28415,-208085,139.52528322,34.12380209,0.5873
-28405,-208085,139.52539163,34.12380236,0.4103
-28395,-208085,139.52550004,34.12380263,0.2287
-28385,-208085,139.52560845,34.12380290,0.1574
-28375,-208085,139.52571686,34.12380318,0.0176
-27875,-208085,139.53113735,34.12381663,0.7874
-27865,-208085,139.53124576,34.12381690,0.8552
-27855,-208085,139.53135417,34.12381717,0.7742
-27845,-208085,139.53146258,34.12381743,0.5872
-27835,-208085,139.53157099,34.12381770,0.3587
-27825,-208085,139.53167940,34.12381797,4.9910
-27485,-208085,139.53536533,34.12382696,0.0925
-27075,-208085,139.53981014,34.12383767,0.4630
-28975,-208095,139.51921261,34.12369655,0.8087
-28965,-208095,139.51932102,34.12369683,0.3406
-28985,-208105,139.51910454,34.12360612,0.5395
-28975,-208105,139.51921295,34.12360639,0.4101
-28965,-208105,139.51932136,34.12360667,0.0053
-28985,-208115,139.51910487,34.12351596,0.4858
-27225,-208115,139.53818493,34.12356329,0.6625
-27215,-208115,139.53829334,34.12356355,0.8448
-27205,-208115,139.53840175,34.12356382,0.1478
-27055,-208115,139.54002789,34.12356771,0.3617
-27045,-208115,139.54013630,34.12356797,1.1545
-28995,-208125,139.51899680,34.12342552,0.8677
-27235,-208125,139.53807683,34.12347287,0.7947
-27045,-208125,139.54013661,34.12347781,0.2177
-29005,-208135,139.51888872,34.12333508,0.5789
-27265,-208135,139.53775192,34.12338193,0.4753
-29025,-208165,139.51867290,34.12306405,0.4967
-29025,-208175,139.51867324,34.12297389,0.0017
-29015,-208175,139.51878165,34.12297417,0.0000
-29035,-208185,139.51856516,34.12288346,0.2172
-26985,-208185,139.54078893,34.12293841,0.2250
-29055,-208195,139.51834868,34.12279274,1.0257
-29045,-208195,139.51845709,34.12279302,0.4462
-30155,-208205,139.50642412,34.12267142,0.8469
-30135,-208205,139.50664094,34.12267199,1.1611
-30125,-208205,139.50674934,34.12267228,0.9572
-29055,-208205,139.51834902,34.12270258,0.5220
-29045,-208205,139.51845742,34.12270286,0.0943
-26975,-208205,139.54089796,34.12275835,1.1610
-29065,-208215,139.51824094,34.12261214,0.8454
-29055,-208215,139.51834935,34.12261242,0.4003
-26965,-208215,139.54100668,34.12266844,0.3684
-30195,-208225,139.50599118,34.12248994,0.0495
-29075,-208225,139.51813287,34.12252171,1.1200
-29065,-208225,139.51824128,34.12252199,0.5697
-29055,-208225,139.51834968,34.12252226,0.0467
-26955,-208225,139.54111540,34.12257854,1.4017
-30215,-208235,139.50577471,34.12239921,1.0389
-30205,-208235,139.50588312,34.12239950,0.5130
-29085,-208235,139.51802480,34.12243127,1.1337
-29075,-208235,139.51813320,34.12243155,0.9270
-29065,-208235,139.51824161,34.12243183,0.1388
-26945,-208235,139.54122412,34.12248864,0.7742
-30215,-208245,139.50577506,34.12230905,0.8288
-29105,-208245,139.51780831,34.12234055,1.9351
-29095,-208245,139.51791672,34.12234083,1.5711
-29085,-208245,139.51802513,34.12234111,0.8874
-26845,-208245,139.54230851,34.12240106,0.6575
-30245,-208255,139.50545019,34.12221802,1.7882
-30235,-208255,139.50555859,34.12221831,1.0069
-30225,-208255,139.50566700,34.12221860,0.2512
-30045,-208255,139.50761834,34.12222379,0.4592
-29115,-208255,139.51770024,34.12225012,1.7965
-29105,-208255,139.51780865,34.12225040,1.2234
-29095,-208255,139.51791706,34.12225067,0.9845
-29085,-208255,139.51802546,34.12225095,0.2130
-26885,-208255,139.54187518,34.12230987,1.2472
-30255,-208265,139.50534213,34.12212757,1.7424
-30245,-208265,139.50545053,34.12212786,0.3470
-30035,-208265,139.50772709,34.12213392,0.0181
-30025,-208265,139.50783550,34.12213421,0.1375
-29125,-208265,139.51759217,34.12215968,1.4946
-29115,-208265,139.51770058,34.12215996,1.4093
-29105,-208265,139.51780898,34.12216024,0.7731
-29095,-208265,139.51791739,34.12216051,0.0571
-26845,-208265,139.54230913,34.12222074,0.9938
-30275,-208275,139.50512566,34.12203684,1.3803
-30265,-208275,139.50523407,34.12203713,1.0967
-30255,-208275,139.50534248,34.12203742,0.0000
-30035,-208275,139.50772744,34.12204376,0.0186
-29145,-208275,139.51737569,34.12206896,1.5645
-29135,-208275,139.51748410,34.12206924,1.1362
-29125,-208275,139.51759250,34.12206952,0.3710
-30335,-208285,139.50447557,34.12194494,2.1336
-30325,-208285,139.50458397,34.12194523,1.2117
-30315,-208285,139.50469238,34.12194552,1.3533
-30305,-208285,139.50480079,34.12194581,1.3186
-30285,-208285,139.50501760,34.12194639,0.3428
-29195,-208285,139.51683399,34.12197741,0.7081
-29155,-208285,139.51726762,34.12197852,1.3535
-29145,-208285,139.51737602,34.12197880,0.6199
-29135,-208285,139.51748443,34.12197908,0.1363
-26845,-208285,139.54230974,34.12204042,0.4367
-30905,-208295,139.49829672,34.12183808,1.4787
-30895,-208295,139.49840513,34.12183837,0.8539
-30885,-208295,139.49851353,34.12183867,1.4572
-30855,-208295,139.49883875,34.12183955,1.3667
-30845,-208295,139.49894716,34.12183985,1.0785
-30835,-208295,139.49905557,34.12184014,0.9138
-30825,-208295,139.49916397,34.12184044,0.3441
-30815,-208295,139.49927238,34.12184073,0.4719
-30805,-208295,139.49938079,34.12184103,0.6562
-30795,-208295,139.49948919,34.12184132,0.8265
-30785,-208295,139.49959760,34.12184162,0.8277
-30765,-208295,139.49981442,34.12184221,1.5313
-30345,-208295,139.50436751,34.12185449,1.6565
-30335,-208295,139.50447592,34.12185478,1.8923
-29215,-208295,139.51661751,34.12188669,0.3386
-29205,-208295,139.51672592,34.12188697,0.1415
-29175,-208295,139.51705114,34.12188781,0.4279
-29165,-208295,139.51715955,34.12188809,0.9009
-29155,-208295,139.51726795,34.12188837,0.0301
-26835,-208295,139.54241846,34.12195052,0.4589
-30915,-208305,139.49818867,34.12174762,1.3836
-30905,-208305,139.49829707,34.12174792,0.9031
-30895,-208305,139.49840548,34.12174821,0.5652
-30885,-208305,139.49851389,34.12174851,1.0195
-30875,-208305,139.49862229,34.12174880,1.0445
-30865,-208305,139.49873070,34.12174910,1.0500
-30855,-208305,139.49883911,34.12174940,0.7737
-30845,-208305,139.49894751,34.12174969,0.0222
-30755,-208305,139.49992318,34.12175234,0.5203
-30745,-208305,139.50003158,34.12175264,0.5305
-30365,-208305,139.50415104,34.12176375,0.5851
-30355,-208305,139.50425945,34.12176404,0.5149
-30345,-208305,139.50436786,34.12176433,0.2598
-29225,-208305,139.51650944,34.12179625,0.3186
-26825,-208305,139.54252718,34.12186061,0.7396
-30915,-208315,139.49818902,34.12165746,1.6159
-30905,-208315,139.49829743,34.12165776,0.8599
-30895,-208315,139.49840584,34.12165805,0.0195
-30875,-208315,139.49862265,34.12165865,0.1752
-30725,-208315,139.50024875,34.12166307,0.7007
-30715,-208315,139.50035716,34.12166336,1.4050
-30385,-208315,139.50393458,34.12167301,1.0181
-30375,-208315,139.50404299,34.12167330,0.2238
-29245,-208315,139.51629296,34.12170553,0.0304
-26745,-208315,139.54339474,34.12177251,1.1100
-30915,-208325,139.49818938,34.12156730,1.5193
-30905,-208325,139.49829779,34.12156760,0.6504
-30395,-208325,139.50382652,34.12158256,1.0603
-29985,-208325,139.50827120,34.12159440,0.7718
-29925,-208325,139.50892164,34.12159612,0.1426
-29915,-208325,139.50903004,34.12159641,0.6221
-29275,-208325,139.51596808,34.12161453,0.4140
-29265,-208325,139.51607648,34.12161481,0.0194
-30925,-208335,139.49808133,34.12147685,1.7947
-30915,-208335,139.49818973,34.12147715,0.9111
-30665,-208335,139.50089990,34.12148451,0.7242
-30445,-208335,139.50328484,34.12149094,1.0222
-29975,-208335,139.50837995,34.12150453,1.5037
-29925,-208335,139.50892198,34.12150596,1.2148
-29915,-208335,139.50903039,34.12150625,0.2829
-29275,-208335,139.51596841,34.12152438,0.3197
-30925,-208345,139.49808168,34.12138669,1.4555
-30915,-208345,139.49819009,34.12138699,0.9845
-30625,-208345,139.50133387,34.12139553,0.1227
-30615,-208345,139.50144228,34.12139582,1.7791
-30545,-208345,139.50220113,34.12139787,1.1589
-30535,-208345,139.50230953,34.12139816,1.2291
-30525,-208345,139.50241794,34.12139845,0.9386
-30495,-208345,139.50274316,34.12139933,1.0507
-30485,-208345,139.50285156,34.12139962,0.0749
-29975,-208345,139.50838029,34.12141437,0.5622
-29965,-208345,139.50848870,34.12141466,1.8627
-29295,-208345,139.51575194,34.12143366,0.6117
-29285,-208345,139.51586034,34.12143394,0.2948
-30925,-208355,139.49808204,34.12129653,1.5058
-30915,-208355,139.49819045,34.12129683,0.5411
-30605,-208355,139.50155104,34.12130595,1.3844
-30595,-208355,139.50165945,34.12130625,0.8063
-30565,-208355,139.50198466,34.12130712,1.1020
-30555,-208355,139.50209307,34.12130742,1.0230
-29965,-208355,139.50848904,34.12132450,0.3672
-29955,-208355,139.50859745,34.12132479,1.3541
-29915,-208355,139.50903108,34.12132593,0.8815
-29315,-208355,139.51553546,34.12134294,1.0813
-29305,-208355,139.51564387,34.12134322,0.6883
-29295,-208355,139.51575227,34.12134350,0.2277
-26685,-208355,139.54404641,34.12141340,0.7554
-30935,-208365,139.49797399,34.12120608,1.8880
-30925,-208365,139.49808240,34.12120637,1.2282
-30915,-208365,139.49819080,34.12120667,0.2708
-29945,-208365,139.50870620,34.12123491,0.2211
-29915,-208365,139.50903142,34.12123577,1.0481
-29325,-208365,139.51542739,34.12125250,0.9992
-29315,-208365,139.51553580,34.12125278,0.6196
-29305,-208365,139.51564421,34.12125306,0.2014
-30945,-208375,139.49786594,34.12111562,1.5767
-30935,-208375,139.49797435,34.12111592,1.1956
-30925,-208375,139.49808275,34.12111621,0.5544
-29915,-208375,139.50903176,34.12114561,0.1187
-29905,-208375,139.50914017,34.12114590,1.4564
-29355,-208375,139.51510251,34.12116150,1.0697
-29345,-208375,139.51521092,34.12116178,0.7496
-29335,-208375,139.51531932,34.12116206,0.7823
-29325,-208375,139.51542773,34.12116234,0.5943
-29315,-208375,139.51553614,34.12116262,0.0078
-26655,-208375,139.54437225,34.12123385,0.5448
-26645,-208375,139.54448066,34.12123411,0.7680
-30945,-208385,139.49786630,34.12102546,0.9395
-30935,-208385,139.49797470,34.12102576,0.1251
-29895,-208385,139.50924892,34.12105603,0.4928
-29885,-208385,139.50935733,34.12105631,1.5479
-29375,-208385,139.51488604,34.12107077,0.6426
-29365,-208385,139.51499444,34.12107106,0.8211
-29355,-208385,139.51510285,34.12107134,0.3015
-26645,-208385,139.54448096,34.12114395,0.5107
-30955,-208395,139.49775825,34.12093501,1.0881
