X（m）,Y（m）,経度（度）,緯度（度）,到達時間（1cm）（秒）,到達時間（30cm）（秒）,到達時間（1m）（秒）,到達時間（最高水位）（秒）
-50725,-162635,139.28074594,34.53270324,1053.2,1053.8,1054.4,1062.1
-50715,-162635,139.28085488,34.53270374,1054.0,1058.2,1068.9,1082.9
-50775,-162645,139.28020187,34.53261063,1039.6,1041.4,1043.3,1059.1
-50765,-162645,139.28031081,34.53261112,1039.8,1042.0,1044.1,1059.4
-50755,-162645,139.28041974,34.53261162,1039.6,1041.7,1044.0,1060.8
-50745,-162645,139.28052867,34.53261211,1039.8,1041.7,1044.1,1078.1
-50735,-162645,139.28063761,34.53261260,1040.6,1043.1,1047.9,1076.9
-50725,-162645,139.28074654,34.53261309,1049.7,1052.9,1059.8,1081.8
-50715,-162645,139.28085547,34.53261359,1054.7,1070.1,1070.8,1072.6
-50535,-162645,139.28281627,34.53262244,1042.4,1045.9,1052.0,1080.1
-50525,-162645,139.28292521,34.53262293,0.2,0.6,1.0,1080.9
-50775,-162655,139.28020247,34.53252048,1038.8,1041.2,1043.7,1064.8
-50765,-162655,139.28031140,34.53252097,1040.9,1043.8,1046.1,1416.2
-50755,-162655,139.28042034,34.53252147,1041.6,1044.6,1046.9,1416.2
-50745,-162655,139.28052927,34.53252196,47.1,1044.4,1047.4,1082.2
-50735,-162655,139.28063820,34.53252245,0.2,0.7,1.2,1076.1
-50535,-162655,139.28281687,34.53253229,4.4,5.9,1050.0,1079.9
-50525,-162655,139.28292580,34.53253278,0.2,0.8,1.4,1080.6
-50775,-162665,139.28020307,34.53243033,1038.7,1041.2,1043.4,1065.3
-50765,-162665,139.28031200,34.53243082,1041.0,1044.2,1046.7,1415.6
-50755,-162665,139.28042093,34.53243132,1042.9,1045.9,1048.4,1415.9
-50745,-162665,139.28052987,34.53243181,47.7,1045.6,1047.2,1082.6
-50735,-162665,139.28063880,34.53243230,0.2,0.8,1.4,1074.8
-50535,-162665,139.28281746,34.53244214,1047.9,1050.8,1054.4,1079.4
-50525,-162665,139.28292639,34.53244263,5.1,1051.4,1054.8,1080.3
-50775,-162675,139.28020366,34.53234018,1039.8,1042.0,1044.2,1064.4
-50765,-162675,139.28031260,34.53234067,1041.8,1044.9,1047.4,1414.8
-50755,-162675,139.28042153,34.53234117,1043.8,1046.8,1049.9,1415.3
-50745,-162675,139.28053046,34.53234166,1045.0,1046.9,1048.3,1080.8
-50735,-162675,139.28063939,34.53234215,0.2,0.8,1.4,1072.2
-50535,-162675,139.28281805,34.53235199,1051.8,1054.2,1056.8,1079.2
-50525,-162675,139.28292699,34.53235248,1059.2,1061.1,1063.0,1080.3
-50515,-162675,139.28303592,34.53235297,8.2,10.0,1050.8,1081.4
-51225,-162685,139.27530229,34.53222773,89.6,985.0,1000.7,1048.0
-51215,-162685,139.27541122,34.53222823,988.1,996.2,1005.3,1048.0
-51195,-162685,139.27562908,34.53222922,1013.9,1018.4,1022.4,1063.8
-50785,-162685,139.28009533,34.53224954,1043.3,1044.9,1046.3,1063.4
-50775,-162685,139.28020426,34.53225003,1044.1,1046.4,1048.1,1064.8
-50765,-162685,139.28031319,34.53225052,1045.1,1047.7,1049.6,1413.6
-50755,-162685,139.28042212,34.53225102,1046.3,1049.0,1051.0,1098.9
