X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-6995,-315065,139.75834030,33.15955524,3.2896
-6985,-315065,139.75844751,33.15955530,3.2753
-6975,-315065,139.75855472,33.15955536,3.2819
-6965,-315065,139.75866192,33.15955543,3.2794
-6955,-315065,139.75876913,33.15955549,3.2780
-6945,-315065,139.75887634,33.15955556,3.2724
-6915,-315065,139.75919797,33.15955575,3.2351
-6905,-315065,139.75930518,33.15955581,3.2569
-6895,-315065,139.75941239,33.15955588,3.2718
-7015,-315075,139.75812595,33.15946493,3.3092
-7005,-315075,139.75823316,33.15946500,3.3107
-6995,-315075,139.75834037,33.15946506,3.3327
-6885,-315075,139.75951968,33.15946577,3.3184
-7045,-315085,139.75780440,33.15937456,3.3199
-7035,-315085,139.75791161,33.15937463,3.3321
-7025,-315085,139.75801882,33.15937469,3.3560
-6885,-315085,139.75951975,33.15937559,3.3401
-7065,-315095,139.75759006,33.15928426,3.4310
-7055,-315095,139.75769727,33.15928432,3.4299
-6885,-315095,139.75951983,33.15928542,3.3962
-6875,-315095,139.75962704,33.15928548,3.3760
-6865,-315095,139.75973424,33.15928554,3.4087
-6855,-315095,139.75984145,33.15928561,3.4308
-6725,-315095,139.76123517,33.15928642,3.3056
-7065,-315105,139.75759014,33.15919408,3.4831
-6865,-315105,139.75973432,33.15919537,3.4697
-6855,-315105,139.75984153,33.15919543,3.4377
-6845,-315105,139.75994874,33.15919550,3.4593
-6785,-315105,139.76059199,33.15919587,3.4349
-6755,-315105,139.76091362,33.15919606,3.4199
-6745,-315105,139.76102083,33.15919612,3.3782
-6735,-315105,139.76112804,33.15919619,3.3609
-6715,-315105,139.76134245,33.15919631,3.3614
-6695,-315105,139.76155687,33.15919643,3.3149
-6685,-315105,139.76166408,33.15919649,3.3266
-6665,-315105,139.76187850,33.15919662,3.3187
-6645,-315105,139.76209292,33.15919674,3.2954
-7085,-315115,139.75737580,33.15910378,3.5151
-7075,-315115,139.75748301,33.15910384,3.4961
-6845,-315115,139.75994881,33.15910532,3.4967
-6785,-315115,139.76059207,33.15910570,3.4856
-6665,-315115,139.76187857,33.15910644,3.3851
-6655,-315115,139.76198578,33.15910651,3.3238
-6625,-315115,139.76230741,33.15910669,3.3341
-6615,-315115,139.76241462,33.15910675,3.3179
-6595,-315115,139.76262903,33.15910687,3.3475
-7095,-315125,139.75726867,33.15901354,3.5642
-7085,-315125,139.75737588,33.15901360,3.5428
-6845,-315125,139.75994889,33.15901515,3.5225
-6835,-315125,139.76005610,33.15901521,3.5279
-6815,-315125,139.76027051,33.15901534,3.5333
-6805,-315125,139.76037772,33.15901540,3.5534
-6795,-315125,139.76048493,33.15901546,3.5337
-6595,-315125,139.76262911,33.15901670,3.3862
-7095,-315135,139.75726875,33.15892336,3.6462
-6835,-315135,139.76005617,33.15892504,3.6192
-6825,-315135,139.76016338,33.15892510,3.6087
-6815,-315135,139.76027059,33.15892516,3.5833
-6805,-315135,139.76037780,33.15892522,3.6044
-6585,-315135,139.76273639,33.15892658,3.3860
-5755,-315135,139.77163471,33.15893131,4.1034
-5745,-315135,139.77174192,33.15893136,3.9204
-7095,-315145,139.75726883,33.15883319,3.7202
-7085,-315145,139.75737603,33.15883326,3.8119
-6575,-315145,139.76284367,33.15883647,3.5220
-6565,-315145,139.76295088,33.15883653,3.4742
-6545,-315145,139.76316529,33.15883665,3.5267
-6535,-315145,139.76327250,33.15883671,3.5349
-6525,-315145,139.76337971,33.15883677,3.5599
-6515,-315145,139.76348692,33.15883683,3.6362
-6505,-315145,139.76359413,33.15883689,3.7057
-6495,-315145,139.76370134,33.15883695,3.7624
