区市町村名,住宅借入金等特別税額控除分（千円）
区市町村計,7171003
区計,4402030
市町村計,2768973
市計,2725480
町村計,43493
八王子市,391797
立川市,122546
武蔵野市,40478
三鷹市,94092
青梅市,89048
府中市,185853
昭島市,76095
調布市,123385
町田市,308784
小金井市,58157
小平市,148177
日野市,136333
東村山市,116363
国分寺市,60899
国立市,39538
福生市,27568
狛江市,46807
東大和市,74781
清瀬市,51052
東久留米市,86023
武蔵村山市,66551
多摩市,83679
稲城市,59829
羽村市,39855
あきる野市,59092
西東京市,138698
瑞穂町,25749
日の出町,13524
檜原村,135
奥多摩町,417
大島町,1502
利島村,3
新島村,383
神津島村,302
三宅村,114
御蔵島村,0
八丈町,747
青ヶ島村,0
小笠原村,617
