X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-28195,-207945,139.52766369,34.12507027,2.5611
-28005,-207945,139.52972351,34.12507538,2.8842
-28225,-207955,139.52733879,34.12497931,2.5973
-28215,-207955,139.52744720,34.12497958,2.5988
-28205,-207955,139.52755561,34.12497985,2.5817
-28195,-207955,139.52766402,34.12498012,2.5773
-28185,-207955,139.52777243,34.12498039,2.6373
-28065,-207955,139.52907337,34.12498362,2.8240
-28055,-207955,139.52918178,34.12498388,2.9846
-28035,-207955,139.52939860,34.12498442,2.9894
-28025,-207955,139.52950701,34.12498469,2.9697
-28015,-207955,139.52961542,34.12498496,2.8846
-28005,-207955,139.52972383,34.12498523,2.9220
-27995,-207955,139.52983224,34.12498549,2.8991
-27985,-207955,139.52994066,34.12498576,2.8774
-27975,-207955,139.53004907,34.12498603,2.9206
-27965,-207955,139.53015748,34.12498630,3.0081
-28675,-207965,139.52246061,34.12487689,2.5720
-28665,-207965,139.52256902,34.12487717,2.6731
-28655,-207965,139.52267743,34.12487744,2.6844
-28265,-207965,139.52690547,34.12488807,2.6418
-28255,-207965,139.52701388,34.12488834,2.5946
-28245,-207965,139.52712229,34.12488861,2.6239
-28235,-207965,139.52723070,34.12488888,2.6548
-28225,-207965,139.52733911,34.12488915,2.6588
-28215,-207965,139.52744752,34.12488942,2.6791
-28205,-207965,139.52755593,34.12488969,2.6669
-28195,-207965,139.52766434,34.12488996,2.6408
-28185,-207965,139.52777275,34.12489023,2.7341
-28175,-207965,139.52788117,34.12489050,2.8398
-28165,-207965,139.52798958,34.12489077,2.8296
-28155,-207965,139.52809799,34.12489104,2.8023
-28145,-207965,139.52820640,34.12489130,2.7617
-28135,-207965,139.52831481,34.12489157,2.7952
-28125,-207965,139.52842322,34.12489184,2.8557
-28115,-207965,139.52853163,34.12489211,2.8552
-28105,-207965,139.52864004,34.12489238,2.8673
-28095,-207965,139.52874845,34.12489265,2.8303
-28085,-207965,139.52885687,34.12489292,2.8074
-28075,-207965,139.52896528,34.12489319,2.7972
-28065,-207965,139.52907369,34.12489346,3.8415
-28055,-207965,139.52918210,34.12489373,3.9996
-28045,-207965,139.52929051,34.12489399,3.9787
-28035,-207965,139.52939892,34.12489426,3.9546
-28025,-207965,139.52950733,34.12489453,3.6718
-28005,-207965,139.52972415,34.12489507,4.0577
-27995,-207965,139.52983257,34.12489533,3.7600
-27965,-207965,139.53015780,34.12489614,3.1471
-27955,-207965,139.53026621,34.12489641,3.1312
-27945,-207965,139.53037462,34.12489667,3.0575
-27935,-207965,139.53048303,34.12489694,3.0741
-27925,-207965,139.53059144,34.12489721,3.1321
-27915,-207965,139.53069986,34.12489747,3.1629
-28785,-207975,139.52126842,34.12478371,2.3766
-28775,-207975,139.52137683,34.12478399,2.4396
-28765,-207975,139.52148524,34.12478426,2.4619
-28755,-207975,139.52159365,34.12478454,2.4417
-28745,-207975,139.52170206,34.12478481,2.4680
-28735,-207975,139.52181048,34.12478509,2.4869
-28725,-207975,139.52191889,34.12478536,2.4480
-28715,-207975,139.52202730,34.12478564,2.4774
-28705,-207975,139.52213571,34.12478591,2.4585
-28635,-207975,139.52289458,34.12478783,2.8724
-28625,-207975,139.52300300,34.12478811,2.8924
-28265,-207975,139.52690579,34.12479791,2.7815
-28255,-207975,139.52701420,34.12479818,2.6233
-28245,-207975,139.52712261,34.12479845,2.6392
