X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-6995,-315065,139.75834030,33.15955524,3.5597
-6985,-315065,139.75844751,33.15955530,3.0011
-6975,-315065,139.75855472,33.15955536,2.7764
-6965,-315065,139.75866192,33.15955543,3.2523
-6955,-315065,139.75876913,33.15955549,2.0901
-6945,-315065,139.75887634,33.15955556,1.9858
-6925,-315065,139.75909076,33.15955568,0.4364
-6915,-315065,139.75919797,33.15955575,2.5567
-6905,-315065,139.75930518,33.15955581,1.9190
-6895,-315065,139.75941239,33.15955588,1.0046
-7015,-315075,139.75812595,33.15946493,3.9081
-7005,-315075,139.75823316,33.15946500,3.3719
-6995,-315075,139.75834037,33.15946506,2.6453
-6975,-315075,139.75855479,33.15946519,0.2574
-6895,-315075,139.75941247,33.15946570,0.7659
-6885,-315075,139.75951968,33.15946577,2.5229
-7045,-315085,139.75780440,33.15937456,4.0913
-7035,-315085,139.75791161,33.15937463,3.6691
-7025,-315085,139.75801882,33.15937469,2.6437
-7015,-315085,139.75812603,33.15937476,0.4800
-6885,-315085,139.75951975,33.15937559,2.6843
-7065,-315095,139.75759006,33.15928426,3.5239
-7055,-315095,139.75769727,33.15928432,2.8580
-7045,-315095,139.75780448,33.15928439,0.7334
-6885,-315095,139.75951983,33.15928542,2.0567
-6875,-315095,139.75962704,33.15928548,2.2152
-6865,-315095,139.75973424,33.15928554,3.1053
-6855,-315095,139.75984145,33.15928561,3.1929
-6725,-315095,139.76123517,33.15928642,3.2656
-7065,-315105,139.75759014,33.15919408,2.2107
-6865,-315105,139.75973432,33.15919537,1.1854
-6855,-315105,139.75984153,33.15919543,1.8974
-6845,-315105,139.75994874,33.15919550,3.8693
-6785,-315105,139.76059199,33.15919587,3.0731
-6755,-315105,139.76091362,33.15919606,2.6940
-6745,-315105,139.76102083,33.15919612,1.9745
-6735,-315105,139.76112804,33.15919619,1.3725
-6725,-315105,139.76123525,33.15919625,0.3341
-6715,-315105,139.76134245,33.15919631,1.0730
-6705,-315105,139.76144966,33.15919637,0.3910
-6695,-315105,139.76155687,33.15919643,2.8577
-6685,-315105,139.76166408,33.15919649,3.0624
-6665,-315105,139.76187850,33.15919662,3.8949
-6645,-315105,139.76209292,33.15919674,3.7447
-7085,-315115,139.75737580,33.15910378,3.1971
-7075,-315115,139.75748301,33.15910384,1.8616
-6845,-315115,139.75994881,33.15910532,2.9030
-6785,-315115,139.76059207,33.15910570,1.6901
-6775,-315115,139.76069928,33.15910576,0.4735
-6765,-315115,139.76080648,33.15910582,0.3216
-6665,-315115,139.76187857,33.15910644,1.0643
-6655,-315115,139.76198578,33.15910651,1.5215
-6645,-315115,139.76209299,33.15910657,0.4181
-6635,-315115,139.76220020,33.15910663,0.5665
-6625,-315115,139.76230741,33.15910669,3.1748
-6615,-315115,139.76241462,33.15910675,3.5444
-6595,-315115,139.76262903,33.15910687,3.1896
-7095,-315125,139.75726867,33.15901354,3.5848
-7085,-315125,139.75737588,33.15901360,1.0804
-6845,-315125,139.75994889,33.15901515,1.6137
-6835,-315125,139.76005610,33.15901521,3.3439
-6815,-315125,139.76027051,33.15901534,3.6655
-6805,-315125,139.76037772,33.15901540,3.9989
-6795,-315125,139.76048493,33.15901546,1.9447
-6595,-315125,139.76262911,33.15901670,2.1350
-7095,-315135,139.75726875,33.15892336,2.2622
-6835,-315135,139.76005617,33.15892504,2.5908
-6825,-315135,139.76016338,33.15892510,2.6912
-6815,-315135,139.76027059,33.15892516,3.0075
-6805,-315135,139.76037780,33.15892522,3.5316
-6585,-315135,139.76273639,33.15892658,1.2642
-5755,-315135,139.77163471,33.15893131,3.9961
-5745,-315135,139.77174192,33.15893136,4.0969
-7095,-315145,139.75726883,33.15883319,3.6144
-7085,-315145,139.75737603,33.15883326,1.8944
-6825,-315145,139.76016346,33.15883492,0.5354
-6575,-315145,139.76284367,33.15883647,2.5839
-6565,-315145,139.76295088,33.15883653,2.2358
-6545,-315145,139.76316529,33.15883665,2.3988
-6535,-315145,139.76327250,33.15883671,2.9865
-6525,-315145,139.76337971,33.15883677,3.1038
-6515,-315145,139.76348692,33.15883683,2.8795
-6505,-315145,139.76359413,33.15883689,3.6209
-6495,-315145,139.76370134,33.15883695,3.8920
-5775,-315145,139.77142035,33.15884103,4.2916
-5765,-315145,139.77152756,33.15884108,4.2499
-5755,-315145,139.77163477,33.15884114,4.2153
-5745,-315145,139.77174198,33.15884119,4.1112
-5715,-315145,139.77206361,33.15884135,3.9672
-5705,-315145,139.77217081,33.15884140,3.9567
-7095,-315155,139.75726890,33.15874302,3.9780
-7085,-315155,139.75737611,33.15874308,3.5494
-7075,-315155,139.75748332,33.15874315,1.7321
-6575,-315155,139.76284374,33.15874630,2.2804
-6545,-315155,139.76316537,33.15874648,0.5598
-6535,-315155,139.76327258,33.15874654,0.5393
-6525,-315155,139.76337978,33.15874660,1.8726
-6515,-315155,139.76348699,33.15874666,0.1109
-6505,-315155,139.76359420,33.15874672,2.2085
-6495,-315155,139.76370141,33.15874678,3.1832
-6485,-315155,139.76380862,33.15874684,3.3234
-5775,-315155,139.77142042,33.15875086,3.9211
-5765,-315155,139.77152763,33.15875091,4.3417
-5755,-315155,139.77163483,33.15875096,4.2297
-5745,-315155,139.77174204,33.15875101,4.0514
-5715,-315155,139.77206367,33.15875117,3.9563
-5705,-315155,139.77217088,33.15875123,4.1388
-5695,-315155,139.77227808,33.15875128,4.0359
-7115,-315165,139.75705456,33.15865271,4.4454
-7105,-315165,139.75716177,33.15865278,3.9611
-7095,-315165,139.75726898,33.15865284,3.5183
-7085,-315165,139.75737619,33.15865291,2.5867
-7075,-315165,139.75748340,33.15865297,1.5236
-7065,-315165,139.75759061,33.15865304,0.3637
-6575,-315165,139.76284381,33.15865612,0.7138
-6475,-315165,139.76391590,33.15865672,1.6909
-6465,-315165,139.76402311,33.15865678,2.2887
-6455,-315165,139.76413031,33.15865684,3.2585
-5775,-315165,139.77142048,33.15866068,4.2512
-5765,-315165,139.77152769,33.15866073,4.2893
-5755,-315165,139.77163490,33.15866079,3.5050
-5745,-315165,139.77174211,33.15866084,3.6833
-5735,-315165,139.77184931,33.15866089,3.5580
-5725,-315165,139.77195652,33.15866095,3.8624
-5715,-315165,139.77206373,33.15866100,3.9120
-5705,-315165,139.77217094,33.15866105,3.6207
-7125,-315175,139.75694743,33.15856247,4.2554
-7115,-315175,139.75705464,33.15856254,3.8350
-7105,-315175,139.75716185,33.15856260,3.1314
-7095,-315175,139.75726906,33.15856267,2.2871
-7085,-315175,139.75737627,33.15856273,1.4537
-7075,-315175,139.75748348,33.15856280,0.5266
-6445,-315175,139.76423759,33.15856673,3.1567
-6435,-315175,139.76434480,33.15856679,3.0760
-5775,-315175,139.77142054,33.15857051,4.3218
-5765,-315175,139.77152775,33.15857056,2.6321
-5755,-315175,139.77163496,33.15857061,2.3866
-5745,-315175,139.77174217,33.15857067,2.9508
-5735,-315175,139.77184938,33.15857072,3.2315
-5725,-315175,139.77195658,33.15857077,3.0049
-5715,-315175,139.77206379,33.15857082,3.7186
-5705,-315175,139.77217100,33.15857088,2.7282
-7195,-315185,139.75619706,33.15847183,3.5415
-7185,-315185,139.75630426,33.15847190,2.7140
-7125,-315185,139.75694751,33.15847230,3.8307
-7115,-315185,139.75705472,33.15847236,3.2182
-7105,-315185,139.75716193,33.15847243,2.0571
-7095,-315185,139.75726914,33.15847249,1.4521
-7085,-315185,139.75737634,33.15847256,0.8074
-6435,-315185,139.76434487,33.15847661,1.3677
-6155,-315185,139.76734670,33.15847824,4.4880
-5775,-315185,139.77142061,33.15848033,2.9802
-5765,-315185,139.77152782,33.15848039,0.5685
-5755,-315185,139.77163502,33.15848044,0.0205
-5745,-315185,139.77174223,33.15848049,0.8843
-5735,-315185,139.77184944,33.15848054,1.9151
-5725,-315185,139.77195665,33.15848060,1.8933
-5715,-315185,139.77206386,33.15848065,3.3175
-7195,-315195,139.75619713,33.15838166,2.9549
-7185,-315195,139.75630434,33.15838173,2.6499
-7175,-315195,139.75641155,33.15838179,1.1336
-7165,-315195,139.75651876,33.15838186,0.7543
-7155,-315195,139.75662597,33.15838192,1.1314
-7125,-315195,139.75694759,33.15838212,2.7935
-7115,-315195,139.75705480,33.15838219,2.3587
-7105,-315195,139.75716201,33.15838225,1.3208
-7095,-315195,139.75726921,33.15838232,0.5084
-6415,-315195,139.76455936,33.15838656,2.5955
-6405,-315195,139.76466657,33.15838662,3.8384
-6215,-315195,139.76670352,33.15838772,3.3684
-6205,-315195,139.76681073,33.15838778,1.9505
-6195,-315195,139.76691793,33.15838784,3.2226
-6155,-315195,139.76734677,33.15838807,1.0906
-5775,-315195,139.77142067,33.15839016,1.6014
-5765,-315195,139.77152788,33.15839021,0.5515
-5755,-315195,139.77163509,33.15839026,0.1344
-5745,-315195,139.77174229,33.15839032,0.0704
-5735,-315195,139.77184950,33.15839037,1.4333
-5725,-315195,139.77195671,33.15839042,2.4683
-5715,-315195,139.77206392,33.15839048,3.4409
-7205,-315205,139.75609001,33.15829142,0.7034
-7125,-315205,139.75694767,33.15829195,2.4051
-7115,-315205,139.75705488,33.15829201,1.4076
-7105,-315205,139.75716208,33.15829208,0.5806
-6415,-315205,139.76455943,33.15829638,0.6198
-6405,-315205,139.76466664,33.15829644,3.5081
-6215,-315205,139.76670359,33.15829755,1.0006
-6205,-315205,139.76681079,33.15829761,0.1346
-6155,-315205,139.76734683,33.15829789,0.0690
-5785,-315205,139.77131353,33.15829993,4.4211
-5775,-315205,139.77142073,33.15829998,1.8500
-5755,-315205,139.77163515,33.15830009,0.1890
-5745,-315205,139.77174236,33.15830014,0.0335
-5735,-315205,139.77184957,33.15830020,1.3838
-5725,-315205,139.77195677,33.15830025,1.2231
-5715,-315205,139.77206398,33.15830030,1.4616
-7125,-315215,139.75694775,33.15820177,3.0372
-7115,-315215,139.75705495,33.15820184,1.4078
-7105,-315215,139.75716216,33.15820190,0.1353
-6405,-315215,139.76466671,33.15820627,0.0428
-6375,-315215,139.76498833,33.15820645,3.2792
-6155,-315215,139.76734690,33.15820772,0.0067
-5895,-315215,139.77013430,33.15820916,3.8810
-5885,-315215,139.77024151,33.15820922,3.8899
-5825,-315215,139.77088476,33.15820954,3.9165
-5815,-315215,139.77099197,33.15820959,4.3452
-5805,-315215,139.77109917,33.15820965,3.1048
-5795,-315215,139.77120638,33.15820970,1.5644
-5785,-315215,139.77131359,33.15820976,1.2717
-5775,-315215,139.77142080,33.15820981,0.1321
-5755,-315215,139.77163521,33.15820992,0.0415
-5745,-315215,139.77174242,33.15820997,0.4164
-5735,-315215,139.77184963,33.15821002,1.0598
-5725,-315215,139.77195684,33.15821007,1.4187
-5715,-315215,139.77206404,33.15821013,1.0491
-5695,-315215,139.77227846,33.15821023,4.2926
-7275,-315225,139.75533971,33.15811060,2.7094
-7265,-315225,139.75544692,33.15811067,3.3972
-7245,-315225,139.75566133,33.15811080,2.7154
-7225,-315225,139.75587575,33.15811094,4.3188
-7215,-315225,139.75598296,33.15811100,4.2732
-7135,-315225,139.75684062,33.15811153,1.8727
-7125,-315225,139.75694783,33.15811160,1.9035
-7115,-315225,139.75705503,33.15811166,0.8187
-6405,-315225,139.76466678,33.15811609,2.5086
-6395,-315225,139.76477398,33.15811615,4.6210
-6385,-315225,139.76488119,33.15811621,3.4583
-6375,-315225,139.76498840,33.15811627,2.0607
-6365,-315225,139.76509561,33.15811633,2.1886
-6325,-315225,139.76552444,33.15811656,4.5066
-6315,-315225,139.76563165,33.15811662,3.7569
-6305,-315225,139.76573885,33.15811668,3.7372
-6295,-315225,139.76584606,33.15811674,3.3876
-6285,-315225,139.76595327,33.15811680,2.5131
-6275,-315225,139.76606048,33.15811685,3.0044
-6265,-315225,139.76616768,33.15811691,3.0670
-6255,-315225,139.76627489,33.15811697,3.9640
-6245,-315225,139.76638210,33.15811703,3.9549
-6185,-315225,139.76702535,33.15811737,0.8828
-5915,-315225,139.76991995,33.15811888,3.6887
-5905,-315225,139.77002716,33.15811893,2.8636
-5895,-315225,139.77013437,33.15811899,2.2963
-5885,-315225,139.77024158,33.15811904,2.2468
-5875,-315225,139.77034878,33.15811910,0.3582
-5865,-315225,139.77045599,33.15811915,1.2536
-5855,-315225,139.77056320,33.15811921,3.3025
-5845,-315225,139.77067041,33.15811926,2.8460
-5835,-315225,139.77077761,33.15811931,1.7744
-5825,-315225,139.77088482,33.15811937,0.3385
-5745,-315225,139.77174248,33.15811979,0.8045
-5735,-315225,139.77184969,33.15811985,1.3021
-5725,-315225,139.77195690,33.15811990,1.9708
-7495,-315235,139.75298122,33.15801893,4.5926
-7485,-315235,139.75308843,33.15801900,4.5737
-7405,-315235,139.75394609,33.15801955,4.3770
-7275,-315235,139.75533979,33.15802043,1.8267
-7265,-315235,139.75544700,33.15802049,0.0224
-7245,-315235,139.75566141,33.15802063,1.1852
-7235,-315235,139.75576862,33.15802070,1.9717
-7225,-315235,139.75587583,33.15802076,3.0056
-6405,-315235,139.76466685,33.15802592,4.5151
-6395,-315235,139.76477405,33.15802598,4.2683
-6385,-315235,139.76488126,33.15802604,3.1806
-6375,-315235,139.76498847,33.15802610,1.6167
-6365,-315235,139.76509568,33.15802616,3.2388
-6345,-315235,139.76531009,33.15802627,3.8358
-6335,-315235,139.76541730,33.15802633,3.6496
-6325,-315235,139.76552451,33.15802639,2.1825
-6315,-315235,139.76563172,33.15802645,1.9156
-6305,-315235,139.76573892,33.15802651,1.5356
-6295,-315235,139.76584613,33.15802656,0.4349
-6285,-315235,139.76595334,33.15802662,0.0022
-6265,-315235,139.76616775,33.15802674,0.6403
-6255,-315235,139.76627496,33.15802680,1.6170
-6245,-315235,139.76638217,33.15802685,3.7899
-6235,-315235,139.76648938,33.15802691,0.9169
-5915,-315235,139.76992002,33.15802870,2.9775
-5855,-315235,139.77056326,33.15802903,1.0482
-5845,-315235,139.77067047,33.15802908,0.7749
-5755,-315235,139.77163534,33.15802957,0.4007
-5745,-315235,139.77174255,33.15802962,0.8390
-5735,-315235,139.77184975,33.15802967,0.9941
-5725,-315235,139.77195696,33.15802973,3.1484
-7505,-315245,139.75287410,33.15792868,4.5257
-7495,-315245,139.75298131,33.15792875,4.5352
-7485,-315245,139.75308851,33.15792882,4.5645
-7475,-315245,139.75319572,33.15792889,4.4892
-7415,-315245,139.75383897,33.15792930,3.7170
-7405,-315245,139.75394617,33.15792937,2.1595
-7395,-315245,139.75405338,33.15792944,1.8172
-7385,-315245,139.75416059,33.15792951,2.8670
-7285,-315245,139.75523266,33.15793019,2.8602
-6415,-315245,139.76455971,33.15793569,0.3023
-6405,-315245,139.76466692,33.15793575,3.1475
-6395,-315245,139.76477412,33.15793580,2.8342
-6385,-315245,139.76488133,33.15793586,2.5307
-6375,-315245,139.76498854,33.15793592,1.7974
-6365,-315245,139.76509575,33.15793598,3.2190
-6355,-315245,139.76520295,33.15793604,2.2109
-6345,-315245,139.76531016,33.15793610,1.5870
-6335,-315245,139.76541737,33.15793616,0.7094
-6125,-315245,139.76766873,33.15793736,4.9457
-5985,-315245,139.76916963,33.15793815,2.6916
-5975,-315245,139.76927684,33.15793820,3.0120
-5965,-315245,139.76938405,33.15793826,1.7549
-5915,-315245,139.76992008,33.15793853,0.1723
-5745,-315245,139.77174261,33.15793945,0.1516
-5735,-315245,139.77184982,33.15793950,1.1922
-5725,-315245,139.77195702,33.15793955,1.1656
-5715,-315245,139.77206423,33.15793960,1.7551
-7595,-315255,139.75190932,33.15783788,4.3450
-7585,-315255,139.75201652,33.15783795,4.3737
-7575,-315255,139.75212373,33.15783802,4.3625
-7565,-315255,139.75223094,33.15783809,4.4104
-7555,-315255,139.75233815,33.15783816,4.4459
-7545,-315255,139.75244535,33.15783823,4.3496
-7505,-315255,139.75287418,33.15783851,4.4667
-7495,-315255,139.75298139,33.15783858,4.3884
-7485,-315255,139.75308860,33.15783865,4.4050
-7475,-315255,139.75319580,33.15783872,4.1616
-7465,-315255,139.75330301,33.15783879,3.4393
-7455,-315255,139.75341022,33.15783886,3.0416
-7445,-315255,139.75351743,33.15783892,3.6727
-7435,-315255,139.75362463,33.15783899,3.6276
-7425,-315255,139.75373184,33.15783906,3.5193
-7415,-315255,139.75383905,33.15783913,2.3358
-7385,-315255,139.75416067,33.15783933,0.0001
-7375,-315255,139.75426788,33.15783940,0.7916
-7295,-315255,139.75512554,33.15783994,0.7252
-6385,-315255,139.76488140,33.15784569,0.5352
-6375,-315255,139.76498861,33.15784575,0.5377
-6365,-315255,139.76509582,33.15784581,0.7984
-6135,-315255,139.76756159,33.15784713,0.1495
-6125,-315255,139.76766879,33.15784719,5.3426
-6005,-315255,139.76895528,33.15784786,4.6023
-5995,-315255,139.76906249,33.15784792,1.2019
-5945,-315255,139.76959853,33.15784819,5.1167
-5935,-315255,139.76970573,33.15784825,3.1286
-5925,-315255,139.76981294,33.15784830,1.2978
-5745,-315255,139.77174267,33.15784927,0.2465
