250mメッシュコード,Lon（250mメッシュ中心経度）,Lat（250mメッシュ中心緯度）,Plcorrecte（液状化危険度（PL値））,Scorrected（沈下量（m））
5039642814,139.604688,33.853125,0,0
5039642823,139.607813,33.853125,0,0
5039642824,139.610938,33.853125,0,0
5039642832,139.604688,33.855208,0,0
5039642841,139.607813,33.855208,0,0
5039643613,139.576563,33.861458,0,0
5039643614,139.579688,33.861458,0,0
5039643631,139.576563,33.863542,0,0
5039647642,139.585938,33.896875,0,0
5039647713,139.589063,33.894792,0,0
5039647731,139.589063,33.896875,0,0
5039647732,139.592188,33.896875,0,0
5039647733,139.589063,33.898958,0,0
5039647734,139.592188,33.898958,0,0
5139037833,139.476563,34.065625,0,0
5139037834,139.479688,34.065625,0,0
5139038811,139.476563,34.067708,0,0
5139038812,139.479688,34.067708,0,0
5139038814,139.479688,34.069792,0,0
5139038821,139.482813,34.067708,0,0
5139046332,139.542188,34.055208,0,0
5139046334,139.542188,34.057292,0,0
5139046341,139.545313,34.055208,0,0
5139046343,139.545313,34.057292,0,0
5139049531,139.564063,34.080208,0,0
5139049532,139.567188,34.080208,0,0
5139132911,139.489063,34.101042,0,0
5139132913,139.489063,34.103125,0,0
5139144023,139.507813,34.119792,0,0
5139144024,139.510938,34.119792,0,0
5139144041,139.507813,34.121875,0,0
5139144042,139.510938,34.121875,0,0
5139144113,139.514063,34.119792,0,0
5139144131,139.514063,34.121875,0,0
5139144132,139.517188,34.121875,0,0
5139144134,139.517188,34.123958,0,0
5139144143,139.520313,34.123958,0,0
5139144234,139.529688,34.123958,0,0
5139144243,139.532813,34.123958,0,0
5139145212,139.529688,34.126042,0,0
5139145221,139.532813,34.126042,0,0
5139213142,139.148438,34.196875,1.18,0
5139213233,139.151563,34.198958,1.18,0
5139213234,139.154688,34.198958,7.955555556,0.27
5139213241,139.157813,34.196875,7.92,0.03
5139213243,139.157813,34.198958,7.918333333,0.36
5139214021,139.132813,34.201042,3.4075,0.04
5139214023,139.132813,34.203125,1.675555556,0.02
5139214034,139.129688,34.207292,0,0
5139214041,139.132813,34.205208,1.18,0
5139214043,139.132813,34.207292,3.334444444,0.09
5139214211,139.151563,34.201042,1.18,0
5139214212,139.154688,34.201042,6.9725,0.51
5139214214,139.154688,34.203125,1.18,0
5139214221,139.157813,34.201042,7.96,0.21
5139214232,139.154688,34.205208,1.18,0
5139214241,139.157813,34.205208,1.18,0
5139214333,139.164063,34.207292,1.18,0
5139214334,139.167188,34.207292,1.18,0
5139215011,139.126563,34.209375,0,0
5139215012,139.129688,34.209375,0,0
5139215014,139.129688,34.211458,0,0
5139215021,139.132813,34.209375,2.11,0.06
5139215023,139.132813,34.211458,0,0
5139215311,139.164063,34.209375,1.18,0
5139215312,139.167188,34.209375,1.18,0
5139216044,139.135938,34.223958,1.18,0
5139217022,139.135938,34.226042,1.18,0
5139217024,139.135938,34.228125,1.18,0
5139217113,139.139063,34.228125,1.18,0
5139329133,139.264063,34.332292,1.18,0
5139329134,139.267188,34.332292,1.18,0
5139329141,139.270313,34.330208,1.033333333,0
5139329142,139.273438,34.330208,0.74,0
5139329143,139.270313,34.332292,1.18,0
5139329144,139.273438,34.332292,1.18,0
5139410711,139.214063,34.334375,0.36,0.09
5139410712,139.217188,34.334375,0.36,0.18
5139410713,139.214063,34.336458,0.36,0.03
5139410714,139.217188,34.336458,0.36,0.03
5139414912,139.242188,34.367708,10.69125,0.64
5139414913,139.239063,34.369792,10.74666667,0.24
5139414914,139.242188,34.369792,10.71941176,1.36
5139414921,139.245313,34.367708,10.678,0.4
5139414923,139.245313,34.369792,10.67214286,1.12
5139414924,139.248438,34.369792,10.65,0.48
5139414941,139.245313,34.371875,10.665,0.32
5139414942,139.248438,34.371875,10.65,0.56
5139414944,139.248438,34.373958,10.625,0.8
5139420022,139.260938,34.334375,1.18,0
5139420111,139.264063,34.334375,1.18,0
5139420122,139.273438,34.334375,1.18,0
5139420124,139.273438,34.336458,9.094,0.24
5139420142,139.273438,34.338542,14.37,0.64
5139420144,139.273438,34.340625,14.37,0.4
5139421122,139.273438,34.342708,14.37,0.08
5139422211,139.276563,34.351042,14.37,0.56
5139422213,139.276563,34.353125,14.37,0.4
5139422231,139.276563,34.355208,14.37,0.4
5139422233,139.276563,34.357292,14.37,0.4
5139423211,139.276563,34.359375,14.37,0.4
5139423213,139.276563,34.361458,14.37,0.4
5139423231,139.276563,34.363542,14.37,0.4
5139423233,139.276563,34.365625,14.37,0.4
5139424033,139.251563,34.373958,13.43,0.64
5139424211,139.276563,34.367708,14.37,0.4
5139424213,139.276563,34.369792,14.37,0.4
5139424231,139.276563,34.371875,14.37,0.4
5139424233,139.276563,34.373958,14.37,0.4
5139425011,139.251563,34.376042,14.37,0.64
5139425013,139.251563,34.378125,14.37,0.16
5139425014,139.254688,34.378125,14.37,0.4
5139425032,139.254688,34.380208,14.37,0.72
5139425034,139.254688,34.382292,14.37,0.96
5139425211,139.276563,34.376042,14.37,0.8
5139425213,139.276563,34.378125,14.37,0.8
5139425231,139.276563,34.380208,14.37,0.8
5139425233,139.276563,34.382292,9.79125,0.49
5139426012,139.254688,34.384375,14.37,0.56
5139426014,139.254688,34.386458,14.37,0.24
5139426211,139.276563,34.384375,2.165714286,0.21
5139426213,139.276563,34.386458,2.168333333,0.18
5139426231,139.276563,34.388542,2.172857143,0.21
5139426233,139.276563,34.390625,2.173333333,0.09
5139426234,139.279688,34.390625,2.17,0.09
5139427223,139.282813,34.394792,1.02,0.08
5139427224,139.285938,34.394792,1.013333333,0.02
5139427241,139.282813,34.396875,0,0
5139427242,139.285938,34.396875,0,0
5139429144,139.273438,34.415625,0,0
5139429233,139.276563,34.415625,0,0
5139520122,139.273438,34.417708,0,0
5139520211,139.276563,34.417708,0,0
5139520213,139.276563,34.419792,0,0
5139520214,139.279688,34.419792,1.18,0
5139520232,139.279688,34.421875,1.18,0
5139520241,139.282813,34.421875,1.18,0
5139520243,139.282813,34.423958,1.18,0
5139526323,139.295313,34.469792,0,0
5139526342,139.298438,34.471875,0,0
5139526343,139.295313,34.473958,0,0
5139526344,139.298438,34.473958,0,0
5139623233,139.276563,34.532292,0,0
5139623234,139.279688,34.532292,0,0
5139623243,139.282813,34.532292,0,0
5139624211,139.276563,34.534375,0,0
5139624212,139.279688,34.534375,0,0
5239023942,139.373438,34.696875,1.18,0
5239023944,139.373438,34.698958,1.18,0
5239027833,139.351563,34.732292,0,0
5239027834,139.354688,34.732292,0,0
5239028812,139.354688,34.734375,0,0
5239029812,139.354688,34.742708,10.77,0.16
5239029814,139.354688,34.744792,10.76875,1.28
5239029821,139.357813,34.742708,10.76,0.4
5239029831,139.351563,34.746875,0.981818182,0.08
5239029832,139.354688,34.746875,10.775,0.48
5239029833,139.351563,34.748958,0,0
5239031532,139.442188,34.680208,0,0
5239031533,139.439063,34.682292,0,0
5239031534,139.442188,34.682292,0,0
5239032511,139.439063,34.684375,0,0
5239033014,139.379688,34.694792,1.18,0
5239033023,139.382813,34.694792,1.18,0
5239033032,139.379688,34.696875,1.18,0
5239034514,139.442188,34.703125,0.74,0
5239034523,139.445313,34.703125,0.74,0
5239034532,139.442188,34.705208,0.74,0
5239034534,139.442188,34.707292,0.74,0
5239034541,139.445313,34.705208,0.74,0
5239034543,139.445313,34.707292,0.74,0
5239035521,139.445313,34.709375,0.74,0
5239036543,139.445313,34.723958,0.74,0
5239037521,139.445313,34.726042,0.74,0
5239037523,139.445313,34.728125,0.74,0
5239120722,139.348438,34.751042,0,0
5239120724,139.348438,34.753125,0,0
5239120811,139.351563,34.751042,0,0
5239120813,139.351563,34.753125,0,0
5239120831,139.351563,34.755208,0,0
5239130513,139.439063,34.753125,11.72,0.32
5239130514,139.442188,34.753125,11.72,0.08
5239130531,139.439063,34.755208,11.72,0.24
5239130532,139.442188,34.755208,11.72,0.64
5239134131,139.389063,34.788542,0,0
5239134132,139.392188,34.788542,0,0
5239134133,139.389063,34.790625,0,0
5239134134,139.392188,34.790625,0,0
5239135111,139.389063,34.792708,0,0
5338572822,138.985938,35.767708,0,0
5338572823,138.982813,35.769792,0,0
5338572921,138.995313,35.767708,0,0
5338572922,138.998438,35.767708,0,0
5338572924,138.998438,35.769792,0,0
5338572933,138.989063,35.773958,0,0
5338572934,138.992188,35.773958,0,0
5338572942,138.998438,35.771875,0,0
5338572943,138.995313,35.773958,0,0
5338573911,138.989063,35.776042,0,0
5338573912,138.992188,35.776042,0,0
5338573921,138.995313,35.776042,0,0
5338573922,138.998438,35.776042,0,0
5338573931,138.989063,35.780208,0,0
5339232744,139.473438,35.523958,0,0
5339232833,139.476563,35.523958,0,0
5339233614,139.454688,35.528125,0,0
5339233623,139.457813,35.528125,0,0
5339233632,139.454688,35.530208,0,0
5339233633,139.451563,35.532292,0.374444444,0.005555556
5339233634,139.454688,35.532292,0,0
5339233641,139.457813,35.530208,0,0
5339233722,139.473438,35.526042,0,0
5339233723,139.470313,35.528125,0,0
5339233724,139.473438,35.528125,0,0
5339233741,139.470313,35.530208,0,0
5339233742,139.473438,35.530208,0,0
5339233811,139.476563,35.526042,0,0
5339233813,139.476563,35.528125,0,0
5339233814,139.479688,35.528125,0,0
5339233831,139.476563,35.530208,0,0
5339233832,139.479688,35.530208,0,0
5339233834,139.479688,35.532292,0,0
5339234522,139.448438,35.534375,0.658333333,0.01
5339234524,139.448438,35.536458,0.6525,0.01
5339234541,139.445313,35.538542,0.69,0.01
5339234542,139.448438,35.538542,0.676666667,0.01
5339234543,139.445313,35.540625,1.287142857,0.024285714
5339234611,139.451563,35.534375,0.668333333,0.01
5339234643,139.457813,35.540625,0,0
5339234644,139.460938,35.540625,0,0
5339234733,139.464063,35.540625,0,0
5339234734,139.467188,35.540625,0,0
5339234742,139.473438,35.538542,0,0
5339234743,139.470313,35.540625,0,0
5339234744,139.473438,35.540625,0,0
5339234812,139.479688,35.534375,0,0
5339234813,139.476563,35.536458,0,0
5339234814,139.479688,35.536458,0,0
5339234821,139.482813,35.534375,0,0
5339234823,139.482813,35.536458,0,0
5339234824,139.485938,35.536458,0,0
5339234831,139.476563,35.538542,0,0
5339234832,139.479688,35.538542,0,0
5339234833,139.476563,35.540625,0,0
5339234834,139.479688,35.540625,0,0
5339234841,139.482813,35.538542,0,0
5339234842,139.485938,35.538542,0,0
5339235442,139.435938,35.546875,1.52,0.02
5339235511,139.439063,35.542708,0,0
5339235512,139.442188,35.542708,1.235,0.024375
5339235513,139.439063,35.544792,0.089411765,0.001176471
5339235514,139.442188,35.544792,0.285,0.005625
5339235521,139.445313,35.542708,1.52,0.03
5339235531,139.439063,35.546875,1.013333333,0.013333333
5339235532,139.442188,35.546875,0,0
5339235622,139.460938,35.542708,0,0
5339235624,139.460938,35.544792,0,0
5339235642,139.460938,35.546875,0,0
5339235644,139.460938,35.548958,0,0
5339235711,139.464063,35.542708,0,0
5339235712,139.467188,35.542708,0,0
5339235713,139.464063,35.544792,0,0
5339235721,139.470313,35.542708,0,0
5339235722,139.473438,35.542708,0,0
5339235723,139.470313,35.544792,0,0
5339235724,139.473438,35.544792,0,0
5339235731,139.464063,35.546875,0,0
5339235733,139.464063,35.548958,0,0
5339235741,139.470313,35.546875,0,0
5339235742,139.473438,35.546875,0,0
5339235743,139.470313,35.548958,0,0
5339235744,139.473438,35.548958,0,0
5339235811,139.476563,35.542708,0,0
5339235812,139.479688,35.542708,0,0
