X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
-21445,-232785,139.60145132,33.90127018,3.4758
-21145,-232805,139.60469564,33.90109592,1.1108
-21335,-232815,139.60264146,33.90100192,3.7270
-21325,-232815,139.60274958,33.90100213,3.3218
-21315,-232815,139.60285771,33.90100233,2.7884
-21305,-232815,139.60296584,33.90100253,3.0728
-21295,-232815,139.60307397,33.90100273,2.8475
-21285,-232815,139.60318209,33.90100293,2.8758
-21275,-232815,139.60329022,33.90100314,1.8662
-21265,-232815,139.60339835,33.90100334,1.2730
-21255,-232815,139.60350648,33.90100354,2.1214
-21245,-232815,139.60361460,33.90100374,3.5881
-21235,-232815,139.60372273,33.90100394,2.8869
-21225,-232815,139.60383086,33.90100415,4.0359
-21215,-232815,139.60393899,33.90100435,4.1656
-21195,-232815,139.60415524,33.90100475,4.3516
-21185,-232815,139.60426337,33.90100495,3.9408
-21175,-232815,139.60437150,33.90100515,4.1129
-21385,-232825,139.60210106,33.90091075,4.2653
-21355,-232825,139.60242544,33.90091136,3.8641
-21345,-232825,139.60253357,33.90091156,3.4464
-21335,-232825,139.60264170,33.90091176,2.4954
-21325,-232825,139.60274983,33.90091196,1.9033
-21315,-232825,139.60285795,33.90091217,1.3947
-21305,-232825,139.60296608,33.90091237,0.7591
-21295,-232825,139.60307421,33.90091257,0.0133
-21245,-232825,139.60361485,33.90091358,0.4960
-21235,-232825,139.60372297,33.90091378,1.5978
-21225,-232825,139.60383110,33.90091398,2.2398
-21215,-232825,139.60393923,33.90091418,1.9545
-21205,-232825,139.60404736,33.90091439,3.4705
-21195,-232825,139.60415548,33.90091459,2.6459
-21185,-232825,139.60426361,33.90091479,2.1570
-21175,-232825,139.60437174,33.90091499,2.4766
-21165,-232825,139.60447987,33.90091519,3.3190
-21125,-232825,139.60491238,33.90091599,3.8391
-21115,-232825,139.60502050,33.90091619,3.7525
-21545,-232835,139.60037127,33.90081733,4.0649
-21475,-232835,139.60112816,33.90081875,3.6396
-21465,-232835,139.60123629,33.90081896,3.8151
-21455,-232835,139.60134441,33.90081916,2.7298
-21445,-232835,139.60145254,33.90081937,2.9167
-21435,-232835,139.60156067,33.90081957,2.9191
-21425,-232835,139.60166880,33.90081977,3.1985
-21415,-232835,139.60177692,33.90081998,3.4439
-21405,-232835,139.60188505,33.90082018,3.2602
-21395,-232835,139.60199318,33.90082038,3.0645
-21385,-232835,139.60210131,33.90082058,2.1290
-21375,-232835,139.60220943,33.90082079,2.4576
-21365,-232835,139.60231756,33.90082099,1.9530
-21355,-232835,139.60242569,33.90082119,0.3376
-21345,-232835,139.60253381,33.90082140,1.1606
-21335,-232835,139.60264194,33.90082160,0.5358
-21205,-232835,139.60404760,33.90082422,0.8912
-21195,-232835,139.60415573,33.90082442,0.7262
-21175,-232835,139.60437198,33.90082483,0.6626
-21165,-232835,139.60448011,33.90082503,1.6115
-21135,-232835,139.60480449,33.90082563,1.8115
-21125,-232835,139.60491262,33.90082583,2.0829
-21115,-232835,139.60502074,33.90082603,2.7123
-21105,-232835,139.60512887,33.90082623,2.8496
-21095,-232835,139.60523700,33.90082643,3.0088
-21065,-232835,139.60556138,33.90082703,3.6860
-21555,-232845,139.60026339,33.90072696,4.5464
-21545,-232845,139.60037151,33.90072716,3.2114
-21535,-232845,139.60047964,33.90072737,2.8080
-21525,-232845,139.60058777,33.90072757,3.2306
-21515,-232845,139.60069589,33.90072778,3.0434
-21505,-232845,139.60080402,33.90072798,2.8396
-21495,-232845,139.60091215,33.90072818,2.3828
-21485,-232845,139.60102028,33.90072839,1.0984
-21475,-232845,139.60112840,33.90072859,1.6867
-21465,-232845,139.60123653,33.90072879,1.8145
-21455,-232845,139.60134466,33.90072900,1.4766
-21445,-232845,139.60145279,33.90072920,0.5570
-21425,-232845,139.60166904,33.90072961,0.1003
-21415,-232845,139.60177717,33.90072981,0.1314
-21405,-232845,139.60188529,33.90073002,0.0286
-21095,-232845,139.60523724,33.90073627,0.3735
-21085,-232845,139.60534537,33.90073647,1.7034
-21075,-232845,139.60545349,33.90073667,3.0989
-21065,-232845,139.60556162,33.90073687,3.6647
-21055,-232845,139.60566975,33.90073707,3.8551
-21555,-232855,139.60026363,33.90063679,4.0550
-21545,-232855,139.60037176,33.90063700,2.0408
-21535,-232855,139.60047988,33.90063720,1.4806
-21465,-232855,139.60123677,33.90063863,0.5204
-21085,-232855,139.60534561,33.90064630,0.0339
-21075,-232855,139.60545373,33.90064650,1.6099
-21065,-232855,139.60556186,33.90064670,2.9507
-21055,-232855,139.60566999,33.90064690,3.9850
-21575,-232865,139.60004762,33.90054622,4.5216
-21565,-232865,139.60015575,33.90054643,3.9476
-21555,-232865,139.60026388,33.90054663,2.6503
-21075,-232865,139.60545397,33.90055634,0.0405
-21065,-232865,139.60556210,33.90055654,1.1906
-21055,-232865,139.60567023,33.90055674,2.5128
-21045,-232865,139.60577835,33.90055694,3.4469
-21035,-232865,139.60588648,33.90055714,3.5994
-21025,-232865,139.60599461,33.90055734,4.0057
-21585,-232875,139.59993974,33.90045585,3.9617
-21575,-232875,139.60004787,33.90045606,2.4239
-21565,-232875,139.60015599,33.90045626,1.0968
-21055,-232875,139.60567047,33.90046658,0.9288
-21045,-232875,139.60577859,33.90046678,2.2485
-21035,-232875,139.60588672,33.90046698,2.7785
-21025,-232875,139.60599485,33.90046718,3.9059
-21595,-232885,139.59983186,33.90036549,4.1969
-21585,-232885,139.59993999,33.90036569,1.5948
-21575,-232885,139.60004811,33.90036590,0.5672
-21035,-232885,139.60588696,33.90037682,1.2657
-21025,-232885,139.60599509,33.90037701,2.2693
-21015,-232885,139.60610321,33.90037721,3.4426
-21005,-232885,139.60621134,33.90037741,3.8800
-21615,-232895,139.59961585,33.90027491,3.5915
-21605,-232895,139.59972398,33.90027512,3.2593
-21595,-232895,139.59983211,33.90027532,2.4931
-21585,-232895,139.59994023,33.90027553,0.7473
-21015,-232895,139.60610345,33.90028705,0.1000
-21005,-232895,139.60621158,33.90028725,2.5545
-20995,-232895,139.60631971,33.90028745,3.7658
-20985,-232895,139.60642783,33.90028765,4.5824
-21625,-232905,139.59950797,33.90018455,4.3478
-21615,-232905,139.59961610,33.90018475,2.8651
-21605,-232905,139.59972422,33.90018496,1.7265
-21595,-232905,139.59983235,33.90018516,0.7417
-20995,-232905,139.60631995,33.90019729,2.5874
-20985,-232905,139.60642807,33.90019749,3.8809
-20975,-232905,139.60653620,33.90019769,4.0747
-21645,-232915,139.59929196,33.90009397,3.5930
-21635,-232915,139.59940009,33.90009418,2.7996
-21625,-232915,139.59950822,33.90009438,2.3244
-21615,-232915,139.59961634,33.90009459,1.2750
-20995,-232915,139.60632018,33.90010712,0.8540
-20985,-232915,139.60642831,33.90010732,2.0597
-20975,-232915,139.60653644,33.90010752,3.6273
-20965,-232915,139.60664456,33.90010772,4.3110
-21985,-232925,139.59561592,33.89999677,3.7957
-21675,-232925,139.59896783,33.90000319,4.2856
-21665,-232925,139.59907596,33.90000340,3.3918
-21655,-232925,139.59918408,33.90000360,2.9104
-21645,-232925,139.59929221,33.90000381,2.3207
-20975,-232925,139.60653668,33.90001736,1.7442
-20965,-232925,139.60664480,33.90001756,3.6258
-20955,-232925,139.60675293,33.90001776,4.7629
-21705,-232935,139.59864370,33.89991241,4.2472
-21695,-232935,139.59875183,33.89991262,3.9975
-21685,-232935,139.59885995,33.89991282,3.5384
-21675,-232935,139.59896808,33.89991303,2.9587
-20965,-232935,139.60664504,33.89992740,2.0418
-20955,-232935,139.60675317,33.89992759,3.2157
-20945,-232935,139.60686129,33.89992779,3.9536
-21755,-232945,139.59810332,33.89982122,3.8359
-21745,-232945,139.59821144,33.89982143,3.4926
-21735,-232945,139.59831957,33.89982163,3.4725
-21725,-232945,139.59842770,33.89982184,3.1770
