X（m）,Y（m）,経度（度）,緯度（度）,津波高（最大）（m）
-6985,-391135,139.75902076,32.47356146,1.7296
-6975,-391135,139.75912714,32.47356152,1.6620
-7015,-391145,139.75870166,32.47347108,2.0406
-6965,-391155,139.75923368,32.47338121,1.7365
-6945,-391165,139.75944653,32.47329115,1.7586
-7095,-391185,139.75785086,32.47310984,2.1635
-6925,-391185,139.75965946,32.47311091,1.8742
-7125,-391195,139.75753177,32.47301946,2.0092
-7115,-391195,139.75763816,32.47301953,2.1213
-7105,-391195,139.75774454,32.47301959,2.2774
-6915,-391195,139.75976592,32.47302079,1.8558
-7175,-391205,139.75699990,32.47292896,1.8062
-7155,-391205,139.75721268,32.47292908,1.9479
-7145,-391205,139.75731907,32.47292915,2.1271
-7135,-391205,139.75742545,32.47292921,2.0040
-6905,-391205,139.75987238,32.47293067,1.9131
-7205,-391215,139.75668082,32.47283858,1.8416
-7195,-391215,139.75678720,32.47283864,1.8748
-7185,-391215,139.75689359,32.47283871,1.8233
-6885,-391215,139.76008523,32.47284060,1.9646
-7205,-391225,139.75668089,32.47274839,1.8803
-6875,-391235,139.76019176,32.47266030,2.0467
-6865,-391235,139.76029815,32.47266036,2.0023
-6855,-391245,139.76040461,32.47257024,1.9054
-7295,-391295,139.75572394,32.47211652,1.6745
-6785,-391295,139.76114968,32.47211975,1.6804
-6775,-391305,139.76125614,32.47202962,1.7658
-6765,-391315,139.76136260,32.47193950,1.8375
-6755,-391315,139.76146899,32.47193956,1.7700
-6735,-391325,139.76168183,32.47184950,1.8195
-6725,-391325,139.76178822,32.47184956,1.7554
-7325,-391335,139.75540509,32.47175558,1.5357
-6725,-391335,139.76178829,32.47175937,1.7829
-7325,-391345,139.75540517,32.47166540,1.5718
-6715,-391345,139.76189475,32.47166925,1.8105
-7335,-391355,139.75529886,32.47157515,1.5335
-6705,-391355,139.76200120,32.47157912,1.7492
-7335,-391365,139.75529894,32.47148496,1.5172
-6685,-391365,139.76221405,32.47148906,1.7075
-7335,-391375,139.75529902,32.47139478,1.5109
-6665,-391375,139.76242689,32.47139900,1.7017
-6655,-391375,139.76253328,32.47139906,1.6757
-6645,-391375,139.76263966,32.47139912,1.6247
-6635,-391385,139.76274612,32.47130899,1.7168
-6625,-391385,139.76285251,32.47130905,1.6638
-6615,-391395,139.76295896,32.47121893,1.7236
