X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
18795,126595,142.18961940,27.14257299,8.0932
18805,126595,142.18972029,27.14257285,7.2203
18815,126595,142.18982118,27.14257271,7.1831
18825,126595,142.18992207,27.14257258,8.7903
18925,126595,142.19093095,27.14257121,10.5604
18935,126595,142.19103183,27.14257107,8.4184
18945,126595,142.19113272,27.14257093,6.9455
18955,126595,142.19123361,27.14257080,4.2712
19205,126595,142.19375580,27.14256734,1.8596
19215,126595,142.19385669,27.14256720,4.6281
18795,126585,142.18961925,27.14248273,8.0690
18805,126585,142.18972014,27.14248259,7.1588
18815,126585,142.18982103,27.14248246,6.1991
18825,126585,142.18992191,27.14248232,8.0234
18935,126585,142.19103168,27.14248081,10.5518
18945,126585,142.19113257,27.14248068,7.9337
18955,126585,142.19123345,27.14248054,5.3456
18965,126585,142.19133434,27.14248040,1.7569
19205,126585,142.19375565,27.14247708,1.8141
19215,126585,142.19385653,27.14247694,4.1866
18795,126575,142.18961910,27.14239247,8.6672
18805,126575,142.18971999,27.14239234,9.4447
18945,126575,142.19113241,27.14239042,9.8227
18955,126575,142.19123330,27.14239028,7.8242
18965,126575,142.19133419,27.14239015,3.7794
19205,126575,142.19375549,27.14238682,4.4116
19215,126575,142.19385638,27.14238669,6.5062
18955,126565,142.19123315,27.14230003,8.6252
18965,126565,142.19133404,27.14229989,6.6004
18975,126565,142.19143492,27.14229975,2.1502
19195,126565,142.19365445,27.14229671,0.1862
19205,126565,142.19375534,27.14229657,3.5893
18955,126555,142.19123299,27.14220977,9.2382
18965,126555,142.19133388,27.14220963,7.8729
18975,126555,142.19143477,27.14220950,3.4252
18985,126555,142.19153566,27.14220936,0.4183
19195,126555,142.19365429,27.14220645,1.7741
19205,126555,142.19375518,27.14220631,4.9398
18965,126545,142.19133373,27.14211938,9.2028
18975,126545,142.19143462,27.14211924,5.0324
18985,126545,142.19153550,27.14211910,1.3792
19195,126545,142.19365414,27.14211619,3.2300
18975,126535,142.19143446,27.14202898,5.2056
18985,126535,142.19153535,27.14202884,1.3017
19195,126535,142.19365398,27.14202594,2.9405
18965,126525,142.19133342,27.14193886,9.7192
18975,126525,142.19143431,27.14193873,5.5686
18985,126525,142.19153519,27.14193859,1.3473
19185,126525,142.19355294,27.14193582,1.8521
18965,126515,142.19133327,27.14184861,7.6970
18975,126515,142.19143415,27.14184847,4.3339
18985,126515,142.19153504,27.14184833,1.0038
19185,126515,142.19355278,27.14184556,0.7189
18965,126505,142.19133311,27.14175835,7.1939
18975,126505,142.19143400,27.14175821,3.6138
18965,126495,142.19133296,27.14166809,7.2432
18975,126495,142.19143385,27.14166796,3.3648
19205,126495,142.19375425,27.14166477,1.5955
19215,126495,142.19385513,27.14166463,1.1922
18965,126485,142.19133281,27.14157784,7.2130
18975,126485,142.19143369,27.14157770,3.1907
18965,126475,142.19133265,27.14148758,5.7676
18975,126475,142.19143354,27.14148744,2.1116
18965,126465,142.19133250,27.14139732,7.8730
18975,126465,142.19143338,27.14139719,3.9802
18965,126455,142.19133234,27.14130707,5.6799
18975,126455,142.19143323,27.14130693,1.0366
18965,126445,142.19133219,27.14121681,4.9902
19205,126445,142.19375347,27.14121349,0.0000
18965,126435,142.19133204,27.14112655,2.9858
19205,126435,142.19375331,27.14112323,0.2327
18965,126425,142.19133188,27.14103630,1.8370
18925,126415,142.19092818,27.14094659,8.6525
18935,126415,142.19102907,27.14094645,8.9708
18945,126415,142.19112996,27.14094632,9.8143
18955,126415,142.19123084,27.14094618,9.3513
18965,126415,142.19133173,27.14094604,3.0282
18925,126405,142.19092803,27.14085633,6.8844
18935,126405,142.19102892,27.14085620,5.7455
18945,126405,142.19112980,27.14085606,3.7406
18955,126405,142.19123069,27.14085592,1.5196
18925,126395,142.19092788,27.14076608,7.9027
18935,126395,142.19102876,27.14076594,6.1831
18945,126395,142.19112965,27.14076580,3.0469
18925,126385,142.19092772,27.14067582,9.4360
18935,126385,142.19102861,27.14067568,7.5202
18945,126385,142.19112950,27.14067555,2.7075
19225,126385,142.19395431,27.14067167,5.4926
18935,126375,142.19102846,27.14058543,6.6041
18945,126375,142.19112934,27.14058529,3.1407
19225,126375,142.19395415,27.14058142,5.5502
18935,126365,142.19102830,27.14049517,7.6545
18945,126365,142.19112919,27.14049503,4.9274
18935,126355,142.19102815,27.14040491,6.9624
18945,126355,142.19112904,27.14040478,4.4801
18935,126345,142.19102800,27.14031466,5.2120
18945,126345,142.19112888,27.14031452,2.5017
19395,126345,142.19566874,27.14030827,6.7206
19405,126345,142.19576963,27.14030813,6.7384
19415,126345,142.19587051,27.14030798,6.7473
19425,126345,142.19597140,27.14030784,6.2291
19435,126345,142.19607228,27.14030770,6.9987
18935,126335,142.19102784,27.14022440,3.7437
18945,126335,142.19112873,27.14022426,1.5619
19265,126335,142.19435707,27.14021983,5.9807
19295,126335,142.19465973,27.14021941,6.1564
19305,126335,142.19476061,27.14021927,6.2175
19315,126335,142.19486150,27.14021913,6.3041
19325,126335,142.19496238,27.14021899,5.8661
19335,126335,142.19506327,27.14021885,7.2278
19345,126335,142.19516415,27.14021871,6.1182
19355,126335,142.19526504,27.14021857,5.2721
19375,126335,142.19546681,27.14021829,6.0405
19385,126335,142.19556770,27.14021815,5.2210
19395,126335,142.19566858,27.14021801,5.6309
19405,126335,142.19576947,27.14021787,5.8127
19415,126335,142.19587035,27.14021773,5.8180
19425,126335,142.19597124,27.14021759,6.3859
19435,126335,142.19607213,27.14021745,7.1404
18935,126325,142.19102769,27.14013414,2.3487
18945,126325,142.19112858,27.14013401,0.0211
19265,126325,142.19435691,27.14012957,6.0142
19275,126325,142.19445780,27.14012944,7.8898
19285,126325,142.19455868,27.14012930,6.2787
19295,126325,142.19465957,27.14012916,6.1880
19305,126325,142.19476046,27.14012902,6.2269
19315,126325,142.19486134,27.14012888,6.3215
19325,126325,142.19496223,27.14012874,5.8706
19335,126325,142.19506311,27.14012860,7.2451
19345,126325,142.19516400,27.14012846,4.5410
19355,126325,142.19526488,27.14012832,3.2061
19365,126325,142.19536577,27.14012817,4.4459
19375,126325,142.19546665,27.14012803,4.0291
19385,126325,142.19556754,27.14012789,3.6133
19395,126325,142.19566843,27.14012775,4.3387
19405,126325,142.19576931,27.14012761,5.2398
19415,126325,142.19587020,27.14012747,5.5659
19425,126325,142.19597108,27.14012733,6.5306
19435,126325,142.19607197,27.14012719,7.3944
18925,126315,142.19092665,27.14004403,9.5416
18935,126315,142.19102754,27.14004389,4.5007
19285,126315,142.19455853,27.14003904,0.7550
19295,126315,142.19465941,27.14003890,1.8216
19305,126315,142.19476030,27.14003876,1.5613
19315,126315,142.19486118,27.14003862,1.5934
19325,126315,142.19496207,27.14003848,1.5394
19335,126315,142.19506296,27.14003834,2.2978
19345,126315,142.19516384,27.14003820,1.4389
19355,126315,142.19526473,27.14003806,1.1151
19365,126315,142.19536561,27.14003792,1.8858
19375,126315,142.19546650,27.14003778,1.9188
19385,126315,142.19556738,27.14003764,2.1488
19395,126315,142.19566827,27.14003750,3.6168
19405,126315,142.19576915,27.14003736,5.6312
19415,126315,142.19587004,27.14003722,6.3025
18755,126305,142.18921145,27.13995609,7.5880
18765,126305,142.18931233,27.13995595,7.6349
18925,126305,142.19092650,27.13995377,5.9469
18935,126305,142.19102738,27.13995363,2.4505
19385,126305,142.19556723,27.13994738,2.6721
19395,126305,142.19566811,27.13994724,5.7965
19405,126305,142.19576900,27.13994710,6.5586
18765,126295,142.18931218,27.13986570,8.4988
18915,126295,142.19082546,27.13986365,7.8878
18925,126295,142.19092634,27.13986351,2.2916
19385,126295,142.19556707,27.13985712,3.3422
