区市町村コード,区市町村,冬夕、風速8m/s、死者（計）,冬夕、風速8m/s、死者（揺れ）,冬夕、風速8m/s、死者（屋内収容物）,冬夕、風速8m/s、死者（急傾斜地崩壊）,冬夕、風速8m/s、死者（火災）,冬夕、風速8m/s、死者（ブロック塀等）,冬夕、風速8m/s、死者（屋外落下物）,冬昼、風速8m/s、死者（計）,冬昼、風速8m/s、死者（揺れ）,冬昼、風速8m/s、死者（屋内収容物）,冬昼、風速8m/s、死者（急傾斜地崩壊）,冬昼、風速8m/s、死者（火災）,冬昼、風速8m/s、死者（ブロック塀等）,冬昼、風速8m/s、死者（屋外落下物）,冬早朝、風速8m/s、死者（計）,冬早朝、風速8m/s、死者（揺れ）,冬早朝、風速8m/s、死者（屋内収容物）,冬早朝、風速8m/s、死者（急傾斜地崩壊）,冬早朝、風速8m/s、死者（火災）,冬早朝、風速8m/s、死者（ブロック塀等）,冬早朝、風速8m/s、死者（屋外落下物）,冬夕、風速4m/s、死者（計）,冬夕、風速4m/s、死者（揺れ）,冬夕、風速4m/s、死者（屋内収容物）,冬夕、風速4m/s、死者（急傾斜地崩壊）,冬夕、風速4m/s、死者（火災）,冬夕、風速4m/s、死者（ブロック塀等）,冬夕、風速4m/s、死者（屋外落下物）,冬昼、風速4m/s、死者（計）,冬昼、風速4m/s、死者（揺れ）,冬昼、風速4m/s、死者（屋内収容物）,冬昼、風速4m/s、死者（急傾斜地崩壊）,冬昼、風速4m/s、死者（火災）,冬昼、風速4m/s、死者（ブロック塀等）,冬昼、風速4m/s、死者（屋外落下物）,冬早朝、風速4m/s、死者（計）,冬早朝、風速4m/s、死者（揺れ）,冬早朝、風速4m/s、死者（屋内収容物）,冬早朝、風速4m/s、死者（急傾斜地崩壊）,冬早朝、風速4m/s、死者（火災）,冬早朝、風速4m/s、死者（ブロック塀等）,冬早朝、風速4m/s、死者（屋外落下物）
13111,大田区,189,119,7,0,55,8,0,128,86,8,0,33,2,0,237,199,10,0,27,0,0,181,119,7,0,47,8,0,123,86,8,0,28,2,0,233,199,10,0,23,0,0
13112,世田谷区,564,187,18,1,344,14,0,231,133,18,1,74,5,0,428,330,26,1,71,0,0,538,187,18,1,319,14,0,225,133,18,1,67,5,0,422,330,26,1,64,0,0
13113,渋谷区,54,40,5,0,4,5,0,45,35,6,0,3,1,0,58,54,3,0,1,0,0,54,40,5,0,4,5,0,45,35,6,0,2,1,0,58,54,3,0,1,0,0
13114,中野区,98,33,4,0,27,35,0,50,24,4,0,15,8,0,79,60,5,0,14,1,0,97,33,4,0,25,35,0,49,24,4,0,14,8,0,79,60,5,0,13,1,0
13115,杉並区,316,102,5,0,200,8,0,186,70,5,0,108,3,0,323,195,9,0,120,0,0,313,102,5,0,197,8,0,185,70,5,0,107,3,0,321,195,9,0,118,0,0
13116,豊島区,59,25,4,0,20,10,0,41,20,4,0,13,3,0,58,47,4,0,8,0,0,57,25,4,0,17,10,0,39,20,4,0,12,3,0,57,47,4,0,7,0,0
13117,北区,121,96,4,0,10,10,0,80,68,4,0,6,3,0,175,165,5,0,5,0,0,120,96,4,0,10,10,0,80,68,4,0,6,3,0,175,165,5,0,5,0,0
13118,荒川区,205,178,5,0,18,3,0,136,124,5,0,7,1,0,313,300,7,0,6,0,0,204,178,5,0,18,3,0,135,124,5,0,6,1,0,313,300,7,0,5,0,0
13119,板橋区,109,74,6,0,25,5,0,73,52,6,0,13,2,0,138,117,8,0,13,0,0,107,74,6,0,23,5,0,72,52,6,0,12,2,0,137,117,8,0,12,0,0
13120,練馬区,314,86,8,0,211,9,0,144,57,7,0,77,3,0,241,144,12,0,86,0,0,309,86,8,0,206,9,0,142,57,7,0,75,3,0,239,144,12,0,83,0,0
13121,足立区,639,394,17,0,223,6,0,335,266,16,0,51,2,0,685,611,23,0,50,0,0,629,394,17,0,213,6,0,333,266,16,0,49,2,0,683,611,23,0,48,0,0
13122,葛飾区,198,122,9,0,62,4,0,110,78,9,0,21,1,0,222,188,13,0,20,0,0,190,122,9,0,55,4,0,107,78,9,0,19,1,0,219,188,13,0,18,0,0
13123,江戸川区,101,58,7,0,33,3,0,64,39,6,0,18,1,0,117,90,10,0,17,0,0,94,58,7,0,26,3,0,60,39,6,0,14,1,0,114,90,10,0,14,0,0
13201,八王子市,172,89,7,6,66,4,0,117,60,8,6,43,1,0,186,134,9,8,34,0,0,167,89,7,6,61,4,0,114,60,8,6,40,1,0,183,134,9,8,32,0,0
13202,立川市,31,16,2,0,10,2,0,22,12,3,0,7,1,0,31,23,3,0,5,0,0,30,16,2,0,10,2,0,22,12,3,0,7,1,0,31,23,3,0,5,0,0
13203,武蔵野市,60,17,3,0,37,3,0,32,12,3,0,16,1,0,39,25,3,0,11,0,0,59,17,3,0,37,3,0,32,12,3,0,16,1,0,39,25,3,0,11,0,0
13204,三鷹市,62,25,3,0,30,3,0,37,17,3,0,15,1,0,65,43,5,1,16,0,0,61,25,3,0,28,3,0,36,17,3,0,15,1,0,64,43,5,1,15,0,0
13205,青梅市,31,15,2,6,8,0,0,20,10,2,4,5,0,0,36,20,2,9,4,0,0,31,15,2,6,7,0,0,20,10,2,4,5,0,0,35,20,2,9,4,0,0
13206,府中市,45,23,3,0,17,2,0,30,16,3,0,10,0,0,49,36,4,0,9,0,0,43,23,3,0,16,2,0,29,16,3,0,9,0,0,48,36,4,0,8,0,0
13207,昭島市,26,14,1,0,10,1,0,18,9,1,0,7,0,0,27,20,2,0,5,0,0,26,14,1,0,9,1,0,18,9,1,0,6,0,0,27,20,2,0,5,0,0
13208,調布市,55,23,4,0,23,4,0,33,16,4,0,11,1,0,55,38,6,0,11,0,0,50,23,4,0,19,4,0,31,16,4,0,10,1,0,54,38,6,0,10,0,0
13209,町田市,121,54,9,1,54,3,0,67,36,8,1,20,2,0,121,86,12,2,21,0,0,117,54,9,1,50,3,0,66,36,8,1,19,2,0,120,86,12,2,20,0,0
13210,小金井市,49,14,2,0,31,2,0,26,10,3,0,13,0,0,40,23,3,0,13,0,0,49,14,2,0,31,2,0,26,10,3,0,13,0,0,40,23,3,0,13,0,0
13211,小平市,84,37,4,0,40,4,0,42,24,4,0,12,1,0,74,56,5,0,12,0,0,80,37,4,0,36,4,0,40,24,4,0,11,1,0,72,56,5,0,11,0,0
13212,日野市,44,25,4,0,12,3,0,27,18,4,0,5,1,0,49,38,5,0,5,0,0,43,25,4,0,10,3,0,27,18,4,0,4,1,0,48,38,5,0,4,0,0
13213,東村山市,38,19,2,0,13,4,0,21,12,2,0,5,2,0,37,29,2,0,5,0,0,36,19,2,0,11,4,0,20,12,2,0,4,2,0,36,29,2,0,5,0,0
13214,国分寺市,48,15,2,0,19,12,0,24,10,2,0,9,3,0,37,24,3,0,9,1,0,46,15,2,0,17,12,0,23,10,2,0,8,3,0,36,24,3,0,8,1,0
13215,国立市,14,5,1,0,8,1,0,10,3,1,0,5,0,0,14,9,1,0,4,0,0,12,5,1,0,6,1,0,8,3,1,0,4,0,0,13,9,1,0,3,0,0
13218,福生市,9,5,1,0,3,0,0,6,3,1,0,2,0,0,10,8,1,0,2,0,0,9,5,1,0,3,0,0,6,3,1,0,2,0,0,10,8,1,0,2,0,0
13219,狛江市,42,9,1,0,31,2,0,19,6,1,0,12,1,0,32,15,2,0,15,0,0,42,9,1,0,30,2,0,19,6,1,0,11,1,0,32,15,2,0,15,0,0
13220,東大和市,20,10,1,0,8,1,0,12,7,1,0,4,0,0,21,15,1,0,5,0,0,19,10,1,0,6,1,0,11,7,1,0,3,0,0,20,15,1,0,4,0,0
13221,清瀬市,10,7,1,0,2,0,0,7,5,1,0,1,0,0,13,10,1,0,1,0,0,10,7,1,0,2,0,0,7,5,1,0,1,0,0,12,10,1,0,1,0,0
13222,東久留米市,46,17,2,0,25,2,0,21,12,2,0,6,1,0,37,26,3,0,7,0,0,46,17,2,0,24,2,0,21,12,2,0,6,1,0,36,26,3,0,7,0,0
13223,武蔵村山市,19,9,1,0,9,0,0,12,5,1,0,6,0,0,20,13,1,0,6,0,0,19,9,1,0,9,0,0,12,5,1,0,6,0,0,20,13,1,0,6,0,0
13224,多摩市,14,9,2,1,2,0,0,11,7,2,1,1,0,0,18,13,2,1,1,0,0,14,9,2,1,2,0,0,11,7,2,1,1,0,0,18,13,2,1,1,0,0
13225,稲城市,11,8,1,0,2,0,0,8,5,1,0,1,0,0,15,12,1,0,1,0,0,11,8,1,0,2,0,0,8,5,1,0,1,0,0,15,12,1,0,1,0,0
13227,羽村市,13,5,1,0,8,0,0,10,3,1,0,6,0,0,13,7,1,0,5,0,0,13,5,1,0,7,0,0,9,3,1,0,5,0,0,13,7,1,0,5,0,0
13228,あきる野市,32,7,1,5,18,0,0,20,4,1,3,11,0,0,29,10,1,7,11,0,0,31,7,1,5,17,0,0,20,4,1,3,11,0,0,28,10,1,7,10,0,0
13229,西東京市,101,25,3,0,69,4,0,39,17,3,0,17,1,0,66,41,5,0,20,0,0,98,25,3,0,66,4,0,38,17,3,0,16,1,0,65,41,5,0,19,0,0
13303,瑞穂町,6,4,0,0,2,0,0,4,2,0,0,1,0,0,7,5,1,0,1,0,0,6,4,0,0,2,0,0,4,2,0,0,1,0,0,6,5,1,0,1,0,0
13305,日の出町,6,2,0,2,2,0,0,4,1,0,1,2,0,0,6,3,0,2,1,0,0,6,2,0,2,2,0,0,4,1,0,1,1,0,0,6,3,0,2,1,0,0
13307,檜原村,3,0,0,3,0,0,0,1,0,0,1,0,0,0,4,0,0,4,0,0,0,3,0,0,3,0,0,0,1,0,0,1,0,0,0,4,0,0,4,0,0,0
13308,奥多摩町,4,0,0,4,0,0,0,4,0,0,4,0,0,0,5,0,0,5,0,0,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,5,0,0,5,0,0,0
,区部合計,3769,2087,150,2,1361,166,3,2245,1532,157,2,507,46,1,3950,3297,173,3,474,4,0,3687,2087,150,2,1279,166,3,2212,1532,157,2,475,46,1,3922,3297,173,3,446,4,0
,多摩合計,1217,506,66,30,557,58,0,702,342,65,22,255,19,0,1154,782,88,39,242,2,0,1179,506,66,30,519,58,0,685,342,65,22,238,19,0,1138,782,88,39,225,2,0
,都合計,4986,2593,216,32,1918,224,3,2947,1874,222,24,762,65,1,5104,4079,261,42,715,7,0,4867,2593,216,32,1799,224,3,2897,1874,222,24,712,65,1,5060,4079,261,42,671,7,0
