X（m）,Y（m）,経度（度）,緯度（度）,浸水深（最大）（m）
18825,126595,142.18992207,27.14257258,0.0043
18925,126595,142.19093095,27.14257121,0.7791
19215,126595,142.19385669,27.14256720,0.0002
18935,126585,142.19103168,27.14248081,0.7892
18805,126575,142.18971999,27.14239234,0.7099
18945,126575,142.19113241,27.14239042,0.1123
18945,126415,142.19112996,27.14094632,0.2858
18925,126385,142.19092772,27.14067582,0.1005
19435,126345,142.19607228,27.14030770,0.1181
19335,126335,142.19506327,27.14021885,0.1406
19435,126335,142.19607213,27.14021745,0.2195
19275,126325,142.19445780,27.14012944,0.5363
19335,126325,142.19506311,27.14012860,0.1453
19435,126325,142.19607197,27.14012719,0.4163
18925,126315,142.19092665,27.14004403,0.7395
18765,126295,142.18931218,27.13986570,0.6705
19415,126285,142.19586957,27.13976645,0.0397
18885,126275,142.19052250,27.13968355,0.5308
18625,126265,142.18789933,27.13959683,0.4759
18885,126265,142.19052234,27.13959329,0.5296
18855,126255,142.19021954,27.13950344,0.7266
18865,126255,142.19032042,27.13950331,0.2226
18875,126255,142.19042131,27.13950317,0.2208
19425,126255,142.19596998,27.13949554,0.3172
19405,126245,142.19576805,27.13940556,0.0277
18685,126205,142.18850373,27.13905447,0.6496
18815,126205,142.18981523,27.13905271,0.0819
18675,126155,142.18840209,27.13860333,0.1709
18785,126145,142.18951167,27.13851158,0.7245
18695,126135,142.18860356,27.13842254,0.5710
18765,126065,142.18930868,27.13778980,0.5732
18765,126055,142.18930853,27.13769954,0.5828
18525,126045,142.18688718,27.13761253,0.5733
19365,126025,142.19536106,27.13742048,0.1537
18735,125995,142.18900497,27.13715841,0.2707
19455,125945,142.19626775,27.13669716,0.5317
19465,125935,142.19636847,27.13660676,0.5293
19775,125895,142.19949519,27.13624133,0.5238
19815,125895,142.19989871,27.13624075,0.5166
19515,125885,142.19687209,27.13615477,0.1026
18915,125875,142.19081902,27.13607287,0.1019
18925,125875,142.19091990,27.13607274,0.2947
18875,125865,142.19041534,27.13598316,0.5797
18895,125865,142.19061711,27.13598289,0.5822
18935,125865,142.19102063,27.13598234,0.5910
18945,125865,142.19112151,27.13598220,0.1139
19765,125855,142.19939366,27.13588044,0.1883
20365,125825,142.20544607,27.13560095,0.4067
20375,125825,142.20554695,27.13560080,0.2058
19775,125795,142.19949358,27.13533876,0.0653
19585,125785,142.19757668,27.13525121,0.5515
19815,125775,142.19989679,27.13515767,0.5264
19825,125775,142.19999767,27.13515753,0.5224
19835,125775,142.20009855,27.13515739,0.2240
19675,125745,142.19848397,27.13488891,0.3522
19675,125735,142.19848382,27.13479865,0.3618
19715,125735,142.19888734,27.13479808,0.5565
19775,125735,142.19949262,27.13479722,0.5418
20305,125735,142.20483930,27.13478952,0.5139
18985,125725,142.19152289,27.13471806,0.5887
19785,125725,142.19959334,27.13470682,0.5285
18995,125715,142.19162362,27.13462767,0.5890
19005,125685,142.19172403,27.13435676,0.2843
19825,125675,142.19999606,27.13425496,0.1306
20425,125675,142.20604888,27.13424621,0.5069
20475,125675,142.20655328,27.13424547,0.4998
19025,125665,142.19192549,27.13417597,0.5950
20455,125665,142.20635135,27.13415551,0.4031
19095,125655,142.19263149,27.13408475,0.6921
19115,125655,142.19283325,27.13408447,0.6964
21485,125605,142.21674095,27.13359832,0.4851
19125,125575,142.19293289,27.13336228,0.1095
20505,125565,142.20685409,27.13325220,0.5028
20095,125555,142.20271788,27.13316798,0.2330
21665,125555,142.21855591,27.13314422,0.4867
19045,125525,142.19212509,27.13291210,0.4034
19975,125525,142.20150684,27.13289895,0.2269
19025,125515,142.19192317,27.13282212,0.4968
19975,125515,142.20150668,27.13280870,0.2362
20415,125515,142.20594535,27.13280226,0.4673
20425,125505,142.20604606,27.13271185,0.5391
21745,125505,142.21936206,27.13269168,0.4869
21755,125505,142.21946294,27.13269152,0.4858
20445,125485,142.20624749,27.13253104,0.5257
20445,125475,142.20624732,27.13244078,0.5236
18855,125435,142.19020701,27.13210240,0.1813
18865,125435,142.19030789,27.13210226,0.1827
20425,125435,142.20604490,27.13208005,0.5230
18875,125425,142.19040861,27.13201187,0.5846
21305,125425,142.21492202,27.13197649,0.3994
18845,125415,142.19010583,27.13192202,0.5835
18865,125415,142.19030758,27.13192175,0.5851
18875,125415,142.19040846,27.13192161,0.5907
18815,125395,142.18980289,27.13174192,0.5827
21235,125395,142.21421535,27.13170680,0.4950
21245,125395,142.21431623,27.13170665,0.4981
21255,125395,142.21441711,27.13170649,0.5050
18775,125355,142.18939877,27.13138144,0.3800
21135,125335,142.21320555,27.13116680,0.4983
21145,125335,142.21330642,27.13116664,0.2967
21745,125325,142.21935889,27.13106706,0.4863
21095,125315,142.21280170,27.13098690,0.1062
21745,125315,142.21935871,27.13097681,0.4905
20305,125305,142.20483223,27.13090849,0.2424
18585,125295,142.18748119,27.13084247,0.2773
20965,125295,142.21148995,27.13080836,0.4975
20975,125295,142.21159083,27.13080821,0.4980
20325,125285,142.20503365,27.13072768,0.5612
20985,125285,142.21169154,27.13071780,0.4992
20325,125275,142.20503349,27.13063743,0.2503
21795,125275,142.21986239,27.13061499,0.0874
20325,125265,142.20503332,27.13054717,0.1975
18645,125255,142.18808585,27.13048063,0.5777
20325,125255,142.20503316,27.13045691,0.1432
20815,125255,142.20997612,27.13044961,0.0996
20325,125245,142.20503299,27.13036666,0.5414
18555,125235,142.18717765,27.13030133,0.2974
20865,125235,142.21048017,27.13026834,0.5029
20895,125235,142.21078280,27.13026789,0.3064
20905,125235,142.21088367,27.13026773,0.1558
21845,125235,142.22036607,27.13025317,0.4847
21705,125225,142.21895362,27.13016513,0.0995
21835,125175,142.22026413,27.12971179,0.3924
18645,125155,142.18808434,27.12957807,0.5919
20325,125155,142.20503151,27.12955435,0.5537
21645,125155,142.21834714,27.12953427,0.1772
21655,125155,142.21844801,27.12953412,0.1285
20745,125145,142.20926814,27.12945784,0.0630
21645,125145,142.21834696,27.12944402,0.1599
17655,125135,142.17809731,27.12941057,0.5565
17665,125135,142.17819819,27.12941045,0.5574
17815,125135,142.17971133,27.12940852,0.5658
21615,125135,142.21804416,27.12935423,0.3356
18655,125125,142.18818476,27.12930716,0.5925
17615,125115,142.17769352,27.12923057,0.5562
20505,125115,142.20684662,27.12919066,0.5184
17615,125105,142.17769338,27.12914031,0.5623
17635,125105,142.17789513,27.12914006,0.5604
20435,125105,142.20614032,27.12910144,0.1366
20485,125105,142.20664470,27.12910070,0.1366
18665,125095,142.18828518,27.12903626,0.1966
20385,125085,142.20563561,27.12892167,0.5626
20325,125075,142.20503020,27.12883229,0.6177
20385,125075,142.20563545,27.12883141,0.0119
20325,125065,142.20503003,27.12874204,0.2368
20385,125065,142.20563528,27.12874115,0.6812
21685,125065,142.21874906,27.12872134,0.3526
17815,125055,142.17971017,27.12868646,0.5718
17525,125045,142.17678465,27.12859992,0.3515
18685,125025,142.18848587,27.12840419,0.4949
21775,125025,142.21965623,27.12835889,0.3013
20325,125015,142.20502921,27.12829075,0.6632
17805,124995,142.17960843,27.12814505,0.5722
17585,124985,142.17738904,27.12805762,0.4603
17595,124985,142.17748992,27.12805749,0.4679
17665,124985,142.17819604,27.12805659,0.5773
21835,124985,142.22026077,27.12799692,0.3878
17685,124975,142.17839765,27.12796608,0.5767
17695,124975,142.17849852,27.12796595,0.5743
17815,124975,142.17970902,27.12796441,0.0825
21835,124975,142.22026060,27.12790666,0.3894
17685,124965,142.17839750,27.12787582,0.1743
17685,124955,142.17839736,27.12778557,0.1714
18085,124945,142.18243220,27.12769013,0.2739
18145,124945,142.18303744,27.12768934,0.5754
21845,124945,142.22036094,27.12763574,0.4873
18095,124935,142.18253292,27.12759974,0.2777
21965,124935,142.22157125,27.12754357,0.0877
18125,124925,142.18283540,27.12750909,0.1747
18135,124925,142.18293627,27.12750896,0.3779
21845,124925,142.22036059,27.12745522,0.4952
18055,124915,142.18212913,27.12741975,0.3805
18085,124915,142.18243176,27.12741936,0.3966
18095,124915,142.18253263,27.12741923,0.3938
18105,124915,142.18263351,27.12741910,0.0959
18135,124915,142.18293613,27.12741870,0.5825
21905,124915,142.22096565,27.12736401,0.4882
21915,124915,142.22106653,27.12736386,0.2942
18045,124905,142.18202811,27.12732962,0.0796
18105,124905,142.18263336,27.12732884,0.0949
18135,124905,142.18293598,27.12732844,0.5856
21845,124905,142.22036023,27.12727471,0.4963
21895,124905,142.22086460,27.12727392,0.0888
21935,124905,142.22126810,27.12727328,0.5980
21945,124905,142.22136897,27.12727312,0.4915
21955,124905,142.22146984,27.12727296,0.4913
21965,124905,142.22157072,27.12727280,0.4910
21845,124895,142.22036005,27.12718445,0.5001
21945,124895,142.22136879,27.12718287,0.3943
18075,124885,142.18233044,27.12714872,0.5957
17465,124875,142.17617699,27.12706632,0.4512
18045,124875,142.18202768,27.12705885,0.5861
18685,124875,142.18848360,27.12705034,0.5958
21865,124875,142.22056145,27.12700362,0.0545
17465,124865,142.17617685,27.12697606,0.5545
17475,124865,142.17627772,27.12697593,0.1527
17515,124865,142.17668122,27.12697542,0.0621
17925,124865,142.18081704,27.12697016,0.5880
17935,124865,142.18091792,27.12697003,0.5870
17975,124865,142.18132141,27.12696951,0.0878
17985,124865,142.18142229,27.12696938,0.0902
17995,124865,142.18152316,27.12696925,0.1961
18035,124865,142.18192666,27.12696873,0.5903
21865,124865,142.22056127,27.12691337,0.0605
21875,124865,142.22066214,27.12691321,0.2053
17475,124855,142.17627758,27.12688567,0.1565
17485,124855,142.17637845,27.12688555,0.1960
17995,124855,142.18152301,27.12687899,0.1879
18535,124855,142.18697020,27.12687185,0.2928
18665,124855,142.18828155,27.12687009,0.4977
17895,124845,142.18051413,27.12679004,0.0903
18615,124845,142.18777703,27.12678051,0.5951
18665,124845,142.18828140,27.12677984,0.4997
17775,124835,142.17930350,27.12670133,0.6168
